"Location","Site","Section","sample","min_depth","max_depth","midpoint","K","K_sd","K_ICP","K_ICP_sd","K_fit2","K_lwr2","K_upr2"
"Kerguelen","KER1","CAT1-S1-1A",23,33,34.4,33.7,-5.56103031179761,-7.86361618506398,9.43572435405003,8.14444893459129,8.91977499008315,7.71569951811465,10.1238504620516
"Kerguelen","KER1","CAT1-S1-1A",25,35.9,37.2,36.6,-5.53608863314263,-7.83867499455651,8.15592505260447,6.99760684581141,8.9345509181812,7.7408084957626,10.1282933405998
"Kerguelen","KER1","CAT1-S1-1A",26,37.3,38.7,38,-6.307724985253,-8.6103122734295,9.36391469231164,8.09172018660557,8.47741876543594,6.96269920601033,9.99213832486154
"Kerguelen","KER1","CAT1-S1-1A",27,38.8,40.1,39.4,-5.73279355592427,-8.03537834008756,8.94209276415506,7.72662357268412,8.81801915479184,7.54269384994065,10.093344459643
"Kerguelen","KER1","CAT1-S1-1A",28,40.2,41.6,40.9,-6.30216307768222,-8.6047465334242,8.51773710207001,7.26605941167187,8.48071374599802,6.96831540685424,9.9931120851418
"Kerguelen","KER1","CAT1-S1-1B",36,45.1,46.2,45.6,-5.58302839027264,-7.8856129515157,9.11719151995933,7.92431751310338,8.90674290710514,7.69355098406732,10.119934830143
"Kerguelen","KER1","CAT1-S1-1B",40,50.7,52.1,51.4,-6.12682893292428,-8.42941585784626,9.12295437868117,7.88426697813284,8.5845850512103,7.14531396902891,10.0238561333917
"Kerguelen","KER1","CAT1-S1-1B",41,52.3,53.6,53,-5.41373764571323,-7.71632228976936,9.44517553011353,8.1427489699695,9.0070339863015,7.863926428166,10.150141544437
"Kerguelen","KER1","CAT1-S1-1B",46,59.9,61.2,60.5,-7.14485704449485,-9.44732933011245,8.21978036732468,7.08810805399648,7.98148570146518,6.11658621664677,9.8463851862836
"Kerguelen","KER1","CAT1-S1-1B",49,64.4,65.8,65.1,-5.92465074139464,-8.22723620853649,9.64730328215626,8.45321393871225,8.7043592838256,7.34928462421914,10.0594339434321
"Kerguelen","KER1","CAT1-S1-1B",51,67.6,68.9,68.3,-5.95818684331827,-8.26077348394536,7.19481760067809,6.2155025508803,8.68449185478975,7.31546157685148,10.053522132728
"Kerguelen","KER1","CAT1-S1-1B",57,76.5,77.9,77.2,-8.01763075992896,-10.3190029964978,6.09336174908748,5.69240792167334,7.46443783778598,5.23328857132255,9.69558710424942
"Kerguelen","KER1","CAT1-S1-1C",69,86.1,87.5,86.8,-7.94435097389994,-10.2459778614829,5.78067873468173,5.55743016765605,7.50785018642474,5.30748332107965,9.70821705176984
"Kerguelen","KER1","CAT1-S1-1C",73,92.4,93.7,93.1,-7.82943299463377,-10.1316436456739,6.1890535857076,5.71467196831828,7.57592979815818,5.4238261254584,9.72803347085796
"Kerguelen","KER1","CAT1-S1-1C",80,103.1,104.5,103.8,-7.7651028018224,-10.0683621957264,5.28073893881511,5.25491592154146,7.61404023637944,5.48894831041663,9.73913216234225
"Kerguelen","KER1","CAT1-S1-1C",86,112.2,113.6,112.9,-8.75717140379901,-11.06184984561,5.70361390211532,5.3258298955318,7.02631979727331,4.48427810704842,9.56836148749821
"Kerguelen","KER1","CAT1-S1-1C",93,122.9,124.1,123.5,-8.76889055014851,-11.0746705340391,5.12277231787089,5.33106169107793,7.01937715054026,4.47240591093192,9.5663483901486
"Kerguelen","KER1","CAT1-S1-1D",105,130.3,131.4,130.8,-8.15699047738216,-10.4586134351987,5.81672173384908,5.38293222981626,7.38187847226215,5.09217590760536,9.67158103691894
"Kerguelen","KER1","CAT1-S1-1D",108,134.6,135.8,135.2,-8.06422763935922,-10.3655230121327,5.47451440839655,5.33252509141459,7.43683295402576,5.18610741143056,9.68755849662096
"Kerguelen","KER1","CAT1-S1-1D",110,137.6,138.8,138.2,-8.25455973241561,-10.5574140199428,3.58051059375477,5.2257591139584,7.3240765770129,4.99336985876669,9.65478329525912
"Kerguelen","KER1","CAT1-S1-1D",114,143.4,144.6,144,-8.85373643055807,-11.1552510206984,5.05662433497082,5.29840099805083,6.96911282608598,4.38644955934117,9.5517760928308
"Kerguelen","KER1","CAT1-S1-1D",117,147.8,148.9,148.4,-7.50076938316846,-9.80273764943598,8.88952654720129,7.60802400006861,7.77063641588979,5.75648982605471,9.78478300572488
"Kerguelen","KER1","CAT1-S1-1D",119,150.7,151.8,151.3,-8.07995167704403,-10.3815233534791,5.68299005777989,5.36859532369193,7.42751773296723,5.17018578577141,9.68484968016306
"Kerguelen","KER1","CAT1-S1-1D",123,156.5,157.7,157.1,-9.19743401842667,-11.5029751341171,5.29711731277146,5.51314095919377,6.7654997928145,4.03821340018151,9.4927861854475
"Kerguelen","KER1","CAT1-S1-1D",124,158,159.2,158.6,-8.90152567471421,-11.2054407652223,6.88108524083891,6.18418879550211,6.94080156262695,4.33803303107709,9.54357009417681
"Kerguelen","KER1","CAT1-S1-1E",132,161.5,162.7,162.1,-8.14525384353324,-10.4482147279778,8.44977437794971,7.25693531554064,7.38883147892477,5.10406080026325,9.67360215758628
"Kerguelen","KER1","CAT1-S1-1E",137,168.8,170,169.4,-7.09436079885649,-9.39666995016768,5.36707802767625,5.31750448288758,8.01140064444459,6.1676615702283,9.85513971866088
"Kerguelen","KER1","CAT1-S1-1E",144,179,180.2,179.6,-8.01392102330516,-10.3159772755813,8.41878793399692,7.23378118071766,7.46663555680779,5.23704474284604,9.69622637076954
"Kerguelen","KER1","CAT1-S1-1E",145,180.4,181.6,181,-6.25708823773835,-8.55967280903486,10.0552660353562,8.72530467771507,8.50741694441763,7.01382698248697,10.0010069063483
"Kerguelen","KER1","CAT1-S1-1E",146,181.9,183,182.4,-3.77740562145575,-6.07999067074728,10.4437341495311,9.20297169120883,9.97642841517861,9.48884312420063,10.4640137061566
"Kerguelen","KER1","CAT1-S1-1E",147,183.3,184.4,183.8,-5.66620320408685,-7.96878858601636,7.05121538687968,6.08935485551597,8.85746855450486,7.60978378240073,10.105153326609
"Kerguelen","KER1","CAT1-S1-1E",151,189,190.3,189.7,-8.61946957900122,-10.9195986196925,6.25203725211386,5.734030492732,7.10789699543745,4.62377202324206,9.59202196763284
"Kerguelen","KER1","CAT1-S1-1E",157,198.4,199.7,199,-8.30209794096162,-10.6046669047933,6.234665883555,5.654138785588,7.29591403185694,4.9452263589808,9.64660170473308
"Kerguelen","KER1","CAT1-S1-1E",161,204.5,205.8,205.2,-7.94541452918023,-10.2487987378245,6.57089960099668,5.8170067565967,7.50722011590835,5.30640652118671,9.70803371062999
"Kerguelen","KER1","CAT1-S1-1F",170,210.3,211.7,211,-8.64685209182689,-10.9476116559202,4.65086679194153,5.20006931612489,7.0916750704318,4.59603408558024,9.58731605528336
"Kerguelen","KER1","CAT1-S1-1F",177,220.9,222.2,221.6,-8.35684035620774,-10.6585101368142,5.5797753045747,5.06553102511016,7.2634835766827,4.88978481396442,9.63718233940097
"Kerguelen","KER1","CAT1-S1-1F",179,224,225.4,224.7,-8.59376110983523,-10.89773982588,6.01099895755489,5.48853642953226,7.12312718491919,4.64981375206303,9.59644061777535
"Kerguelen","KER1","CAT1-S1-1F",180,225.6,226.8,226.2,-5.89525404544231,-8.19783804850959,9.3516418894667,8.04300243011513,8.7217744494895,7.37892920921312,10.0646196897659
"Kerguelen","KER1","CAT1-S1-1F",185,233.2,234.5,233.8,-4.41344176282272,-6.71602726858237,9.56536300399911,8.28652966306753,9.59962842418325,8.86498365536616,10.3342731930003
"Kerguelen","KER1","CAT1-S1-1F",186,234.7,235.9,235.3,-5.36857653945632,-7.67116184700762,9.46950694542877,8.26816210113391,9.03378829053706,7.90934646668056,10.1582301143936
"Kerguelen","KER1","CAT1-S1-1F",188,237.8,239.1,238.4,-6.4315565043392,-8.73414346075499,4.48101951998627,5.33569789770065,8.40405860200821,6.83763701365426,9.97048019036216
"Kerguelen","KER1","CAT1-S1-1F",191,242.3,243.6,242.9,-7.7226679145141,-10.0245258809132,2.88736341319482,5.35021301418444,7.6391794762995,5.53190332575254,9.74645562684646
"Kerguelen","KER3","CAT2-S3-1A",6,7.9,9.1,8.5,-7.66603635788149,-9.96962735504067,7.79707323539926,6.02282168016933,7.67272909501042,5.58922607427449,9.75623211574634
"Kerguelen","KER3","CAT2-S3-1A",9,12.3,13.5,12.9,-8.05484063210111,-10.3560442681781,7.49991347093228,5.76187751294871,7.44239399689783,5.19561227448499,9.68917571931068
"Kerguelen","KER3","CAT2-S3-1A",13,18.1,19.3,18.7,-8.07239519695926,-10.3750924631488,7.77921503024593,6.05222329404689,7.43199433648504,5.17783724685095,9.68615142611914
"Kerguelen","KER3","CAT2-S3-1A",15,21,22.1,21.6,-8.07903503936156,-10.3815233534791,7.84440327333355,6.12517474062167,7.42806076668503,5.17111394770567,9.6850075856644
"Kerguelen","KER3","CAT2-S3-1A",20,28.2,29.4,28.8,-8.40265987482608,-10.7064495991033,7.28877378718633,5.37214044172961,7.23633921635485,4.84337843156851,9.62930000114119
"Kerguelen","KER3","CAT2-S3-1A",21,29.6,30.7,30.2,-8.53194141376515,-10.8348919222203,7.46290475750432,5.70587359141343,7.15975035679191,4.71243305566658,9.60706765791724
"Kerguelen","KER3","CAT2-S3-1A",22,31,32.1,31.6,-7.29715119097155,-9.60042437804604,8.40314795226183,6.70296782689372,7.89126373247812,5.96252269393083,9.8200047710254
"Kerguelen","KER3","CAT2-S3-1A",27,38.2,39.3,38.7,-5.86088691253484,-8.1634706013885,8.17939819433301,6.3715186466495,8.74213419719541,7.41358170361657,10.0706866907742
"Kerguelen","KER3","CAT2-S3-1A",28,39.5,40.7,40.1,-5.77675260209313,-8.07933834050642,9.09798805767185,7.29002214661951,8.79197697397332,7.49839344302405,10.0855605049226
"Kerguelen","KER3","CAT2-S3-1A",32,45.1,47,46.1,-6.99364873562309,-9.29589826033783,8.47022727745012,6.69010655044032,8.07106439946,6.26951658884282,9.87261221007719
"Kerguelen","KER3","CAT2-S3-1B",38,46.4,47.6,47,-6.75841586905981,-9.06099837822698,8.22495552384714,6.39808102596772,8.21042085460163,6.50735061017366,9.91349109902959
"Kerguelen","KER3","CAT2-S3-1B",42,51.6,52.7,52.2,-6.67873781293257,-8.98132608719025,8.16506197310391,6.28071536131573,8.25762366098107,6.58788573324173,9.9273615887204
"Kerguelen","KER3","CAT2-S3-1B",45,55.3,56.5,55.9,-5.16071671460106,-7.46330111043804,9.54046690931106,7.56575446914292,9.15692843154451,8.11820505330891,10.1956518097801
"Kerguelen","KER3","CAT2-S3-1B",47,58.1,59.3,58.7,-8.48976286636822,-10.7902194821687,7.42660216086904,5.56828999197001,7.18473773603926,4.75515570062246,9.61431977145607
"Kerguelen","KER3","CAT2-S3-1B",52,64.6,65.7,65.1,-8.31452177146605,-10.6168374404136,7.32001564163018,5.38901167550186,7.28855391673497,4.93264405641846,9.64446377705148
"Kerguelen","KER3","CAT2-S3-1B",55,68.3,69.4,68.9,-6.35134404873281,-8.65392971498971,10.4201124539379,8.44453489818546,8.45157799687348,6.91865135661676,9.9845046371302
"Kerguelen","KER3","CAT2-S3-1B",56,69.5,70.7,70.1,-8.60401004187283,-10.9086094981169,7.48186856676502,5.48014567421464,7.11705552130086,4.63943201380647,9.59467902879524
"Kerguelen","KER3","CAT2-S3-1B",62,77.2,78.2,77.7,-8.48905773174339,-10.7902194821687,7.38804365345535,5.49146844679997,7.18515547129518,4.75586992113226,9.6144410214581
"Kerguelen","KER3","CAT2-S3-1B",65,80.8,81.9,81.4,-8.2836479259891,-10.5847061622308,7.16054082907696,5.15019744376056,7.30684417406642,4.96391149787124,9.64977685026161
"Kerguelen","KER3","CAT2-S3-1B",68,84.5,85.6,85.1,-8.0814090523143,-10.3847543740606,7.12034994352032,5.22909306453311,7.42665435594665,5.16871008645604,9.68459862543727
"Kerguelen","KER3","CAT2-S3-1C",78,89.2,90.2,89.7,-7.57780331096337,-9.87977102591881,7.20717615552979,5.35739586903185,7.72500004177263,5.6785290418433,9.77147104170196
"Kerguelen","KER3","CAT2-S3-1C",83,95.7,96.8,96.2,-8.33933993596183,-10.6416320990268,7.13540674874693,5.1817259272836,7.27385116079026,4.90750897850742,9.6401933430731
"Kerguelen","KER3","CAT2-S3-1C",85,98.3,99.3,98.8,-8.94844544840113,-11.2505612005027,7.27820237516337,5.29133378802989,6.91300539012527,4.29049615102722,9.53551462922333
"Kerguelen","KER3","CAT2-S3-1C",89,103.5,104.7,104.1,-8.1626319798366,-10.4656064706897,7.31139024807374,5.43227056819862,7.37853633816665,5.08646310084184,9.67060957549146
"Kerguelen","KER3","CAT2-S3-1C",91,106.1,107.2,106.7,-6.88257205505387,-9.18516007344588,7.29736524939485,5.38278040644978,8.13686835227992,6.38183407922504,9.89190262533481
"Kerguelen","KER3","CAT2-S3-1C",96,112.8,113.9,113.3,-6.84920527829291,-9.15178848502657,7.51342610082884,5.79505190434194,8.15663546984663,6.4155692985024,9.89770164119087
"Kerguelen","KER3","CAT2-S3-1C",101,118.9,119.9,119.4,-7.2485934323631,-9.55142322115508,6.99216041801551,5.15272267084169,7.92003027861667,6.01164819908585,9.82841235814749
"Kerguelen","KER3","CAT2-S3-1D",110,122.4,123.5,123,-8.24632289830865,-10.5497511471972,7.03812140555832,5.16391705309256,7.32895623528305,5.00171139374531,9.65620107682079
"Kerguelen","KER3","CAT2-S3-1D",115,128.9,130,129.5,-7.73684819291452,-10.0404534076093,6.95852263578876,5.04126415986152,7.63077880780587,5.51754944589545,9.7440081697163
"Kerguelen","KER3","CAT2-S3-1D",117,131.4,132.4,131.9,-7.66139159053781,-9.9632375569419,7.22247937784267,5.1624184936524,7.67548074413764,5.59392737873553,9.75703410953974
"Kerguelen","KER3","CAT2-S3-1D",121,136.5,137.6,137.1,-7.83848474955843,-10.1417447416604,7.55225777239036,5.82281280944484,7.57056736518892,5.41466260107145,9.7264721293064
"Kerguelen","KER3","CAT2-S3-1D",124,140.5,141.6,141,-8.34433712469641,-10.6458249772868,7.06708406297245,5.19520239554435,7.27089073048178,4.90244792331791,9.63933353764566
"Kerguelen","KER3","CAT2-S3-1D",130,148.3,149.4,148.9,-7.38072008819692,-9.68354913217087,7.41988028238864,5.67381077134607,7.8417559173179,5.87796920930288,9.80554262533293
"Kerguelen","KER3","CAT2-S3-1D",133,152.3,153.4,152.8,-6.98543469808994,-9.28830191344589,7.65077668257399,5.83106512604093,8.07593055260324,6.27782311144589,9.87403799376059
"Kerguelen","KER3","CAT2-S3-1D",134,153.6,154.8,154.2,-6.82605271885695,-9.12864057649288,8.07602461612282,6.21927219638722,8.17035148945558,6.43897630124944,9.90172667766172
"Kerguelen","KER3","CAT2-S3-1D",136,156.4,157.6,157,-7.04046186899273,-9.34272956002193,7.78728303527818,6.02806179867599,8.04333140272458,6.22217422877587,9.86448857667328
"Kerguelen","KER3","CAT2-S3-1D",139,160.4,161.5,160.9,-7.81981248488682,-10.1216435623393,6.9917142211123,4.73000279667527,7.58162917237649,5.43356533924636,9.72969300550663
"Kerguelen","KER3","CAT2-S3-1D",141,163,164.1,163.5,-7.82837034733641,-10.1316436456739,6.86981830306151,4.82650249078521,7.5765593307681,5.42490188886123,9.72821677267497
"Kerguelen","KER3","CAT2-S3-1D",142,164.3,165.5,164.9,-8.37504713677488,-10.6756779404365,7.03061900382887,4.88509419105767,7.25269753119319,4.87134502010844,9.63405004227794
"Kerguelen","KER3","CAT2-S3-1E",150,166.5,167.5,167,-8.49399437691372,-10.7950856718199,7.18569633516042,5.15236421432467,7.18223090815364,4.7508696585796,9.61359215772769
"Kerguelen","KER3","CAT2-S3-1E",152,169.1,170.2,169.6,-8.23409912779931,-10.5383658249721,7.60000819180386,5.74135975670581,7.33619783103255,5.01409044698821,9.65830521507689
"Kerguelen","KER3","CAT2-S3-1E",156,174.6,175.7,175.1,-8.5809640073149,-10.8816536881284,7.15741324853693,5.19356573881366,7.13070843353199,4.66277658459312,9.59864028247086
"Kerguelen","KER3","CAT2-S3-1E",158,177.2,178.3,177.8,-8.79678144073791,-11.1008158141434,7.07838929932969,5.17061537333946,7.00285405281133,4.44415044403213,9.56155766159052
"Kerguelen","KER3","CAT2-S3-1E",159,178.6,179.6,179.1,-8.72745753690528,-11.0304993157259,6.86327749436364,4.76150461085045,7.04392286107709,4.51437966296504,9.57346605918914
"Kerguelen","KER3","CAT2-S3-1E",163,183.8,184.9,184.3,-6.52705086911545,-8.82963254521604,10.2542919907256,8.4614065962027,8.34748591148395,6.74116667495414,9.95380514801376
"Kerguelen","KER3","CAT2-S3-1E",165,186.4,187.5,187,-9.0739231473732,-11.3731635225951,6.90536604994621,4.82036858036753,6.83866999820685,4.16336231891359,9.51397767750011
"Kerguelen","KER3","CAT2-S3-1E",168,190.4,191.5,190.9,-6.05172678459355,-8.3543135769731,9.81814296386457,8.15957537053729,8.62907700217701,7.2210989826671,10.0370550216869
"Kerguelen","KER3","CAT2-S3-1E",171,194,195,194.5,-5.7304035931192,-8.03298776183291,7.85664404044943,6.03405783691809,8.81943501452819,7.54510211368177,10.0937679153746
"Kerguelen","KER3","CAT2-S3-1E",174,197.7,198.6,198.1,-3.45419453732357,-5.75677953541922,10.5554670465395,8.80285948615257,10.1679048512957,9.79424811759655,10.5415615849948
"Kerguelen","KER3","CAT2-S3-1E",177,201.6,202.7,202.1,-7.63312404384317,-9.93601074424169,8.55369578440254,6.7917036709395,7.69222698015673,5.62253849635489,9.76191546395857
"Kerguelen","KER3","CAT2-S3-1E",181,207,208.1,207.5,-9.98469760796167,-12.2872827009557,7.65517571216539,5.79199092403536,6.29910976533868,3.24035141819127,9.35786811248608
"Marion Island","PB1","PB1_1A",4,5,6.3,5.7,-6.43023931312999,-8.73282130451694,7.66590087272559,3.5615059745648,8.40483893130633,6.83896750828835,9.9707103543243
"Marion Island","PB1","PB1_1A",7,9.8,11.1,10.4,-7.12140033417839,-9.42353359243722,7.64489191730999,3.68682497361342,7.9953819058806,6.14031242358338,9.85045138817781
"Marion Island","PB1","PB1_1A",9,12.6,13.8,13.2,-7.63883696022138,-9.94222838085256,7.48383063903723,2.92745061748624,7.68884253908512,5.61675621446031,9.76092886370994
"Marion Island","PB1","PB1_1A",14,19.4,20.7,20.1,-7.81850886915933,-10.1216435623393,7.28810369187294,3.25954687001217,7.58240145929925,5.43488503279592,9.72991788580259
"Marion Island","PB1","PB1_1A",16,22.3,23.5,22.9,-7.90380917427263,-10.2072990069178,7.21126495864839,2.73712303479473,7.5318679249477,5.34852921219348,9.71520663770193
"Marion Island","PB1","PB1_1A",17,23.7,24.9,24.3,-8.6198241025032,-10.9251388000681,7.00512405569383,3.23286299236473,7.10768696892534,4.6234129010755,9.59196103677518
"Marion Island","PB1","PB1_1A",22,30.4,31.6,31,-8.32123174891825,-10.6250342076178,7.04296756561246,2.37592197572043,7.28457879758823,4.92584844175679,9.64330915341966
"Marion Island","PB1","PB1_1A",28,38.5,39.8,39.2,-7.63793995764465,-9.94015153690772,8.07954685213561,4.44136051242672,7.68937394059025,5.61766411071227,9.76108377046822
"Marion Island","PB1","PB1_1A",32,44,45.3,44.7,-7.2836013924856,-9.58576135873597,8.42798335194157,3.89977420704911,7.89929089259597,5.97623124755686,9.82235053763509
"Marion Island","PB1","PB1_1B",39,46.4,47.6,47,-7.23816115324377,-9.54023429323727,8.39815291098375,3.31494692419074,7.92621056055753,6.02220202418754,9.83021909692752
"Marion Island","PB1","PB1_1B",41,49.3,50.5,49.9,-5.4624981467433,-7.76508394679399,9.05711158713979,4.69095830176537,8.97814733166962,7.81487135182816,10.1414233115111
"Marion Island","PB1","PB1_1B",42,50.6,51.8,51.2,-5.3046453460448,-7.60723043903884,8.7183574896365,4.40585691763808,9.07166235387254,7.9736200008433,10.1697047069018
"Marion Island","PB1","PB1_1B",44,53.3,54.5,53.9,-4.9203180126355,-7.22290310562955,8.71373827768049,4.05727479722702,9.29934522651034,8.35927787247735,10.2394125805433
"Marion Island","PB1","PB1_1B",45,54.7,55.8,55.2,-4.83168177778835,-7.13426699620411,8.69479891445826,4.42610096509138,9.35185502952324,8.44800072729366,10.2557093317528
"Marion Island","PB1","PB1_1B",46,56,57.7,56.8,-4.29990648023411,-6.60249142584236,8.89228667157219,3.63319001820915,9.66688889992461,8.97753055595146,10.3562472438978
"Marion Island","PB1","PB1_1B",52,64.3,65.4,64.9,-5.07727987141407,-7.37986512474545,8.62732289812151,4.07094287627726,9.20635801536339,8.20194129429345,10.2107747364333
"Marion Island","PB1","PB1_1B",54,66.9,68.1,67.5,-5.8361774846367,-8.13876360503452,8.54466121240976,3.55382854560968,8.75677253549723,7.43849326108442,10.07505180991
"Marion Island","PB1","PB1_1B",57,70.8,72,71.4,-5.21196739156984,-7.51455230110927,8.69325673630331,4.27870690990723,9.1265665489967,8.0667398868386,10.1863932111548
"Marion Island","PB1","PB1_1B",62,77.7,78.9,78.3,-6.20091132889611,-8.50349740828725,8.56871367287485,3.83571011542868,8.54069722107048,7.0705398050221,10.0108546371189
"Marion Island","PB1","PB1_1B",64,80.4,81.5,81,-6.94026504102581,-9.24286356368174,8.17955299319334,4.27251752939478,8.10268992250076,6.3234993016427,9.88188054335882
"Marion Island","PB1","PB1_1B",65,81.7,82.8,82.3,-6.26642521419074,-8.56900767423046,8.3763140571045,3.32485676830091,8.50188554075302,7.00440002220309,9.99937105930295
"Marion Island","PB1","PB1_1B",66,83,84.1,83.6,-6.42481321346282,-8.72739583859765,8.29634682979023,4.20400027022034,8.40805345666543,6.84444836397128,9.97165854935957
"Marion Island","PB1","PB1_1B",67,84.3,85.4,84.9,-6.1320801737679,-8.43466434597665,8.49006129692028,4.42721540182923,8.58147411556702,7.14001427363518,10.0229339574989
"Marion Island","PB1","PB1_1B",68,85.6,86.6,86.1,-6.45324987925886,-8.7558375113035,8.15553634868769,3.33964513139812,8.39120703125184,6.81572390618955,9.96669015631412
"Marion Island","PB1","PB1_1C",77,89.2,90.3,89.7,-6.10753779528439,-8.4101206421247,8.01687249419174,0.1928264830056,8.59601349059643,7.16478232978218,10.0272446514107
"Marion Island","PB1","PB1_1C",79,91.8,92.9,92.4,-6.28356597052163,-8.58615213490732,7.97572928090156,3.28717748600431,8.4917310284367,6.9870934134661,9.99636864340731
"Marion Island","PB1","PB1_1C",81,94.5,95.6,95.1,-5.84883576153586,-8.15142224185227,8.06159395798229,1.49031091544113,8.7492735298411,7.42573175858643,10.0728153010958
"Marion Island","PB1","PB1_1C",84,98.5,99.6,99.1,-5.83285490894196,-8.13544034326782,8.03553743277688,3.02988968016267,8.75874089297008,7.4418428184728,10.0756389674674
"Marion Island","PB1","PB1_1C",86,101.2,102.3,101.8,-5.39160658986131,-7.69419168285536,8.31070894114397,3.4178566827041,9.02014484762425,7.88618608613513,10.1541036091134
"Marion Island","PB1","PB1_1C",87,102.6,103.7,103.1,-5.26354924378689,-7.56613395044928,8.071807596058,4.09790918689184,9.09600847188942,8.01492032339515,10.1770966203837
"Marion Island","PB1","PB1_1C",88,103.9,105,104.4,-5.5898709235342,-7.89245601652824,7.99829445022224,3.63998434231269,8.90268925935833,7.6866611071061,10.1187174116106
"South Georgia","POB4","POB_1A",15,30,31.3,30.7,-8.08460914832728,-10.3879958679847,9.59198643488951,7.93791497340155,7.42475855778291,5.16546974827195,9.68404736729388
"South Georgia","POB4","POB_1A",16,31.5,32.9,32.2,-7.51645653718555,-9.81914640410238,8.17310690873557,6.40708159907738,7.76134304542239,5.74061449347639,9.7820715973684
"South Georgia","POB4","POB_1A",19,36.1,37.4,36.8,-7.63263877083661,-9.93601074424169,8.20288398403177,6.59535240498601,7.69251446517937,5.62302965982525,9.76199927053349
"South Georgia","POB4","POB_1A",21,39.2,40.6,39.9,-6.76979408742073,-9.07238005154765,8.55152365001153,6.74889992380493,8.20368018013819,6.49584895541503,9.91151140486134
"South Georgia","POB4","POB_1A",24,43.8,45.1,44.4,-6.59077390397536,-8.89335681193883,8.87105938482569,7.01531240332766,8.30973516526093,6.67678027856875,9.94269005195311
"South Georgia","POB4","POB_1A",28,49.9,51.2,50.5,-7.75639904469371,-10.0589724553765,8.15184076795955,6.30726669935089,7.61919650878979,5.49775890164176,9.74063411593783
"South Georgia","POB4","POB_1E",170,200.2,201.3,200.7,-8.80981410656486,-11.1141493450129,7.78337301690157,6.15228999481207,6.99513325198437,4.43094726509826,9.55931923887048
"South Georgia","POB4","POB_1E",174,205.3,206.4,205.9,-9.2449318167458,-11.5475169097398,7.57687774950513,5.38742849734421,6.73736118745085,3.99008368293035,9.48463869197134
"South Georgia","POB4","POB_1E",177,209.4,210.5,209.9,-8.43745360660287,-10.7381982974179,7.5489435468377,5.68138516060988,7.21572674330887,4.80813805123681,9.62331543538093
"South Georgia","POB4","POB_1E",183,217.6,218.5,218.1,-7.63874556203682,-9.94222838085256,7.89949097518038,5.9017819205058,7.68889668512004,5.61684872267347,9.76094464756661
"South Georgia","POB4","POB_1F",196,225.1,226.2,225.7,-8.93826190506477,-11.2428983277572,7.40010841447268,5.79996586068074,6.91903831622471,4.30081373468017,9.53726289776925
"South Georgia","POB4","POB_1F",202,232.5,233.6,233,-9.39306200879148,-11.6956471017855,7.72992355279117,5.81628853866735,6.6496060248134,3.83997599709551,9.4592360525313
"South Georgia","POB4","POB_1F",208,240,241.2,240.6,-8.83682011045067,-11.1413619085377,7.73091224602177,6.01455294802885,6.97913437808528,4.40358761420255,9.55468114196801
"South Georgia","POB4","POB_1F",214,247.5,248.6,248.1,-9.12564083189004,-11.4267477687292,7.62207460058684,5.821671074222,6.80803145144383,4.11095965938002,9.50510324350763
"South Georgia","POB4","POB_1F",219,253.8,254.8,254.3,-8.68012397041826,-10.9822972139081,7.15862387378295,5.33461022077936,7.07196417235817,4.56232970274238,9.58159864197397
"South Georgia","POB4","POB_1G",233,261.6,262.8,262.2,-9.5020304658255,-11.8046155588195,7.57569890810719,6.01921662791959,6.58505102399072,3.72954661648086,9.44055543150059
"South Georgia","POB4","POB_1G",239,269.2,270.5,269.8,-9.92778024510517,-12.2303653380992,7.35756534818995,5.64981431336821,6.33282870113015,3.29804306532356,9.36761433693674
"South Georgia","POB4","POB_1G",247,279.3,280.2,279.8,-8.41561632473896,-10.7199329494406,7.66789109528974,5.99735432625633,7.22866356729501,4.83025575949592,9.62707137509409
"South Georgia","POB4","POB_1G",255,289.2,290.5,289.9,-8.96787273922315,-11.2739085644997,9.66337639206147,8.04556172372012,6.90149629098655,4.27081299355509,9.53217958841802
"South Georgia","POB4","POB_1G",256,290.6,291.8,291.2,-8.59432264673324,-10.89773982588,8.74750343731602,7.21771094323421,7.12279451970671,4.64924494049759,9.59634409891583
"South Georgia","POB4","POB_1G",261,297.2,298.5,297.9,-6.48771950711432,-8.79030197201856,9.32016506295912,7.74187001617657,8.37078656357584,6.78090271762656,9.96067040952512
"South Georgia","POB4","POB_1H",270,299.6,300.9,300.3,-6.86531858878488,-9.16790368177893,9.43350052475259,7.85387382623095,8.1470896361221,6.3992783166967,9.8949009555475
"South Georgia","POB4","POB_1H",272,302.4,303.6,303,-7.00720993527671,-9.31016070725839,9.71533942419385,8.09117569588,8.06303048507208,6.25580245119938,9.87025851894478
"South Georgia","POB4","POB_1H",274,305.3,306.6,305.9,-6.53368177166514,-8.83626961636834,9.0176798725949,7.36508983903387,8.34355763782383,6.734467183649,9.95264809199866
"South Georgia","POB4","POB_1H",276,308.2,309.4,308.8,-6.29666992648138,-8.59925501947543,9.5972912566793,7.88576576023687,8.48396799396978,6.97386209415259,9.99407389378698
"South Georgia","POB4","POB_1H",277,309.6,310.8,310.2,-6.7219091076129,-9.02449170940607,8.97187388328532,7.33694290066886,8.23204815923074,6.54425166993226,9.91984464852921
"South Georgia","POB4","POB_1H",278,311,312.3,311.6,-6.76959113414502,-9.072179710968,9.58447950256128,7.92395496443579,8.20380041354552,6.4960541126628,9.91154671442823
