"depth","SH20_mean_age","surface","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","inc_coh","coh_inc","Total_scatter"
27.2,192.53,6.94,22568,53544,1.35,14,104,114,20,1683,0,0,64,988,41606,6155,6.759707555,0.147935394,47761
27.3,193.82,6.93,22048,53187,1.31,17,101,103,9,1055,0,23,152,1029,41794,6092,6.860472751,0.14576255,47886
27.4,195.11,6.94,22408,53211,1.49,13,99,137,0,1058,0,0,101,1062,41608,6020,6.911627907,0.144683715,47628
27.5,196.4,6.93,22787,55458,1.21,7,132,124,31,1692,0,150,238,968,42791,6273,6.821457038,0.146596247,49064
27.6,197.69,6.92,22732,56015,1.33,14,131,167,28,2502,0,7,257,1073,42585,6286,6.774578428,0.147610661,48871
27.7,198.98,6.93,22571,54348,1.31,0,120,131,43,1941,13,0,13,906,42143,6106,6.901899771,0.144887644,48249
27.8,200.27,6.93,22310,53903,1.33,8,112,136,28,1908,0,42,358,920,41406,6114,6.77232581,0.147659759,47520
27.9,201.56,6.92,22069,52776,1.3,31,152,134,46,1225,0,0,90,1054,41297,5900,6.999491525,0.142867521,47197
28,202.85,6.93,21518,53880,1.51,18,184,252,91,4020,0,53,220,968,39887,5764,6.920020819,0.144508236,45651
28.1,204.14,6.93,22339,57359,1.33,6,254,264,52,5836,0,140,339,1032,40594,6082,6.674449194,0.149825097,46676
28.2,205.43,6.92,22586,54803,1.29,0,124,166,43,2433,0,0,175,846,42254,6249,6.761721876,0.147891324,48503
28.3,206.72,6.92,22465,55098,1.19,22,148,218,23,2668,0,0,61,942,41884,6160,6.799350649,0.147072868,48044
28.4,208.01,6.93,22552,55594,1.27,11,125,124,36,2982,0,0,103,972,42068,6256,6.724424552,0.14871161,48324
28.5,209.3,6.93,22448,55659,1.28,0,108,119,21,3354,4,0,184,887,41777,6349,6.580091353,0.151973574,48126
28.6,210.59,6.92,22474,54300,1.35,26,143,150,12,2191,0,0,67,1127,41731,5936,7.030154987,0.142244375,47667
28.7,211.88,6.92,22497,54401,1.36,7,130,185,27,1483,0,64,106,979,42082,6493,6.481133528,0.154293997,48575
28.8,213.17,6.92,22755,55005,1.25,18,139,133,26,2198,0,69,280,892,42303,6105,6.929238329,0.144316006,48408
28.9,214.46,6.91,23081,56226,1.25,0,152,152,24,3156,0,0,59,964,42779,6283,6.808690116,0.146871128,49062
29,215.75,6.91,22840,56360,1.32,15,112,94,32,2929,0,83,264,1048,42885,6310,6.796354992,0.147137694,49195
29.1,217.04,6.9,22597,53715,1.29,16,89,134,24,1859,0,0,153,760,42108,6274,6.71150781,0.148997815,48382
29.2,218.33,6.9,22571,54830,1.3,0,115,92,30,2701,0,10,313,798,41833,6282,6.659184973,0.150168527,48115
29.3,219.62,6.89,22684,54496,1.26,12,154,180,51,2524,0,45,209,939,41943,6057,6.924715206,0.144410271,48000
29.4,220.91,6.89,22593,54121,1.43,0,128,132,28,1927,0,120,289,853,41723,6068,6.875906394,0.145435371,47791
29.5,222.2,6.89,22538,54885,1.2,17,101,82,17,1848,0,153,122,981,42412,6375,6.652862745,0.150311233,48787
29.6,223.49,6.9,22530,55017,1.28,11,153,95,16,2609,0,0,101,987,41814,6444,6.488826816,0.154111063,48258
29.7,224.78,6.9,22765,55542,1.46,8,173,181,31,3552,0,0,19,804,41961,6245,6.719135308,0.148828674,48206
29.8,226.07,6.9,22863,56117,1.36,8,127,131,25,3048,0,0,116,996,42452,6443,6.588856123,0.151771412,48895
29.9,227.36,6.91,22633,54968,1.25,0,131,82,53,1312,0,0,324,971,42992,6494,6.62026486,0.151051358,49486
30,228.65,6.91,21991,54244,1.15,6,88,99,19,2192,0,0,240,1171,41754,6048,6.903769841,0.144848398,47802
30.1,231.24,6.92,21891,52872,1.23,0,126,81,4,1188,0,0,0,1012,41650,6135,6.788916055,0.14729892,47785
30.2,233.83,6.92,22278,53810,1.27,0,98,95,34,1045,0,57,117,1080,42329,6101,6.938042944,0.144132864,48430
30.3,236.41,6.91,22483,53809,1.33,14,180,126,26,1170,0,0,156,890,42664,6155,6.931600325,0.144266829,48819
30.4,239,6.92,22954,56507,1.33,12,152,107,15,1271,0,165,251,1017,44174,6757,6.537516649,0.152963282,50931
30.5,241.59,6.92,23614,56007,1.3,17,173,144,38,1653,0,0,161,944,43861,6546,6.700427742,0.149244203,50407
30.6,244.17,6.92,23702,56221,1.24,4,97,144,19,1261,0,60,225,929,44153,6713,6.577238195,0.152039499,50866
30.7,246.76,6.92,23366,54937,1.32,6,147,89,49,815,0,63,107,865,43713,6624,6.599184783,0.151533869,50337
30.8,249.34,6.93,23124,54327,1.19,9,201,115,64,1161,0,173,65,931,42490,6250,6.7984,0.147093434,48740
30.9,251.93,6.94,22608,54103,1.2,0,170,159,13,1354,0,0,265,982,41855,6331,6.611119886,0.151260303,48186
31,254.52,6.95,22705,54459,1.24,11,172,130,29,1513,0,0,149,976,42618,6180,6.896116505,0.145009151,48798
31.1,257.1,6.93,22675,54794,1.25,0,139,149,29,1590,0,0,212,1073,42533,6318,6.732035454,0.148543484,48851
31.2,259.69,6.92,22489,53778,1.28,32,151,143,50,1658,0,9,283,737,41692,6334,6.5822545,0.15192363,48026
31.3,262.28,6.92,22330,53416,1.22,11,160,86,28,1165,0,0,213,838,41673,6393,6.518535899,0.153408682,48066
31.4,264.86,6.92,22375,54183,1.09,22,146,148,9,1815,0,0,237,1194,41963,6145,6.828803906,0.146438529,48108
31.5,267.45,6.92,22631,53768,1.26,0,132,178,57,1444,0,46,209,944,41866,5986,6.993985967,0.142979984,47852
31.6,270.03,6.93,22826,54465,1.34,11,154,170,37,1522,0,44,316,921,42289,6179,6.8439877,0.146113647,48468
31.7,272.62,6.93,23085,54461,1.4,8,174,135,38,1215,0,0,0,1094,43254,6379,6.780686628,0.14747769,49633
31.8,275.21,6.92,23545,55677,1.24,0,168,153,16,1262,0,183,182,874,43644,6383,6.837537208,0.146251489,50027
31.9,277.79,6.92,23034,55710,1.22,5,161,196,28,1437,0,0,248,1155,43533,6433,6.767138194,0.147772954,49966
32,280.38,6.92,23417,55793,1.31,24,156,104,19,1309,0,0,97,1217,43712,6352,6.881612091,0.145314788,50064
32.1,282.97,6.91,23472,55100,1.11,11,130,119,0,1485,0,0,331,717,43472,6280,6.922292994,0.144460802,49752
32.2,285.55,6.9,23564,55911,1.37,23,185,106,62,1782,0,0,205,1108,43499,6236,6.975465042,0.143359617,49735
32.3,288.14,6.89,23715,55959,1.36,0,239,162,5,1941,16,0,251,1056,42883,6524,6.573114654,0.152134879,49407
32.4,290.73,6.87,23447,55856,1.32,16,211,171,23,2798,0,17,266,864,41803,6497,6.4342004,0.155419468,48300
32.5,293.31,6.87,23435,57871,1.27,0,184,280,32,5117,0,0,149,1042,42102,6237,6.75036075,0.148140231,48339
32.6,295.9,6.88,23173,58727,1.25,28,224,250,30,5751,18,90,295,957,42153,6383,6.603947987,0.151424572,48536
32.7,298.48,6.88,22962,57893,1.22,0,226,272,21,4612,0,79,103,1029,41957,6651,6.30837468,0.158519437,48608
32.8,301.07,6.88,22797,58371,1.28,9,242,285,45,6342,0,9,182,1046,40954,6253,6.549496242,0.152683499,47207
32.9,303.66,6.87,22796,58519,1.35,20,251,295,61,6914,0,107,113,908,41012,6104,6.71887287,0.148834487,47116
33,306.24,6.87,22700,61776,1.37,0,192,245,37,11432,0,0,147,778,39639,6179,6.415115715,0.155881834,45818
33.1,308.83,6.88,22276,57014,1.24,15,161,221,25,7448,0,0,49,1141,39530,6010,6.577371048,0.152036428,45540
33.2,311.42,6.88,22090,55580,1.26,10,196,183,21,5464,18,40,277,795,39455,5894,6.694095691,0.149385376,45349
33.3,314,6.88,21877,56490,1.25,8,202,257,57,6129,25,41,248,911,39853,6058,6.578573787,0.152008632,45911
33.4,316.59,6.89,22007,58941,1.31,0,224,304,16,9190,0,0,317,893,39239,5953,6.591466487,0.151711308,45192
33.5,319.17,6.88,22309,59030,1.24,0,168,198,43,9297,61,0,339,840,39267,5752,6.826668985,0.146484325,45019
33.6,321.76,6.88,22750,62627,1.4,13,188,287,15,12100,49,0,327,924,39808,5876,6.774676651,0.147608521,45684
33.7,324.35,6.88,22286,58188,1.21,0,201,304,24,6803,0,90,373,923,40087,5956,6.730523842,0.148576845,46043
33.8,326.93,6.88,22008,56689,1.26,9,248,283,42,7442,0,49,238,872,38850,5964,6.514084507,0.153513514,44814
33.9,329.52,6.88,22037,58175,1.51,32,167,304,47,8667,0,61,272,855,38742,6048,6.405753968,0.156109648,44790
34,332.11,6.88,21942,60184,1.43,24,251,366,43,9728,0,16,366,973,39205,6152,6.372724317,0.15691876,45357
34.1,334.69,6.88,22459,60058,1.38,31,225,352,54,9520,0,0,471,945,39433,5961,6.615165241,0.151167804,45394
34.2,337.28,6.88,22444,59395,1.36,0,212,367,34,9420,0,0,135,1063,39141,5877,6.660030628,0.15014946,45018
34.3,339.86,6.88,22812,61072,1.35,14,284,374,17,10423,0,0,378,975,39387,6147,6.407515861,0.156066723,45534
34.4,342.45,6.89,23211,62205,1.29,0,202,350,57,11599,0,0,209,902,39967,6230,6.415248796,0.1558786,46197
34.5,345.04,6.88,23082,59518,1.21,0,195,377,37,8686,0,0,243,947,40431,6085,6.644371405,0.150503327,46516
34.6,347.62,6.88,23087,60628,1.39,22,204,360,34,9286,0,33,118,871,40785,6226,6.550754899,0.152654162,47011
34.7,350.21,6.89,22934,59374,1.26,20,212,345,5,7520,0,0,362,1005,40368,6183,6.528869481,0.153165874,46551
34.8,352.8,6.88,23227,58751,1.36,24,245,315,59,7278,0,59,321,878,40754,6061,6.723972942,0.148721598,46815
34.9,355.38,6.89,23050,55970,1.35,20,281,339,23,4003,0,0,392,816,41303,6195,6.667150928,0.149989105,47498
35,357.97,6.89,23075,55749,1.22,7,224,309,68,3743,0,0,247,891,41253,6252,6.598368522,0.151552614,47505
35.1,360.62,6.89,22608,55275,1.26,10,234,344,31,3271,129,0,373,1131,40428,6356,6.360604154,0.15721777,46784
35.2,363.27,6.89,22518,56693,1.22,21,259,399,85,4719,193,60,275,1068,40480,6082,6.65570536,0.150247036,46562
35.3,365.92,6.9,22449,55825,1.32,6,252,376,39,4938,20,0,443,1101,39793,6024,6.605743692,0.151383409,45817
35.4,368.57,6.91,22464,54868,1.31,35,294,361,50,4042,0,0,417,934,39730,6228,6.379254978,0.156758117,45958
35.5,371.21,6.91,22543,54609,1.3,18,281,458,38,4377,0,0,239,956,39451,6047,6.524061518,0.153278751,45498
35.6,373.86,6.9,22473,55696,1.42,0,255,372,53,4221,0,45,488,1199,40024,6204,6.451321728,0.155006996,46228
35.7,376.51,6.91,22363,55176,1.42,7,243,317,48,4527,0,0,333,948,39793,6193,6.425480381,0.155630387,45986
35.8,379.16,6.92,22477,55332,1.38,0,282,392,33,4421,0,0,412,874,39848,6135,6.495191524,0.153960048,45983
35.9,381.81,6.92,22366,55884,1.3,21,435,478,28,4728,0,0,440,878,39801,6240,6.378365385,0.15677998,46041
36,384.46,6.93,22240,55330,1.21,14,336,463,64,4482,0,0,379,1027,39781,5954,6.681390662,0.14966944,45735
36.1,387.11,6.92,21777,53571,1.23,0,267,497,0,4295,0,0,351,1119,38646,5965,6.478792959,0.154349739,44611
36.2,389.76,6.93,21805,56658,1.33,0,285,442,66,5555,0,121,531,1147,39271,6157,6.378268637,0.156782358,45428
36.3,392.41,6.93,22131,55836,1.34,8,262,481,66,5204,0,0,629,1002,39498,6191,6.379906316,0.156742114,45689
36.4,395.06,6.93,22432,57155,1.36,23,292,596,82,5424,0,75,656,960,39810,6360,6.259433962,0.159758855,46170
36.5,397.71,6.93,22156,55712,1.36,13,338,503,27,4782,0,30,559,977,39869,5989,6.657037903,0.150216961,45858
36.6,400.36,6.93,21721,54684,1.33,0,256,495,38,4713,17,0,591,1054,38859,5946,6.535317861,0.153014746,44805
36.7,403,6.93,22098,57905,1.36,18,354,661,55,7113,0,0,612,982,39185,6090,6.434318555,0.155416614,45275
36.8,405.65,6.92,22466,59219,1.26,5,310,562,54,7424,0,81,432,950,40404,6513,6.203592814,0.161196911,46917
36.9,408.3,6.92,22479,58873,1.18,12,361,638,78,8537,0,0,416,1006,39255,6089,6.446871407,0.155113998,45344
37,410.95,6.92,22285,58234,1.4,17,319,613,57,6978,0,0,402,980,39889,6142,6.494464344,0.153977287,46031
37.1,413.6,6.93,22242,56484,1.36,23,348,882,71,5567,0,72,421,947,39395,6127,6.429737229,0.155527351,45522
37.2,416.25,6.94,22346,56790,1.21,12,336,751,61,5859,0,30,450,1061,39841,6031,6.606035483,0.151376722,45872
37.3,418.9,6.94,22303,54214,1.28,21,242,380,42,3671,0,0,334,835,40315,5961,6.763126992,0.147860598,46276
37.4,421.55,6.94,22220,53446,1.44,0,277,457,39,3055,0,0,297,897,40071,6075,6.596049383,0.1516059,46146
37.5,424.2,6.94,22304,54320,1.26,28,268,376,36,3760,12,0,350,1076,39691,6100,6.506721311,0.153687234,45791
37.6,426.85,6.94,22201,54520,1.21,26,293,466,65,3664,0,167,365,949,39854,6092,6.542022324,0.152857931,45946
37.7,429.5,6.94,22216,55603,1.32,5,288,596,93,4762,17,0,521,848,39785,6027,6.601128256,0.151489255,45812
37.8,432.15,6.93,21933,54224,1.31,17,211,492,67,4400,0,34,634,845,38909,6006,6.478354978,0.154360174,44915
37.9,434.79,6.93,21737,54312,1.34,9,412,533,55,5274,0,35,488,934,38089,5708,6.672915207,0.149859539,43797
38,437.44,6.93,22064,55053,1.36,26,376,599,82,5718,0,0,411,837,38577,5933,6.50210686,0.153796303,44510
38.1,440.09,6.93,21591,55127,1.39,30,309,553,41,5638,0,0,425,938,38491,6201,6.207224641,0.161102595,44692
38.2,442.74,6.93,21567,54988,1.37,6,316,625,73,5877,0,135,573,795,38013,5955,6.383375315,0.156656933,43968
38.3,445.39,6.92,21619,54292,1.31,11,249,574,73,5292,0,0,457,868,38185,6078,6.282494242,0.15917245,44263
38.4,448.04,6.92,21191,53277,1.2,0,271,519,70,4855,0,0,508,819,37456,6044,6.197220384,0.161362666,43500
38.5,450.69,6.92,21465,59125,1.36,31,432,770,136,10153,14,49,817,963,37233,6085,6.118816763,0.16343029,43318
38.6,453.34,6.92,21444,56913,1.17,29,402,694,96,8899,0,0,752,856,36761,5867,6.265723538,0.159598488,42628
38.7,455.99,6.93,21562,55265,1.3,33,325,636,66,6125,0,25,537,954,37559,6094,6.163275353,0.162251391,43653
38.8,458.64,6.93,21320,54786,1.2,0,351,705,85,6091,33,32,685,889,37370,5929,6.302917861,0.158656676,43299
38.9,461.29,6.92,21338,54352,1.27,40,318,693,76,5881,0,0,497,775,37447,6009,6.231818938,0.160466793,43456
39,463.94,6.92,21653,55548,1.37,0,293,715,60,6543,37,0,528,783,37974,5881,6.457065125,0.154869121,43855
39.1,466.58,6.92,21734,56719,1.36,16,379,770,71,7315,0,48,690,1025,38227,5691,6.717097171,0.148873833,43918
39.2,469.23,6.92,22011,56507,1.32,15,391,739,100,6836,0,0,561,947,38355,6077,6.311502386,0.158440881,44432
39.3,471.88,6.93,21998,58269,1.29,15,470,952,71,7571,0,0,746,1028,38753,6170,6.280875203,0.15921348,44923
39.4,474.53,6.93,22121,58418,1.23,13,406,888,82,8272,21,0,813,908,38194,6178,6.182259631,0.161753155,44372
39.5,477.18,6.93,22203,57684,1.27,23,358,752,47,7216,0,38,930,831,38873,6018,6.459454968,0.154811823,44891
39.6,479.83,6.93,22084,57112,1.24,19,309,882,90,6548,0,0,697,981,38777,6069,6.389355742,0.156510302,44846
39.7,482.48,6.94,21663,55908,1.34,12,397,686,69,6469,0,0,752,871,37922,6052,6.266027759,0.159590739,43974
39.8,485.13,6.94,21896,55965,1.27,10,352,725,83,6940,0,0,515,925,37874,5953,6.362170334,0.157179067,43827
39.9,487.78,6.93,21794,55920,1.34,8,302,608,47,7089,0,25,777,759,37748,5862,6.439440464,0.155292996,43610
40,490.43,6.93,21297,54925,1.33,0,379,743,65,6685,0,0,783,894,36881,5977,6.170486866,0.162061766,42858
40.1,493.05,6.93,21446,55991,1.24,0,434,865,92,7712,0,34,637,893,37055,5883,6.298657148,0.158763999,42938
40.2,495.68,6.91,21835,56609,1.46,7,615,997,47,8094,0,0,818,967,36901,5674,6.50352485,0.153762771,42575
40.3,498.31,6.9,21512,55264,1.3,14,475,854,84,6716,0,0,614,1027,36991,5826,6.349296258,0.15749777,42817
40.4,500.93,6.91,20718,54916,1.28,8,396,887,65,7656,0,302,729,906,35552,5857,6.070001707,0.164744599,41409
40.5,503.56,6.9,20817,58828,1.34,17,481,1018,139,11564,23,18,882,995,35047,5932,5.908125421,0.169258424,40979
40.6,506.19,6.9,21154,58731,1.4,44,437,979,75,11310,51,139,1035,858,35115,6003,5.849575212,0.170952584,41118
40.7,508.81,6.9,21218,54826,1.44,8,379,862,88,6914,13,97,638,927,36189,6039,5.992548435,0.166873912,42228
40.8,511.44,6.89,21190,56628,1.38,35,520,1124,82,9499,0,13,1043,864,35480,5769,6.150112671,0.162598647,41249
40.9,514.07,6.89,20740,54089,1.2,19,438,990,66,8204,0,65,1247,908,34132,5539,6.162123127,0.16228173,39671
41,516.69,6.9,20910,56054,1.33,17,512,1020,108,9849,0,0,963,997,34103,5695,5.988235294,0.166994106,39798
41.1,519.32,6.89,21009,57484,1.47,19,557,1060,67,10592,49,100,831,776,35389,5656,6.256895332,0.159823674,41045
41.2,521.95,6.89,20638,55149,1.41,42,441,1041,97,8921,8,0,853,848,34794,5659,6.148436119,0.162642984,40453
41.3,524.58,6.9,20601,56546,1.23,29,564,1192,88,10534,20,0,771,754,34402,5562,6.185185185,0.161676647,39964
41.4,527.2,6.9,20758,56121,1.38,24,493,1209,94,9593,74,0,893,920,34778,5690,6.112126538,0.163609178,40468
41.5,529.83,6.88,21388,57583,1.32,31,501,1234,129,9551,22,0,780,939,36182,5711,6.335492908,0.157840915,41893
41.6,532.46,6.88,21540,58975,1.35,0,550,1084,117,10277,37,0,839,1009,37014,5557,6.660788195,0.150132382,42571
41.7,535.08,6.88,21790,58430,1.21,36,627,944,120,10779,0,0,678,748,35946,6032,5.959217507,0.167807266,41978
41.8,537.71,6.88,21470,58686,1.24,5,593,865,107,12494,0,8,471,877,35099,5622,6.243151903,0.160175504,40721
41.9,540.34,6.88,20855,56009,1.35,0,296,694,37,10048,0,29,701,810,35300,5721,6.170249956,0.162067989,41021
42,542.96,6.87,20723,54736,1.3,36,361,819,105,8341,0,79,788,843,35010,5847,5.987685993,0.167009426,40857
42.1,545.59,6.86,20779,54576,1.32,14,407,831,73,9019,0,6,927,944,34219,5826,5.873498112,0.17025629,40045
42.2,548.22,6.85,21069,56672,1.23,25,388,882,80,9321,36,0,911,1039,35429,5735,6.177680907,0.161873042,41164
42.3,550.84,6.86,20836,56702,1.41,0,335,907,94,9873,13,64,713,933,35034,5929,5.908922247,0.1692356,40963
42.4,553.47,6.85,21077,57727,1.19,0,393,902,75,10945,0,0,765,797,35216,5884,5.985044188,0.167083144,41100
42.5,556.1,6.86,21106,56613,1.31,22,434,992,97,10323,60,0,660,952,34739,5868,5.920074983,0.168916779,40607
42.6,558.72,6.86,20473,57070,1.32,28,569,1148,143,10999,0,101,900,1041,33835,5794,5.839661719,0.171242796,39629
42.7,561.35,6.88,20093,55037,1.37,22,407,1118,81,10802,35,0,967,681,32988,5398,6.111152279,0.163635261,38386
42.8,563.98,6.88,20020,54661,1.36,24,424,943,115,10660,67,41,979,868,32545,5485,5.933454877,0.168535873,38030
42.9,566.6,6.89,19797,53914,1.33,19,525,1107,78,10535,0,50,1007,988,31614,5548,5.698269647,0.175491871,37162
43,569.23,6.89,19680,54086,1.29,11,421,1154,101,11180,7,0,960,937,31300,5339,5.862521071,0.17057508,36639
43.1,571.86,6.88,19913,56609,1.34,19,512,1293,101,13164,0,0,1136,1043,31178,5491,5.678018576,0.176117775,36669
43.2,574.48,6.87,20219,59097,1.35,30,674,1479,128,14588,0,52,1172,950,32119,5569,5.76746274,0.173386469,37688
43.3,577.11,6.86,20241,57468,1.32,44,650,1232,90,12993,17,0,866,1003,32481,5426,5.986177663,0.167051507,37907
43.4,579.74,6.87,20532,56419,1.43,34,665,1262,143,12156,27,0,867,879,32445,5378,6.032911863,0.165757436,37823
43.5,582.36,6.87,20323,56000,1.32,13,493,1435,79,12319,0,38,1085,986,31675,5210,6.079654511,0.164483031,36885
43.6,584.99,6.87,19836,56225,1.4,7,517,1243,117,13920,0,21,1176,890,30364,5431,5.590867244,0.178863127,35795
43.7,587.62,6.86,19051,53049,1.45,32,438,1122,130,11947,24,146,1525,997,29166,5138,5.676527832,0.176164027,34304
43.8,590.24,6.86,18215,50363,1.31,0,397,1197,82,11173,19,99,1148,902,28171,4926,5.718838814,0.174860672,33097
43.9,592.87,6.87,17471,51742,1.23,33,669,1515,121,14258,0,65,1346,821,25879,4764,5.432199832,0.184087484,30643
44,595.5,6.85,17431,49954,1.29,17,609,1451,118,12909,25,46,1269,698,25926,4644,5.582687339,0.179125202,30570
44.1,598.12,6.84,17794,53011,1.36,18,590,1423,163,15620,55,97,1207,894,25843,4903,5.270854579,0.189722555,30746
44.2,600.75,6.83,17974,50533,1.33,18,516,1179,111,12420,0,92,1167,859,27090,5003,5.414751149,0.184680694,32093
44.3,603.38,6.83,17628,50369,1.3,23,509,1209,82,12777,0,0,1189,831,26727,4701,5.685386088,0.17588955,31428
44.4,606,6.83,17728,52662,1.38,15,547,1492,135,14605,0,85,1291,884,26364,5070,5.2,0.192307692,31434
44.5,608.63,6.84,18641,52985,1.23,6,495,1226,92,12243,59,75,1384,741,28700,5355,5.359477124,0.186585366,34055
44.7,613.88,6.74,17717,54450,1.22,18,718,1474,165,15888,0,16,1129,904,26432,5103,5.179698217,0.193061441,31535
44.8,616.51,6.74,16890,49370,1.38,10,518,1087,109,13432,0,81,1058,856,25458,4605,5.528338762,0.180886165,30063
45.1,624.29,6.66,18453,60813,1.55,12,796,2135,164,22032,42,117,2420,853,24673,5011,4.923767711,0.203096502,29684
45.2,626.82,6.69,18096,57633,1.48,16,569,1712,152,19731,100,120,1982,888,24668,4902,5.032231742,0.198718988,29570
45.3,629.35,6.72,17930,58633,1.45,44,730,1808,157,20313,125,8,1956,1074,24995,4813,5.193226678,0.192558512,29808
45.4,631.88,6.74,18078,58162,1.36,23,934,2089,194,20004,59,113,1781,838,24681,4951,4.985053525,0.200599652,29632
45.5,634.41,6.74,18191,56000,1.49,45,881,1724,152,18015,19,72,1969,983,24827,4706,5.27560561,0.189551698,29533
45.6,636.94,6.74,17688,52035,1.36,7,681,1123,122,14665,0,74,1203,704,26050,4773,5.457783365,0.183224568,30823
45.7,639.47,6.73,17863,51502,1.33,14,522,972,121,14032,42,0,1107,888,26836,4753,5.646118241,0.177112834,31589
45.8,642,6.72,18132,55129,1.28,25,435,1124,141,17953,10,0,1337,857,25485,5079,5.017720024,0.199293702,30564
45.9,644.53,6.73,18179,55672,1.43,11,527,1123,133,18361,0,0,1214,803,26049,4919,5.295588534,0.188836424,30968
46,647.06,6.73,18108,60015,1.34,46,813,1441,154,22962,56,125,1469,784,24979,4863,5.13654123,0.194683534,29842
46.1,649.58,6.73,17785,57803,1.24,26,742,1385,162,20483,85,97,1418,876,25143,4911,5.119731216,0.195322754,30054
46.2,652.11,6.72,18017,54314,1.23,12,424,977,140,16552,39,0,1267,884,26731,4924,5.428716491,0.184205604,31655
46.3,654.64,6.73,18156,56707,1.27,9,563,1417,174,18855,12,18,1255,773,26345,4851,5.430839002,0.184133612,31196
46.4,657.17,6.73,18230,57107,1.28,33,595,1377,130,19327,24,0,1248,829,26432,4900,5.394285714,0.185381356,31332
46.5,659.7,6.74,17465,54478,1.25,20,596,1253,167,18237,126,70,1280,807,25066,4862,5.155491567,0.193967925,29928
46.6,662.23,6.74,17418,50167,1.3,15,455,917,62,13917,0,16,1135,749,25971,4844,5.361478117,0.186515729,30815
46.7,664.76,6.74,18107,55514,1.32,13,511,1211,137,17881,103,0,1239,746,26142,4865,5.37348407,0.186098998,31007
46.8,667.29,6.75,17431,55005,1.36,37,569,1288,104,17714,78,0,1123,804,25663,4945,5.189686552,0.192689865,30608
46.9,669.82,6.74,17923,56712,1.39,0,672,1059,148,19208,78,0,1363,898,25644,5097,5.03119482,0.198759944,30741
47,672.34,6.72,18913,60128,1.33,26,708,1156,143,21284,23,28,1382,891,26907,4941,5.445658774,0.183632512,31848
47.1,674.87,6.71,19503,58814,1.39,4,514,1186,178,18159,59,0,1248,774,28981,5252,5.518088347,0.18122218,34233
47.2,677.4,6.71,19571,56104,1.36,21,374,903,74,15535,0,32,1166,878,29679,5208,5.698732719,0.17547761,34887
47.3,679.93,6.71,20047,58055,1.55,22,484,1087,156,15780,42,118,1347,947,30397,5212,5.832118189,0.171464289,35609
47.4,682.46,6.7,18523,52074,1.21,7,382,715,101,13265,0,58,1113,748,28643,4877,5.873077712,0.170268477,33520
47.5,684.99,6.7,17617,53761,1.26,30,512,811,109,16504,5,126,956,721,27100,4761,5.692081495,0.175682657,31861
47.6,687.52,6.69,16158,46184,1.35,25,250,540,82,10990,0,45,1010,831,25433,4766,5.336340747,0.18739433,30199
47.7,690.05,6.68,17142,56754,1.3,47,571,1013,140,22146,24,22,958,793,24603,4674,5.263799743,0.189976832,29277
47.8,692.58,6.68,17607,58358,1.36,37,512,869,99,22455,0,111,1081,765,25759,4693,5.488813126,0.18218875,30452
47.9,695.11,6.69,17964,56860,1.36,21,453,906,123,19465,10,104,1217,774,26531,5044,5.259912768,0.190117221,31575
48,697.63,6.7,17979,54744,1.31,0,404,997,99,18168,0,0,987,654,26448,4897,5.400857668,0.185155777,31345
48.1,700.16,6.7,18171,56811,1.26,0,483,1222,127,19898,9,0,1083,798,26040,4710,5.52866242,0.180875576,30750
48.2,702.69,6.71,17941,56555,1.36,9,509,1307,73,20332,86,131,1252,930,25133,4526,5.553026955,0.180081964,29659
48.3,705.22,6.71,18201,60888,1.45,24,725,1548,166,24898,0,0,1416,834,24236,4692,5.165387894,0.193596303,28928
48.4,707.75,6.7,17336,59872,1.43,48,1016,1926,129,25850,7,0,1398,783,22148,4514,4.90651307,0.203810728,26662
48.5,710.28,6.7,17302,67078,1.47,66,1670,2293,263,33680,50,103,1555,662,20317,4301,4.723785166,0.21169464,24618
48.6,712.81,6.67,17252,63985,1.45,33,1150,1845,217,31162,26,99,1557,704,20606,4362,4.723979826,0.211685917,24968
48.7,715.34,6.65,16502,61617,1.3,57,1054,2060,154,30379,25,115,1328,668,19859,4148,4.787608486,0.208872551,24007
48.8,717.87,6.64,16823,72676,1.51,134,2031,2709,321,42430,89,112,1693,573,16740,3909,4.282425173,0.233512545,20649
48.9,720.4,6.63,15127,63358,1.37,104,1478,2249,271,35149,22,39,1700,725,15796,3920,4.029591837,0.248164092,19716
49,722.92,6.63,15947,63693,1.35,88,1279,2127,229,34896,150,0,1775,761,16506,3932,4.197863683,0.238216406,20438
49.1,725.45,6.62,14934,59967,1.35,111,1370,2076,245,32479,47,0,1713,584,15647,3690,4.240379404,0.235827954,19337
49.2,727.98,6.62,15806,72641,1.32,188,2727,3018,388,44019,53,157,1759,709,14432,3431,4.206353833,0.237735588,17863
49.3,730.51,6.61,16644,79473,1.43,174,2604,3353,398,50499,69,64,2061,735,13915,3635,3.828060523,0.26122889,17550
49.4,733.04,6.59,13154,55166,1.39,58,1242,1842,177,31844,0,82,1431,487,13037,3453,3.775557486,0.264861548,16490
49.5,735.57,6.55,13617,57256,1.38,51,834,1632,184,33770,31,81,1781,672,13187,3594,3.66917084,0.272541139,16781
49.7,740.63,6.5,16176,69240,1.35,58,1618,2129,283,40656,18,125,1767,730,15594,4209,3.704918033,0.269911504,19803
