Location,Site,Section,sample,min_depth,max_depth,depth,SH20_age,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,K_ICP,Ca_ICP,Ti_ICP,Mn_ICP,Fe_ICP,Co_ICP,Ni_ICP,Cu_ICP,Zn_ICP,Rb_ICP,Sr_ICP,Zr_ICP,K_ICP_sd,Ca_ICP_sd,Ti_ICP_sd,Mn_ICP_sd,Fe_ICP_sd,Co_ICP_sd,Ni_ICP_sd,Cu_ICP_sd,Zn_ICP_sd,Rb_ICP_sd,Sr_ICP_sd,Zr_ICP_sd,Mo_inc,Mo_coh,Mo_inc_sd,Mo_coh_sd,coh_inc,coh_inc_sd,dry_mass_pc,dry_mass_err
Isla Hermite,HER42PB,HER42PB_1A,31,41.2,42.3,41.7,363.2825,18131,55430.91667,1.355833333,-0.900500983,0.780671138,0.181161747,-0.447179854,4.435450108,-0.407907791,-0.168719072,-0.723797419,-5.051015817,-0.232887105,1.332040266,1.202684781,-0.045025049,0.039033557,0.009058087,-0.022358993,0.221772505,-0.02039539,-0.008435954,-0.036189871,-0.252550791,-0.011644355,0.066602013,0.060134239,3.510398202,4.522819307,2.255672524,0.674535849,4.7591069,-3.395491405,-3.366406238,-2.013555706,-1.770946068,-2.139759432,-0.015750705,-3.020623228,0.17551991,0.226140965,0.112783626,0.033726792,0.237955345,-0.16977457,-0.168320312,-0.100677785,-0.088547303,-0.106987972,-0.000787535,-0.151031161,27701.75,4996.416667,1355.74442,130.526527,0.180753975,0.009983476,41.3738341,4.13738341
Isla Hermite,HER42PB,HER42PB_1B,40,43.1,44.2,43.7,382.52,20091.08333,59727.91667,1.35,-0.999003078,0.697680454,-0.206992345,-0.582223373,4.238965106,-0.456165236,-0.139729027,-0.36372328,-3.89541715,-0.522494547,1.114369299,1.114733178,-0.049950154,0.034884023,-0.010349617,-0.029111169,0.211948255,-0.022808262,-0.006986451,-0.018186164,-0.194770858,-0.026124727,0.055718465,0.055736659,3.345052501,4.448031609,2.369838379,0.604081177,4.760353154,-3.616648441,-3.291790737,-1.738647714,-1.80507125,-2.319046483,-0.065996311,-2.690155884,0.167252625,0.22240158,0.118491919,0.030204059,0.238017658,-0.180832422,-0.164589537,-0.086932386,-0.090253563,-0.115952324,-0.003299816,-0.134507794,31517,5606.5,736.7245692,144.7314127,0.177930938,0.004515915,26.73751232,2.673751232
Isla Hermite,HER42PB,HER42PB_1B,48,54,55.1,54.5,493.1425,17799.33333,47476.58333,1.316666667,-0.989297206,0.7831717,-0.121991779,-0.493709036,3.575330418,-0.962821532,-0.123016895,-0.572514273,-3.450106304,-0.428984797,1.501991474,1.281948232,-0.04946486,0.039158585,-0.006099589,-0.024685452,0.178766521,-0.048141077,-0.006150845,-0.028625714,-0.172505315,-0.02144924,0.075099574,0.064097412,3.265879682,4.537829262,2.190424762,0.48203337,4.365645373,-3.40190954,-2.76549364,-1.845127629,-1.750252516,-2.326255101,0.124157225,-2.876931248,0.163293984,0.226891463,0.109521238,0.024101668,0.218282269,-0.170095477,-0.138274682,-0.092256381,-0.087512626,-0.116312755,0.006207861,-0.143846562,29503.08333,5274.583333,699.7771669,109.0474945,0.178880947,0.005906962,24.29736534,2.429736534
Isla Hermite,HER42PB,HER42PB_1B,50,56.7,57.8,57.2,520.6341667,17684.75,46879.25,1.333333333,-1.272897224,0.505114695,-0.437167225,-0.736965679,3.311176278,-0.259243977,-0.15470389,-0.37715516,-2.687846841,-0.599001975,1.490111862,1.218579135,-0.063644861,0.025255735,-0.021858361,-0.036848284,0.165558814,-0.012962199,-0.007735194,-0.018857758,-0.134392342,-0.029950099,0.074505593,0.060928957,3.374472464,4.51858544,2.295662803,0.59995084,4.450415953,-3.340954027,-3.089481558,-1.9888433,-1.695885381,-2.222157997,0.019599154,-2.92136439,0.168723623,0.225929272,0.11478314,0.029997542,0.222520798,-0.167047701,-0.154474078,-0.099442165,-0.084794269,-0.1111079,0.000979958,-0.14606822,29362,5376.916667,1156.512783,182.1819562,0.183302172,0.007672618,31.01118031,3.101118031
Isla Hermite,HER42PB,HER42PB_1B,56,64.7,65.8,65.2,601.5458333,17870.5,47524.66667,1.284166667,-1.122984754,0.647997587,-0.143292511,-0.63289206,3.579818767,-0.396628902,-0.069080065,-0.517321317,-3.144402455,-0.731469305,1.405234293,1.125020721,-0.056149238,0.032399879,-0.007164626,-0.031644603,0.178990938,-0.019831445,-0.003454003,-0.025866066,-0.157220123,-0.036573465,0.070261715,0.056251036,3.28253483,4.505420596,2.336840659,0.545801703,4.586287095,-3.594346994,-3.1082547,-1.630299243,-1.683478309,-2.432792191,0.066175433,-2.873888878,0.164126741,0.22527103,0.116842033,0.027290085,0.229314355,-0.17971735,-0.155412735,-0.081514962,-0.084173915,-0.12163961,0.003308772,-0.143694444,29282.5,5274.5,1036.499397,149.7831766,0.180336404,0.008272381,19.89352741,1.989352741
Isla Hermite,HER42PB,HER42PB_1B,60,69.9,70.9,70.4,653.46,17555.45455,46970.45455,1.427272727,-1.256952427,0.637592817,-0.269005706,-0.405581241,3.809180644,-0.823316442,0.059328133,-0.394263416,-4.262254152,-0.08491267,1.667641819,1.322542641,-0.062847621,0.031879641,-0.013450285,-0.020279062,0.190459032,-0.041165822,0.002966407,-0.019713171,-0.213112708,-0.004245633,0.083382091,0.066127132,3.476035836,4.49859383,2.359871398,0.678910407,4.422208713,-3.529548739,-3.054526462,-1.847399464,-1.786774842,-2.160598132,-0.019830542,-3.036942003,0.173801792,0.224929692,0.11799357,0.03394552,0.221110436,-0.176477437,-0.152726323,-0.092369973,-0.089338742,-0.108029907,-0.000991527,-0.1518471,28528.81818,5086.181818,708.9077258,177.8633285,0.17828778,0.004582705,30.85010838,3.085010838
Isla Hermite,HER42PB,HER42PB_1B,63,73.7,74.8,74.3,692.3633333,17671.83333,46547.66667,1.275833333,-1.37786336,0.598664119,-0.373623604,-0.710370793,3.482850365,-0.567976005,0.032528553,-0.166413885,-3.466730042,-0.461947933,1.654524643,1.356357944,-0.068893168,0.029933206,-0.01868118,-0.03551854,0.174142518,-0.0283988,0.001626428,-0.008320694,-0.173336502,-0.023097397,0.082726232,0.067817897,3.32761978,4.514732991,2.277207772,0.531431759,4.275401179,-3.437550785,-3.121092127,-1.702555018,-1.644301002,-2.271468036,0.085778437,-2.835204948,0.166380989,0.22573665,0.113860389,0.026571588,0.213770059,-0.171877539,-0.156054606,-0.085127751,-0.08221505,-0.113573402,0.004288922,-0.141760247,29539.33333,5376.25,453.5238459,126.498383,0.182009144,0.003582856,27.0545809,2.70545809
Isla Hermite,HER42PB,HER42PB_1B,69,81.5,82.5,82,770.5218182,15943.90909,51358.63636,1.349090909,-0.646668504,0.926141297,0.304844712,-0.152816085,4.090060669,-0.841401054,-0.775025985,-0.980148105,-3.520463718,-0.408309879,1.44394954,0.559837113,-0.032333425,0.046307065,0.015242236,-0.007640804,0.204503033,-0.042070053,-0.038751299,-0.049007405,-0.176023186,-0.020415494,0.072197477,0.027991856,3.350612717,4.4317021,2.358284001,0.734960087,4.531295289,-3.347814321,-3.251483211,-1.853354393,-1.763845138,-2.163291076,-0.205527215,-2.821538839,0.167530636,0.221585105,0.1179142,0.036748004,0.226564764,-0.167390716,-0.162574161,-0.09266772,-0.088192257,-0.108164554,-0.010276361,-0.141076942,21924.90909,4696.545455,585.7828018,135.2030796,0.21437147,0.009046891,43.90873382,4.390873382
Isla Hermite,HER42PB,HER42PB_1C,80,86.5,87.8,87.2,822.2869231,17513.23077,53067,1.379230769,-0.847509438,0.822538185,0.013812385,-0.445853858,3.989003798,-0.990317841,-0.529401429,-0.720893537,-3.130018574,-0.3954091,1.427382665,0.806666745,-0.042375472,0.041126909,0.000690619,-0.022292693,0.19945019,-0.049515892,-0.026470071,-0.036044677,-0.156500929,-0.019770455,0.071369133,0.040333337,3.511217369,4.600025658,2.37005395,0.750589352,4.431338156,-3.379129346,-3.53439922,-1.90830351,-1.803163283,-2.096811565,-0.055314955,-2.886102606,0.175560868,0.230001283,0.118502697,0.037529468,0.221566908,-0.168956467,-0.176719961,-0.095415176,-0.090158164,-0.104840578,-0.002765748,-0.14430513,25716.84615,5142.230769,1563.675683,199.1687533,0.200281993,0.007399419,51.53906898,5.153906898
Isla Hermite,HER42PB,HER42PB_1C,86,94.8,96,95.4,906.45,19630.15385,52476.30769,1.318461538,-0.694817908,1.016670701,0.102819845,-0.126544057,3.923540295,-0.199768246,0.174188772,-0.304605407,-6.776773348,-0.309194075,1.672305706,1.522177722,-0.034740895,0.050833535,0.005140992,-0.006327203,0.196177015,-0.009988412,0.008709439,-0.01523027,-0.338838667,-0.015459704,0.083615285,0.076108886,3.395163299,4.604477118,2.312590584,0.63180068,4.455817379,-3.521903998,-3.211229454,-1.715013566,-1.881253524,-2.246819985,0.131262099,-2.954890632,0.169758165,0.230223856,0.115629529,0.031590034,0.222790869,-0.1760952,-0.160561473,-0.085750678,-0.094062676,-0.112340999,0.006563105,-0.147744532,32133.07692,5718.538462,486.4710443,113.6108969,0.178004606,0.004549712,22.75250175,2.275250175
Isla Hermite,HER42PB,HER42PB_1C,90,100.2,101.4,100.8,961.9553846,18939.23077,47732.76923,1.345384615,-0.967048728,0.900696648,0.280689104,-0.330750412,3.609306764,-0.6741173,0.455002188,0.100078928,-6.452483824,-0.562753895,1.807730575,1.833649953,-0.048352436,0.045034832,0.014034455,-0.016537521,0.180465338,-0.033705865,0.022750109,0.005003946,-0.322624191,-0.028137695,0.090386529,0.091682498,3.366251145,4.489347899,2.364978669,0.639332459,4.348805848,-3.461492684,-3.429743986,-1.722752112,-1.936545969,-2.235777473,-0.035352658,-2.387051139,0.168312557,0.224467395,0.118248933,0.031966623,0.217440292,-0.173074634,-0.171487199,-0.086137606,-0.096827298,-0.111788874,-0.001767633,-0.119352557,32111.23077,5470.769231,1930.646487,184.1657559,0.17067339,0.006509994,29.03795177,2.903795177
Isla Hermite,HER42PB,HER42PB_1C,91,101.6,103.1,102.3,977.5775,19813.25,51338.0625,1.355625,-1.246910372,0.665889152,-0.468156082,-0.624886384,3.549982208,-0.4879706,0.152254179,-0.17454631,-3.578406809,-0.728857045,1.480468233,1.461139829,-0.062345519,0.033294458,-0.023407804,-0.031244319,0.17749911,-0.02439853,0.007612709,-0.008727315,-0.17892034,-0.036442852,0.074023412,0.073056991,3.280927285,4.422007392,2.304258152,0.465650738,4.404641293,-3.551921444,-3.203059965,-1.431469247,-1.044856454,-2.400334885,5.16559E-05,-3.245894521,0.164046364,0.22110037,0.115212908,0.023282537,0.220232065,-0.177596072,-0.160152998,-0.071573462,-0.052242823,-0.120016744,2.5828E-06,-0.162294726,33472.6875,5638.625,1265.466118,263.6467017,0.16844744,0.004281336,23.17770367,2.317770367
Isla Hermite,HER42PB,HER42PB_1C,97,109.8,111,110.4,1058.646923,16921.61538,49881.46154,1.324615385,-0.66127859,0.908289514,0.03186859,-0.390615869,3.799636449,-1.287576367,-0.568793201,-0.813254174,-2.675909465,-0.569289602,1.403977344,0.82294537,-0.03306393,0.045414476,0.00159343,-0.019530793,0.189981822,-0.064378818,-0.02843966,-0.040662709,-0.133795473,-0.02846448,0.070198867,0.041147269,3.469490676,4.667300632,2.348727005,0.670526438,4.342328632,-3.427410225,-3.513803858,-2.043417591,-1.807234488,-2.197000687,0.132212687,-2.641719219,0.173474534,0.233365032,0.11743635,0.033526322,0.217116432,-0.171370511,-0.175690193,-0.10217088,-0.090361724,-0.109850034,0.006610634,-0.132085961,25794.53846,4972.769231,4043.609333,333.2474441,0.195670324,0.021617578,36.17742954,3.617742954
Isla Hermite,HER42PB,HER42PB_1C,104,119.2,120.3,119.8,1151.604167,19878.16667,52794.58333,1.33,-1.119545242,0.923764032,-0.091137212,-0.417959193,4.158872035,0.068840612,0.502105919,-0.27710176,-6.49636567,-0.590663281,1.569540963,1.769648798,-0.055977262,0.046188202,-0.004556861,-0.02089796,0.207943602,0.003442031,0.025105296,-0.013855088,-0.324818284,-0.029533164,0.078477048,0.08848244,3.400306394,4.55828982,2.144730229,0.437992245,4.936925106,-3.362597573,-3.260220728,-1.905743556,-1.655749126,-2.350889757,0.102991318,-3.04603437,0.17001532,0.227914491,0.107236511,0.021899612,0.246846255,-0.168129879,-0.163011036,-0.095287178,-0.082787456,-0.117544488,0.005149566,-0.152301719,32997.16667,5546.833333,295.6363963,148.9745758,0.168132583,0.005472609,23.1665181,2.31665181
Isla Hermite,HER42PB,HER42PB_1D,118,127.3,128.4,127.8,1233.236667,21778.75,54049.75,1.334166667,-1.025182079,1.010521171,-0.466270269,-0.773867651,3.799004928,-0.074037868,0.773939387,0.324105864,-6.251376681,-0.841219833,1.313207516,2.211175513,-0.051259104,0.050526059,-0.023313513,-0.038693383,0.189950246,-0.003701893,0.038696969,0.016205293,-0.312568834,-0.042060992,0.065660376,0.110558776,3.333628446,4.649893538,2.562797171,0.737182065,4.161301135,-3.618205322,-3.227875638,-1.978750359,-2.055553146,-2.401809997,0.164935186,-2.32754308,0.166681422,0.232494677,0.128139859,0.036859103,0.208065057,-0.180910266,-0.161393782,-0.098937518,-0.102777657,-0.1200905,0.008246759,-0.116377154,38024.33333,5991.5,1456.261798,163.1917444,0.157741404,0.006384214,24.02293655,2.402293655
Isla Hermite,HER42PB,HER42PB_1D,121,130.9,132.2,131.6,1270.93,20312.92857,50184.42857,1.258571429,-1.197180756,1.02530976,-0.606631659,-0.841336032,3.089348959,-0.632244235,0.507567336,-0.221291069,-3.973927489,-0.71968452,1.646110993,1.923958711,-0.059859038,0.051265488,-0.030331583,-0.042066802,0.154467448,-0.031612212,0.025378367,-0.011064553,-0.198696374,-0.035984226,0.08230555,0.096197936,3.360144321,4.781155119,2.314850866,0.434162714,4.143954231,-3.684492438,-2.972821811,-1.584999207,-2.007404837,-2.455990727,0.458809679,-2.78736791,0.168007216,0.239057756,0.115742543,0.021708136,0.207197712,-0.184224622,-0.148641091,-0.07924996,-0.100370242,-0.122799536,0.022940484,-0.139368396,35953.57143,5881.5,1366.805862,268.7328528,0.163619124,0.005467138,15.44962422,1.544962422
Isla Hermite,HER42PB,HER42PB_1D,131,143.2,144.4,143.8,1396.852308,21612.38462,53592,1.345384615,-1.413156808,0.876027202,-1.203085339,-1.548545212,3.168226199,0.201462463,0.679989099,0.377519824,-3.811052081,-0.872268159,1.28247899,2.262403823,-0.07065784,0.04380136,-0.060154267,-0.077427261,0.15841131,0.010073123,0.033999455,0.018875991,-0.190552604,-0.043613408,0.064123949,0.113120191,3.520048526,4.687104681,2.427905788,0.551066119,4.4505967,-3.616466274,-3.095440145,-1.906807384,-1.966974893,-2.253178222,0.298872528,-3.096727423,0.176002426,0.234355234,0.121395289,0.027553306,0.222529835,-0.180823314,-0.154772007,-0.095340369,-0.098348745,-0.112658911,0.014943626,-0.154836371,39021.84615,6083.461538,1242.545026,270.6306263,0.155899836,0.004803623,19.87159939,1.987159939
Isla Hermite,HER42PB,HER42PB_1D,137,150.7,151.9,151.3,1480.034615,20654.53846,50993.53846,1.311538462,-1.39194768,0.936596249,-0.741924927,-0.79589799,3.01496952,-0.007278015,0.806358563,0.020779938,-4.924822886,-0.703682527,1.668221648,2.118628108,-0.069597384,0.046829812,-0.037096246,-0.0397949,0.150748476,-0.000363901,0.040317928,0.001038997,-0.246241144,-0.035184126,0.083411082,0.105931405,3.406275957,4.898276495,2.349391043,0.452353953,4.154899546,-3.648610616,-2.995505553,-1.702543132,-1.948396852,-2.478860522,0.566150273,-3.053430592,0.170313798,0.244913825,0.117469552,0.022617698,0.207744977,-0.182430531,-0.149775278,-0.085127157,-0.097419843,-0.123943026,0.028307514,-0.15267153,37184.76923,5991.692308,837.2833206,161.1972832,0.161160914,0.00389021,15.94569099,1.594569099
Isla Hermite,HER42PB,HER42PB_1D,144,159.2,160.3,159.8,1611.23,18959.91667,48486.91667,1.343333333,-0.756857297,1.09754362,0.095665656,-0.227308198,3.675771279,-0.442386355,0.370943999,-0.296063793,-6.540554266,-0.556827915,1.84745047,1.7326228,-0.037842865,0.054877181,0.004783283,-0.01136541,0.183788564,-0.022119318,0.0185472,-0.01480319,-0.327027713,-0.027841396,0.092372523,0.08663114,3.454747403,4.625075505,2.421193877,0.568486378,4.338435265,-3.576448868,-3.287033049,-1.858581283,-1.874725131,-2.191146571,0.162235415,-2.782238941,0.17273737,0.231253775,0.121059694,0.028424319,0.216921763,-0.178822443,-0.164351652,-0.092929064,-0.093736257,-0.109557329,0.008111771,-0.139111947,32347.41667,5663.666667,638.7272086,185.5519204,0.175100004,0.005075289,30.56266025,3.056266025
Isla Hermite,HER42PB,HER42PB_1D,147,162.9,164.1,163.5,1669.448462,18723.15385,49544,1.31,-1.110909201,0.674188019,-0.430794786,-0.756527721,3.235041174,-0.935918566,-0.218405117,-0.634947262,-1.578525244,-0.586039236,1.27202502,1.070812919,-0.05554546,0.033709401,-0.021539739,-0.037826386,0.161752059,-0.046795928,-0.010920256,-0.031747363,-0.078926262,-0.029301962,0.063601251,0.053540646,3.31693389,4.650745581,2.372651509,0.528001545,4.235230137,-3.631146853,-3.088184788,-1.629613895,-1.940330643,-2.307694217,0.255474601,-2.762066867,0.165846694,0.232537279,0.118632575,0.026400077,0.211761507,-0.181557343,-0.154409239,-0.081480695,-0.097016532,-0.115384711,0.01277373,-0.138103343,32166.92308,5570.846154,1446.475974,206.0003423,0.173317609,0.005319313,20.28888154,2.028888154
Isla Hermite,HER42PB,HER42PB_1E,158,169.3,170.5,169.9,1768.774615,20527.46154,50818.76923,1.289230769,-1.237431074,0.637230154,-1.02777761,-1.257481871,3.179134833,-0.015262538,0.55308693,0.265266822,-3.770631733,-0.681010744,1.280425476,2.074451355,-0.061871554,0.031861508,-0.05138888,-0.062874094,0.158956742,-0.000763127,0.027654347,0.013263341,-0.188531587,-0.034050537,0.064021274,0.103722568,3.099699949,4.768582128,2.184763314,0.366540382,4.245940287,-3.600975065,-2.790314156,-1.773650842,-1.753306401,-2.440223032,0.483257591,-2.790314156,0.154984997,0.238429106,0.109238166,0.018327019,0.212297014,-0.180048753,-0.139515708,-0.088682542,-0.08766532,-0.122011152,0.02416288,-0.139515708,36937.69231,5948.307692,1170.200366,125.4746884,0.161139714,0.004651018,14.63439001,1.463439001
Isla Hermite,HER42PB,HER42PB_1E,162,175.6,176.8,176.2,1865.005385,20266.61538,50557.07692,1.296153846,-1.175940691,0.765854226,-0.637971412,-0.967275159,3.036749529,-0.692171869,0.478073965,-0.22613178,-3.58001518,-0.403857085,1.526894016,1.875791442,-0.058797035,0.038292711,-0.031898571,-0.048363758,0.151837476,-0.034608593,0.023903698,-0.011306589,-0.179000759,-0.020192854,0.076344701,0.093789572,3.091856768,4.415144608,2.104716338,0.212479072,4.248244075,-3.429918872,-1.835362025,-1.391046661,-1.721501948,-2.631222514,0.056986252,-3.120375092,0.154592838,0.22075723,0.105235817,0.010623954,0.212412204,-0.171495944,-0.091768101,-0.069552333,-0.086075097,-0.131561126,0.002849313,-0.156018755,36342.69231,5778.692308,750.4690072,190.5585582,0.159008354,0.004217192,16.88910103,1.688910103
Isla Hermite,HER42PB,HER42PB_1E,166,181.9,183.1,182.5,1961.419231,20731.53846,52902.38462,1.318461538,-1.085498195,1.059516724,-0.40813762,-0.680836622,3.767171925,0.328716008,0.817508047,0.395010456,-6.25357545,-1.785900546,1.715156814,2.130868461,-0.05427491,0.052975836,-0.020406881,-0.034041831,0.188358596,0.0164358,0.040875402,0.019750523,-0.312678772,-0.089295027,0.085757841,0.106543423,3.37085901,4.811666922,2.120904594,0.33597745,4.579552796,-3.712206747,-2.916895984,-1.679900977,-1.892367036,-2.709436751,0.486380567,-2.794533844,0.168542951,0.240583346,0.10604523,0.016798872,0.22897764,-0.185610337,-0.145844799,-0.083995049,-0.094618352,-0.135471838,0.024319028,-0.139726692,36519.92308,5963,681.6369343,125.3189265,0.163310219,0.003554801,15.18690869,1.518690869
Isla Hermite,HER42PB,HER42PB_1E,174,194.9,196.1,195.5,2158.501538,20100.38462,49962.53846,1.267692308,-1.516635657,0.691040322,-0.929167413,-1.317268233,2.757919034,-0.698409612,0.478785602,-0.049857865,-2.063439882,-0.494411508,1.241341098,1.900104115,-0.075831783,0.034552016,-0.046458371,-0.065863412,0.137895952,-0.034920481,0.02393928,-0.002492893,-0.103171994,-0.024720575,0.062067055,0.095005206,3.323650439,4.841046912,2.166580263,0.244048375,4.129474616,-3.275135522,-3.196573199,-1.921299079,-1.106081821,-2.615511033,0.513663851,-3.103863801,0.166182522,0.242052346,0.108329013,0.012202419,0.206473731,-0.163756776,-0.15982866,-0.096064954,-0.055304091,-0.130775552,0.025683193,-0.15519319,36934.30769,5845.692308,628.3382031,204.0736732,0.158259801,0.004344619,15.71765814,1.571765814
Isla Hermite,HER42PB,HER42PB_1E,179,202.5,203.6,203,2273.884167,20055.5,49857.58333,1.296666667,-1.262161646,1.077474962,-0.506238059,-0.822544626,3.260330909,-0.528981514,0.547280927,0.022676929,-4.736384162,-0.709410411,1.598025136,2.059931555,-0.063108082,0.053873748,-0.025311903,-0.041127231,0.163016545,-0.026449076,0.027364046,0.001133846,-0.236819208,-0.035470521,0.079901257,0.102996578,3.202478316,4.647669088,2.347617683,0.270978744,4.398000643,-3.60570617,-2.94405057,-1.491127495,-1.220696524,-2.66924816,0.461099987,-3.397015542,0.160123916,0.232383454,0.117380884,0.013548937,0.219900032,-0.180285308,-0.147202529,-0.074556375,-0.061034826,-0.133462408,0.023054999,-0.169850777,35850.5,5694.166667,2095.436492,204.4183915,0.159231477,0.009293497,13.81573274,1.381573274
Isla Hermite,HER42PB,HER42PB_1F,184,201.4,202.5,202,2256.428333,17848.91667,46531.83333,1.351666667,-1.185105839,0.67446445,-0.15846705,-0.723760272,3.389679198,-0.470635889,-0.127555037,-0.529284616,-3.0860646,-0.554200967,1.485966343,1.28496428,-0.059255292,0.033723222,-0.007923352,-0.036188014,0.16948396,-0.023531794,-0.006377752,-0.026464231,-0.15430323,-0.027710048,0.074298317,0.064248214,3.369484069,4.617279735,2.418651451,0.666793199,4.296561554,-3.541206633,-3.20138033,-1.940132853,-1.736143917,-2.263080361,0.181276272,-2.868102186,0.168474203,0.230863987,0.120932573,0.03333966,0.214828078,-0.177060332,-0.160069016,-0.097006643,-0.086807196,-0.113154018,0.009063814,-0.143405109,29826.58333,5373.166667,2086.976824,209.49152,0.180552756,0.007225279,29.24416515,2.924416515
Isla Hermite,HER42PB,HER42PB_1F,189,208.1,209.3,208.7,2363.543846,20220.53846,51050.30769,1.374615385,-1.319370033,0.71399665,-0.625239085,-0.678760186,3.021644915,-1.004501821,0.423303953,-0.337557012,-3.107200224,-0.251406379,1.535265746,1.629823477,-0.065968502,0.035699833,-0.031261954,-0.033938009,0.151082246,-0.050225091,0.021165198,-0.016877851,-0.155360011,-0.012570319,0.076763287,0.081491174,3.254081382,4.630996364,1.986045872,0.208471038,4.669065126,-3.781682013,-2.829951364,-1.177592456,-1.792616521,-2.644822506,0.343271539,-2.865266461,0.162704069,0.231549818,0.099302294,0.010423552,0.233453256,-0.189084101,-0.141497568,-0.058879623,-0.089630826,-0.132241125,0.017163577,-0.143263323,35866.07692,5805.307692,907.484202,214.0375297,0.161911888,0.006097002,14.65698229,1.465698229
Isla Hermite,HER42PB,HER42PB_1F,191,210.9,212.2,211.5,2407.863571,20839.21429,52023.14286,1.305714286,-1.257113186,0.741425956,-0.704130443,-1.013654258,3.031332156,-0.444619248,0.49182419,-0.086695085,-3.306820129,-0.580193542,1.319530411,1.809113179,-0.062855659,0.037071298,-0.035206522,-0.050682713,0.151566608,-0.022230962,0.024591209,-0.004334754,-0.165341006,-0.029009677,0.065976521,0.090455659,3.249049823,4.781606691,2.202365627,0.461144396,4.359261247,-3.609915292,-2.743615445,-1.833833636,-1.746795386,-2.69172161,0.419340333,-2.846886746,0.162452491,0.239080335,0.110118281,0.02305722,0.217963062,-0.180495765,-0.137180772,-0.091691682,-0.087339769,-0.134586081,0.020967017,-0.142344337,37067.14286,5968.928571,1010.38377,125.1629487,0.161095717,0.003859601,18.91065944,1.891065944
Isla Hermite,HER42PB,HER42PB_1F,197,219.3,220.5,219.9,2535.414615,19194.46154,49531.69231,1.379230769,-0.996358341,1.004760632,0.072316665,-0.467007543,3.674393228,-0.475896491,0.404438035,-0.035978836,-6.531418674,-0.126190216,1.732944656,1.743996886,-0.049817917,0.050238032,0.003615833,-0.023350377,0.183719661,-0.023794825,0.020221902,-0.001798942,-0.326570934,-0.006309511,0.086647233,0.087199844,3.4928009,4.838353324,1.749709592,0.033228712,4.301165916,-3.340114699,-2.958167511,-1.891612185,-1.105560749,-2.657322052,0.613807375,-3.076288624,0.174640045,0.241917666,0.08748548,0.001661436,0.215058296,-0.167005735,-0.147908376,-0.094580609,-0.055278037,-0.132866103,0.030690369,-0.153814431,32886,5503.461538,1192.708053,109.6582687,0.167499311,0.005339263,14.13675428,1.413675428
Isla Hermite,HER42PB,HER42PB_1F,200,223.4,224.6,224,2595.947692,19982.23077,50426.92308,1.265384615,-1.380922686,0.87486224,-0.513957021,-0.869028115,2.909646631,-0.814454949,0.456140698,0.073829644,-3.616299029,-0.683772832,1.628749408,1.93520601,-0.069046134,0.043743112,-0.025697851,-0.043451406,0.145482332,-0.040722747,0.022807035,0.003691482,-0.180814951,-0.034188642,0.08143747,0.0967603,3.221076695,4.86207586,2.065143146,0.177626346,4.693517006,-3.462382295,-2.793490035,-1.658864273,-1.349742214,-2.933110344,0.671419275,-3.493269168,0.161053835,0.243103793,0.103257157,0.008881317,0.23467585,-0.173119115,-0.139674502,-0.082943214,-0.067487111,-0.146655517,0.033570964,-0.174663458,36347.15385,5900.230769,571.8657835,139.5923552,0.162356609,0.004157268,11.64068541,1.164068541
Isla Hermite,HER42PB,HER42PB_1F,205,230.3,231.5,230.9,2697.928462,19796.15385,50700.30769,1.296153846,-1.149544458,0.847030709,-0.344763377,-0.746380847,3.225561734,-0.863588012,0.320631387,-0.381673731,-3.751372446,-0.354058564,1.563436098,1.634721509,-0.057477223,0.042351535,-0.017238169,-0.037319042,0.161278087,-0.043179401,0.016031569,-0.019083687,-0.187568622,-0.017702928,0.078171805,0.081736075,3.461650138,5.009461998,1.937054992,0.048427627,4.232686326,-3.550215681,-3.077318624,-1.559250032,-1.342528747,-2.803781059,0.875282365,-3.231469304,0.173082507,0.2504731,0.09685275,0.002421381,0.211634316,-0.177510784,-0.153865931,-0.077962502,-0.067126437,-0.140189053,0.043764118,-0.161573465,34894.30769,5658.461538,660.9249055,195.1566104,0.16214632,0.0041325,11.56613441,1.156613441
Isla Hermite,HER42PB,HER42PB_1F,209,235.8,236.9,236.4,2780.0925,17580.41667,45366.5,1.338333333,-1.139994757,0.860235314,-0.101263319,-0.632114643,3.56940295,-0.760062951,0.227746196,-0.641003591,-4.666355282,-0.120025596,1.770710419,1.632725259,-0.056999738,0.043011766,-0.005063166,-0.031605732,0.178470148,-0.038003148,0.01138731,-0.03205018,-0.233317764,-0.00600128,0.088535521,0.081636263,3.492793488,4.817877118,2.298190232,0.569381876,4.161097582,-3.539538686,-3.249368887,-1.94841107,-1.915938296,-2.214467251,0.358650211,-2.830266318,0.174639674,0.240893856,0.114909512,0.028469094,0.208054879,-0.176976934,-0.162468444,-0.097420553,-0.095796915,-0.110723363,0.017932511,-0.141513316,30147.58333,5197.75,1660.962725,236.2129721,0.172582198,0.006051654,26.82647453,2.682647453
