Location,Site,Section,sample,min_depth,max_depth,depth,SH20_age,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,K_ICP,Ca_ICP,Ti_ICP,Mn_ICP,Fe_ICP,Co_ICP,Ni_ICP,Cu_ICP,Zn_ICP,Rb_ICP,Sr_ICP,Zr_ICP,K_ICP_sd,Ca_ICP_sd,Ti_ICP_sd,Mn_ICP_sd,Fe_ICP_sd,Co_ICP_sd,Ni_ICP_sd,Cu_ICP_sd,Zn_ICP_sd,Rb_ICP_sd,Sr_ICP_sd,Zr_ICP_sd,Mo_inc,Mo_coh,Mo_inc_sd,Mo_coh_sd,coh_inc,coh_inc_sd,dry_mass_pc,dry_mass_err
Bird Island,BI10,BI10.6,239,234.2,235.2,234.7,3550.090909,21143.36364,63280.36364,1.398181818,-3.032467479,0.613109774,-1.401315806,-1.457772515,4.882453169,0.297120371,0.223751125,-0.073373889,-1.145767447,-1.224578627,0.864318073,1.454523252,-0.151623374,0.030655489,-0.07006579,-0.072888626,0.244122658,0.014856019,0.011187556,-0.003668694,-0.057288372,-0.061228931,0.043215904,0.072726163,2.914112205,4.108737273,1.192432284,-0.834872189,5.479089785,-2.943687963,-2.732490941,-0.479692917,-0.892467952,-3.261073216,-0.012461072,-2.537625298,0.14570561,0.205436864,0.059621614,-0.041743609,0.273954489,-0.147184398,-0.136624547,-0.023984646,-0.044623398,-0.163053661,-0.000623054,-0.126881265,33387.09091,5434.818182,438.7403457,126.3430395,0.162813335,0.004598313,18.8198384,1.88198384
Bird Island,BI10,BI10.6,247,243.9,245,244.5,3699.925,21494.83333,55564,1.42,-3.131509004,0.251956333,-1.749770459,-1.468961266,4.347503133,-0.006344637,0.590013635,0.205230661,-0.694710932,-0.896618924,0.610911217,1.942300244,-0.15657545,0.012597817,-0.087488523,-0.073448063,0.217375157,-0.000317232,0.029500682,0.010261533,-0.034735547,-0.044830946,0.030545561,0.097115012,2.824154068,3.743623659,0.668375119,-0.868254934,6.091356819,-2.26542988,-2.475440872,-0.278331567,0.407013316,-3.928711604,-0.485059695,-3.433294428,0.141207703,0.187181183,0.033418756,-0.043412747,0.304567841,-0.113271494,-0.123772044,-0.013916578,0.020350666,-0.19643558,-0.024252985,-0.171664721,38027.25,5765.583333,694.6642256,120.8511168,0.151656429,0.003910051,16.82536639,1.682536639
Bird Island,BI10,BI10.7,259,250.7,251.7,251.2,3790.45,22053.5,55644.7,1.456,-2.294931724,1.151137412,-1.112937826,-0.808726452,4.475741353,-0.159137245,1.040373564,0.324260865,-5.931201227,-0.62367638,1.508181803,2.430915856,-0.114746586,0.057556871,-0.055646891,-0.040436323,0.223787068,-0.007956862,0.052018678,0.016213043,-0.296560061,-0.031183819,0.07540909,0.121545793,3.287557042,4.348489931,1.451921513,-0.6750891,5.68619387,-4.403933941,-2.885042264,-0.894622417,-0.995585725,-2.775612193,0.227613834,-2.371890549,0.164377852,0.217424497,0.072596076,-0.033754455,0.284309694,-0.220196697,-0.144252113,-0.044731121,-0.049779286,-0.13878061,0.011380692,-0.118594527,39978.3,5991.2,409.0313897,142.4373547,0.149871289,0.003718036,15.55226095,1.555226095
Bird Island,BI10,BI10.7,271,265,266,265.5,3978.945455,21318.45455,65289.27273,1.384545455,-2.747638866,0.440381162,-1.514293983,-1.349396932,5.029754886,0.596852488,0.294132538,0.016500802,-0.089533341,-2.388083459,0.19831718,1.513007526,-0.137381943,0.022019058,-0.075714699,-0.067469847,0.251487744,0.029842624,0.014706627,0.00082504,-0.004476667,-0.119404173,0.009915859,0.075650376,2.563457687,3.854986141,0.344876758,-1.062429716,5.87778972,-1.931662059,-2.417409592,-0.122807639,0.653124182,-4.110197709,-0.318243763,-3.33148401,0.128172884,0.192749307,0.017243838,-0.053121486,0.293889486,-0.096583103,-0.12087048,-0.006140382,0.032656209,-0.205509885,-0.015912188,-0.1665742,33321.45455,5441.545455,783.5076724,100.1123006,0.16333933,0.002567568,14.32041997,1.432041997
Bird Island,BI10,BI10.7,280,275.9,276.9,276.4,4128.554545,22988.54545,61328.09091,1.342727273,-2.548138145,0.262823532,-1.683519424,-1.906662975,4.256914952,0.219492262,0.345824281,-0.10485317,0.617852813,-1.662529148,0.612376681,1.590418343,-0.127406907,0.013141177,-0.084175971,-0.095333149,0.212845748,0.010974613,0.017291214,-0.005242659,0.030892641,-0.083126457,0.030618834,0.079520917,2.658304374,3.818332681,0.513342578,-1.242820016,5.903805235,-1.320420334,-2.198551304,-1.00729598,0.41089648,-3.992464675,-0.30989326,-3.23323578,0.132915219,0.190916634,0.025667129,-0.062141001,0.295190262,-0.066021017,-0.109927565,-0.050364799,0.020544824,-0.199623234,-0.015494663,-0.161661789,39378.72727,6128.090909,414.5496571,177.2780046,0.155620113,0.004236404,15.13754881,1.513754881
Bird Island,BI10,BI10.8,300,289.7,290.8,290.3,4314.733333,21941.25,90008.25,1.515,-3.757869716,0.251781863,-1.744386142,-1.375569301,5.790745219,0.910774595,-0.038605525,0.004813713,0.435003568,-1.824192135,0.318946228,1.028557631,-0.187893486,0.012589093,-0.087219307,-0.068778465,0.289537261,0.04553873,-0.001930276,0.000240686,0.021750178,-0.091209607,0.015947311,0.051427882,1.483054521,3.830352481,0.592225526,-0.965024247,6.215437386,-1.424244378,-2.313898195,-0.59680414,0.344877945,-3.774600146,-0.278613214,-3.112763539,0.074152726,0.191517624,0.029611276,-0.048251212,0.310771869,-0.071212219,-0.11569491,-0.029840207,0.017243897,-0.188730007,-0.013930661,-0.155638177,26231.16667,4973.25,1786.447813,264.1897132,0.189814865,0.005451463,18.81474965,1.881474965
Bird Island,BI10,BI10.8,303,293.4,294.4,293.9,4365.281818,22949.09091,77882.81818,1.480909091,-2.882797596,0.14725942,-1.474912602,-1.698056153,5.148386464,0.691641444,-0.063688858,-0.007978251,0.452519978,-1.872640728,0.449973647,1.110293233,-0.14413988,0.007362971,-0.07374563,-0.084902808,0.257419323,0.034582072,-0.003184443,-0.000398913,0.022625999,-0.093632036,0.022498682,0.055514662,1.669143704,3.866799348,0.799960538,-0.823093715,6.396981172,-2.003537062,-2.287664602,-0.462628806,-0.213731244,-3.688042975,-0.271649223,-2.982537135,0.083457185,0.193339967,0.039998027,-0.041154686,0.319849059,-0.100176853,-0.11438323,-0.02313144,-0.010686562,-0.184402149,-0.013582461,-0.149126857,32668.45455,5599.272727,844.0389047,133.5216019,0.171447406,0.004035679,19.36337954,1.936337954
Bird Island,BI10,BI10.8,311,303.1,304,303.6,4492.98,22421.4,74987.1,1.433,-1.922080211,0.482845918,-0.758929401,-1.209715883,4.936196309,0.230375955,-0.164222293,-0.526870486,-1.301664224,-1.600645852,0.861455833,0.973254336,-0.096104011,0.024142296,-0.03794647,-0.060485794,0.246809815,0.011518798,-0.008211115,-0.026343524,-0.065083211,-0.080032293,0.043072792,0.048662717,2.274469897,3.612930465,1.348698127,-0.800335517,5.893658794,-1.964824634,-2.700324131,-1.257131008,-0.315528492,-2.984325648,-0.490485152,-2.616802701,0.113723495,0.180646523,0.067434906,-0.040016776,0.29468294,-0.098241232,-0.135016207,-0.06285655,-0.015776425,-0.149216282,-0.024524258,-0.130840135,32349.8,5564.9,638.092435,197.5924256,0.172016068,0.004841071,20.68841246,2.068841246
Bird Island,BI10,BI10.8,318,311.7,312.8,312.2,4610.666667,22422,70225.66667,1.4325,-2.519523095,0.650708896,-1.077878639,-1.131198276,5.318233375,0.498320632,0.457747116,-0.103318999,-2.974998624,-1.924535679,1.174222549,1.632220743,-0.125976155,0.032535445,-0.053893932,-0.056559914,0.265911669,0.024916032,0.022887356,-0.00516595,-0.148749931,-0.096226784,0.058711127,0.081611037,1.617291845,4.04429694,0.817593274,-0.418561877,6.714477398,-2.233659137,-2.465267095,-0.757900175,-0.257649019,-3.805166552,-0.148183623,-3.10727198,0.080864592,0.202214847,0.040879664,-0.020928094,0.33572387,-0.111682957,-0.123263355,-0.037895009,-0.012882451,-0.190258328,-0.007409181,-0.155363599,34650.58333,5648.416667,721.5749767,126.0241379,0.163066212,0.004634782,14.84252301,1.484252301
Bird Island,BI10,BI10.8,326,321.7,322.8,322.2,4729.333333,21681.08333,58369,1.370833333,-2.555516954,0.233385344,-1.14141728,-1.524287663,4.159036742,0.291750201,0.318005205,0.021504985,-1.789874272,-0.886250845,1.077110354,1.796554183,-0.127775848,0.011669267,-0.057070864,-0.076214383,0.207951837,0.01458751,0.01590026,0.001075249,-0.089493714,-0.044312542,0.053855518,0.089827709,2.761032637,3.228162906,0.825328002,0.466268781,6.099598664,-2.548593805,-2.940257241,-1.577828995,-0.187466382,-2.555221011,-1.134628565,-2.436394992,0.138051632,0.161408145,0.0412664,0.023313439,0.304979933,-0.12742969,-0.147012862,-0.07889145,-0.009373319,-0.127761051,-0.056731428,-0.12181975,38755.91667,6074.916667,1092.361284,131.0811396,0.156833359,0.004609041,17.69781147,1.769781147
Bird Island,BI10,BI10.9,342,332.1,333.1,332.6,4891.354545,18258.63636,68171.27273,1.489090909,-2.673361112,0.254464656,-1.077933936,-1.646852117,5.502751676,0.54447069,-0.109080874,-0.185560104,-0.646357684,-1.801522142,0.858864532,0.980116415,-0.133668056,0.012723233,-0.053896697,-0.082342606,0.275137584,0.027223535,-0.005454044,-0.009278005,-0.032317884,-0.090076107,0.042943227,0.049005821,1.461805078,3.422629815,0.371956046,-0.822272011,7.709072374,-1.493336145,-1.781451643,-0.705229191,-0.008269353,-3.994383395,-0.717770039,-3.442751537,0.073090254,0.171131491,0.018597802,-0.041113601,0.385453619,-0.074666807,-0.089072582,-0.03526146,-0.000413468,-0.19971917,-0.035888502,-0.172137577,23115.54545,4356.545455,3376.492984,386.113031,0.190100896,0.01330137,45.84025227,4.584025227
Bird Island,BI10,BI10.9,348,339.5,340.5,340,5008.745455,22654.72727,67323.54545,1.418181818,-2.872868059,-0.066844561,-1.561297244,-1.860540139,4.633776467,0.495806131,0.066928582,0.102253261,0.031187426,-1.019073199,0.783074895,1.267596439,-0.143643403,-0.003342228,-0.078064862,-0.093027007,0.231688823,0.024790307,0.003346429,0.005112663,0.001559371,-0.05095366,0.039153745,0.063379822,1.31896882,3.826288989,0.576711217,-0.667814187,5.472035032,-1.525414239,-2.191454612,-0.400683947,0.556399551,-3.824336746,-0.095395582,-3.045304295,0.065948441,0.191314449,0.028835561,-0.033390709,0.273601752,-0.076270712,-0.109572731,-0.020034197,0.027819978,-0.191216837,-0.004769779,-0.152265215,36083.63636,5854.727273,1342.231073,256.8194272,0.16223298,0.002604529,20.07250761,2.007250761
Bird Island,BI10,BI10.9,361,355.7,356.7,356.2,5262.190909,21037,62387.36364,1.343636364,-1.611746648,0.471935182,-0.504671686,-1.476799827,4.713809725,-0.231846625,0.013430768,-0.004009899,-2.768684504,-1.400572462,1.299340748,1.499815228,-0.080587332,0.023596759,-0.025233584,-0.073839991,0.235690486,-0.011592331,0.000671538,-0.000200495,-0.138434225,-0.070028623,0.064967037,0.074990761,2.768342554,3.854048734,1.68745628,-0.850266852,4.904375159,-3.362807213,-2.8150802,-0.882016867,-1.075662098,-2.494873171,0.031423299,-1.764939625,0.138417128,0.192702437,0.084372814,-0.042513343,0.245218758,-0.168140361,-0.14075401,-0.044100843,-0.053783105,-0.124743659,0.001571165,-0.088246981,33994.27273,5425,647.4493171,131.2867092,0.159601123,0.003367752,24.48454632,2.448454632
Bird Island,BI10,BI10.9,365,360.7,361.7,361.2,5341.56,20858.5,76598.3,1.446,-1.936073195,0.436026722,-0.947742031,-1.483540576,5.135829957,0.406369572,-0.281869269,-0.572628267,-0.368461797,-2.176687757,1.079786482,0.708990159,-0.09680366,0.021801336,-0.047387102,-0.074177029,0.256791498,0.020318479,-0.014093463,-0.028631413,-0.01842309,-0.108834388,0.053989324,0.035449508,1.645392458,3.501093397,0.847971352,-1.076072561,6.095893296,-0.990350311,-1.9038873,-0.898240145,-0.035459054,-3.722816791,-0.40288019,-3.06064415,0.082269623,0.17505467,0.042398568,-0.053803628,0.304794665,-0.049517516,-0.095194365,-0.044912007,-0.001772953,-0.18614084,-0.020144009,-0.153032207,27254.6,4945.2,768.8051624,232.2617298,0.181389686,0.004755556,24.57346976,2.457346976
Bird Island,BI10,BI10.9,372,369.1,371,370.1,5483.135,20704.7,67593,1.402,-2.608320498,0.377443226,-1.09217052,-1.472617865,5.107156978,0.252607161,0.036216298,0.070702474,-0.978841834,-1.975671429,1.115664237,1.16783177,-0.130416025,0.018872161,-0.054608526,-0.073630893,0.255357849,0.012630358,0.001810815,0.003535124,-0.048942092,-0.098783571,0.055783212,0.058391589,2.049194085,3.56918485,1.420111734,-0.800252725,5.643818602,-1.906529103,-2.470534848,-1.171190512,-0.364480065,-3.195761782,-0.261084558,-2.512475677,0.102459704,0.178459243,0.071005587,-0.040012636,0.28219093,-0.095326455,-0.123526742,-0.058559526,-0.018224003,-0.159788089,-0.013054228,-0.125623784,30379.8,5065.4,967.5581092,162.223822,0.16678874,0.004356488,22.17332138,2.217332138
Bird Island,BI10,BI10.10,379,367.3,368.4,367.9,5447.309091,21103.36364,67035.90909,1.454545455,-2.22771033,0.276356817,-1.099770427,-1.291967172,4.919434389,0.181484498,-0.053060075,-0.419714342,-1.846342774,-0.678060336,1.198034473,1.041315278,-0.111385517,0.013817841,-0.054988521,-0.064598359,0.245971719,0.009074225,-0.002653004,-0.020985717,-0.092317139,-0.033903017,0.059901724,0.052065764,2.109301253,3.672643066,1.126508462,-0.929929239,5.986488963,-2.317511684,-2.350075598,-0.603292009,-0.500617095,-3.148309523,-0.206861416,-2.83834518,0.105465063,0.183632153,0.056325423,-0.046496462,0.299324448,-0.115875584,-0.11750378,-0.0301646,-0.025030855,-0.157415476,-0.010343071,-0.141917259,31142.18182,5282.727273,1340.083342,234.896186,0.169669246,0.004359041,22.99890718,2.299890718
Bird Island,BI10,BI10.10,386,375.7,376.6,376.1,5581.52,20316.6,60603.4,1.385,-2.205138668,0.306623552,-1.024552796,-1.484728336,4.666708195,-0.295037971,0.036319165,-0.02367131,-1.989055156,-0.405038867,1.237724573,1.179847619,-0.110256933,0.015331178,-0.05122764,-0.074236417,0.23333541,-0.014751899,0.001815958,-0.001183566,-0.099452758,-0.020251943,0.061886229,0.058992381,2.007259746,3.514687223,1.237245794,-0.933624429,5.708930886,-1.977865902,-2.337301563,-0.871518254,-0.155941897,-3.228919418,-0.32347825,-2.639473935,0.100362987,0.175734361,0.06186229,-0.046681221,0.285446544,-0.098893295,-0.116865078,-0.043575913,-0.007797095,-0.161445971,-0.016173913,-0.131973697,31316.8,5224.7,1436.987729,155.10072,0.167034797,0.006357407,27.86780897,2.786780897
Bird Island,BI10,BI10.10,390,380.5,381.5,381,5660.045455,20289.72727,62960.63636,1.430909091,-2.309756731,0.399948415,-0.806369704,-1.513425314,4.972769634,0.026419306,0.164220848,0.049572611,-2.087856188,-1.625969993,1.190320585,1.54012653,-0.115487837,0.019997421,-0.040318485,-0.075671266,0.248638482,0.001320965,0.008211042,0.002478631,-0.104392809,-0.0812985,0.059516029,0.077006327,2.899006774,3.796661037,1.568715998,-0.607315348,5.408712104,-2.98955505,-2.887830196,-1.181030177,-1.036533089,-2.526682181,-0.158497706,-2.285652166,0.144950339,0.189833052,0.0784358,-0.030365767,0.270435605,-0.149477753,-0.14439151,-0.059051509,-0.051826654,-0.126334109,-0.007924885,-0.114282608,31942.63636,5266.909091,1316.483594,192.9193897,0.164979079,0.004879674,21.30941668,2.130941668
Bird Island,BI10,BI10.10,392,382.9,384,383.4,5698.008333,20976.58333,68717.58333,1.463333333,-2.048177068,0.328307931,-0.937768396,-1.39295694,4.961512475,0.085970223,-0.076706422,-0.303348651,-1.028080427,-1.56891225,0.902882765,1.077276761,-0.102408853,0.016415397,-0.04688842,-0.069647847,0.248075624,0.004298511,-0.003835321,-0.015167433,-0.051404021,-0.078445612,0.045144138,0.053863838,2.480474609,3.680884522,1.437090797,-0.91355158,5.580345237,-2.335956166,-2.735178693,-0.773078611,-0.40016121,-3.094799253,-0.409317583,-2.516752069,0.12402373,0.184044226,0.07185454,-0.045677579,0.279017262,-0.116797808,-0.136758935,-0.038653931,-0.020008061,-0.154739963,-0.020465879,-0.125837603,30423.33333,5087.416667,959.6572621,117.6268818,0.167321741,0.004963907,27.91782393,2.791782393
Bird Island,BI10,BI10.10,396,387.7,388.8,388.2,5774.458333,23372.41667,56698.33333,1.360833333,-2.729587982,0.884028988,-0.818195338,-0.514468915,3.595174125,-0.909079099,0.752421043,0.19290133,-2.024018281,-1.50581255,1.04202287,2.03461381,-0.136479399,0.044201449,-0.040909767,-0.025723446,0.179758706,-0.045453955,0.037621052,0.009645066,-0.101200914,-0.075290628,0.052101143,0.10173069,3.272939563,3.865809366,2.213618916,0.54536765,4.841318553,-4.017066584,-3.387209181,-2.100022904,-1.214939157,-2.07101425,-0.046009626,-1.902792346,0.163646978,0.193290468,0.110680946,0.027268382,0.242065928,-0.200853329,-0.169360459,-0.105001145,-0.060746958,-0.103550712,-0.002300481,-0.095139617,41567.41667,6042.833333,744.3135286,175.1953888,0.145414416,0.004866682,19.69837052,1.969837052
Bird Island,BI10,BI10.10,403,396.3,397.4,396.8,5914.691667,19958.5,62693.66667,1.370833333,-2.242645175,0.220249201,-0.965723371,-1.168350194,4.867870752,0.435224409,0.019024075,-0.212247208,-1.240094099,-1.452960067,0.494701396,1.244950282,-0.112132259,0.01101246,-0.048286169,-0.05841751,0.243393538,0.02176122,0.000951204,-0.01061236,-0.062004705,-0.072648003,0.02473507,0.062247514,2.720084733,3.737682003,1.839342165,-0.794781232,5.67965665,-3.081948229,-2.810161644,-0.89451534,-1.034673604,-2.797253503,-0.3608173,-2.202614699,0.136004237,0.1868841,0.091967108,-0.039739062,0.283982833,-0.154097411,-0.140508082,-0.044725767,-0.05173368,-0.139862675,-0.018040865,-0.110130735,30607.83333,5147.166667,888.6672179,169.6246301,0.16818623,0.003870452,22.2896321,2.22896321
Bird Island,BI10,BI10.10,410,404.6,405.6,405.1,6045.027273,22354.63636,75136.63636,1.419090909,-2.663159905,0.551029632,-1.669427247,-1.638655588,5.102549611,0.174626618,0.001087674,0.010540816,0.303250552,-1.819579521,0.581611483,1.066125873,-0.133157995,0.027551482,-0.083471362,-0.081932779,0.255127481,0.008731331,5.43837E-05,0.000527041,0.015162528,-0.090978976,0.029080574,0.053306294,2.155186643,3.880270283,1.087549958,-0.900447284,5.438004346,-2.106581091,-2.417000554,-0.52768384,-0.421715278,-3.411179558,-0.147154474,-2.629249151,0.107759332,0.194013514,0.054377498,-0.045022364,0.271900217,-0.105329055,-0.120850028,-0.026384192,-0.021085764,-0.170558978,-0.007357724,-0.131462458,31991.45455,5444.181818,1428.118998,148.2408973,0.170357614,0.005657663,18.54037683,1.854037683
Bird Island,BI10,BI10.11,422,409.9,410.9,410.4,6127.609091,21988.72727,61169.81818,1.360909091,-1.556261966,0.683964048,-0.548801847,-1.1107024,4.284742998,-0.122260277,0.05181138,0.000925257,-3.672744779,-0.860844636,1.498167941,1.352004282,-0.077813098,0.034198202,-0.027440092,-0.05553512,0.21423715,-0.006113014,0.002590569,4.62628E-05,-0.183637239,-0.043042232,0.074908397,0.067600214,2.555485833,3.704252332,2.391338363,0.323449154,4.818271888,-3.110144202,-3.012815738,-1.442086108,-1.164742165,-3.030163219,-0.011753209,-2.021092927,0.127774292,0.185212617,0.119566918,0.016172458,0.240913594,-0.15550721,-0.150640787,-0.072104305,-0.058237108,-0.151508161,-0.00058766,-0.101054646,35902,5708.909091,718.1586176,162.0046015,0.159016235,0.003346016,28.24074713,2.824074713
Bird Island,BI10,BI10.11,424,412.2,413.2,412.7,6161.618182,22061.18182,63203.90909,1.358181818,-1.712431271,0.480669589,-0.772458055,-1.316451824,4.234972108,-0.100382391,-0.125911947,-0.17058665,-1.466456662,-1.463055298,1.230286241,1.181806159,-0.085621564,0.024033479,-0.038622903,-0.065822591,0.211748605,-0.00501912,-0.006295597,-0.008529333,-0.073322833,-0.073152765,0.061514312,0.059090308,2.407638911,3.897668959,1.442333063,-0.446250504,5.211888304,-2.675953875,-2.56113003,-0.74937995,-0.866234188,-3.096870835,-0.136618505,-2.427091349,0.120381946,0.194883448,0.072116653,-0.022312525,0.260594415,-0.133797694,-0.128056502,-0.037468997,-0.043311709,-0.154843542,-0.006830925,-0.121354567,35644.81818,5893,786.4815088,127.1290683,0.165370381,0.003994019,17.98134036,1.798134036
Bird Island,BI10,BI10.11,427,415.8,416.8,416.3,6233.218182,22085.63636,61768.45455,1.390909091,-2.173706943,0.436898548,-0.831910352,-1.316624832,4.222149262,0.164276557,0.05843831,-0.010802824,-1.671828105,-1.530362585,1.187146288,1.466326677,-0.108685347,0.021844927,-0.041595518,-0.065831242,0.211107463,0.008213828,0.002921915,-0.000540141,-0.083591405,-0.076518129,0.059357314,0.073316334,2.943874305,3.276269571,1.407805127,-0.441857772,5.41679053,-2.624188529,-2.658126411,-1.129052143,-0.906858333,-2.372955376,-0.520807156,-2.390893813,0.147193715,0.163813479,0.070390256,-0.022092889,0.270839527,-0.131209426,-0.132906321,-0.056452607,-0.045342917,-0.118647769,-0.026040358,-0.119544691,36931.36364,5914.272727,696.2179648,190.3560301,0.160143112,0.004170852,22.4464389,2.24464389
Bird Island,BI10,BI10.11,439,430.3,431.3,430.8,6633.509091,23326.72727,64589.36364,1.373636364,-1.672531871,0.495561605,-0.689766509,-1.346822403,4.319061867,-0.238309043,0.197081468,-0.077145712,-1.961075641,-1.273114298,0.789505438,1.4575551,-0.083626594,0.02477808,-0.034488325,-0.06734112,0.215953093,-0.011915452,0.009854073,-0.003857286,-0.098053782,-0.063655715,0.039475272,0.072877755,2.93574689,3.348519538,2.186434155,-1.198600492,5.106838331,-2.510644272,-2.847747888,-1.272892015,-1.03058791,-2.447083864,-0.677075748,-1.592906724,0.146787345,0.167425977,0.109321708,-0.059930025,0.255341917,-0.125532214,-0.142387394,-0.063644601,-0.051529396,-0.122354193,-0.033853787,-0.079645336,38790.36364,6061.181818,633.5372558,208.0970054,0.156258753,0.004822459,24.93876512,2.493876512
Bird Island,BI10,BI10.11,443,435.2,436.3,435.7,6779.316667,23291.16667,65346.83333,1.344166667,-1.575316413,0.538130047,-0.386147301,-1.341542541,4.211463882,-0.312786682,0.070475512,-0.07463749,-2.381486982,-1.046710862,0.911814225,1.386744606,-0.078765821,0.026906502,-0.019307365,-0.067077127,0.210573194,-0.015639334,0.003523776,-0.003731875,-0.119074349,-0.052335543,0.045590711,0.06933723,2.405753,3.774229334,1.516252006,-0.970787372,5.56048995,-2.670184452,-2.444615418,-0.605499563,-0.834030081,-3.061366735,-0.30139763,-2.36884304,0.12028765,0.188711467,0.0758126,-0.048539369,0.278024497,-0.133509223,-0.122230771,-0.030274978,-0.041701504,-0.153068337,-0.015069881,-0.118442152,38720.33333,6148.583333,937.752568,192.0290974,0.158800656,0.003469597,21.28612473,2.128612473
