"depth","SH20_age","surface","kcps","cps","cps_acf_sum","MSE","Mg","Al","Si","S","Cl","K","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Br","Rb","Sr","Zr","Pb","Mo_inc","Mo_coh","coh_inc","sum","scatter_sum"
63.5,1217.01,7.69,54287,306830,291931,2.15,0,0,0.00308292027910705,0.0698795263264265,0.00685093395357122,0.00822112074428547,0.109272396559461,0.121261530978211,0.00719348065124978,0.0435034306051773,0.00822112074428547,3.41416293576222,0.014044414604821,0.00411056037214273,0.161339494606602,0,0.462438041866057,0.0438459773028558,0,1.23179792485211,0.633026297309981,80.5197118497179,13.1380360427635,0.163165462728982,100,93.6577478924814
64,1237.05,7.73,54066,308486,292364,2.32,0,0,0.00444651188244791,0.0837996470153644,0.0194962444076562,0.00547263000916666,0.167941333406302,0.149813246500937,0,0.0451491975756249,0.0167599294030729,3.86470290459838,0.0208644019099479,0,0.104664048925312,0,0.471672298915051,0,0,1.07571383617682,0.716914531200832,80.1073319560548,13.1452572820183,0.164095557310903,100,93.2525892380731
64.5,1257.08,7.76,53319,306172,290963,2.22,0,0,0.0113416482508085,0.0931389901808821,0.0299007090248588,0.0268075322291838,0.175623704732217,0.212054453659056,0.0244017280547698,0.0453665930032341,0.0333375721311644,4.29057990191193,0,0.0285259637823366,0.163594683860147,0,0.660565089031939,0.0848905187257486,0.0350560036843173,1.1987778514794,0.590109395352674,79.1705474579242,13.1253802029811,0.165786149324744,100,92.2959276609053
65,1277.11,7.78,54787,311908,295991,2.28,0,0,0.0121625319688774,0.0587855711829076,0.0179059498430696,0.0256764563787412,0.171964688115517,0.264872918433331,0.0250007601582481,0.060136963623894,0.0209465828352889,4.99812494298813,0,0,0.144261143075296,0,1.13145332121585,0.0472987354345233,0.169937599454037,1.28247142649608,0.656101030098888,77.9108148558571,13.0020845228402,0.166884206600783,100,90.9128993786973
65.5,1297.15,7.81,55119,313184,296897,2.25,0,0,0.0212194801564179,0.090603812096451,0.0148199543949585,0.0148199543949585,0.184238978500962,0.252612859004975,0.00673634290679933,0.0518698403823548,0.0390707888594361,5.76226772247615,0.0461439489115754,0,0.166050852652603,0,0.889197263697511,0.0144831372496186,0,1.01449324176398,0.734261376841127,77.8933434827566,12.8037669629535,0.164375624289229,100,90.6971104457101
66,1317.18,7.85,54823,310307,295281,2.26,0,0,0.00507990693610493,0.0927929666995167,0.0206582882068267,0.0369139904023625,0.182537989237371,0.212678770391593,0.00270928369925596,0.0541856739851193,0.0169330231203498,5.12799672176672,0,0,0.126997673402623,0,0.695608589783969,0.0220129300564547,0.100920817797285,1.07694027045425,0.623812571753685,78.6423779383028,12.9588425940037,0.164781927171254,100,91.6012205323065
66.5,1337.21,7.87,54945,313885,298081,2.1,0,0,0.0100643784743073,0.0942696783760119,0.0234835497733837,0.0402575138972293,0.185184563927255,0.309311898443712,0.0295221768579681,0.071457087167582,0.0335479282476911,5.32841744358077,0,0.0110708163217381,0.184178126079824,0,0.592120933571747,0.0865536548790429,0.138888422945441,1.15975187952268,0.556895608911672,78.1448666637592,13.0001576752628,0.166359714083328,100,91.1450243390219
67,1357.25,7.88,56161,316457,301169,2.23,0,0,0.00199223691681415,0.0836739505061942,0.0189262507097344,0.0328719091274334,0.235083956184069,0.235415995670205,0.00896506612566366,0.0557826336707961,0.0378525014194688,5.61877218438817,0,0,0.0979516484100289,0,0.722185882345128,0.0351961855303833,0.0152738163622418,1.12262550262477,0.544876796748669,78.1777008921901,12.9548525910701,0.165710329713269,100,91.1325534832602
67.5,1377.28,7.88,56666,311941,295836,2.39,0,0,0.00236617585418948,0.0747035519679823,0.0162252058572993,0.0233237334198678,0.197406671263808,0.176787138820157,0.00202815073216241,0.0253518841520302,0.0239997836639219,4.67083113617004,0.0169012561013535,0,0.156505631498533,0,0.673684068199949,0.029408185616355,0.0351546126908152,1.11075055098095,0.701402128206168,78.9400208223475,13.1231493124569,0.166242030034299,100,92.0631701348044
68,1397.31,7.9,54109,306317,290920,2.26,0,0,0.00309363398872542,0.0769971126082772,0.0237178605802282,0.0164993812732023,0.163275127182731,0.264333837481094,0.00721847930702599,0.0629038911040836,0.0285301801182456,4.00213117008112,0.017186855492919,0.0233741234703699,0.185618039323525,0,0.542073422246666,0.00824969063660113,0,1.15839406022274,0.635913653238004,79.4180530730098,13.3624364086347,0.168254394203676,100,92.7804894816444
68.5,1417.35,7.93,54555,309163,293280,2.28,0,0.0064784506273868,0.00477359519912711,0.085924713584288,0.0317103109656301,0.0272776868521549,0.147981451172941,0.3873431533006,0.0286415711947627,0.0555782869612657,0.026936715766503,4.98874795417349,0,0.00340971085651937,0.175259138025095,0,0.926418439716312,0.0688761593016912,0.0879705400981997,1.08496999454446,0.676145662847791,78.0513502454992,13.1342062193126,0.168276476678505,100,91.1855564648118
69,1437.38,7.92,51979,313176,297924,2.28,0.00503484110041487,0,0.0184610840348545,0.0651172782320323,0.00671312146721983,0.133255461124314,0.225896537371947,0.562895235026383,0.0255098615754353,0.0906271398074677,0.077200896873028,8.95530403727125,0.0117479625676347,0.0040278728803319,0.186624776788711,0,1.10867201031135,0.0292020783824062,0.346061411635182,1.19459996509177,0.531343564130449,73.6550261140425,12.7666787502853,0.173330720574564,100,86.4217048643278
69.5,1457.41,7.92,52423,313419,297958,2.08,0,0.00839044429080609,0.0114110042354963,0.0996784781747763,0.00738359097590936,0.0875962383960155,0.184254156626102,0.555111794279731,0.0130890930936575,0.0664523187831842,0.0812195007350029,8.78143899475765,0,0.0342330127064888,0.1436444062586,0,1.37771095255036,0.182911685539573,0.266480510676001,1.14647030789574,0.663516334516945,73.6751488464817,12.6138583290262,0.171209132611459,100,86.289007175508
70,1477.45,7.9,54687,316612,300625,2.16,0,0,0.0153014553014553,0.0931392931392931,0.014968814968815,0.0389189189189189,0.154345114345114,0.398503118503118,0.00931392931392932,0.0472349272349272,0.0439085239085239,7.75018711018711,0,0.0472349272349272,0.163326403326403,0,1.55908523908524,0.0721829521829522,0.172972972972973,1.07376299376299,0.564158004158004,75.1348024948025,12.6466528066528,0.16831950556505,100,87.7814553014553
70.5,1497.48,7.9,55507,320737,305491,2.24,0.0101475984562557,0.0189858293697687,0.012766333541741,0.0910010442206153,0.012766333541741,0.0585941975377343,0.168253729242433,0.36105809991129,0.0163670942842833,0.0857635740496447,0.0474645734244217,7.62248315007643,0.0193131712554543,0.028478744054653,0.1964051314114,0,1.42459188650402,0.104749403419413,0.22357450792331,1.20952826760854,0.716551387765924,74.6738856463857,12.8972702960153,0.172714600082412,100,87.5711559424009
71,1517.52,7.9,57916,322214,306322,2.13,0,0,0.00391744634730773,0.0894483582635266,0.0088142542814424,0.00554971565868596,0.186078701497117,0.234720326976188,0.0150168776646797,0.064311410868302,0.0352570171257696,6.04690489093176,0.0231782242215708,0.00163226931137822,0.158983030928239,0,0.783162815599271,0.0231782242215708,0.0434183636826607,1.1125547626354,0.702528711617187,77.5445446295075,12.9167999686604,0.166572645830527,100,90.4613445981679
71.5,1537.55,7.89,57655,314852,299506,2.16,0,0.0163602732499516,0.0160263901224016,0.0921517432038089,0.0110181432091511,0.00333883127550032,0.126541705341462,0.0868096131630084,0.00834707818875081,0.0437386897090542,0.00333883127550032,3.82663452485092,0.041401507816204,0.0333883127550032,0.151916823035265,0,0.435383598325242,0,0,1.0130014089868,0.639720072385862,80.2661716292829,13.1847108238232,0.164262360546085,100,93.4508824531061
72,1557.58,7.91,56106,311915,296757,2.19,0,0,0.00876137715369814,0.0744717058064342,0.0272950595942134,0,0.149617363701614,0.0707649693183312,0.00909835319807115,0.0441438618128637,0.0175227543073963,3.30169128276671,0,0.0303278439935705,0.151976196012225,0,0.318779337976863,0.00168488022186503,0,0.957685918108082,0.65811421466048,80.8533581347702,13.3247067465974,0.164800906900949,100,94.1780648813676
72.5,1577.62,7.93,56377,312562,297346,2.58,0,0.009416639201469,0.0047083196007345,0.0938300834717804,0.0255594492611301,0.00538093668655371,0.1365412684213,0.0860949869848594,0.00302677688618646,0.0538093668655371,0.0228689809178533,3.29548741197124,0.0309403859476838,0.0454016532927969,0.177907219199182,0,0.268037908698957,0.011098181916017,0,1.12427945894682,0.622507112925683,80.8405023104397,13.1426015483645,0.162574466668885,100,93.9831038588042
73,1597.65,7.95,57812,315230,299746,2.24,0,0.0113429370200103,0.0256884161923762,0.0703929326830049,0.0140118633776598,0.00533785271529895,0.169143207916036,0.0877409540077266,0,0.0360305058282679,0.0366977374176803,3.73015820060985,0.00533785271529895,0.00500423692059277,0.155464960333082,0,0.483409286529261,0,0,1.13029031246455,0.490748834012798,80.4077452242899,13.1354546849666,0.163360564934715,100,93.5431999092565
73.5,1617.68,7.93,57684,316215,299946,2.17,0,0,0,0.0700126022684083,0,0,0.193034746254326,0.0963506764550952,0,0.0640115220739733,0.02400432077774,4.81720042941063,0.0330059410693925,0.00366732678548805,0.164029525314557,0,0.551099197855614,0,0,1.14787328385776,0.502090376267728,79.3089422762764,13.0246777753329,0.164227102285147,100,92.3336200516093
74,1637.72,7.91,57362,320071,304417,2.34,0,0,0.00689843208493612,0.0801532108916388,0.0121543803401256,0.0114973868082269,0.196112569271756,0.21385139463302,0.0147823544677203,0.0496030116583502,0.0243087606802511,6.12745017525303,0.0528879793178436,0,0.122857790465053,0,0.691814189089308,0.0331781733608833,0.0266082380418965,1.15827959673737,0.601149081687291,77.7532135196129,12.8231997555984,0.164921797764202,100,90.5764132752113
74.5,1657.75,7.89,58181,322108,306226,2.45,0,0,0,0.0937216304298133,0.022858934251174,0.0173074787901746,0.16687022003357,0.216506762978976,0.0218792656404094,0.0496365429454063,0.0300431707301144,5.8140066486843,0,0.0192668160117038,0.167523332440746,0,0.734098345666273,0.0698830275678747,0.0555145546099939,1.12008777830752,0.626987910889343,77.8849607806,12.8888467994226,0.165485694160266,100,90.7738075800226
75,1677.78,7.88,56837,317752,302915,2.25,0,0,0.0125447732862354,0.0772493933941865,0.0300414307644059,0.0188171599293531,0.164072429559447,0.124787481636763,0.00924351715827872,0.0419259528250499,0.0290510539260188,5.5411584107753,0,0.0188171599293531,0.126107984087945,0,0.551309773368767,0.0643744944951554,0,1.0976676625456,0.619315649604675,78.4437878612812,13.0297278114323,0.166102736324689,100,91.4735156727135
75.5,1697.82,7.87,58395,321459,305356,2.05,0,0,0.0121170044145194,0.0841640576900405,0.0134269508377107,0.00327486605797823,0.157193570782955,0.182410039429387,0.00392983926957387,0.0373334730609518,0.0261989284638258,4.54387665544479,0.0235790356174432,0.0317662007623888,0.214176240191776,0,0.455861355270569,0.0746669461219036,0.0422457721479192,1.04992205818782,0.573429046751988,79.5360169769056,12.9344109825908,0.162623318016371,100,92.4704279594965
76,1717.85,7.83,55613,313782,299011,2.28,0,0.00133774342749932,0.0153840494162422,0.0752480677968369,0.0193972796987402,0.00702315299437144,0.214707820113641,0.132102163465558,0,0.0377912518268559,0.025751560979362,4.12493185869416,0.0100330757062449,0,0.144476290169927,0,0.381591312694182,0,0,1.16851888392066,0.586600492958453,80.0000668871714,13.0550381089659,0.163187839922411,100,93.0551049961373
76.5,1737.89,7.76,59620,320643,304790,2.48,0,0,0,0.0938350995767578,0.0170609271957741,0.0167328324420093,0.208012073886939,0.143377407395256,0.00393713704517865,0.061025624200269,0.0370747071754323,4.57265658322123,0.00820236884412218,0,0.149939302470554,0,0.369762787493028,0,0,1.07451031858001,0.594179599068211,79.5849601364874,13.0647330949178,0.164160829791357,100,92.6496932314052
77,1757.92,7.73,57754,317421,301139,2.29,0,0,0.0053131610319487,0.0906558101076247,0.0212526441277948,0.0391845626106217,0.232782867712252,0.186956853811695,0.00630937872543908,0.0557881908354614,0.0312148210626986,4.71144554508051,0,0.0351996918366601,0.180647475086256,0,0.26200525338797,0.102610422429509,0.0275620228532339,1.1293787918536,0.602047559432687,79.2361666871445,13.0434782608696,0.164615210530948,100,92.279644948014
77.5,1777.95,7.67,58113,317275,301366,2.42,0,0,0.013604719842318,0.090587524803727,0.0159274768885674,0.107178646562651,0.289680985910819,0.363345566520444,0.0112819627960686,0.0527597671933795,0.0457914960546312,5.75512831573568,0,0.0102864954905331,0.158279301580138,0,0.303617528188316,0.0474506082305237,0,1.12952356934757,0.560779915451644,78.3031264309842,12.7416496884187,0.162722106628132,100,91.044776119403
78,1797.99,7.62,58897,321760,306001,2.49,0,0,0.00196077790595456,0.091829765262205,0.024836520142091,0.0908493763092277,0.263397832033229,0.305881353328911,0.0274508906833638,0.0499998366018412,0.0598037261316139,6.03527439452812,0.052941003460773,0,0.138234842369796,0,0.428756768768729,0.0215685569655001,0.0823526720500913,1.07875464459266,0.56176287005598,77.7291577478505,12.9551864209594,0.166670870961775,100,90.6843441688099
78.5,1818.02,7.6,57042,316770,301147,2.32,0,0,0.00796952983094635,0.0793632345665074,0.0229123982639708,0.0219162070351025,0.220490325322849,0.134817879640176,0.0182635058625854,0.0511378164152391,0.0444965415561171,4.28295815664775,0.0222482707780586,0.0142787409471122,0.130833114724703,0,0.382869495628381,0.0358628842392586,0.0109581035175512,1.22431902027913,0.587420761289337,79.5521788362494,13.1547051772058,0.165359458026706,100,92.7068840134552
79,1838.05,7.67,50430,298919,284895,2.17,0,0,0,0.0810825040804507,0.0115832148686358,0.0143912669580021,0.206742835079591,0.0849435757033293,0.00210603906702469,0.0459818529633725,0.0108812018462943,3.70066164727356,0.0414187683181523,0.00912616929044034,0.156548903982169,0,0.285368293581846,0,0.0702013022341564,1.2025483072711,0.683760683760684,80.1891925095211,13.2034609242001,0.164653870565319,100,93.3926534337212
79.5,1858.09,7.64,55481,311370,296092,2.39,0,0.003039595801305,0.0158734447401483,0.10334625724437,0.03242235521392,0.0246544992772517,0.20466611728787,0.155019385866555,0,0.0418788754846467,0.00439052726855167,4.70867162908826,0.03850154681653,0,0.148940194263945,0,0.47620334220445,0.01621117760696,0.0898369425719033,1.19118382124475,0.805492887345825,79.1936290072005,12.7460383934723,0.160947775133697,100,91.9396674006728
80,1878.12,7.61,55632,310400,293602,2.46,0,0,0.00749313696773183,0.102519737603967,0.00374656848386591,0.0381468791084529,0.2418239657768,0.162464833345822,0.00783373410262873,0.0623292756861329,0.0108991083167008,4.89642441127785,0.0524519587741228,0.00851492837242253,0.141688408117111,0,0.57050020095231,0,0,1.05176395256163,0.661439635969782,79.2307273111219,12.7492319534608,0.16091272144199,100,91.9799592645827
80.5,1892.93,7.59,57505,311239,294904,2.69,0,0.00915552179692374,0,0.100710739766161,0.0278056587906573,0.0142419227952147,0.198030545533462,0.175311287741095,0.0193283237935057,0.0498467297832515,0.0427257683856441,4.44449719230665,0,0,0.126820931557388,0,0.453706969047554,0,0,1.13698016981797,0.490329056235249,79.6764370778287,13.0340721048206,0.163587537079359,100,92.7105091826493
81,1907.73,7.63,57282,309666,292551,2.64,0,0,0.00752005633205834,0.100153477513322,0.020167423799611,0.0112800844980875,0.168175805244214,0.14459017402094,0.0246110934503728,0.0516149320973095,0.00786187707442463,4.07416142826379,0,0.0420439513110535,0.203041520965575,0,0.549305932982625,0,0.00922916004388978,1.21483091836979,0.612542770320389,79.8865838776829,12.8722855160297,0.161132006041701,100,92.7588693937125
81.5,1922.54,7.63,56996,313103,296312,2.45,0,0,0.00641216015551176,0.0890952779502686,0.0212613731472232,0,0.211601285131888,0.126555792542995,0,0.0458975674289263,0.0148492129917114,4.90327762628581,0.0658090121223575,0.0303733902103189,0.138030184400227,0,0.5281595075461,0.122506007181619,0,1.21358567995896,0.619617160290505,78.9039930883663,12.9589756742893,0.164237260588019,100,91.8629687626556
82,1937.34,7.59,56728,310093,292942,2.61,0,0.00409637402625776,0.00648592554157478,0.0935338735995521,0.0238955151531703,0.0262850666684873,0.175802718626895,0.153955390486854,0.00853411255470366,0.0573492363676086,0.0215059636378532,4.60705532153122,0.0208232346334769,0,0.129035781827119,0,0.533211352417885,0.055983778358856,0.0781724710010855,1.06744679834233,0.60592199138396,79.3269657474859,13.0039393463553,0.163928359339364,100,92.3309050938411
82.5,1952.15,7.62,56876,314721,298495,2.45,0,0,0.0157456573811957,0.0921288463793363,0.0257960769862142,0.0177557413021994,0.192298028442687,0.241880098494112,0.0164156853548636,0.0599675036432771,0.0321613427360592,5.61985962913952,0.0556123218144358,0,0.100839210037019,0,0.741720966850366,0.0358464965912327,0.060972545603779,1.09114055511818,0.719275029732491,77.9637849880232,12.9167992763698,0.16567691368953,100,90.880584264393
