"depth","SH20_age","surface","kcps","cps","cps_acf_sum","MSE","Mg","Al","Si","S","Cl","K","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Br","Rb","Sr","Zr","Pb","Mo_inc","Mo_coh","coh_inc","sum","scatter_sum"
271.6,4152.26,6.57,56982,310750,295612,2.3,0,0.0064273439508545,0.0172523442891358,0.092350784135962,0.0186054693314209,0.00372109386628418,0.114339066073096,0.025709375803418,0.00744218773256837,0.0209734381554199,0.0223265631977051,2.03510006359688,0,0.0142078129439942,0.158992192468506,0,0.260814851900464,0,0,0.930611747831617,0.558502361203199,82.2378658511833,13.4747574523362,0.163851010880072,100,95.7126233035195
271.8,4153.88,6.59,57148,312183,296857,2.33,0,0,0.00168431264885113,0.0980269961631358,0.0215592019052945,0.0121270510717281,0.117565022889809,0.0309913527388608,0,0.0407603661021974,0.0158325388992006,1.95346581013754,0,0,0.115880710240958,0,0.258710422863534,0.0175168515480518,0,1.21944235776822,0.496872231411083,82.1968153016436,13.402749471968,0.16305679755089,100,95.5995647736115
272,4155.5,6.6,57223,310909,296227,2.38,0,0,0,0.0914838957961293,0.0239681055406833,0.0128280001485347,0.128617580436625,0.0310572635175052,0,0.0367961056892181,0.00877705273320798,2.02918707612743,0.00810189483065352,0.00472610531788122,0.105662211749773,0,0.231916739527457,0,0,1.18253906632414,0.57759758563534,82.0384367393924,13.488304577233,0.164414451485474,100,95.5267413166254
272.2,4157.12,6.61,59535,314768,299392,2.52,0,0,0,0.0925208422402736,0.0180365540829414,0.00267208208636169,0.113563488670372,0.0223786874732792,0,0.041083262077811,0.0086842667806755,2.0929082941428,0.0123583796494228,0.0263868106028217,0.0925208422402736,0,0.266874198375374,0,0,1.22147552372809,0.614244869602394,81.7202864471997,13.6540054510475,0.167082202530818,100,95.3742918982471
272.4,4158.73,6.59,60486,315519,299716,2.72,0,0,0.0230217939649535,0.094756369362997,0.0186843545222811,0.00834122969744692,0.118445461703746,0.0493800798088857,0.00200189512738726,0.0497137289967836,0.0136796167038129,2.29517276354949,0.0283601809713195,0.0316966728502983,0.191180984665483,0,0.246233100668633,0,0,1.10638070706936,0.640272791576025,81.4280852540405,13.6545930147206,0.167688985589196,100,95.0826782687611
272.6,4160.35,6.62,59265,314430,298889,2.4,0,0,0,0.0889962494437734,0.0250929274747481,0,0.13449809126465,0.0364683879299673,0,0.0324535195340076,0.0113754604552192,2.0492557437711,0,0.0237546380094282,0.142862400422899,0,0.188364242243776,0,0,1.13754604552192,0.584497923978467,81.9203784682608,13.6244559016893,0.166313390592646,100,95.5448343699501
272.8,4161.97,6.65,60261,314057,298739,2.4,0,0,0.00234318251048574,0.0743123596182621,0.013054873986992,0.00468636502097148,0.123853932697103,0.0247707865394207,0,0.0431815062646658,0.00435162466233066,2.25481105580457,0,0.0107116914765062,0.149963680671087,0,0.19180622550119,0.02041916187709,0,1.12238442252267,0.594833617304738,81.9822654557992,13.3822500577427,0.163233474744093,100,95.3645155135419
273,4163.59,6.69,59975,314381,298891,2.65,0,0.0033457012757159,0,0.0906685045719008,0.0157247959958647,0.0120445245925772,0.112080992736483,0.0281038907160135,0.00368027140328749,0.0431595464567351,0.0200742076542954,2.27976084927281,0.00869882331686133,0.0133828051028636,0.136170041921637,0,0.247916464530548,0.0659103151316032,0,1.12616304940597,0.430257184057064,81.8351840637557,13.5276739681021,0.165303886376831,100,95.3628580318578
273.2,4165.21,6.72,60023,315476,299922,2.63,0,0,0,0.0860223658151119,0.0140036409466461,0.0230059815552044,0.121031468181727,0.0543474636738885,0.00200052013523516,0.0600156040570548,0,2.23558125112529,0,0,0.140036409466461,0,0.169710791472449,0.0286741219383706,0,1.07894719293683,0.482792192636752,81.8769546748821,13.6268763211768,0.166431157280905,100,95.503830996059
273.4,4166.83,6.76,58205,314956,300275,2.31,0,0,0,0.0885854633252852,0.0123220381317126,0,0.138872700024977,0.0223128798601282,0,0.0313046374157023,0.0206477395720589,2.14969611189743,0.0426275913745733,0.0129880942469403,0.153858962617601,0,0.205145283490134,0,0,1.07834485055366,0.523187078511365,81.9448838564649,13.5752227125135,0.165662846460213,100,95.5201065689784
273.6,4168.45,6.78,58015,313627,298610,2.34,0,0,0.00535815947222129,0.0847258966544992,0.0180837882187469,0.00636281437326278,0.0981212953350524,0.0251163725260373,0,0.0458792404808948,0.0117209738454841,1.77053682060212,0.0254512574930511,0,0.178493687418372,0,0.162419209001708,0.130605137135394,0,1.07765982385051,0.678476943170021,82.2628177221125,13.4181708583102,0.163113436056097,100,95.6809885804226
273.8,4170.07,6.79,58529,315202,299921,2.35,0,0.0046678958792482,0,0.0896902851084119,0.0183381623827608,0.0140036876377446,0.133035032558574,0.0106694762954245,0,0.0510134335374982,0,2.10155340906439,0,0.0496797490005702,0.166710567116007,0,0.148038983599014,0,0,1.22899030077921,0.5478109235432,81.7451929007972,13.6906051927007,0.167479024843884,100,95.435798093498
274,4171.69,6.78,57598,312277,298036,2.29,0,0,0.00905930827148398,0.0791850648914896,0.0137567273752164,0.00436188916775155,0.0956260317545531,0.0104014280154075,0,0.0523426700130186,0,1.91218510515508,0.0248292152625857,0.0104014280154075,0.177159806197909,0,0.227153766659061,0,0,1.15590062945416,0.513360802050759,81.9776805486586,13.7365955790576,0.167565067554017,100,95.7142761277161
274.2,4173.31,6.77,61236,315863,300297,2.35,0,0,0.0033300365971022,0.0895779844620492,0.0103231134510168,0.0169831866452212,0.120214321155389,0.0243092671588461,0,0.0233102561797154,0.0269732964365278,2.34767580095705,0,0.0412924538040673,0.0839169222469755,0,0.162172782278877,0,0,1.08259489771793,0.57476431665984,81.9728468815872,13.4197144826622,0.163709264630609,100,95.3925613642494
274.4,4174.93,6.76,62006,319160,303574,2.63,0,0,0,0.0872933782207962,0.016470448720905,0.0115293141046335,0.141975267974201,0.0368938051348271,0,0.033270306416228,0.0167998576953231,2.1622405080804,0.0102116782069611,0,0.191057205162497,0,0.177551437211355,0,0,1.20036630277955,0.640371046268784,81.9618939698393,13.3120754741842,0.162417860659526,100,95.2739694440235
274.6,4176.55,6.78,61160,315962,299254,2.46,0,0,0.021386514465972,0.0798652649588644,0.00902243579033196,0.00400997146236976,0.12330662246787,0.0327481002760197,0,0.0297406216792424,0.0307431145448348,2.45978332787532,0,0,0.185795344423132,0,0.168084637130999,0,0,1.1582134240478,0.628228862437929,81.6336623737694,13.4354093846699,0.164581730060747,100,95.0690717584393
274.8,4178.17,6.77,57120,310860,295720,2.18,0.00574868118490464,0.00338157716759096,0.0179223589882321,0.0760854862707967,0.0290815636412823,0.00676315433518193,0.103476261328284,0.0321249830921142,0,0.0517381306641418,0.00169078858379548,2.20309752468551,0,0.0375355065602597,0.147098606790207,0,0.196807791153794,0.0233328824563777,0,1.21669146489923,0.548491816583254,81.9156634654403,13.3832679561748,0.163378618813496,100,95.298931421615
275,4179.78,6.74,60432,312500,296200,2.71,0,0,0,0.0898041863605672,0.0216070222822417,0.0111411208642809,0.12086428089129,0.0178933153274814,0,0.0516542876434841,0.00405131667792032,2.04253882511816,0,0,0.101958136394328,0,0.190411883862255,0,0,1.19074949358542,0.647873058744092,82.0010128291695,13.508440243079,0.164735041397852,100,95.5094530722485
275.2,4181.4,6.74,60735,311540,295329,2.81,0,0,0,0.0792336682140934,0.0179460872450724,0.00677210839436696,0.10462907469297,0.0392782286873284,0,0.0365693853295816,0.00609489755493026,2.26527025791575,0,0,0.135103562467621,0,0.147970568416918,0,0,1.06355962333533,0.601363225419786,82.0471406465332,13.4490686657931,0.163918797898551,100,95.4962093123263
275.4,4183.02,6.76,60374,314626,298093,2.52,0,0,0,0.0909112256913111,0.0254953990868622,0.0053674524393394,0.120096748330219,0.0298564541938254,0,0.0566937163905224,0.00972850754630266,2.00910454120023,0.0134186310983485,0.0144250284307246,0.125799666547017,0,0.225097536674796,0.0972850754630266,0,1.12783594381619,0.734334586857122,81.9495929122791,13.3649565739551,0.163087528552598,100,95.3145494862342
275.6,4184.64,6.79,60166,314408,297312,2.84,0,0,0.00336347002475514,0.083750403616403,0.023544290173286,0.011099451081692,0.14395651705952,0.0420433753094392,0,0.060206113443117,0.0127811860940695,2.4711414271876,0.0121084920891185,0,0.141602088042191,0,0.129829942955548,0.0551609084059843,0,1.07294693789689,0.641750080723281,81.6791787751588,13.4155365407383,0.164246711853798,100,95.0947153158971
275.8,4186.26,6.83,60298,313439,296630,2.88,0,0,0.0131476924114216,0.0977648922900583,0.0215757003674611,0.0225870613221859,0.132825405387183,0.0296665880052591,0,0.048208205508546,0.0246097832316354,2.05744530222837,0,0.0219128206857027,0.113272426929171,0,0.203283551899673,0,0,1.16272797761521,0.640528604659003,82.1997100765263,13.2107339109328,0.160715091313995,100,95.4104439874591
276,4187.88,6.85,58287,311868,295808,2.66,0,0,0,0.0936418217221982,0.025354283859801,0.00540891389009087,0.132180333189096,0.045299653829511,0,0.0409049112938122,0.00912754218952834,1.90833243184769,0.0212975984422328,0,0.132180333189096,0,0.161591302466465,0.0131842276070965,0,1.16528288619645,0.583824643011683,82.2249567286889,13.4374323885764,0.163422796717483,100,95.6623891172652
276.2,4189.5,6.9,53860,304153,288871,2.51,0,0,0.00761585621263471,0.0920826251164014,0.0190396405315868,0,0.144701268040059,0.0315019506977163,0.00761585621263471,0.050541591229303,0.0231937439202966,2.3820321181427,0.0051926292358873,0.0204243416611567,0.174472342325813,0,0.175164692890598,0,0,1.08906743840676,0.51510882020002,81.9756915716704,13.286553513506,0.162079187851557,100,95.2622450851764
276.4,4191.12,6.87,54320,307251,291509,2.3,0,0.00377346840063257,0,0.0933075822701872,0.0253851510588009,0.0188673420031629,0.138932245659654,0.0391068543338285,0,0.0487120466263477,0.0168090865119087,2.67847647928537,0,0.0301877472050606,0.172207376101595,0,0.16946303544659,0.0212686400762927,0,1.14095962731854,0.645606139090045,81.4026325087733,13.3543046698387,0.164052491403142,100,94.756937178612
276.6,4192.74,6.85,53298,306862,292655,2.4,0,0.0109343766551058,0.0273359416377646,0.0816661256428217,0.0201602569578514,0.0088841810322735,0.119936443935692,0.035878423399566,0,0.0266525430968205,0.0164015649826588,2.56581982197468,0,0.0023918948933044,0.134971211836463,0,0.242606482035161,0.0331448292357896,0,1.1727118962601,0.573029676581641,81.4470964104492,13.4803779193931,0.165510847083601,100,94.9274743298423
276.8,4194.36,6.87,53831,308635,294575,2.19,0,0.00509208181278113,0.0213867436136807,0.0913180005092082,0.022744632097089,0.00644997029618943,0.0984469150471018,0.0319103793600951,0,0.049902401765255,0.0125604684715268,2.40108631078673,0,0,0.159891368921327,0,0.225070016124926,0,0,1.18611559025715,0.54315539336332,81.7761181362981,13.3687515912756,0.163479899706092,100,95.1448697275736
277,4195.98,6.9,54288,307193,292376,2.4,0,0,0,0.0807179795879279,0.0177853175363231,0.0058144307330287,0.0995293731359619,0.0294141790023805,0,0.0253098749555367,0.0239417736065888,2.30354064629108,0.0246258242810627,0.0102607601171095,0.141940514953348,0,0.20521520234219,0.03967493911949,0,1.05685829206228,0.573234465209183,81.942088269899,13.4200481571675,0.163774788274431,100,95.3621364270665
277.2,4197.6,6.92,52335,305497,291369,2.3,0,0,0.0216220668636677,0.0775648747807763,0.0223084816847365,0.0123554667792387,0.13625334198216,0.0322614965902344,0.00892339267389462,0.059718089432987,0.0154443334740484,2.364012643761,0.0137282964213763,0.00789377044229139,0.14483352724552,0,0.28108686922768,0.0442737559589387,0.0827129859387924,1.16827802545913,0.634933709488655,81.6823340849576,13.1894607868373,0.161472623604499,100,94.8717948717949
277.4,4199.22,6.92,51152,300545,287184,2.35,0,0,0,0.0832219065128977,0.0174104406930748,0.00139283525544599,0.0926235444871581,0.0226335729009973,0,0.0435261017326871,0.0215889464594128,2.0095130647947,0,0,0.0999359295782495,0,0.256629895815923,0.044918936988133,0,1.12297342470333,0.571062454732854,82.2410022842498,13.3715666610953,0.16259002553105,100,95.6125689453451
277.6,4200.83,6.91,51864,302545,288937,2.32,0,0.00449925070171006,0.0190352914303118,0.0910233026576728,0.0131516558973063,0,0.100713996476741,0.0321869473276181,0,0.0484534690953391,0.013843848312954,2.11326344497243,0.00726802036430087,0.0477612766796914,0.152974523858142,0,0.253688520334883,0,0,1.13242679199964,0.556176605972928,82.0175332338884,13.39599982003,0.163330928056916,100,95.4135330539183
277.8,4202.45,6.91,54779,309373,295008,2.47,0,0,0,0.0657609285171927,0.0206774053584988,0.00983024189174531,0.100336262067469,0.0352532812669487,0.00508460787504068,0.0413548107169975,0.0257620132335394,2.16705987634234,0.0657609285171927,0.00983024189174531,0.141352098926131,0,0.329482590302636,0,0,1.13217268684239,0.542358173337672,81.9340492461221,13.3738746067903,0.163227311842192,100,95.3079238529125
278,4204.07,6.87,56654,310923,295466,2.39,0,0,0.00236913891953727,0.0805507232642673,0.0203069050246052,0,0.113718668137789,0.0331679448735218,0,0.0500903657273595,0.0253836312807565,2.39587634448634,0.00270758733661403,0.02606052811491,0.194607839819133,0,0.250451828636797,0.00609207150738156,0,1.11857201843867,0.54828643566434,81.858826396269,13.272931572499,0.162144171335249,100,95.131757968768
278.2,4205.69,6.86,58994,316924,300901,2.36,0,0,0,0.0707874018364844,0.0209371188530447,0.00697903961768156,0.148221508070761,0.0511796238629981,0,0.0458622603447646,0.0169490962143695,2.74708292760742,0.0352275333082974,0.0335658572088494,0.16583527472491,0,0.286140624324944,0,0,1.09836790173512,0.581918970026686,81.4437306622444,13.2472142000193,0.162654805867831,100,94.6909448622637
278.4,4207.31,6.85,56681,311780,296392,2.54,0,0,0.0107965127263894,0.0722016788577289,0.0148452049987854,0.0084347755674917,0.0921077491970094,0.0539825636319469,0,0.0711895057896299,0.0158573780668844,2.51255094604443,0.0374504035196631,0.0327269292018678,0.188264190666415,0,0.265189343841939,0.0637669032902373,0,1.06986693298065,0.488542200869119,81.6958622364976,13.3063645442522,0.162876848104402,100,95.0022267807498
278.6,4208.93,6.85,55567,306853,290996,2.53,0,0,0,0.0756024137788836,0.00309282601822705,0.00343647335358562,0.134366108125198,0.0793825344678277,0.00687294670717123,0.0577327523402383,0.0247426081458164,2.6429916562427,0,0.0127149514082668,0.131616929442329,0,0.279041636311152,0,0,1.05431002488007,0.401723735034159,81.7942514673741,13.2981209363703,0.16258014099774,100,95.0923724037444
278.8,4210.55,6.81,52796,301593,285352,2.41,0,0,0.0178726625360958,0.104782864672405,0.0273346603493229,0.0189239956264543,0.155597297373069,0.0487117665199473,0,0.0413524348874373,0.0269842159858701,3.05727662676274,0.0245311054417001,0.00946199781322717,0.168914183184278,0,0.192043511172166,0.138425523563879,0,1.10775463287448,0.551949872438252,81.1177072527965,13.1903753960021,0.162607842883126,100,94.3080826487987
279,4212.17,6.81,53728,306667,289972,2.67,0,0,0,0.0848357772474584,0.0127598526754307,0.0148290179741492,0.176568772157312,0.0665581504421116,0,0.0382795580262922,0.0296580359482985,4.400424868608,0.0227608182859035,0,0.181051963637868,0,0.322444925716966,0,0.0672478722083511,1.16597464582787,0.704550784213648,79.5607851792587,13.1512697777716,0.165298391011859,100,92.7120549570303
279.2,4213.79,6.79,51145,300410,284398,2.4,0,0.00562591860702255,0.00632915843290037,0.0942341366676278,0.0302393125127462,0.0316457921645019,0.136076906307358,0.0988051955358336,0.0109002173011062,0.0534462267667143,0.0516881272020197,5.22753324566277,0.0580172856349201,0.0608302449384314,0.177919675947088,0,0.275318391831166,0.035161991293891,0.0995084353617114,1.15647789365607,0.463083425340544,78.997390980246,12.9297674385896,0.163673347665656,100,91.9271584188356
279.4,4215.41,6.79,47587,291839,276957,2.23,0,0,0.0111930732929661,0.0953216564304206,0.0202197453034226,0.0108320064125478,0.157064092981943,0.103265127799622,0,0.065353105355705,0.0408005574872634,4.43065168961247,0.0411616243676816,0.0111930732929661,0.189560112219586,0,0.359622612896587,0,0,1.1131691923295,0.496828027455526,79.5964716544446,13.2572926483172,0.166556285382494,100,92.8537643027618
279.6,4217.03,6.79,49738,302310,287817,2.12,0,0.0218889085773252,0.00625397387923576,0.0837337613831011,0.00972840381214452,0.0121605047651807,0.182755014471001,0.103885454993972,0.0086860748322719,0.0538536639600857,0.0347442993290876,4.58659495443285,0.0184144786444164,0.013897719731635,0.151832588068113,0,0.291504671371045,0.0312698693961788,0.04759969008085,1.11494456547042,0.610457339212069,79.7426837191688,12.8731103444202,0.161433121435387,100,92.615794063589
279.8,4218.65,6.79,49577,300705,286840,2.16,0,0,0.00836703388648724,0.10807418770046,0.0160368149491005,0.0237065960117138,0.214056616929299,0.143634081718031,0,0.0460186863756798,0.0125505508297309,4.97141263422117,0,0.0149909357132896,0.160716775902942,0,0.23915771858876,0.0191744526565333,0,1.13721935573839,0.503765165248919,79.1347092455724,13.246409147957,0.167390633948632,100,92.3811183935295
280,4220.27,6.8,47570,300419,288620,2.11,0,0.0173238167833137,0.0173238167833137,0.0914697526158963,0.00519714503499411,0.0218280091469753,0.200956274686439,0.153489016700159,0.0117801954126533,0.0772642228535791,0.039151825930289,4.39089460189869,0.0079689557203243,0.01767029311898,0.175317025847135,0,0.221744854826415,0.0394983022659552,0,1.11946504053773,0.453537523387153,79.7917677222646,13.1463516041854,0.164758244859854,100,92.93811932645
280.2,4222.88,6.77,49689,306015,293392,2.27,0,0,0,0.0893003217538311,0.0167012052135028,0.0194279325952991,0.167352893057752,0.115545072803621,0.00852102306811365,0.0497627747177837,0.0180645689044009,4.08293341331734,0.0245405464361673,0.00920270491356274,0.135313846321645,0,0.199732780716584,0,0,1.10193870316846,0.537506135136609,80.292237007144,13.1319190707313,0.163551540724452,100,93.4241560778753
280.4,4225.49,6.79,47371,298538,286201,2.12,0,0,0,0.075122029622538,0.0167714298692178,0.0272535735374789,0.168413108270062,0.100279174426365,0,0.047169646507175,0.0241089304370006,3.6222794469621,0.0384345267836241,0.01886785860287,0.155485131079207,0,0.310970262158413,0,0,1.03598519921314,0.596433974724058,80.5381532559285,13.2242724518782,0.164198853801068,100,93.7624257078067
280.6,4228.1,6.81,46345,294211,283020,2.1,0,0.00671330648010741,0,0.0932796268814925,0.0141332768002261,0.0105999576001696,0.133206133842131,0.0660730690410572,0,0.0353331920005653,0.0052999788000848,2.45212352483923,0.0339198643205427,0.0102466256801639,0.144512755282312,0,0.290438838244647,0.0194332556003109,0.00953996184015264,1.15998869337856,0.575931029609215,81.4839940640237,13.4552328457353,0.165127311201304,100,94.939226909759
280.8,4230.72,6.81,48512,300246,287737,2.11,0,0,0,0.0834095024275641,0.0166819004855128,0.0142491233313755,0.134497822664447,0.0816718044603231,0,0.0566489537320539,0.0260654695086138,3.59981510893629,0,0.0274556278824065,0.120943778519968,0,0.266562868174757,0,0,1.12324796602453,0.502542252126074,80.4095406569193,13.5366671648068,0.168346530202967,100,93.9462078217261
281,4233.33,6.81,49230,300068,287281,2.16,0,0,0.0174045620838134,0.0852823542106857,0.0208854745005761,0.0187969270505185,0.176134168288192,0.0724029782686638,0.0076580073168779,0.0348091241676268,0.0167083796004609,2.92361833883898,0,0.0174045620838134,0.0922441790442111,0,0.23043640198969,0.114173927269816,0.0362014891343319,1.13547363034799,0.537104785906482,81.1205753252042,13.342685384693,0.164479669075368,100,94.4632607098973
281.2,4235.94,6.78,54355,309673,294894,2.45,0,0,0,0.098001315727007,0.0230591331122369,0.0169552449354683,0.172604393443068,0.0718902385263857,0,0.0484920005154394,0.0196680841251433,3.30152529383439,0,0.0159379302393402,0.173960813037905,0,0.209905932301098,0,0,1.17194652993957,0.625648538118782,80.6323628151132,13.4180417370309,0.166410127008159,100,94.0504045521442
281.4,4238.56,6.76,52464,305493,291515,2.16,0,0,0.00445946177726704,0.0963929814932336,0,0.0267567706636022,0.16122669502427,0.0562578254978303,0.010291065639847,0.0325883745261822,0.0243555220143046,2.67464795979624,0.0586590741471279,0.0209251668010222,0.150935629384423,0,0.314220537536662,0.0373908718247775,0,1.19376361422225,0.662058556163491,81.0692417199801,13.4058281735074,0.165362693533168,100,94.4750698934875
281.6,4241.17,6.75,55485,310361,295822,2.19,0,0.0101412335796526,0.0216346316365923,0.097693883483987,0.0226487549945575,0.00338041119321754,0.126427378626336,0.0473257567050456,0,0.0327899885742102,0.0152118503694789,3.15933230118112,0.0459735922277586,0.00507061678982631,0.188964985700861,0,0.220064768678462,0,0,1.13548011980177,0.511456213533814,80.9757218868103,13.380681626113,0.165243128611028,100,94.3564035129233
281.8,4243.78,6.76,56077,311775,296690,2.32,0,0,0.012133877110789,0.0815666183558597,0.0259530149314099,0.0155043985304527,0.11763119754626,0.0984192254541778,0.0219083892278135,0.0532542384306852,0.0498837170110216,3.88789645758199,0.030671744918939,0.012133877110789,0.170548383834979,0,0.315480804880515,0.0434797263136607,0,1.07924095857629,0.566921702787421,80.1223499275338,13.2950217398632,0.165933996592558,100,93.4173716673969
282,4246.4,6.78,56654,316250,301250,1.98,0,0,0.0106224066390041,0.0657261410788382,0.0139419087136929,0.0102904564315353,0.085643153526971,0.0770124481327801,0.00796680497925311,0.0491286307053942,0.0398340248962656,3.83502074688797,0.0438174273858921,0.0348547717842324,0.202489626556017,0,0.302738589211618,0.00531120331950207,0,1.13327800829876,0.570290456431535,80.5553526970954,12.9566804979253,0.16084195604785,100,93.5120331950207
282.2,4249.01,6.77,59369,319653,303792,2.4,0,0,0,0.0885474271870227,0.00921683256965292,0.0302838784431453,0.15964870701006,0.108297782693422,0,0.0533259598672776,0.0457549902564913,4.93265128772318,0,0,0.139569178911887,0,0.278150840048454,0.00263338073418655,0,1.10865328909254,0.575064517827988,79.2614683730974,13.2067335545373,0.16662236803854,100,92.4682019276347
282.4,4251.62,6.77,52506,309813,296225,2.22,0.00405097476580302,0.0182293864461136,0.0192421301375644,0.118153430669255,0.0229555236728838,0.0388218415056123,0.203223900751118,0.125917798970377,0.0114777618364419,0.0378090978141615,0.0307198919740062,4.82572368976285,0,0.0229555236728838,0.108701156215714,0,0.351084479702928,0.0104650181449911,0,1.12583340366276,0.66571018651363,79.1817030973078,13.0772217064731,0.165154589948669,100,92.2589248037809
282.6,4254.23,6.78,53417,315111,300576,2.09,0,0,0.00199616735867135,0.088164058341318,0.0133077823911423,0.0355983178963058,0.173333865644629,0.104133397210689,0,0.062546577238369,0.0279463430213989,4.43881081656553,0.0153039497498137,0.0229559246247205,0.151708719259023,0,0.273807622697754,0.011311615032471,0,1.12417491749175,0.704314383051208,79.5000266155648,13.2505589268604,0.166673641393048,100,92.7505855424252
282.8,4256.85,6.76,58732,313671,297773,2.34,0,0.00268661027023941,0.0110822673647376,0.0809341343909622,0.0312318443915331,0.0171271404727762,0.13634547121465,0.0829490920936418,0,0.0335826283779926,0.0110822673647376,3.23803702820605,0,0.0191420981754558,0.144741128309148,0,0.281758252091358,0,0,1.05483035735275,0.68340648749215,80.9519331840026,13.2191300084292,0.163296038630509,100,94.1710631924318
283,4259.46,6.74,59239,315680,299865,2.2,0,0.0236773214613243,0.0123388858319577,0.104046821069481,0.0243442882630517,0.0230103546595968,0.113717839694529,0.0363496906941457,0,0.0410184583062378,0.0166741700431861,2.86962466443233,0.00666966801727444,0.00800360162072933,0.135394260750671,0,0.28579527454021,0,0,1.15018424957898,0.68630883897754,81.0758174511864,13.3870241608724,0.165117350422429,100,94.4628416120588
283.2,4262.07,6.74,59204,314878,298649,2.37,0.011384601990966,0.0143981731062217,0.0311402348576423,0.122551892020399,0.0261176163322161,0.0261176163322161,0.135275858951478,0.0555836450147163,0,0.0616107872452277,0.0090407133457671,3.38591456860729,0.00971039581582393,0.0180814266915342,0.153692126878041,0,0.315420443396763,0,0,1.13276789810112,0.509628359713242,80.7275430354697,13.2540206061296,0.164182137939044,100,93.9815636415993
283.4,4264.69,6.76,58656,315135,298714,2.5,0,0,0.0194165656782072,0.0950742181484631,0.0257771647796889,0.0251076280321645,0.145624242586554,0.0492109509430425,0,0.0364897527400791,0.0170731870618719,3.2134416197433,0.00401722048514633,0.0194165656782072,0.0954089865222253,0,0.185126910690493,0.0957437548959875,0,1.05217699873458,0.565423783284346,80.9854911386811,13.3699793113145,0.16509104437509,100,94.3554704499956
283.6,4267.3,6.78,60384,317171,301690,2.3,0.00198879644668368,0.00894958401007657,0.0304948788491498,0.0984454241108423,0.0218767609135205,0.00828665186118201,0.139878683416752,0.0473996486459611,0,0.0411017932314628,0.0119327786801021,2.95468858762306,0.0205508966157314,0,0.126620040438861,0,0.288375484769134,0,0,1.05008452384898,0.516424143988863,81.320560840598,13.3123404819517,0.163702024977989,100,94.6329013225496
283.8,4269.91,6.77,61724,320324,304527,2.31,0,0,0.0128067461998443,0.0962147855526768,0.0210161988920523,0.0190459302459224,0.145471501705924,0.0436742883225461,0,0.0387486167072214,0.0101797213383378,3.09200826199319,0,0.0423607758917928,0.178637690582444,0,0.275180854242809,0.0797958801682609,0,1.15162202366293,0.717506165298972,80.9064549284628,13.1692756307322,0.162771631044476,100,94.0757305591951
284,4272.52,6.8,59458,315916,300303,2.23,0,0,0.011321898216135,0.0939051557926494,0.00233097904449839,0.0213118084068424,0.187144317572585,0.0735923384048777,0,0.0422906198073279,0.00499495509535369,3.32497510847377,0,0.00965691318435047,0.10789103005964,0,0.285045437441517,0,0,1.07757831257097,0.71627656067372,80.8526721344775,13.1890124307782,0.163124014118442,100,94.0416845652558
284.2,4275.14,6.81,55301,311427,296368,2.03,0,0,0.00641094855045079,0.0755817092263672,0.0094477136532959,0.0155212438589861,0.174782702585974,0.0701830157101981,0,0.0664714139178319,0.0182205906170707,2.87919073584193,0.0620849754359445,0,0.151163418452734,0,0.299964908492145,0.0212573557199158,0,1.10504507909086,0.697106300275333,80.9847891810182,13.3627787075528,0.165003562307042,100,94.347567888571
284.4,4277.75,6.83,57301,314403,299349,2.31,0,0,0.015032620787108,0.0918660159212157,0.00734928127369726,0.0267246591770809,0.174712459370167,0.0594623666690051,0,0.0427594546833295,0.0153666790268215,3.15852065649125,0.0227159603005188,0,0.142642868357669,0,0.326040841960387,0,0,1.17154224667529,0.557543202081851,80.8497773501832,13.3379433370414,0.164971924155969,100,94.1877206872246
284.6,4280.36,6.81,56781,315913,300473,2.11,0.00565774628668799,0,0.0106498753631774,0.0935192180329015,0.0212997507263548,0.0289543486436385,0.177386986517923,0.0812052996442276,0,0.0465932047139011,0.0339464777201279,3.51479167845364,0.0099842581529788,0.0309512002742343,0.150096680899781,0,0.383728321679485,0.0099842581529788,0,1.11657287010813,0.502873802305032,80.248142095962,13.5336619263628,0.168647666760671,100,93.7818040223248
284.8,4282.98,6.78,58108,318807,303671,2.2,0,0,0.0154772763945191,0.110316757280083,0.0217340477029417,0.0408336653812843,0.182104975450405,0.106365112243184,0,0.0474197404427818,0.0342475903197869,3.60719331118217,0.0441267029120331,0.00164651876537437,0.150821118908292,0,0.292092428977413,0,0,1.17660230973652,0.603943083139319,80.2852429109135,13.2798324502504,0.165408136897413,100,93.5650753611639
285,4285.59,6.77,59295,320477,304772,2.36,0,0.00295302718097463,0.00853096741170449,0.104996521990209,0.0196868478731642,0.0255929022351135,0.157822897116533,0.101059152415576,0.00787473914926568,0.0351082120404762,0.0246085598414553,4.45185253238486,0.0124683369863373,0.0095153098053627,0.127308282913128,0,0.300880658328193,0,0,1.11558804614597,0.622432506923208,79.7291089732653,13.1426115259932,0.164840817804701,100,92.8717204992585
285.2,4288.2,6.78,58275,323298,308478,2.22,0,0,0,0.0855814677221714,0.0113460279177121,0.0233404002878649,0.185102341171818,0.113784451403342,0,0.0366314615628991,0.0340380837531364,5.35921524387477,0.0207470224781022,0.0188019891207801,0.123833790416172,0,0.337463287495381,0,0,1.15599815870176,0.754024598188526,78.7009122206446,13.039179455261,0.16568015652353,100,91.7400916759056
