Site,depth,SH20_age,Ti,Ca,Sr,Ti_ICP_clr_ppm,Ti_ICP_clr_lower_ppm,Ti_ICP_clr_upper_ppm,Ca_ICP_clr_ppm,Ca_ICP_clr_lower_ppm,Ca_ICP_clr_upper_ppm,Sr_ICP_clr_ppm,Sr_ICP_clr_lower_ppm,Sr_ICP_clr_upper_ppm
HER42PB,205.7,2315.94,147,334,377,2168.326217,1874.692455,2500.120221,14647.24643,14953.69519,14302.27538,181.6867179,168.8717239,194.8637721
HER42PB,205.8,2317.52,98,363,368,1468.090558,1261.378876,1704.82327,15314.95418,15538.01495,15061.04465,214.2146284,197.8655467,231.3914446
HER42PB,205.9,2319.11,52,240,446,1306.77166,1121.204773,1519.935573,15462.27844,15665.55714,15230.4185,228.2092672,210.4974569,246.9052941
HER42PB,206,2320.7,65,293,525,1340.487926,1150.457576,1558.643967,15433.3942,15640.70323,15197.0167,223.3772406,206.0985659,241.5986992
HER42PB,206.1,2322.28,57,294,511,1189.147613,1019.218238,1384.789617,15574.62448,15762.90023,15359.54991,233.4872779,215.1409026,252.9198442
HER42PB,206.2,2323.87,39,297,731,950.3343999,812.8377617,1109.354241,15795.8317,15953.5392,15615.25825,251.0932731,230.8824092,272.6468784
HER42PB,206.3,2325.46,49,259,386,1084.917604,929.0576989,1264.709953,15667.15509,15842.48109,15466.68347,245.1866791,225.7205751,265.8659409
HER42PB,206.4,2327.05,53,255,484,1267.31032,1086.956357,1474.645873,15501.60576,15699.75763,15275.46119,228.3432841,210.5453842,247.1523048
HER42PB,206.5,2328.63,101,287,570,1975.755813,1705.260676,2282.534761,14830.95551,15115.1954,14509.95746,190.5480412,176.8032908,204.7671446
HER42PB,206.6,2330.22,119,313,520,2048.818279,1769.474489,2365.189582,14761.36246,15054.08745,14431.17977,187.0786301,173.6974301,200.8900153
HER42PB,206.7,2331.81,282,355,416,3379.375002,2954.072209,3848.848927,13472.40948,13906.4769,12994.29216,145.4748893,136.7102576,154.1182846
HER42PB,206.8,2333.39,376,465,376,3208.274586,2800.126232,3660.302279,13638.48171,14055.91848,13177.23594,150.5030708,141.2146607,159.7211527
HER42PB,206.9,2334.98,92,365,508,1456.218685,1251.053634,1691.231558,15325.21221,15546.86943,15072.8663,215.8284689,199.3363059,233.1615094
HER42PB,207.1,2338.15,104,345,891,1769.832709,1524.746387,2048.888122,15024.72943,15284.77958,14730.0955,202.6972244,187.7333992,218.2757467
HER42PB,207.2,2339.74,96,320,673,1788.747968,1541.288156,2070.407652,15008.39349,15270.59714,14711.39287,200.1179111,185.3740741,215.4588439
HER42PB,207.3,2341.33,92,298,780,1945.311824,1678.515635,2248.075808,14861.38116,15141.97282,14544.33181,190.5663861,176.7709146,204.8517495
HER42PB,207.4,2342.91,134,407,907,1972.562977,1702.438698,2278.944986,14835.93674,15119.68358,14515.46028,188.7596539,175.1370877,202.8540999
HER42PB,207.5,2344.5,161,415,842,2149.602837,1858.211589,2478.976114,14663.2673,14967.69118,14320.48551,184.389235,171.356604,197.7977429
HER42PB,207.6,2346.09,161,335,804,2549.670406,2212.003092,2928.426208,14278.5858,14627.63136,13888.27516,169.003163,157.6249152,180.5579969
HER42PB,207.7,2347.67,105,462,790,1355.098855,1163.145777,1575.401176,15419.84942,15628.9725,15181.44794,222.3110973,205.1410898,240.4102515
HER42PB,207.8,2349.26,101,410,828,1435.116154,1232.721686,1667.04074,15340.96935,15560.29799,15091.23694,221.1738673,204.2396894,238.9816888
HER42PB,207.9,2350.85,160,456,817,1955.2997,1687.297257,2259.370696,14850.41485,15132.26637,14532.0077,191.5448172,177.6957409,205.8809753
HER42PB,208,2352.44,89,297,1052,1918.045903,1654.617823,2217.135228,14883.8332,15161.44591,14570.04374,195.3802659,181.1956405,210.0804001
HER42PB,208.1,2354.02,93,287,929,1951.619793,1684.088809,2255.171061,14851.44453,15133.01973,14533.35389,194.1950416,180.1508266,208.7344185
HER42PB,208.2,2355.61,97,302,843,1965.504666,1696.257857,2270.9278,14840.70858,15123.75228,14521.00785,191.0461214,177.2492331,205.3237211
HER42PB,208.3,2357.2,94,257,690,2134.975693,1845.320811,2462.479434,14677.71279,14980.43604,14336.75744,184.5708857,171.5025128,198.0224945
HER42PB,208.4,2358.78,82,273,493,1733.175919,1492.655746,2007.231183,15062.45859,15317.92721,14772.82285,201.6248615,186.6764096,217.2053332
HER42PB,208.5,2360.37,65,288,643,1466.943026,1260.367346,1703.528927,15317.93488,15540.72372,15064.31401,212.3814593,196.1683065,229.4164313
HER42PB,208.6,2361.96,116,383,646,1714.941475,1476.713134,1986.479891,15079.67257,15332.95533,14792.43455,202.6453257,187.5909018,218.3449308
HER42PB,208.7,2363.54,71,337,588,1321.184804,1133.703228,1536.492531,15450.69301,15655.64272,15216.95382,225.3815503,207.9134197,243.8130229
HER42PB,208.8,2365.13,103,348,562,1678.982076,1445.288738,1945.534272,15113.58332,15362.5436,14831.09258,204.6939701,189.427032,220.6325217
HER42PB,208.9,2366.72,76,305,672,1477.010965,1269.167054,1714.992843,15303.04185,15527.44362,15047.66914,217.2065534,200.6486957,234.5973869
HER42PB,209,2368.3,57,282,595,1276.503486,1094.93229,1485.201058,15492.54605,15691.88724,15265.07407,228.2098319,210.4398365,246.9842443
HER42PB,209.1,2369.89,44,256,646,1142.185033,978.5749325,1330.716461,15616.34416,15798.80061,15407.82408,238.7301789,219.8838293,258.7188317
HER42PB,209.2,2371.48,76,293,707,1580.765449,1359.558515,1833.549601,15206.47975,15443.51955,14937.11729,210.014174,194.1813081,226.5924777
HER42PB,209.3,2373.07,43,270,809,1134.136523,971.5897688,1321.477711,15627.91962,15809.05426,15420.85842,235.2032236,216.6153418,254.9232396
HER42PB,209.4,2374.65,81,268,638,1830.251786,1577.610412,2117.587105,14971.62309,15238.59527,14669.39506,195.3844933,181.0536832,210.2772026
HER42PB,209.5,2376.24,80,292,755,1770.321759,1525.136601,2049.497807,15028.88115,15288.69128,14734.47872,198.0564611,183.4314916,213.282842
HER42PB,209.6,2377.83,71,304,764,1404.475359,1206.078306,1631.951537,15369.46146,15585.01256,15123.93001,223.3225538,206.1685012,241.3778266
HER42PB,209.7,2379.41,85,299,714,1693.776932,1458.223448,1962.372638,15098.59172,15349.40092,14814.0765,204.8907148,189.6349963,220.8102336
HER42PB,209.8,2381,159,326,704,2640.195811,2292.414078,3029.617766,14191.3735,14550.18397,13790.7856,165.6900572,154.6613239,176.8560018
HER42PB,209.9,2382.59,127,290,605,2352.336339,2037.177161,2707.188982,14468.23911,14795.58643,14100.92845,176.6839165,164.4957739,189.1419348
HER42PB,210,2384.17,76,321,580,1382.169536,1186.670032,1606.424752,15393.59036,15606.14753,15151.36885,221.4994762,204.4418057,239.4657617
HER42PB,210.1,2385.7,76,389,577,1206.673531,1034.39371,1404.957029,15559.14581,15749.57939,15341.6433,231.4400227,213.2862674,250.6590398
HER42PB,210.2,2387.23,40,332,636,791.5924175,676.1643168,925.4801119,15932.88243,16070.60026,15775.12072,272.7845225,250.4947881,296.6585322
HER42PB,210.3,2388.76,65,308,713,1330.735717,1141.997561,1547.446269,15441.27942,15647.4571,15206.17281,225.2442328,207.8047112,243.6402847
HER42PB,210.4,2390.29,49,203,426,1445.706202,1241.914976,1679.189854,15333.9085,15554.34803,15082.92252,217.644665,200.9963599,235.146997
HER42PB,210.5,2391.82,59,227,642,1655.487143,1424.759844,1918.776549,15136.7643,15382.82245,14857.45808,205.0079265,189.6770793,221.0247441
HER42PB,210.6,2393.34,63,330,571,1172.10821,1004.44945,1365.202913,15593.20452,15779.12355,15380.75834,231.9466409,213.6863647,251.2981198
HER42PB,210.7,2394.87,61,369,688,1105.713428,946.9834872,1288.760925,15658.62616,15835.82169,15455.97146,232.9197783,214.4541905,252.5269874
HER42PB,210.8,2396.4,102,268,603,2051.759553,1772.107504,2368.449431,14753.70981,15047.07072,14422.87251,191.7900101,178.0811407,205.9374296
HER42PB,210.9,2397.93,83,314,595,1536.227175,1320.741953,1782.679519,15247.14038,15478.82726,14983.70126,213.8918165,197.6901565,230.8785861
HER42PB,211,2399.46,35,296,461,739.8077277,631.6650807,865.3620732,15975.25945,16106.56949,15824.85681,282.1921942,259.0248009,307.0404852
HER42PB,211.1,2400.99,59,305,351,1127.858571,966.1638002,1314.238431,15632.74237,15813.15081,15426.50572,236.6584228,217.9447588,256.5152196
HER42PB,211.2,2402.51,48,370,482,832.7931392,711.5879841,973.2796504,15901.11639,16043.76191,15737.69035,263.3498385,241.90947,286.2893644
HER42PB,211.3,2404.04,72,240,263,1572.270343,1352.156734,1823.844104,15213.6412,15449.70201,14945.36534,211.3478249,195.400622,228.0499216
HER42PB,211.4,2405.57,62,203,359,1714.619558,1476.456526,1986.07812,15076.84192,15330.29093,14789.44274,205.7978871,190.5119176,221.7385069
HER42PB,211.5,2407.1,57,141,382,2254.406937,1950.675361,2597.029998,14559.76473,14876.27399,14204.04,183.0876998,170.3100205,196.1893715
HER42PB,211.6,2408.63,50,250,477,1219.680982,1045.682016,1419.887934,15543.64353,15735.9635,15324.04857,233.9348521,215.6138537,253.3228695
HER42PB,211.7,2410.16,51,238,495,1290.066836,1106.728369,1500.73229,15474.74899,15676.15574,15245.00266,232.4435409,214.3752582,251.5244177
HER42PB,211.8,2411.68,83,278,556,1760.849217,1516.860901,2038.709259,15036.31119,15295.08936,14743.04895,200.0989581,185.3091066,215.5011578
HER42PB,211.9,2413.21,94,282,542,1888.380255,1628.58318,2183.518196,14913.49151,15187.52306,14603.58797,195.3876016,181.1531301,210.1532061
HER42PB,212,2414.74,81,255,395,1702.612877,1465.957614,1972.415876,15088.68692,15340.66097,14802.90317,205.9595705,190.6407878,221.9403195
HER42PB,212.1,2416.27,51,228,612,1482.508328,1273.937334,1721.302169,15300.11606,15525.04164,15044.14722,214.6349766,198.2803904,231.8099766
HER42PB,212.2,2417.8,38,267,567,1008.334755,862.8715079,1176.386757,15744.44583,15909.47674,15555.5598,244.4787871,224.9111163,265.3128142
HER42PB,212.3,2419.33,91,297,713,1869.049461,1611.608714,2161.625981,14934.82243,15206.38566,14627.5872,193.3874761,179.2649996,208.046185
HER42PB,212.4,2420.85,86,308,780,1748.394286,1505.973696,2024.532293,15047.05266,15304.40937,14755.35444,201.8124192,186.8763069,217.3726361
HER42PB,212.5,2422.38,77,222,627,2059.266435,1778.677976,2376.979968,14749.96028,15043.98052,14418.38796,188.0326565,174.6008746,201.8914449
HER42PB,212.6,2423.91,45,252,679,1219.941289,1045.887706,1420.216091,15546.9609,15739.05884,15327.59018,230.3571813,212.3128255,249.4531013
HER42PB,212.7,2425.44,65,220,515,1770.159985,1525.007522,2049.296124,15027.50779,15287.39733,14733.02876,199.5915966,184.8545163,214.9344871
HER42PB,212.8,2426.97,66,254,698,1609.069273,1384.251262,1865.840321,15179.36767,15419.87992,14906.17749,208.8224257,193.1281895,225.2415578
HER42PB,212.9,2428.49,39,211,627,1219.680982,1045.682016,1419.887934,15543.64353,15735.9635,15324.04857,233.9348521,215.6138537,253.3228695
HER42PB,213,2430.02,51,248,768,1414.862068,1215.089967,1643.875119,15362.6347,15579.27201,15115.8752,219.7626017,202.8973925,237.5090487
HER42PB,213.1,2431.55,49,260,625,1184.513721,1015.228572,1379.424139,15574.65281,15762.6501,15359.92076,238.092835,219.3806954,257.9144683
HER42PB,213.2,2433.08,90,262,675,2052.118542,1772.395397,2368.894404,14756.29121,15049.51524,14425.58221,188.8496181,175.3487307,202.7827564
HER42PB,213.3,2434.61,57,269,423,1267.31032,1086.956357,1474.645873,15501.60576,15699.75763,15275.46119,228.3432841,210.5453842,247.1523048
HER42PB,213.4,2436.14,42,294,499,905.4158089,774.1328792,1057.373111,15833.17958,15985.37035,15658.89824,258.6639811,237.7561415,280.9880175
HER42PB,213.5,2437.66,59,307,553,1129.449524,967.5763061,1316.01841,15624.24793,15805.36919,15417.25782,243.5619194,224.3138723,263.9831335
HER42PB,213.6,2439.19,73,282,494,1458.345177,1252.941326,1693.611086,15317.64485,15539.9467,15064.62167,221.2693383,204.3713378,239.0266083
HER42PB,213.7,2440.72,77,235,339,1729.855817,1489.77329,2003.423846,15062.99588,15318.23611,14773.62819,204.4076726,189.249969,220.2073341
HER42PB,213.8,2442.25,116,339,528,1849.395593,1594.395916,2139.303278,14951.97203,15221.30735,14647.17564,195.8917502,181.5561011,210.7804553
HER42PB,213.9,2443.78,44,283,639,1049.930185,898.7991805,1224.390292,15704.42259,15874.91264,15509.37526,242.9065991,223.5475457,263.4938136
HER42PB,214,2445.31,16,232,552,518.7614971,442.1000153,608.1335827,16172.021,16274.37116,16054.93028,306.4768701,280.7881951,334.1955089
HER42PB,214.1,2446.83,30,194,488,1034.292509,885.314263,1206.311612,15714.14594,15882.97999,15521.00313,248.8209245,228.9651198,269.9446237
HER42PB,214.2,2448.36,75,229,293,1702.612877,1465.957614,1972.415876,15088.68692,15340.66097,14802.90317,205.9595705,190.6407878,221.9403195
HER42PB,214.3,2449.89,132,307,424,2151.414444,1859.810163,2481.016426,14661.30029,14965.94519,14318.2824,184.5446315,171.5040178,197.9605396
HER42PB,214.4,2451.42,46,322,375,842.0724418,719.5807692,984.023303,15890.97498,16034.95562,15726.03898,264.2119441,242.7229751,287.1970858
HER42PB,214.5,2452.95,65,208,498,1849.22844,1594.262355,2139.095227,14950.62063,15220.03228,14645.75117,197.4103041,182.9647352,212.4129674
HER42PB,214.6,2454.48,68,239,566,1672.683204,1439.814914,1938.318072,15115.81416,15364.25973,14833.91438,208.7620066,193.1847235,225.0269144
HER42PB,214.7,2456,64,250,553,1615.152358,1389.531534,1872.818399,15177.35079,15418.35383,14903.59426,204.7562248,189.3740082,220.8467125
HER42PB,214.8,2457.53,72,282,504,1461.209484,1255.414916,1696.915627,15317.78316,15540.24438,15064.56374,218.2667282,201.6000739,235.7799976
HER42PB,214.9,2459.06,86,297,770,1856.257212,1600.379286,2147.133577,14948.93827,15218.86417,14643.47443,192.0638831,178.0159102,206.6513602
HER42PB,215,2460.59,65,273,607,1503.936537,1292.590647,1745.809871,15280.6294,15508.14547,15021.78537,212.693436,196.5232476,229.6641325
HER42PB,215.1,2462.12,70,271,499,1544.773174,1328.166079,1792.475046,15242.38686,15474.89711,14978.01478,210.09933,194.1961784,226.7695407
HER42PB,215.2,2463.65,20,210,703,748.5736139,639.16744,875.5836141,15976.22554,16107.99315,15825.23504,272.4602143,250.0987775,296.4407192
HER42PB,215.3,2465.17,60,279,868,1389.234933,1192.842612,1614.474388,15381.88676,15595.67529,15138.32935,226.1376806,208.7414663,244.4556344
HER42PB,215.4,2466.7,85,364,786,1422.372757,1221.631629,1652.460609,15353.95742,15571.63801,15106.04927,220.929195,203.9897282,238.7494905
HER42PB,215.5,2468.23,112,445,658,1422.659443,1221.858972,1652.820541,15357.05208,15574.53586,15109.33961,217.5478443,200.8645341,235.09922
HER42PB,215.6,2469.76,129,446,786,1577.698982,1356.904102,1830.021303,15206.65278,15443.50114,14937.52017,212.9076019,196.8541273,229.7178917
HER42PB,215.7,2471.29,90,232,864,2356.440765,2040.797104,2711.813515,14465.20377,14792.95658,14097.45525,175.6148356,163.5056822,187.9906063
HER42PB,215.8,2472.82,187,503,923,2084.361672,1800.748587,2405.348092,14726.98243,15023.8382,14392.34298,185.9152619,172.672586,199.5682974
HER42PB,215.9,2474.34,96,422,774,1330.735717,1141.997561,1547.446269,15441.27942,15647.4571,15206.17281,225.2442328,207.8047112,243.6402847
HER42PB,216,2475.87,153,382,699,2127.421689,1838.686136,2453.928153,14683.02356,14984.99628,14342.88881,186.8141186,173.5769531,200.4424071
HER42PB,216.1,2477.4,150,345,813,2396.268234,2076.053765,2756.50595,14425.17681,14757.45392,14052.62716,175.8143233,163.7516806,188.1262553
HER42PB,216.2,2478.93,85,404,629,1265.054724,1084.997075,1472.059477,15504.26777,15702.09643,15278.48107,227.9368721,210.1658679,246.7188219
HER42PB,216.3,2480.46,78,423,774,1146.541481,982.3316664,1335.752311,15614.79244,15797.62181,15405.8354,235.9254431,217.3058901,255.6716624
HER42PB,216.4,2481.99,84,353,619,1404.761505,1206.305153,1632.310916,15372.59281,15587.94388,15127.26051,219.9050525,203.0103311,237.687941
HER42PB,216.5,2483.51,106,339,555,1766.943141,1522.201097,2045.626723,15029.52477,15289.09677,14735.40028,200.791458,185.961498,216.2323662
HER42PB,216.6,2485.04,101,421,670,1357.362334,1165.125892,1577.976177,15415.46808,15625.03148,15176.59135,224.4289529,207.1019983,242.6918461
HER42PB,216.7,2486.57,104,293,576,2031.155589,1753.947682,2345.212952,14777.71728,15068.42708,14449.7163,188.386503,174.8846022,202.3301156
HER42PB,216.8,2488.1,121,377,756,1891.78825,1631.563079,2187.395687,14911.25416,15185.62402,14600.97562,194.2169587,180.0722707,208.8880667
HER42PB,216.9,2489.63,71,326,566,1288.047311,1104.952111,1498.448554,15480.73046,15681.59431,15251.56274,228.4816022,210.7129477,247.2480703
HER42PB,217,2491.16,107,331,618,1801.124349,1552.139978,2084.447439,14994.63249,15258.44014,14695.89202,201.5025307,186.6792464,216.919907
HER42PB,217.1,2492.68,148,413,677,1989.611546,1717.422846,2298.231782,14818.73838,15104.53288,14496.04871,188.9094405,175.3036471,202.9788786
HER42PB,217.2,2494.21,100,332,735,1757.647106,1514.067814,2035.055942,15038.31064,15296.77295,14745.40127,201.301619,186.4186069,216.8021527
HER42PB,217.3,2495.74,161,392,864,2156.67285,1864.465085,2486.917821,14654.13989,14959.51252,14310.35382,186.4466277,173.2817649,199.9877294
HER42PB,217.4,2497.27,135,407,754,1804.230015,1554.863491,2087.969909,14991.17937,15255.38907,14692.00298,201.8499801,187.0068092,217.286476
HER42PB,217.5,2498.8,135,374,828,2034.607146,1756.986912,2349.109586,14773.94559,15065.08482,14445.48349,188.7066295,175.1876412,202.6662926
HER42PB,217.6,2500.33,117,338,619,2006.961419,1732.663069,2317.871532,14802.69548,15090.47898,14477.84817,187.6024655,174.1173236,201.5396653
HER42PB,217.7,2501.85,105,273,760,2313.123551,2002.492264,2663.146835,14507.66119,14830.5257,14145.11758,176.4746306,164.2414024,188.9949575
HER42PB,217.8,2503.38,167,335,647,2553.856498,2215.723724,2933.102511,14274.12224,14623.6456,13883.31053,169.2806353,157.8900433,180.8463238
HER42PB,217.9,2504.91,102,375,513,1477.157863,1269.283657,1715.177067,15304.56383,15528.87019,15049.28556,215.537673,199.1055261,232.7967399
HER42PB,218,2506.44,96,386,519,1402.282041,1204.146199,1629.475717,15375.46042,15590.46617,15130.50856,219.5169107,202.6469985,237.2750953
HER42PB,218.1,2507.97,103,359,713,1628.821263,1401.516113,1888.327101,15157.0523,15400.20631,14880.97614,211.3858073,195.5369498,227.9561295
HER42PB,218.2,2509.5,154,363,726,2190.130627,1893.957256,2524.642646,14622.17569,14931.35693,14274.2983,184.9530523,171.9451793,198.3184192
HER42PB,218.3,2511.02,83,359,674,1330.597421,1141.888068,1547.272319,15439.67469,15645.95684,15204.46347,226.9872533,209.4144634,245.5235765
HER42PB,218.4,2512.55,118,359,669,1801.124349,1552.139978,2084.447439,14994.63249,15258.44014,14695.89202,201.5025307,186.6792464,216.919907
HER42PB,218.5,2514.08,110,382,759,1669.939412,1437.401865,1935.215578,15120.52233,15368.4974,14839.12543,206.7976292,191.3601009,222.9183633
HER42PB,218.6,2515.61,136,423,577,1745.534539,1503.455767,2021.302966,15051.81045,15308.6916,14760.61941,199.9143785,185.1120056,215.3369965
HER42PB,218.7,2517.14,93,349,677,1612.185634,1386.950682,1869.423293,15179.09064,15419.80389,14905.66074,205.9831001,190.5047936,222.1753365
HER42PB,218.8,2518.67,91,338,1001,1708.847993,1471.390794,1979.537761,15084.90236,15337.48779,14798.43321,203.5090118,188.3807812,219.288399
HER42PB,218.9,2520.19,106,325,692,1872.09203,1614.293146,2165.053674,14929.94583,15201.99429,14622.1953,195.2215116,180.9719333,210.0103979
HER42PB,219,2521.72,106,317,688,2013.972379,1738.820221,2325.809592,14796.4942,15085.06289,14470.79366,186.7927871,173.3762561,200.6561167
HER42PB,219.1,2523.25,124,429,783,1681.900139,1447.842095,1948.852293,15110.3095,15359.65559,14827.39828,205.0497273,189.7616881,221.0088005
HER42PB,219.2,2524.78,108,374,662,1606.110342,1381.677586,1862.453542,15181.0758,15421.30076,14908.20973,210.0732232,194.2810219,226.5960955
HER42PB,219.3,2526.31,87,429,762,1276.503486,1094.93229,1485.201058,15492.54605,15691.88724,15265.07407,228.2098319,210.4398365,246.9842443
HER42PB,219.4,2527.84,78,298,545,1563.967896,1344.912335,1814.373669,15222.23686,15457.23262,14955.13202,211.0546168,195.1144105,227.7536842
HER42PB,219.5,2529.36,48,298,534,1015.540686,869.1119469,1184.678997,15733.56159,15899.83295,15543.30185,248.1570964,228.3144705,269.2785214
HER42PB,219.6,2530.89,114,353,817,1996.570469,1723.532356,2306.113767,14812.59397,15099.16882,14489.0556,188.0949287,174.5581903,202.0900007
HER42PB,219.7,2532.42,153,370,612,2220.765766,1920.936184,2559.219282,14596.84115,14909.26349,14245.46081,179.6524513,167.0596923,192.5792745
HER42PB,219.8,2533.95,108,343,662,1798.023315,1549.420692,2080.929983,14998.08045,15261.48648,14699.77553,201.1555996,186.352192,216.5538597
HER42PB,219.9,2535.48,169,399,967,2416.779764,2094.190862,2779.550952,14407.26795,14741.71268,14032.40376,173.2116592,161.3558267,185.3046592
HER42PB,220,2537.01,406,483,768,3635.503973,3185.450187,4129.844724,13222.28867,13680.43647,12720.04387,139.46673,131.3727102,147.3707764
HER42PB,220.1,2538.48,163,323,750,2783.424348,2419.890499,3189.368647,14054.78833,14428.71738,13638.37047,159.046686,148.6514889,169.5202471
HER42PB,220.2,2539.95,113,330,658,1979.298315,1708.363258,2286.557817,14828.55688,15113.14954,14507.16982,189.4041758,175.7465723,203.5317353
HER42PB,220.3,2541.43,91,276,601,1839.384286,1585.649682,2127.901678,14958.42346,15226.76767,14654.72873,199.451624,184.8420159,214.6289572
HER42PB,220.4,2542.9,108,251,719,2445.116315,2119.306326,2811.304933,14378.26425,14715.93283,13999.99136,173.8788038,162.0202139,185.9630792
HER42PB,220.5,2544.37,106,278,783,2273.903373,1967.869708,2618.999388,14542.96283,14861.55844,14184.99413,180.3931679,167.8312257,193.2658539
HER42PB,220.6,2545.85,145,275,658,2856.928797,2485.47349,3271.126142,13982.10637,14363.80317,13557.61672,158.2242029,147.9827119,168.5165058
HER42PB,220.7,2547.32,255,323,761,3754.512818,3293.324284,4259.920807,13106.37961,13575.34178,12593.41606,136.3669436,128.593305,143.9225001
HER42PB,220.8,2548.79,36,267,528,872.1949819,745.5298011,1018.894543,15859.82081,16007.99078,15690.13947,265.2435752,243.7387862,288.2253527
HER42PB,220.9,2550.27,107,316,501,1881.917621,1622.907598,2176.200269,14920.62282,15193.82996,14611.61021,194.7189235,180.5218149,209.4488906
HER42PB,221,2551.74,57,299,548,1137.841786,974.8299825,1325.695263,15617.85004,15799.93762,15409.76264,241.5675468,222.4917616,261.8014624
HER42PB,221.1,2553.21,61,278,446,1380.004937,1184.764277,1603.979811,15399.5305,15611.5461,15157.88518,217.7239355,200.9489925,235.3943784
HER42PB,221.2,2554.69,109,280,515,2124.016216,1835.668094,2450.110989,14688.17955,14989.6478,14348.5752,185.0636038,171.9434723,198.5731837
HER42PB,221.3,2556.16,62,236,577,1652.453839,1422.119163,1915.308116,15138.56828,15384.32978,14859.59565,206.2372471,190.8104261,222.3555987
HER42PB,221.4,2557.64,52,295,519,1059.32303,906.9373542,1235.19307,15690.93447,15862.98118,15494.16284,247.0018647,227.3408366,267.9034569
HER42PB,221.5,2559.11,124,343,521,1914.853589,1651.805926,2213.532332,14888.11114,15165.27094,14574.80572,194.2946356,180.1824979,208.9213197
HER42PB,221.6,2560.58,96,375,727,1544.773174,1328.166079,1792.475046,15242.38686,15474.89711,14978.01478,210.09933,194.1961784,226.7695407
HER42PB,221.7,2562.06,98,321,646,1798.188924,1549.5529,2081.136322,14999.46187,15262.7887,14701.23312,199.6085777,184.9177649,214.88993
HER42PB,221.8,2563.53,71,262,496,1609.223127,1384.373671,1866.032756,15180.81907,15421.2435,14907.71485,207.2171683,191.6421994,223.5117638
HER42PB,221.9,2565,74,277,478,1547.330632,1330.41028,1795.374178,15237.83102,15470.7991,14972.96742,212.0977188,196.0499847,228.9177678
HER42PB,222,2566.48,54,289,604,1180.280866,1011.557024,1374.562495,15579.73649,15767.11503,15365.6914,237.2420112,218.5873107,257.0054744
HER42PB,222.1,2567.95,35,339,540,683.9315331,583.6600861,800.4749022,16031.25061,16154.81152,15889.68804,282.0772214,258.7877595,307.0964264
HER42PB,222.2,2569.42,46,245,538,1228.687151,1053.479081,1430.253058,15536.56359,15729.92643,15315.79027,232.0086312,213.8538573,251.2160392
HER42PB,222.3,2570.9,80,235,397,1849.22844,1594.262355,2139.095227,14950.62063,15220.03228,14645.75117,197.4103041,182.9647352,212.4129674
HER42PB,222.4,2572.37,113,283,466,2157.130515,1864.832798,2487.483905,14657.24963,14962.46286,14313.61121,182.8792238,169.9637062,196.1642582
HER42PB,222.5,2573.84,52,264,503,1267.574326,1087.165139,1474.978381,15504.83506,15702.77323,15278.90556,224.8499807,207.3209951,243.3754283
HER42PB,222.6,2575.32,48,300,370,939.7111449,803.686996,1097.056619,15803.37384,15959.87561,15624.18431,254.1743856,233.6967607,276.0184422
HER42PB,222.7,2576.79,43,245,535,1167.790176,1000.714786,1360.227715,15596.56456,15781.983,15384.68556,232.9046302,214.5615846,252.3460889
HER42PB,222.8,2578.27,87,229,497,2069.759719,1787.92309,2388.818573,14738.50885,15033.82787,14405.54383,188.9908036,175.5084054,202.89697
HER42PB,222.9,2579.74,55,216,552,1609.069273,1384.251262,1865.840321,15179.36767,15419.87992,14906.17749,208.8224257,193.1281895,225.2415578
HER42PB,223,2581.21,33,221,614,967.8422472,827.9560524,1129.566656,15775.68802,15935.95679,15592.23863,253.7290993,233.3465229,275.4540865
HER42PB,223.1,2582.69,52,334,618,1050.046963,898.8911816,1224.538018,15706.16931,15876.5376,15511.24652,241.043092,221.8305892,261.4748324
HER42PB,223.2,2584.16,44,248,562,1125.400634,964.067642,1311.362981,15629.16994,15809.69127,15422.8471,242.6887903,223.5004563,263.0492904
HER42PB,223.3,2585.63,60,269,490,1325.883599,1137.788921,1541.874111,15445.19265,15650.80774,15210.71828,226.1831201,208.6627079,244.6669804
HER42PB,223.4,2587.11,58,252,610,1399.664968,1201.878577,1626.467069,15376.76869,15591.52903,15132.09777,220.8257064,203.8517651,238.6945285
HER42PB,223.5,2588.58,64,221,565,1754.449444,1511.278806,2031.407406,15040.29858,15298.44594,14747.74115,202.5113497,187.5346181,218.1108122
HER42PB,223.6,2590.05,54,205,572,1626.299584,1399.287068,1885.491898,15163.1734,15405.77304,14887.68243,207.7863883,192.1992596,224.085042
HER42PB,223.7,2591.53,56,274,623,1246.617058,1069.025559,1450.853729,15518.89749,15714.58848,15295.52205,231.7448221,213.6453325,250.8835913
HER42PB,223.8,2593,112,347,768,1904.792268,1642.986136,2202.116709,14896.91511,15172.94022,14584.84879,195.5519923,181.33301,210.293869
HER42PB,223.9,2594.47,137,268,635,2715.040615,2359.023896,3113.102681,14117.07394,14483.97691,13708.01843,165.1448133,154.2585676,176.138262
HER42PB,224,2595.95,70,264,479,1547.179212,1330.289937,1795.184552,15236.33985,15469.39968,14971.38599,213.7403033,197.5697508,230.6888244
HER42PB,224.1,2597.42,33,271,368,751.1364972,641.3885353,878.5312247,15968.42452,16100.9508,15816.60549,277.6983472,254.9200351,302.1226503
HER42PB,224.2,2598.89,73,215,530,2052.472088,1772.678918,2369.332642,14758.83347,15051.92264,14428.25089,185.9538074,172.6578154,199.6758337
