"depth","surface","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","coh_inc"
30.2,6.92,22278,53810,1.27,0,98,95,34,1045,25,173,113,0,57,117,1080,42329,6101,0.144132864
30.3,6.91,22483,53809,1.33,14,180,126,26,1170,17,186,152,0,0,156,890,42664,6155,0.144266829
30.4,6.92,22954,56507,1.33,12,152,107,15,1271,35,235,150,0,165,251,1017,44174,6757,0.152963282
30.5,6.92,23614,56007,1.3,17,173,144,38,1653,0,218,134,0,0,161,944,43861,6546,0.149244203
30.6,6.92,23702,56221,1.24,4,97,144,19,1261,54,159,124,0,60,225,929,44153,6713,0.152039499
30.7,6.92,23366,54937,1.32,6,147,89,49,815,35,265,63,0,63,107,865,43713,6624,0.151533869
30.8,6.93,23124,54327,1.19,9,201,115,64,1161,0,248,108,0,173,65,931,42490,6250,0.147093434
30.9,6.94,22608,54103,1.2,0,170,159,13,1354,89,327,137,0,0,265,982,41855,6331,0.151260303
31,6.95,22705,54459,1.24,11,172,130,29,1513,49,164,138,0,0,149,976,42618,6180,0.145009151
31.1,6.93,22675,54794,1.25,0,139,149,29,1590,115,188,162,0,0,212,1073,42533,6318,0.148543484
31.2,6.92,22489,53778,1.28,32,151,143,50,1658,50,232,32,0,9,283,737,41692,6334,0.15192363
31.3,6.92,22330,53416,1.22,11,160,86,28,1165,42,291,197,0,0,213,838,41673,6393,0.153408682
31.4,6.92,22375,54183,1.09,22,146,148,9,1815,86,234,164,0,0,237,1194,41963,6145,0.146438529
31.5,6.92,22631,53768,1.26,0,132,178,57,1444,111,231,159,0,46,209,944,41866,5986,0.142979984
31.6,6.93,22826,54465,1.34,11,154,170,37,1522,0,257,47,0,44,316,921,42289,6179,0.146113647
31.7,6.93,23085,54461,1.4,8,174,135,38,1215,19,210,160,0,0,0,1094,43254,6379,0.14747769
31.8,6.92,23545,55677,1.24,0,168,153,16,1262,48,259,150,0,183,182,874,43644,6383,0.146251489
31.9,6.92,23034,55710,1.22,5,161,196,28,1437,96,237,87,0,0,248,1155,43533,6433,0.147772954
32,6.92,23417,55793,1.31,24,156,104,19,1309,154,184,169,0,0,97,1217,43712,6352,0.145314788
32.1,6.91,23472,55100,1.11,11,130,119,0,1485,51,235,215,0,0,331,717,43472,6280,0.144460802
32.2,6.9,23564,55911,1.37,23,185,106,62,1782,10,251,175,0,0,205,1108,43499,6236,0.143359617
32.3,6.89,23715,55959,1.36,0,239,162,5,1941,163,229,71,16,0,251,1056,42883,6524,0.152134879
32.4,6.87,23447,55856,1.32,16,211,171,23,2798,14,269,87,0,17,266,864,41803,6497,0.155419468
32.5,6.87,23435,57871,1.27,0,184,280,32,5117,28,168,16,0,0,149,1042,42102,6237,0.148140231
32.6,6.88,23173,58727,1.25,28,224,250,30,5751,121,183,78,18,90,295,957,42153,6383,0.151424572
32.7,6.88,22962,57893,1.22,0,226,272,21,4612,89,253,87,0,79,103,1029,41957,6651,0.158519437
32.8,6.88,22797,58371,1.28,9,242,285,45,6342,63,205,108,0,9,182,1046,40954,6253,0.152683499
32.9,6.87,22796,58519,1.35,20,251,295,61,6914,14,257,167,0,107,113,908,41012,6104,0.148834487
33,6.87,22700,61776,1.37,0,192,245,37,11432,43,229,153,0,0,147,778,39639,6179,0.155881834
33.1,6.88,22276,57014,1.24,15,161,221,25,7448,0,251,64,0,0,49,1141,39530,6010,0.152036428
33.2,6.88,22090,55580,1.26,10,196,183,21,5464,248,245,197,18,40,277,795,39455,5894,0.149385376
33.3,6.88,21877,56490,1.25,8,202,257,57,6129,113,246,90,25,41,248,911,39853,6058,0.152008632
33.4,6.89,22007,58941,1.31,0,224,304,16,9190,247,203,15,0,0,317,893,39239,5953,0.151711308
33.5,6.88,22309,59030,1.24,0,168,198,43,9297,219,224,111,61,0,339,840,39267,5752,0.146484325
33.6,6.88,22750,62627,1.4,13,188,287,15,12100,171,235,132,49,0,327,924,39808,5876,0.147608521
33.7,6.88,22286,58188,1.21,0,201,304,24,6803,174,237,206,0,90,373,923,40087,5956,0.148576845
33.8,6.88,22008,56689,1.26,9,248,283,42,7442,78,203,38,0,49,238,872,38850,5964,0.153513514
33.9,6.88,22037,58175,1.51,32,167,304,47,8667,202,231,107,0,61,272,855,38742,6048,0.156109648
34,6.88,21942,60184,1.43,24,251,366,43,9728,252,165,122,0,16,366,973,39205,6152,0.15691876
34.1,6.88,22459,60058,1.38,31,225,352,54,9520,167,212,220,0,0,471,945,39433,5961,0.151167804
34.2,6.88,22444,59395,1.36,0,212,367,34,9420,135,236,119,0,0,135,1063,39141,5877,0.15014946
34.3,6.88,22812,61072,1.35,14,284,374,17,10423,196,212,136,0,0,378,975,39387,6147,0.156066723
34.4,6.89,23211,62205,1.29,0,202,350,57,11599,140,182,93,0,0,209,902,39967,6230,0.1558786
34.5,6.88,23082,59518,1.21,0,195,377,37,8686,71,152,121,0,0,243,947,40431,6085,0.150503327
34.6,6.88,23087,60628,1.39,22,204,360,34,9286,29,214,140,0,33,118,871,40785,6226,0.152654162
34.7,6.89,22934,59374,1.26,20,212,345,5,7520,108,225,134,0,0,362,1005,40368,6183,0.153165874
34.8,6.88,23227,58751,1.36,24,245,315,59,7278,162,201,168,0,59,321,878,40754,6061,0.148721598
34.9,6.89,23050,55970,1.35,20,281,339,23,4003,92,139,143,0,0,392,816,41303,6195,0.149989105
35,6.89,23075,55749,1.22,7,224,309,68,3743,83,237,206,0,0,247,891,41253,6252,0.151552614
35.1,6.89,22608,55275,1.26,10,234,344,31,3271,125,269,151,129,0,373,1131,40428,6356,0.15721777
35.2,6.89,22518,56693,1.22,21,259,399,85,4719,123,171,105,193,60,275,1068,40480,6082,0.150247036
35.3,6.9,22449,55825,1.32,6,252,376,39,4938,185,233,181,20,0,443,1101,39793,6024,0.151383409
35.4,6.91,22464,54868,1.31,35,294,361,50,4042,169,206,146,0,0,417,934,39730,6228,0.156758117
35.5,6.91,22543,54609,1.3,18,281,458,38,4377,94,162,162,0,0,239,956,39451,6047,0.153278751
35.6,6.9,22473,55696,1.42,0,255,372,53,4221,177,272,139,0,45,488,1199,40024,6204,0.155006996
35.7,6.91,22363,55176,1.42,7,243,317,48,4527,151,136,111,0,0,333,948,39793,6193,0.155630387
35.8,6.92,22477,55332,1.38,0,282,392,33,4421,181,238,47,0,0,412,874,39848,6135,0.153960048
35.9,6.92,22366,55884,1.3,21,435,478,28,4728,135,248,126,0,0,440,878,39801,6240,0.15677998
36,6.93,22240,55330,1.21,14,336,463,64,4482,119,248,199,0,0,379,1027,39781,5954,0.14966944
36.1,6.92,21777,53571,1.23,0,267,497,0,4295,108,215,167,0,0,351,1119,38646,5965,0.154349739
36.2,6.93,21805,56658,1.33,0,285,442,66,5555,99,208,96,0,121,531,1147,39271,6157,0.156782358
36.3,6.93,22131,55836,1.34,8,262,481,66,5204,107,207,111,0,0,629,1002,39498,6191,0.156742114
36.4,6.93,22432,57155,1.36,23,292,596,82,5424,0,220,103,0,75,656,960,39810,6360,0.159758855
36.5,6.93,22156,55712,1.36,13,338,503,27,4782,62,215,105,0,30,559,977,39869,5989,0.150216961
36.6,6.93,21721,54684,1.33,0,256,495,38,4713,127,202,90,17,0,591,1054,38859,5946,0.153014746
36.7,6.93,22098,57905,1.36,18,354,661,55,7113,122,240,130,0,0,612,982,39185,6090,0.155416614
36.8,6.92,22466,59219,1.26,5,310,562,54,7424,131,177,117,0,81,432,950,40404,6513,0.161196911
36.9,6.92,22479,58873,1.18,12,361,638,78,8537,62,239,226,0,0,416,1006,39255,6089,0.155113998
37,6.92,22285,58234,1.4,17,319,613,57,6978,192,220,83,0,0,402,980,39889,6142,0.153977287
37.1,6.93,22242,56484,1.36,23,348,882,71,5567,85,201,142,0,72,421,947,39395,6127,0.155527351
37.2,6.94,22346,56790,1.21,12,336,751,61,5859,86,170,79,0,30,450,1061,39841,6031,0.151376722
37.3,6.94,22303,54214,1.28,21,242,380,42,3671,79,191,146,0,0,334,835,40315,5961,0.147860598
37.4,6.94,22220,53446,1.44,0,277,457,39,3055,32,240,103,0,0,297,897,40071,6075,0.1516059
37.5,6.94,22304,54320,1.26,28,268,376,36,3760,39,205,103,12,0,350,1076,39691,6100,0.153687234
37.6,6.94,22201,54520,1.21,26,293,466,65,3664,58,230,54,0,167,365,949,39854,6092,0.152857931
37.7,6.94,22216,55603,1.32,5,288,596,93,4762,145,219,108,17,0,521,848,39785,6027,0.151489255
37.8,6.93,21933,54224,1.31,17,211,492,67,4400,98,160,21,0,34,634,845,38909,6006,0.154360174
37.9,6.93,21737,54312,1.34,9,412,533,55,5274,71,228,103,0,35,488,934,38089,5708,0.149859539
38,6.93,22064,55053,1.36,26,376,599,82,5718,44,170,5,0,0,411,837,38577,5933,0.153796303
38.1,6.93,21591,55127,1.39,30,309,553,41,5638,89,196,153,0,0,425,938,38491,6201,0.161102595
38.2,6.93,21567,54988,1.37,6,316,625,73,5877,26,219,38,0,135,573,795,38013,5955,0.156656933
38.3,6.92,21619,54292,1.31,11,249,574,73,5292,55,217,166,0,0,457,868,38185,6078,0.15917245
38.4,6.92,21191,53277,1.2,0,271,519,70,4855,132,180,161,0,0,508,819,37456,6044,0.161362666
38.5,6.92,21465,59125,1.36,31,432,770,136,10153,61,170,84,14,49,817,963,37233,6085,0.16343029
38.6,6.92,21444,56913,1.17,29,402,694,96,8899,82,189,90,0,0,752,856,36761,5867,0.159598488
38.7,6.93,21562,55265,1.3,33,325,636,66,6125,79,176,189,0,25,537,954,37559,6094,0.162251391
38.8,6.93,21320,54786,1.2,0,351,705,85,6091,155,247,145,33,32,685,889,37370,5929,0.158656676
38.9,6.92,21338,54352,1.27,40,318,693,76,5881,153,198,113,0,0,497,775,37447,6009,0.160466793
39,6.92,21653,55548,1.37,0,293,715,60,6543,95,232,45,37,0,528,783,37974,5881,0.154869121
39.1,6.92,21734,56719,1.36,16,379,770,71,7315,44,185,91,0,48,690,1025,38227,5691,0.148873833
39.2,6.92,22011,56507,1.32,15,391,739,100,6836,67,195,103,0,0,561,947,38355,6077,0.158440881
39.3,6.93,21998,58269,1.29,15,470,952,71,7571,138,188,78,0,0,746,1028,38753,6170,0.15921348
39.4,6.93,22121,58418,1.23,13,406,888,82,8272,113,288,256,21,0,813,908,38194,6178,0.161753155
39.5,6.93,22203,57684,1.27,23,358,752,47,7216,121,205,136,0,38,930,831,38873,6018,0.154811823
39.6,6.93,22084,57112,1.24,19,309,882,90,6548,72,230,93,0,0,697,981,38777,6069,0.156510302
39.7,6.94,21663,55908,1.34,12,397,686,69,6469,113,181,88,0,0,752,871,37922,6052,0.159590739
39.8,6.94,21896,55965,1.27,10,352,725,83,6940,53,240,167,0,0,515,925,37874,5953,0.157179067
39.9,6.93,21794,55920,1.34,8,302,608,47,7089,141,214,73,0,25,777,759,37748,5862,0.155292996
40,6.93,21297,54925,1.33,0,379,743,65,6685,155,137,51,0,0,783,894,36881,5977,0.162061766
40.1,6.93,21446,55991,1.24,0,434,865,92,7712,84,264,148,0,34,637,893,37055,5883,0.158763999
40.2,6.91,21835,56609,1.46,7,615,997,47,8094,105,199,136,0,0,818,967,36901,5674,0.153762771
40.3,6.9,21512,55264,1.3,14,475,854,84,6716,94,221,80,0,0,614,1027,36991,5826,0.15749777
40.4,6.91,20718,54916,1.28,8,396,887,65,7656,158,189,172,0,302,729,906,35552,5857,0.164744599
40.5,6.9,20817,58828,1.34,17,481,1018,139,11564,128,255,128,23,18,882,995,35047,5932,0.169258424
40.6,6.9,21154,58731,1.4,44,437,979,75,11310,119,223,163,51,139,1035,858,35115,6003,0.170952584
40.7,6.9,21218,54826,1.44,8,379,862,88,6914,129,188,139,13,97,638,927,36189,6039,0.166873912
40.8,6.89,21190,56628,1.38,35,520,1124,82,9499,52,179,144,0,13,1043,864,35480,5769,0.162598647
40.9,6.89,20740,54089,1.2,19,438,990,66,8204,98,230,116,0,65,1247,908,34132,5539,0.16228173
41,6.9,20910,56054,1.33,17,512,1020,108,9849,201,255,232,0,0,963,997,34103,5695,0.166994106
41.1,6.89,21009,57484,1.47,19,557,1060,67,10592,98,250,175,49,100,831,776,35389,5656,0.159823674
41.2,6.89,20638,55149,1.41,42,441,1041,97,8921,8,142,166,8,0,853,848,34794,5659,0.162642984
41.3,6.9,20601,56546,1.23,29,564,1192,88,10534,170,232,145,20,0,771,754,34402,5562,0.161676647
41.4,6.9,20758,56121,1.38,24,493,1209,94,9593,146,183,73,74,0,893,920,34778,5690,0.163609178
41.5,6.88,21388,57583,1.32,31,501,1234,129,9551,157,168,223,22,0,780,939,36182,5711,0.157840915
41.6,6.88,21540,58975,1.35,0,550,1084,117,10277,0,229,161,37,0,839,1009,37014,5557,0.150132382
41.7,6.88,21790,58430,1.21,36,627,944,120,10779,102,201,145,0,0,678,748,35946,6032,0.167807266
41.8,6.88,21470,58686,1.24,5,593,865,107,12494,227,129,142,0,8,471,877,35099,5622,0.160175504
41.9,6.88,20855,56009,1.35,0,296,694,37,10048,172,189,101,0,29,701,810,35300,5721,0.162067989
42,6.87,20723,54736,1.3,36,361,819,105,8341,76,261,198,0,79,788,843,35010,5847,0.167009426
42.1,6.86,20779,54576,1.32,14,407,831,73,9019,156,183,121,0,6,927,944,34219,5826,0.17025629
42.2,6.85,21069,56672,1.23,25,388,882,80,9321,160,176,82,36,0,911,1039,35429,5735,0.161873042
42.3,6.86,20836,56702,1.41,0,335,907,94,9873,117,251,203,13,64,713,933,35034,5929,0.1692356
42.4,6.85,21077,57727,1.19,0,393,902,75,10945,280,215,107,0,0,765,797,35216,5884,0.167083144
42.5,6.86,21106,56613,1.31,22,434,992,97,10323,172,229,207,60,0,660,952,34739,5868,0.168916779
42.6,6.86,20473,57070,1.32,28,569,1148,143,10999,97,201,215,0,101,900,1041,33835,5794,0.171242796
42.7,6.88,20093,55037,1.37,22,407,1118,81,10802,265,201,111,35,0,967,681,32988,5398,0.163635261
42.8,6.88,20020,54661,1.36,24,424,943,115,10660,134,230,102,67,41,979,868,32545,5485,0.168535873
42.9,6.89,19797,53914,1.33,19,525,1107,78,10535,120,137,166,0,50,1007,988,31614,5548,0.175491871
43,6.89,19680,54086,1.29,11,421,1154,101,11180,223,213,150,7,0,960,937,31300,5339,0.17057508
43.1,6.88,19913,56609,1.34,19,512,1293,101,13164,319,178,120,0,0,1136,1043,31178,5491,0.176117775
43.2,6.87,20219,59097,1.35,30,674,1479,128,14588,241,169,58,0,52,1172,950,32119,5569,0.173386469
43.3,6.86,20241,57468,1.32,44,650,1232,90,12993,233,143,92,17,0,866,1003,32481,5426,0.167051507
43.4,6.87,20532,56419,1.43,34,665,1262,143,12156,176,230,176,27,0,867,879,32445,5378,0.165757436
43.5,6.87,20323,56000,1.32,13,493,1435,79,12319,296,252,137,0,38,1085,986,31675,5210,0.164483031
43.6,6.87,19836,56225,1.4,7,517,1243,117,13920,194,142,107,0,21,1176,890,30364,5431,0.178863127
43.7,6.86,19051,53049,1.45,32,438,1122,130,11947,214,153,144,24,146,1525,997,29166,5138,0.176164027
43.8,6.86,18215,50363,1.31,0,397,1197,82,11173,209,194,104,19,99,1148,902,28171,4926,0.174860672
43.9,6.87,17471,51742,1.23,33,669,1515,121,14258,238,157,142,0,65,1346,821,25879,4764,0.184087484
44,6.85,17431,49954,1.29,17,609,1451,118,12909,92,119,96,25,46,1269,698,25926,4644,0.179125202
44.1,6.84,17794,53011,1.36,18,590,1423,163,15620,129,188,147,55,97,1207,894,25843,4903,0.189722555
44.2,6.83,17974,50533,1.33,18,516,1179,111,12420,213,127,106,0,92,1167,859,27090,5003,0.184680694
44.3,6.83,17628,50369,1.3,23,509,1209,82,12777,134,218,143,0,0,1189,831,26727,4701,0.17588955
44.4,6.83,17728,52662,1.38,15,547,1492,135,14605,252,194,112,0,85,1291,884,26364,5070,0.192307692
44.5,6.84,18641,52985,1.23,6,495,1226,92,12243,191,165,151,59,75,1384,741,28700,5355,0.186585366
44.7,6.74,17717,54450,1.22,18,718,1474,165,15888,300,244,159,0,16,1129,904,26432,5103,0.193061441
44.8,6.74,16890,49370,1.38,10,518,1087,109,13432,155,143,116,0,81,1058,856,25458,4605,0.180886165
45.1,6.66,18453,60813,1.55,12,796,2135,164,22032,190,216,162,42,117,2420,853,24673,5011,0.203096502
45.2,6.69,18096,57633,1.48,16,569,1712,152,19731,210,255,213,100,120,1982,888,24668,4902,0.198718988
45.3,6.72,17930,58633,1.45,44,730,1808,157,20313,326,201,103,125,8,1956,1074,24995,4813,0.192558512
45.4,6.74,18078,58162,1.36,23,934,2089,194,20004,330,225,134,59,113,1781,838,24681,4951,0.200599652
45.5,6.74,18191,56000,1.49,45,881,1724,152,18015,208,219,97,19,72,1969,983,24827,4706,0.189551698
45.6,6.74,17688,52035,1.36,7,681,1123,122,14665,175,210,96,0,74,1203,704,26050,4773,0.183224568
45.7,6.73,17863,51502,1.33,14,522,972,121,14032,193,244,107,42,0,1107,888,26836,4753,0.177112834
45.8,6.72,18132,55129,1.28,25,435,1124,141,17953,182,196,164,10,0,1337,857,25485,5079,0.199293702
45.9,6.73,18179,55672,1.43,11,527,1123,133,18361,278,192,49,0,0,1214,803,26049,4919,0.188836424
46,6.73,18108,60015,1.34,46,813,1441,154,22962,199,143,117,56,125,1469,784,24979,4863,0.194683534
46.1,6.73,17785,57803,1.24,26,742,1385,162,20483,337,104,178,85,97,1418,876,25143,4911,0.195322754
46.2,6.72,18017,54314,1.23,12,424,977,140,16552,244,182,188,39,0,1267,884,26731,4924,0.184205604
46.3,6.73,18156,56707,1.27,9,563,1417,174,18855,227,216,190,12,18,1255,773,26345,4851,0.184133612
46.4,6.73,18230,57107,1.28,33,595,1377,130,19327,232,182,90,24,0,1248,829,26432,4900,0.185381356
46.5,6.74,17465,54478,1.25,20,596,1253,167,18237,175,161,109,126,70,1280,807,25066,4862,0.193967925
46.6,6.74,17418,50167,1.3,15,455,917,62,13917,219,107,68,0,16,1135,749,25971,4844,0.186515729
46.7,6.74,18107,55514,1.32,13,511,1211,137,17881,201,206,163,103,0,1239,746,26142,4865,0.186098998
46.8,6.75,17431,55005,1.36,37,569,1288,104,17714,147,176,142,78,0,1123,804,25663,4945,0.192689865
46.9,6.74,17923,56712,1.39,0,672,1059,148,19208,163,166,117,78,0,1363,898,25644,5097,0.198759944
47,6.72,18913,60128,1.33,26,708,1156,143,21284,137,202,154,23,28,1382,891,26907,4941,0.183632512
47.1,6.71,19503,58814,1.39,4,514,1186,178,18159,271,220,126,59,0,1248,774,28981,5252,0.18122218
47.2,6.71,19571,56104,1.36,21,374,903,74,15535,163,200,89,0,32,1166,878,29679,5208,0.17547761
47.3,6.71,20047,58055,1.55,22,484,1087,156,15780,116,220,142,42,118,1347,947,30397,5212,0.171464289
47.4,6.7,18523,52074,1.21,7,382,715,101,13265,103,232,148,0,58,1113,748,28643,4877,0.170268477
47.5,6.7,17617,53761,1.26,30,512,811,109,16504,164,175,81,5,126,956,721,27100,4761,0.175682657
47.6,6.69,16158,46184,1.35,25,250,540,82,10990,187,170,129,0,45,1010,831,25433,4766,0.18739433
47.7,6.68,17142,56754,1.3,47,571,1013,140,22146,193,139,123,24,22,958,793,24603,4674,0.189976832
47.8,6.68,17607,58358,1.36,37,512,869,99,22455,209,181,125,0,111,1081,765,25759,4693,0.18218875
47.9,6.69,17964,56860,1.36,21,453,906,123,19465,229,137,130,10,104,1217,774,26531,5044,0.190117221
48,6.7,17979,54744,1.31,0,404,997,99,18168,98,186,77,0,0,987,654,26448,4897,0.185155777
48.1,6.7,18171,56811,1.26,0,483,1222,127,19898,207,199,157,9,0,1083,798,26040,4710,0.180875576
48.2,6.71,17941,56555,1.36,9,509,1307,73,20332,165,212,65,86,131,1252,930,25133,4526,0.180081964
48.3,6.71,18201,60888,1.45,24,725,1548,166,24898,234,175,128,0,0,1416,834,24236,4692,0.193596303
48.4,6.7,17336,59872,1.43,48,1016,1926,129,25850,112,178,125,7,0,1398,783,22148,4514,0.203810728
48.5,6.7,17302,67078,1.47,66,1670,2293,263,33680,186,258,140,50,103,1555,662,20317,4301,0.21169464
48.6,6.67,17252,63985,1.45,33,1150,1845,217,31162,134,213,78,26,99,1557,704,20606,4362,0.211685917
48.7,6.65,16502,61617,1.3,57,1054,2060,154,30379,171,171,76,25,115,1328,668,19859,4148,0.208872551
48.8,6.64,16823,72676,1.51,134,2031,2709,321,42430,176,157,163,89,112,1693,573,16740,3909,0.233512545
48.9,6.63,15127,63358,1.37,104,1478,2249,271,35149,175,117,85,22,39,1700,725,15796,3920,0.248164092
49,6.63,15947,63693,1.35,88,1279,2127,229,34896,287,198,157,150,0,1775,761,16506,3932,0.238216406
49.1,6.62,14934,59967,1.35,111,1370,2076,245,32479,329,147,97,47,0,1713,584,15647,3690,0.235827954
49.2,6.62,15806,72641,1.32,188,2727,3018,388,44019,175,131,103,53,157,1759,709,14432,3431,0.237735588
49.3,6.61,16644,79473,1.43,174,2604,3353,398,50499,334,175,63,69,64,2061,735,13915,3635,0.26122889
49.4,6.59,13154,55166,1.39,58,1242,1842,177,31844,226,113,40,0,82,1431,487,13037,3453,0.264861548
49.5,6.55,13617,57256,1.38,51,834,1632,184,33770,277,140,66,31,81,1781,672,13187,3594,0.272541139
49.7,6.5,16176,69240,1.35,58,1618,2129,283,40656,256,183,74,18,125,1767,730,15594,4209,0.269911504
49.8,6.54,16761,71617,1.28,82,1723,2303,328,41508,375,179,67,90,102,2070,818,16383,4380,0.267350302
50,6.59,18345,77310,1.36,53,1431,2408,278,45822,86,136,129,43,88,1872,774,18416,4333,0.235284535
50.1,6.6,18878,81990,1.41,107,1687,2990,328,49164,339,199,187,124,27,1965,704,18264,4290,0.234888305
50.2,6.6,17086,65091,1.37,64,1124,2091,236,33839,152,218,109,20,0,1528,790,19099,4300,0.225142678
50.3,6.6,16279,63954,1.33,51,1021,2311,224,33541,167,163,75,101,34,1528,737,18429,4250,0.230614792
50.4,6.6,15674,59967,1.3,28,900,2031,216,30591,220,213,182,98,59,1621,728,17353,4019,0.231602605
50.5,6.6,14177,53594,1.32,37,822,1717,198,26699,187,170,158,69,132,1497,813,16151,3723,0.230512043
50.6,6.57,17035,74778,1.35,97,1837,2477,252,44408,220,216,153,90,33,1472,583,17225,4196,0.243599419
50.7,6.57,16076,72142,1.35,109,1909,2641,324,43101,212,200,155,63,125,1561,605,15890,3764,0.23687854
50.8,6.57,15990,70837,1.38,101,1871,2679,365,42437,187,136,144,131,34,1735,755,15178,3927,0.25872974
50.9,6.56,14809,67647,1.3,107,2294,2682,360,41477,153,167,133,31,104,1451,537,13386,3430,0.25623786
51,6.58,13829,57133,1.37,68,1330,2224,236,31112,220,155,136,89,57,1513,722,14512,3401,0.234357773
51.1,6.59,16718,73637,1.37,127,1946,2964,347,44046,274,146,93,45,0,1710,671,15726,4051,0.257598881
51.2,6.61,16299,62654,1.33,67,1229,2449,222,31256,234,214,136,121,110,1677,921,18260,4323,0.236746988
51.3,6.64,17725,67304,1.42,54,1167,2583,175,33625,141,177,117,72,164,1701,774,20417,4395,0.215261792
51.4,6.64,17022,67696,1.37,62,1534,2655,195,35256,266,204,59,53,13,1439,830,19584,4024,0.205473856
51.5,6.65,16692,67727,1.38,68,1320,2539,222,36780,127,194,100,90,85,1650,636,18577,3983,0.214404909
51.6,6.63,16015,69950,1.42,34,1264,2585,246,41269,188,180,186,120,57,1627,734,15905,4003,0.251681861
51.7,6.61,13360,57131,1.4,102,1290,2325,217,32212,209,97,120,52,21,1896,732,13143,3611,0.274747014
51.8,6.6,11278,46442,1.17,50,1067,1658,190,23701,100,137,89,72,0,1470,625,12725,3392,0.266561886
51.9,6.59,11959,45436,1.2,57,1025,1386,162,21809,196,120,76,66,27,1386,706,14049,3326,0.236742829
52,6.57,14943,61295,1.36,105,1816,2435,206,34239,202,141,105,0,87,1376,552,15198,3485,0.229306488
52.1,6.53,14848,67315,1.41,117,2021,2683,332,41552,298,99,53,32,21,1630,684,13315,3363,0.252572287
52.3,6.46,16723,75199,1.45,95,1850,3234,324,45261,287,170,188,121,113,1605,761,15704,3835,0.244205298
52.4,6.46,14941,66603,1.38,101,1811,2578,267,39057,246,144,84,108,0,1522,580,15050,3862,0.256611296
52.5,6.48,15796,67398,1.31,71,1777,2970,247,38110,215,183,97,66,0,1977,618,15707,4055,0.258165149
52.6,6.51,16655,69463,1.27,85,1611,2913,275,38963,278,197,137,56,149,1643,667,17068,4150,0.243145067
52.7,6.55,17485,71686,1.32,65,1553,2970,280,38816,319,192,179,14,57,1579,816,18810,4390,0.233386497
52.8,6.56,17908,73472,1.38,60,1777,2883,274,39543,288,193,106,52,0,1609,728,19536,4527,0.231726044
52.9,6.56,19086,78758,1.38,77,1636,3267,291,43358,294,278,180,108,28,1707,749,20823,4464,0.214378332
53,6.57,19341,78329,1.47,80,1622,3122,305,41049,199,241,181,162,42,1842,927,21737,4924,0.2265262
53.1,6.58,19433,75710,1.52,32,1261,2855,239,38390,246,220,98,125,0,1843,819,22770,4875,0.214097497
53.2,6.58,20007,82798,1.4,93,1796,3305,306,45800,362,241,150,136,84,1771,677,21550,4492,0.208445476
53.3,6.58,18989,80231,1.35,111,1953,3384,281,45133,81,217,142,132,0,1736,773,20043,4368,0.217931447
53.4,6.57,18129,75699,1.27,106,1798,2912,302,42480,235,263,144,112,0,1504,622,19291,4301,0.222953709
53.5,6.58,18301,80002,1.54,95,2262,3106,307,46223,330,260,145,137,241,1624,660,18576,4110,0.22125323
53.6,6.59,17878,78462,1.41,142,2192,3067,369,46727,211,229,108,134,102,1599,635,17225,4160,0.241509434
53.7,6.59,17292,76213,1.51,94,1863,2695,301,44452,226,224,126,133,82,1662,631,17768,4251,0.239250338
53.8,6.6,17286,74498,1.28,44,1504,2700,230,43512,224,228,118,95,100,1806,703,17374,4173,0.240186486
53.9,6.59,16206,70211,1.3,92,1566,2789,284,40735,178,204,146,150,0,1712,709,16274,3937,0.241919626
54,6.59,15494,66898,1.3,86,1730,2594,256,39638,150,214,88,93,0,1523,688,14957,3642,0.243498028
54.1,6.58,15210,70135,1.37,176,2294,2657,399,42700,198,192,111,79,41,1778,656,13565,3834,0.282639145
54.2,6.58,15610,71942,1.31,106,2029,2763,346,44142,137,222,141,61,41,1798,644,14336,3927,0.273925781
54.3,6.58,16559,77623,1.46,122,2642,3114,361,47776,217,236,189,140,41,2020,644,14857,3815,0.256781315
54.4,6.59,16865,82429,1.31,177,2846,3494,448,53127,276,223,219,208,121,1941,681,13535,3764,0.278093831
54.5,6.61,16472,84222,1.49,186,3751,3554,497,54697,341,194,145,149,17,1880,679,12839,3823,0.297764623
54.6,6.62,14598,69656,1.41,111,2399,2945,388,43517,183,190,97,98,50,1742,624,12221,3626,0.296702398
54.7,6.62,14618,66511,1.35,61,1660,2504,249,40035,131,174,90,154,140,1864,715,13547,3794,0.280062006
54.8,6.62,17299,82179,1.38,99,2277,3721,335,51696,306,255,179,99,86,2037,592,14909,3999,0.268227245
54.9,6.62,17945,81701,1.37,59,1589,3157,276,50791,290,208,126,95,0,2142,807,16285,4271,0.262265889
55,6.64,18344,84042,1.39,98,2345,3389,319,50689,511,178,106,115,63,2345,748,16828,4647,0.276146898
55.1,6.66,17192,77069,1.38,116,2093,3381,285,44741,351,167,91,96,0,2039,863,16773,4176,0.248971561
55.2,6.68,16486,74216,1.35,92,2076,3381,303,43497,306,132,100,148,82,2149,738,15602,4144,0.265606973
55.3,6.69,16069,71377,1.39,92,1861,2983,250,42325,230,164,124,85,37,1893,711,15240,3862,0.253412073
55.4,6.68,16506,76455,1.4,158,2280,3427,326,46949,247,176,125,91,19,1903,609,14826,3867,0.260825577
