Site,depth,SH20_age,Ti,Ti_convert_WLS,Ti_ppm_WLS,Ti_lower_RMSE_WLS,Ti_upper_RMSE_WLS
BI10,139.9,2308.11,-7.495356742,5.903157415,366.1918643,236.1713062,567.7932838
BI10,140,2309.63,-7.513661807,5.890709971,361.6619628,233.2497974,560.7695132
BI10,140.1,2311.05,-6.526758848,6.561803983,707.5469469,456.3244106,1097.076269
BI10,140.2,2312.48,-7.093331338,6.17653469,481.3211362,310.4226296,746.3052435
BI10,140.3,2313.9,-6.825485287,6.358670005,577.4778027,372.4377854,895.3995156
BI10,140.4,2315.32,-8.090759777,5.498283352,244.2722426,157.5406234,378.7526493
BI10,140.5,2316.75,-8.021559279,5.54533969,256.0415383,165.1310978,397.0013536
BI10,140.6,2318.17,-6.497905573,6.58142421,721.5662599,465.3660082,1118.813704
BI10,140.7,2319.59,-6.650100597,6.477931594,650.6237994,419.6124697,1008.81494
BI10,140.8,2321.01,-6.47321951,6.598210733,733.7810838,473.2438209,1137.753216
BI10,140.9,2322.44,-7.232326623,6.082017896,437.9119647,282.4263748,678.997806
BI10,141,2323.86,NA,NA,NA,NA,NA
BI10,141.1,2325.28,-8.48467,5.2304244,186.8720952,120.5210468,289.7517147
BI10,141.2,2326.71,-7.014376538,6.230223954,507.8692102,327.54451,787.4689601
BI10,141.3,2328.13,-6.89538361,6.311139145,550.6718869,355.1496128,853.8360063
BI10,141.4,2329.55,NA,NA,NA,NA,NA
BI10,141.5,2330.98,-6.533538988,6.557193488,704.2923136,454.2253716,1092.029847
BI10,141.6,2332.4,-8.20744727,5.418935856,225.6388825,145.5232484,349.8609733
BI10,141.7,2333.82,-7.712801552,5.755294945,315.8586946,203.709497,489.7499451
BI10,141.8,2335.24,-7.450593749,5.933596251,377.5096951,243.4706133,585.3419759
BI10,141.9,2336.67,-8.202984604,5.421970469,226.3246492,145.9655258,350.9242784
BI10,142,2338.09,-6.936712883,6.28303524,535.4113016,345.3074707,830.1739354
BI10,142.1,2339.51,-8.098946749,5.492716211,242.9161229,156.6660094,376.6499384
BI10,142.2,2340.94,-8.279558789,5.369900023,214.8413875,138.5595259,333.1190799
BI10,142.3,2342.36,-7.407854348,5.962659043,388.6421679,250.6503759,602.6032641
BI10,142.4,2343.78,-6.496415808,6.582437251,722.2976059,465.8376815,1119.947682
BI10,142.5,2345.2,-6.820549944,6.362026038,579.4190931,373.6897987,898.4095542
BI10,142.6,2346.63,-8.304816469,5.352724801,211.1829461,136.2000555,327.4465387
BI10,142.7,2348.05,-7.724422096,5.747392975,313.3726241,202.1061339,485.8952058
BI10,142.8,2349.47,-8.234613233,5.400463002,221.5089515,142.859696,343.4573708
BI10,142.9,2350.9,-6.999062241,6.240637676,513.1856529,330.9732896,795.7122903
BI10,143,2352.32,-7.16614531,6.127021189,458.0696236,295.4268292,710.2529607
BI10,143.1,2353.74,-6.383482503,6.659231898,779.9516246,503.0209896,1209.342253
BI10,143.2,2355.16,-6.902575219,6.306248851,547.9855133,353.4170665,849.6706902
BI10,143.3,2356.59,-6.899939098,6.308041413,548.9686924,354.0511568,851.1951437
BI10,143.4,2358.01,-7.654016595,5.795268715,328.7405098,212.0174782,509.7236496
BI10,143.5,2359.43,-6.601230119,6.511163519,672.6085554,433.7912897,1042.903072
BI10,143.6,2360.86,-6.666085916,6.467061577,643.5898067,415.0759756,997.9084884
BI10,143.7,2362.28,-7.277715771,6.051153276,424.6024315,273.8425417,658.3609096
BI10,143.8,2363.7,-7.339672035,6.009023016,407.0854101,262.5451366,631.2001557
BI10,143.9,2365.12,-6.887863082,6.316253104,553.4952134,356.9704853,858.2136727
BI10,144,2366.55,-7.884576511,5.638487973,281.0374607,181.2519355,435.7584049
BI10,144.1,2367.97,-6.636896417,6.486910436,656.4919531,423.3970691,1017.913717
BI10,144.2,2369.39,-7.259116128,6.063801033,430.0068045,277.328031,666.7405788
BI10,144.3,2370.82,-6.694141645,6.447983681,631.4278487,407.2322581,979.0509474
BI10,144.4,2372.24,-6.672276343,6.462852087,640.8863158,413.3323896,993.7166312
BI10,144.5,2373.66,-6.424107475,6.631606917,758.7003601,489.3152266,1176.391424
BI10,144.7,2376.51,-6.808372233,6.370306882,584.237093,376.7971133,905.8800314
BI10,144.8,2377.93,-6.823428043,6.360068931,578.2862167,372.9591629,896.6529898
BI10,144.9,2379.35,-7.88528221,5.638008097,280.9026301,181.1649781,435.5493453
BI10,145,2380.78,-6.372548067,6.666667314,785.7725032,506.7750995,1218.367728
BI10,145.1,2382.2,-9.084822499,4.822320701,124.2531107,80.13564014,192.6587907
BI10,145.2,2383.62,-7.666645612,5.786680984,325.929462,210.2045247,505.3650219
BI10,145.3,2385.04,-6.629627419,6.491853355,659.7449725,425.4950672,1022.957638
BI10,145.4,2386.47,-8.086652004,5.501076637,244.9555186,157.9812946,379.8120926
BI10,145.5,2387.89,-6.827275401,6.357452727,576.7752797,371.9847011,894.310229
BI10,145.6,2389.31,-9.095714846,4.814913905,123.3361932,79.54428453,191.2370781
BI10,145.7,2390.74,-7.56256831,5.857453549,349.8321784,225.6203116,542.427019
BI10,145.8,2392.16,NA,NA,NA,NA,NA
BI10,145.9,2393.58,NA,NA,NA,NA,NA
BI10,146,2395,-7.693004034,5.768757257,320.139634,206.4704405,496.3876912
BI10,146.1,2396.43,-8.237082384,5.398783979,221.137345,142.6200326,342.881182
BI10,146.2,2397.85,-7.436617265,5.94310026,381.1146543,245.795591,590.9315912
BI10,146.3,2399.27,-7.704541494,5.760911784,317.637814,204.85692,492.5085319
BI10,146.4,2400.7,-6.930820552,6.287042025,537.5608832,346.6938191,833.5069368
BI10,146.5,2402.12,-6.682131803,6.456150374,636.6056397,410.5716159,987.0792934
BI10,146.6,2403.54,-8.091391929,5.497853488,244.1672615,157.4729171,378.5898724
BI10,146.7,2404.96,-7.505010861,5.896592615,363.7957612,234.6259666,564.0780421
BI10,146.8,2406.39,-7.116597046,6.160714009,473.7662273,305.5501764,734.5910933
BI10,146.9,2407.81,-6.700321021,6.443781706,628.7801709,405.5246682,974.9456304
BI10,147,2409.23,-8.113703055,5.482681923,240.490821,155.1018383,372.889423
BI10,147.1,2410.66,NA,NA,NA,NA,NA
BI10,147.2,2412.08,-7.640603826,5.804389398,331.7525628,213.9600678,514.3939432
BI10,147.3,2413.5,NA,NA,NA,NA,NA
BI10,147.4,2414.92,-7.327846239,6.017064557,410.3722019,264.6649159,636.2964413
BI10,147.5,2416.35,-8.632840615,5.129668382,168.9610782,108.9695387,261.9800568
BI10,147.6,2417.77,-7.074139099,6.189585413,487.6438933,314.5004203,756.1088994
BI10,147.7,2419.19,-6.890043797,6.314770218,552.6750512,356.441531,856.9419826
BI10,147.8,2420.62,-7.523886417,5.883757236,359.1561444,231.6336981,556.8841541
BI10,147.9,2422.04,-6.444822246,6.617520873,748.0881905,482.4710277,1159.936885
BI10,148,2423.46,-7.002272604,6.238454629,512.0665665,330.2515475,793.9771077
BI10,148.1,2424.88,-7.833203949,5.673421315,291.0285332,187.6955649,451.249912
BI10,148.2,2426.31,-7.459569283,5.927492888,375.2126334,241.9891493,581.7803015
BI10,148.3,2427.73,-6.929004106,6.288277208,538.2252796,347.1223141,834.5371067
BI10,148.4,2429.15,-7.499469406,5.900360804,365.1691986,235.5117495,566.2076048
BI10,148.5,2430.58,-6.921543504,6.293350417,540.9627472,348.8878128,838.7816458
BI10,148.6,2432,-8.203372461,5.421706727,226.2649656,145.9270335,350.8317369
BI10,148.7,2433.42,-6.893971833,6.312099154,551.2007903,355.4907231,854.6560895
BI10,148.8,2434.84,-8.636730243,5.127023435,168.5147756,108.6817009,261.288049
BI10,148.9,2436.27,-8.146419323,5.46043486,235.1996811,151.6893774,364.6853257
BI10,149,2437.69,-7.386116741,5.977440616,394.4295785,254.382901,611.5768465
BI10,149.1,2439.11,-7.144655205,6.141634461,464.8126683,299.7756797,720.7082871
BI10,149.2,2440.54,-7.786067193,5.705474309,300.5079798,193.8092269,465.9481253
BI10,149.3,2441.96,NA,NA,NA,NA,NA
BI10,149.4,2443.38,NA,NA,NA,NA,NA
BI10,149.5,2444.8,-9.082825132,4.82367891,124.4219871,80.24455508,192.9206395
BI10,149.6,2446.23,NA,NA,NA,NA,NA
BI10,149.7,2447.65,NA,NA,NA,NA,NA
BI10,149.8,2449.07,-7.736258575,5.739344169,310.8604722,200.4859499,482.0000265
BI10,149.9,2450.5,-8.289439028,5.363181461,213.4028003,137.6317253,330.8885001
BI10,150,2451.92,-7.688503575,5.771817569,321.1208619,207.1032723,497.9091193
BI10,150.1,2452.71,-7.092109083,6.177365824,481.7213446,310.6807394,746.9257806
BI10,150.2,2453.51,-7.521441022,5.885420105,359.7538707,232.0191949,557.8109496
BI10,150.3,2454.3,-7.383169246,5.979444913,395.2209251,254.8932711,612.8038572
BI10,150.4,2455.1,-9.007391528,4.874973761,130.9707166,84.46808418,203.0746735
BI10,150.5,2455.89,-7.492178807,5.905318411,366.984059,236.6822232,569.0216094
BI10,150.6,2456.69,-6.965387192,6.263536709,525.0726896,338.6396997,814.1435562
BI10,150.7,2457.48,-6.366586536,6.670721156,788.9643654,508.8336549,1223.316822
BI10,150.8,2458.27,-7.569951097,5.852433254,348.0803187,224.4904695,539.7106993
BI10,150.9,2459.07,-6.043951573,6.89011293,982.5123664,633.6602518,1523.419762
BI10,151,2459.86,-6.077212105,6.867495769,960.5401367,619.4895104,1489.351052
BI10,151.1,2460.66,-6.79284577,6.380864876,590.4381429,380.7964104,915.494976
BI10,151.2,2461.45,-6.822124766,6.360955159,578.7989375,373.2898364,897.4479813
BI10,151.3,2462.25,-7.584289027,5.842683462,344.7030982,222.3123693,534.4742009
BI10,151.4,2463.04,NA,NA,NA,NA,NA
BI10,151.5,2463.84,-7.26318462,6.061034458,428.8188027,276.5618427,664.8985405
BI10,151.6,2464.63,-6.763716496,6.400672783,602.2500851,388.4143891,933.8098051
BI10,151.7,2465.43,-7.384276087,5.978692261,394.9235733,254.7014973,612.3428027
BI10,151.8,2466.22,-6.61513245,6.501709934,666.2799543,429.7097299,1033.090355
BI10,151.9,2467.02,NA,NA,NA,NA,NA
BI10,152,2467.81,-8.074649075,5.509238629,246.963025,159.2760132,382.9248014
BI10,152.1,2468.6,NA,NA,NA,NA,NA
BI10,152.2,2469.4,-7.067154068,6.194335234,489.9656241,315.9977944,759.7088242
BI10,152.3,2470.19,-6.813029373,6.367140026,582.3898253,375.6057388,903.0157782
BI10,152.4,2470.99,-6.441816106,6.619565048,749.6189779,483.4582917,1162.310424
BI10,152.5,2471.78,-7.259216656,6.063732674,429.9774106,277.3090738,666.6950026
BI10,152.6,2472.58,-6.56038528,6.53893801,691.5517666,446.0084998,1072.275183
BI10,152.7,2473.37,-6.863025465,6.333142684,562.9229056,363.0507689,872.8316389
BI10,152.8,2474.17,-7.742980558,5.734773221,309.4427875,199.5716302,479.8018569
BI10,152.9,2474.96,-6.932685817,6.285773644,536.8794838,346.2543583,832.4504033
BI10,153,2475.76,-7.873145651,5.646260957,283.2304727,182.6662939,439.1587466
BI10,153.1,2476.55,-7.785403013,5.705925951,300.6437326,193.8967791,466.1586147
BI10,153.2,2477.34,-7.22788034,6.085041369,439.237983,283.2815753,681.0538438
BI10,153.3,2478.14,-7.287438491,6.044541826,421.8044534,272.0380173,654.0225468
BI10,153.4,2478.93,-7.993788785,5.564223626,260.9225516,168.2790522,404.5695354
BI10,153.5,2479.73,-7.355690254,5.998130627,402.6753392,259.7009112,624.3621866
BI10,153.6,2480.52,NA,NA,NA,NA,NA
BI10,153.7,2481.32,-7.213179033,6.095038258,443.6510179,286.1277123,687.8964085
BI10,153.8,2482.11,NA,NA,NA,NA,NA
BI10,153.9,2482.91,-7.059187983,6.199752172,492.626939,317.7141794,763.8352859
BI10,154.1,2484.5,-6.975030437,6.256979303,521.6408388,336.4263663,808.8223516
BI10,154.2,2485.29,-6.888216803,6.316012574,553.3620971,356.8846335,858.0072711
BI10,154.3,2486.08,-7.50064965,5.899558238,364.8762438,235.3228116,565.7533682
BI10,154.4,2486.88,-6.673370901,6.462107787,640.409482,413.024861,992.9772837
BI10,154.5,2487.67,-7.183454553,6.115250904,452.7096198,291.9699552,701.9420873
BI10,154.6,2488.47,-7.327780538,6.017109234,410.3905364,264.6767405,636.3248696
BI10,154.7,2489.26,-7.540380105,5.872541529,355.1504593,229.0502768,550.6731994
BI10,154.8,2490.06,-6.715906125,6.433183835,622.1516262,401.2496632,964.6678402
BI10,154.9,2490.85,-6.795848561,6.378822979,589.2337586,380.0196563,913.627536
BI10,155,2491.65,-8.086126211,5.501434177,245.0431155,158.0377892,379.9479146
BI10,155.1,2492.44,-7.075854555,6.188418903,487.0753835,314.1337663,755.227405
BI10,155.2,2493.24,-7.074528659,6.189320512,487.5147332,314.41712,755.9086321
BI10,155.3,2494.03,-6.869799543,6.328536311,560.3358358,361.3822675,868.8202968
BI10,155.4,2494.82,-6.766053456,6.39908365,601.2937897,387.7976372,932.3270358
BI10,155.5,2495.62,-6.890169738,6.314684578,552.6277222,356.4110067,856.8685973
BI10,155.6,2496.41,-6.682990043,6.455566771,636.234223,410.3320749,986.5033988
BI10,155.7,2497.21,-6.49011637,6.586720868,725.3982892,467.8374322,1124.7554
BI10,155.8,2498,-6.902958076,6.305988508,547.8428678,353.3250689,849.4495133
BI10,155.9,2498.8,-6.875832522,6.324433885,558.0418084,359.9027604,865.2633271
BI10,156,2499.59,-6.525951567,6.562352934,707.9354622,456.5749792,1097.678676
BI10,156.1,2500.39,-6.200581614,6.783604502,883.246658,569.6399545,1369.504812
BI10,156.2,2501.18,-6.908088557,6.302499781,545.9349237,352.0945619,846.4911792
BI10,156.3,2501.98,-6.847415339,6.343757569,568.9300943,366.9250374,882.145995
BI10,156.4,2502.77,-6.818139724,6.363664988,580.3695105,374.3027596,899.8832095
BI10,156.5,2503.56,-6.423852518,6.631780288,758.831908,489.4000669,1176.595394
BI10,156.6,2504.36,-6.652302921,6.476434014,649.6501672,418.9845366,1007.305289
BI10,156.7,2505.15,-6.666980353,6.46645336,643.1984834,414.823596,997.3017279
BI10,156.8,2505.95,-6.932401433,6.285967026,536.9833162,346.3213238,832.611399
BI10,156.9,2506.74,-6.684102339,6.454810409,635.753182,410.021833,985.7575279
BI10,157,2507.54,-6.969332102,6.260854171,523.6660493,337.7325029,811.9625112
BI10,157.1,2508.33,-6.446004072,6.616717231,747.4872371,482.0834496,1159.005085
BI10,157.2,2509.13,-6.768565048,6.397375767,600.267727,387.1358896,930.7360897
BI10,157.3,2509.92,-6.403621501,6.645537379,769.3433658,496.1793129,1192.893777
BI10,157.4,2510.72,-7.146517399,6.140368169,464.2244523,299.3963164,719.7962376
BI10,157.5,2511.51,-6.752568114,6.408253682,606.8330321,391.370109,940.9158246
BI10,157.6,2512.31,-7.100279243,6.171810115,479.0524617,308.9594736,742.7875844
BI10,157.7,2513.1,-7.508969902,5.893900467,362.8176864,233.9951682,562.5615029
BI10,157.8,2513.89,-6.842729683,6.346943816,570.7457366,368.0960154,884.9612118
BI10,157.9,2514.69,-6.72343172,6.42806643,618.9759571,399.2015513,959.7438543
BI10,158,2515.48,-6.30872139,6.710069455,820.627634,529.2545223,1272.411827
BI10,158.1,2516.28,-7.639040856,5.805452218,332.1053434,214.1875896,514.9409418
BI10,158.2,2517.07,-7.298071741,6.037311216,418.7655497,270.0781107,649.3106204
BI10,158.3,2517.87,-6.401479474,6.646993958,770.4647912,496.9025635,1194.632586
BI10,158.4,2518.66,-6.812799384,6.367296419,582.4809138,375.6644854,903.1570142
BI10,158.5,2519.46,-7.147893002,6.139432759,463.7904151,299.116389,719.1232478
BI10,158.6,2520.25,-6.721594361,6.429315835,619.7497915,399.7006271,960.9437116
BI10,158.7,2521.05,NA,NA,NA,NA,NA
BI10,158.8,2521.84,-8.258634404,5.384128605,217.9201269,140.5451241,337.8927729
BI10,158.9,2522.63,-6.81751445,6.364090174,580.6163281,374.4619419,900.2659089
BI10,159,2523.43,-5.969593445,6.940676457,1033.469076,666.5242062,1602.429922
BI10,159.1,2524.22,-6.754452066,6.406972595,606.0561237,390.8690507,939.711201
BI10,159.2,2525.02,-7.767363608,5.718192747,304.3543801,196.2899193,471.9121034
BI10,159.3,2525.81,-6.465123597,6.603715954,737.8318507,475.8563172,1144.034071
BI10,159.4,2526.61,-6.708849909,6.437982062,625.1440242,403.1795765,969.3076579
BI10,159.5,2527.4,-6.742399195,6.415168547,611.043742,394.0857587,947.4446775
BI10,159.6,2528.2,-6.847769342,6.343516847,568.7931568,366.8367211,881.9336685
BI10,159.7,2528.99,-6.651428309,6.47702875,650.0366526,419.233796,1007.904548
BI10,159.8,2529.79,-7.531869003,5.878329078,357.2118696,230.3797601,553.8694881
BI10,159.9,2530.58,NA,NA,NA,NA,NA
BI10,160,2531.37,-6.889899128,6.314868593,552.7294233,356.4765977,857.0262883
BI10,160.1,2532.04,-6.284413973,6.726598498,834.3045457,538.075292,1293.618356
BI10,160.2,2532.7,-7.689965896,5.770823191,320.801705,206.8974357,497.4142554
BI10,160.3,2533.37,-6.310547451,6.708827733,819.6092754,528.5977435,1270.832826
BI10,160.4,2534.03,-6.785683806,6.385735012,593.3206701,382.6554638,919.9644352
BI10,160.5,2534.7,-6.454269029,6.61109706,743.2980143,479.3816577,1152.509549
BI10,160.6,2535.36,-6.70403721,6.441254697,627.1932439,404.5011976,972.4850447
BI10,160.7,2536.03,-7.056462599,6.201605433,493.5407519,318.3035326,765.2521847
BI10,160.8,2536.69,-7.220185037,6.090274175,441.5424544,284.7678181,684.6270071
BI10,160.9,2537.36,-6.769504195,6.396737147,599.8845064,386.8887358,930.1418928
BI10,161,2538.02,-6.596839874,6.514148886,674.6195388,435.0882507,1046.021172
BI10,161.1,2538.69,-6.259987691,6.74320837,848.2779643,547.0872905,1315.28463
BI10,161.2,2539.35,-5.797731671,7.057542464,1161.587013,749.1524222,1801.08126
BI10,161.3,2540.02,-6.623116191,6.49628099,662.6725588,427.383181,1027.496962
BI10,161.4,2540.68,-7.781433198,5.708625425,301.456409,194.4209056,467.4186979
BI10,161.5,2541.35,-6.633868521,6.488969406,657.8450424,424.2697288,1020.011729
BI10,161.6,2542.01,-8.094847951,5.495503393,243.594119,157.1032753,377.7011949
BI10,161.7,2542.67,-6.576752802,6.527808095,683.8975288,441.0719855,1060.40702
BI10,161.8,2543.34,-6.910215664,6.301053348,545.1458363,351.5856489,845.2676717
BI10,161.9,2544,-7.679786602,5.777745111,323.0299717,208.3345312,500.8692608
BI10,162,2544.67,-6.445222183,6.617248916,747.8847702,482.3398341,1159.621474
BI10,162.1,2545.33,-6.503445753,6.577656888,718.8530013,463.6161227,1114.606702
BI10,162.2,2546,-6.709609172,6.437465763,624.8213464,402.9714691,968.8073346
BI10,162.3,2546.66,-7.272930658,6.054407153,425.9862857,274.7350428,660.5066239
BI10,162.4,2547.33,-6.97246909,6.258721019,522.5501807,337.0128361,810.2323179
BI10,162.5,2547.99,-6.404133691,6.64518909,769.0754585,496.0065291,1192.478377
BI10,162.6,2548.66,-7.128401597,6.152686914,469.9784836,303.1073139,728.7180642
BI10,162.7,2549.32,-6.644452392,6.481772373,653.1275069,421.2272075,1012.697026
BI10,162.8,2549.99,-6.500407447,6.579722936,720.3397214,464.574966,1116.911913
BI10,162.9,2550.65,-6.085068727,6.862153266,955.4221318,616.188711,1481.415407
BI10,163,2551.32,-6.406975643,6.643256563,767.5906343,495.0489085,1190.176105
BI10,163.1,2551.98,-6.349474216,6.682357533,798.1986754,514.7892189,1237.634943
BI10,163.2,2552.65,-5.921968302,6.973061555,1067.485919,688.4629848,1655.174226
BI10,163.3,2553.31,-6.918624565,6.295335296,542.0375588,349.5810005,840.4481788
BI10,163.4,2553.98,-6.731042454,6.422891131,615.7808463,397.1409007,954.7897234
BI10,163.5,2554.64,-6.575051372,6.528965067,684.6892372,441.582589,1061.634592
BI10,163.6,2555.3,-6.352653933,6.680195326,796.4746687,513.6773402,1234.96181
BI10,163.7,2555.97,-7.099980018,6.172013588,479.1499458,309.0223449,742.938737
BI10,163.8,2556.63,-6.264949088,6.73983462,845.4209087,545.2446648,1310.854666
BI10,163.9,2557.3,-7.082711818,6.183755964,484.8094678,312.6723896,751.7140235
BI10,164,2557.96,-7.584472774,5.842558514,344.660031,222.2845935,534.4074236
BI10,164.1,2558.63,-6.434640934,6.624444165,753.2853937,485.8229052,1167.99533
BI10,164.2,2559.29,-6.374977497,6.665015302,784.475469,505.9385919,1216.356632
BI10,164.3,2559.96,-6.845758978,6.344883895,569.5712558,367.3385473,883.1401382
BI10,164.4,2560.62,-7.128568845,6.152573185,469.9250366,303.0728439,728.6351928
BI10,164.5,2561.29,-6.50143266,6.579025791,719.8377153,464.2512029,1116.133535
BI10,164.6,2561.95,-6.58476716,6.522358331,680.1805864,438.6747856,1054.643771
BI10,164.7,2562.62,-7.052201883,6.20450272,494.9727545,319.2270865,767.4725548
BI10,164.8,2563.28,-6.120712473,6.837915518,932.5432381,601.4332269,1445.940882
BI10,164.9,2563.95,-6.57917811,6.526158885,682.770568,440.345165,1058.659628
BI10,165,2564.61,-6.955152532,6.270496278,528.7397148,341.0047062,819.8294069
BI10,165.1,2565.28,-7.096821715,6.174161234,480.1800961,309.6867287,744.536021
BI10,165.2,2565.94,-6.31298655,6.707169146,818.2510086,527.7217446,1268.726786
BI10,165.3,2566.6,-5.321172738,7.381602538,1606.161642,1035.875807,2490.40976
BI10,165.4,2567.27,-5.316594906,7.384715464,1611.169294,1039.105436,2498.1743
BI10,165.5,2567.93,-6.901014663,6.307310029,548.5673322,353.792304,850.5728207
BI10,165.6,2568.6,-6.463081458,6.605104609,738.857156,476.5175762,1145.623843
BI10,165.7,2569.26,-6.706888912,6.43931554,625.978196,403.7175662,970.6010704
BI10,165.8,2569.93,-7.334251018,6.012709308,408.5888149,263.5147405,633.5312374
BI10,165.9,2570.59,-6.309138754,6.709785647,820.3947668,529.1043372,1272.050758
BI10,166,2571.26,NA,NA,NA,NA,NA
BI10,166.1,2571.92,-6.516894866,6.568511491,712.3087757,459.3954983,1104.459651
BI10,166.2,2572.59,-7.526766515,5.88179877,358.4534374,231.1804952,555.7945824
BI10,166.3,2573.25,-6.88004144,6.321571821,556.4469403,358.8741683,862.7904284
BI10,166.4,2573.92,-6.693778765,6.44823044,631.583678,407.3327585,979.2925662
BI10,166.5,2574.58,-7.095556586,6.175021522,480.5933669,309.953263,745.1768118
BI10,166.6,2575.25,-7.096540278,6.174352611,480.2720004,309.7460013,744.6785219
BI10,166.7,2575.91,-7.583171186,5.843443594,344.9652176,222.4814202,534.8806263
BI10,166.8,2576.58,-6.42232246,6.632820727,759.6218375,489.909523,1177.820207
BI10,166.9,2577.24,-7.561195914,5.858386778,350.1588044,225.8309653,542.9334641
BI10,167,2577.9,-6.849682631,6.342215811,568.0536173,366.3597635,880.7869867
BI10,167.1,2578.57,-6.565566735,6.53541462,689.1194479,444.4398033,1068.503788
BI10,167.2,2579.23,-7.243155513,6.074654251,434.6991798,280.3543254,674.0162707
BI10,167.3,2579.9,-7.068094562,6.193695698,489.6523737,315.7957671,759.2231184
BI10,167.4,2580.56,-6.735366834,6.419950553,613.9727542,395.9747921,951.9862133
BI10,167.5,2581.23,-7.050377577,6.205743248,495.5871631,319.6233424,768.4252168
BI10,167.6,2581.89,-8.995313789,4.883186623,132.0507903,85.16466549,204.7493654
BI10,167.7,2582.56,-6.422980403,6.632373326,759.2820578,489.6903859,1177.293367
BI10,167.8,2583.22,-7.284371448,6.046627415,422.6850822,272.6059689,655.3879926
BI10,167.9,2583.89,-6.470799504,6.599856337,734.9895911,474.023234,1139.627048
BI10,168,2584.55,-6.705544937,6.440229443,626.5505409,404.0866935,971.4885111
BI10,168.1,2585.22,-6.317093432,6.704376466,815.9690834,526.2500428,1265.188581
BI10,168.2,2585.88,-7.175776589,6.120471919,455.0794047,293.4983212,705.6165217
BI10,168.3,2586.55,-7.022234618,6.22488046,505.1626516,325.7989456,783.2723464
BI10,168.4,2587.21,-6.852125109,6.340554926,567.1109286,365.7517871,879.325315
BI10,168.5,2587.88,-6.945051064,6.277365276,532.3841294,343.3551302,825.4801991
BI10,168.6,2588.54,-8.15524245,5.454435134,233.7927722,150.7820074,362.5038642
BI10,168.7,2589.21,-6.457078822,6.609186401,741.879181,478.4665972,1150.309598
BI10,168.8,2589.87,-7.941129543,5.600031911,270.4350371,174.4140222,419.3189765
BI10,168.9,2590.53,-6.754288393,6.407083893,606.1235801,390.9125559,939.8157945
BI10,169,2591.2,-7.349921309,6.00205351,404.2580897,260.7216883,626.8162966
BI10,169.1,2591.86,-6.582494534,6.523903717,681.2325404,439.3532314,1056.274863
BI10,169.2,2592.53,-5.527958283,7.240988368,1395.472529,899.9942438,2163.728927
BI10,169.3,2593.19,-5.916655172,6.976674483,1071.349645,690.954851,1661.165067
BI10,169.4,2593.86,-6.668032745,6.465737733,642.7383581,414.5268434,996.5882876
BI10,169.5,2594.52,-6.492997124,6.584761956,723.9786881,466.9218765,1122.554259
BI10,169.6,2595.19,-7.426358578,5.950076167,383.7825695,247.5162328,595.068287
BI10,169.7,2595.85,-6.71493171,6.433846437,622.5640018,401.5156202,965.307243
BI10,169.8,2596.52,-7.199655007,6.104234595,447.7498004,288.7711758,694.2517141
BI10,169.9,2597.18,-7.287136002,6.044747519,421.8912244,272.0939793,654.1570882
BI10,170,2597.85,-6.498658585,6.580912162,721.1968778,465.1277794,1118.240964
BI10,170.1,2598.53,-7.574278438,5.849490662,347.0575659,223.8308566,538.1248854
BI10,170.2,2599.22,NA,NA,NA,NA,NA
BI10,170.3,2599.91,-8.018249083,5.547590624,256.6185198,165.5032155,397.8959837
BI10,170.4,2600.59,-6.574680597,6.529217194,684.8618876,441.6939379,1061.902292
BI10,170.5,2601.28,-6.499928008,6.580048955,720.5746038,464.7264508,1117.276107
BI10,170.6,2601.97,-7.257848612,6.064662944,430.3775918,277.5671661,667.3154975
BI10,170.7,2602.65,-7.615673777,5.821341832,337.4245169,217.6181305,523.1885062
BI10,170.8,2603.34,-7.577005553,5.847636224,346.4145655,223.4161607,537.1278907
BI10,170.9,2604.02,-6.878373279,6.32270617,557.0785037,359.281488,863.7696896
BI10,171,2604.71,-7.607996286,5.826562526,339.1907134,218.7572189,525.9270556
BI10,171.1,2605.4,-7.730223613,5.743447943,312.1387945,201.3103895,483.98211
BI10,171.2,2606.08,-7.327610183,6.017225076,410.4380794,264.7074028,636.3985866
BI10,171.3,2606.77,-7.188955452,6.111510293,451.0193723,290.8798492,699.3212996
BI10,171.4,2607.46,-6.817497532,6.364101678,580.6230077,374.4662498,900.2762658
BI10,171.5,2608.14,-6.913287567,6.298964454,544.008273,350.8519903,843.50384
BI10,171.6,2608.83,-6.437680005,6.622377597,751.7302854,484.8199557,1165.58408
BI10,171.7,2609.52,-6.189433393,6.791185293,889.9678093,573.9746851,1379.926192
BI10,171.8,2610.2,-6.351927447,6.680689336,796.8682327,513.9311649,1235.572045
BI10,171.9,2610.89,-8.347495616,5.323702981,205.1421146,132.3040895,318.0800183
BI10,172,2611.58,-8.019001705,5.547078841,256.4872205,165.4185354,397.6923994
BI10,172.1,2612.26,-6.547028554,6.548020583,697.8614472,450.077857,1082.058564
BI10,172.2,2612.95,-7.347872274,6.003446854,404.8217528,261.0852164,627.690276
BI10,172.3,2613.63,-6.845525202,6.345042863,569.6618064,367.3969469,883.2805401
BI10,172.4,2614.32,-8.168510037,5.445413175,231.6929897,149.4277764,359.248078
BI10,172.5,2615.01,-7.526530238,5.881959438,358.5110341,231.2176415,555.8838881
BI10,172.6,2615.69,-7.880331822,5.641374361,281.8498158,181.7758548,437.0179899
