Location,Site,Section,sample,min_depth,max_depth,depth,SH20_age,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,Mo_inc,Mo_coh,coh_inc,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_inc_sd,Mo_coh_sd,coh_inc_sd,water_content_pc,water_content_err,dry_mass_pc,dry_mass_err,density_gcm3,density_gcm3_err,P_ICP,P_ICP_sd,K_ICP,K_ICP_sd,Ca_ICP,Ca_ICP_sd,Ti_ICP,Ti_ICP_sd,Mn_ICP,Mn_ICP_sd,Fe_ICP,Fe_ICP_sd,Co_ICP,Co_ICP_sd,Ni_ICP,Ni_ICP_sd,Cu_ICP,Cu_ICP_sd,Zn_ICP,Zn_ICP_sd,As_ICP,As_ICP_sd,Rb_ICP,Rb_ICP_sd,Sr_ICP,Sr_ICP_sd,Zr_ICP,Zr_ICP_sd,Pb_ICP,Pb_ICP_sd,Th_ICP,Th_ICP_sd
Bird Island,BI10,BI10.12,465,452.8,453.9,453.4,7290.508333,15770.58333,57516.75,1.338333333,0.004181258,0.026389311,0.024306476,0.012323686,1.582295429,0.012194076,0.006872332,0.005693165,0.000937051,0.009095289,0.073976112,0.03108307,1,0.226903901,0.226903901,0.002692899,0.010539795,0.011756432,0.007730182,0.225272668,0.004085085,0.000698661,0.001902024,0.00123008,0.00340969,0.024632689,0.004293019,0,0.019241966,0.019241966,68.15019044,3.407509522,31.84980956,3.184980956,0.377628666,0.037762867,4480.636884,7.550856231,5147.889503,1470.473436,11483.54156,242.7777321,2897.539841,26.18796901,201.9552017,1.015089484,29511.5462,32.1048001,4.280007535,0.041449262,7.193324268,0.051191387,39.15988603,0.099160724,62.26601894,0.072783962,7.060998051,0.166110574,21.73821403,0.324179306,227.4544094,2.714332835,60.0329846,0.581671393,9.227439886,0.098137776,2.660639192,0.035397346
Bird Island,BI10,BI10.12,469,458.3,459.3,458.8,7450.618182,21292.72727,58885,1.335454545,0.000975324,0.009198171,0.005388561,0.001957794,0.388768628,0.00312487,0.005826919,0.003827217,0.000521538,0.002438567,0.024863994,0.021599289,1,0.162143465,0.162143465,0.000563678,0.001912181,0.001553327,0.00044355,0.17425965,0.002062144,0.00104553,0.00116686,0.000843166,0.002239108,0.005931939,0.003083471,0,0.0049731,0.0049731,61.4854044,3.07427022,38.5145956,3.85145956,0.507021768,0.050702177,3299.466766,30.96016951,5505.035933,1603.539606,10269.18303,319.7998586,3795.356029,93.10104025,311.4480017,8.47360052,35173.56997,618.3618955,7.368448017,0.084118008,6.263265577,0.073683145,34.66157048,0.4641381,58.60550147,0.854908221,5.441478568,0.110837604,21.04953065,0.452109582,198.7277638,1.546696593,50.93045401,0.738584595,7.052044782,0.041003547,2.246205468,0.019015327
Bird Island,BI10,BI10.12,475,466.1,467.2,466.6,7672.183333,22271.58333,59847.83333,1.283333333,0.001183403,0.008627971,0.004895215,0.002041656,0.300075495,0.004594446,0.005464678,0.004279122,0.000310418,0.001607696,0.017902049,0.021832378,1,0.162107014,0.162107014,0.000635129,0.001465081,0.001408025,0.000492783,0.036943605,0.001989146,0.000766175,0.001189173,0.000366503,0.001564084,0.006173734,0.001412784,0,0.004334642,0.004334642,35.36524937,1.768262469,64.63475063,6.463475063,1.003750491,0.100375049,3150.347901,22.05986399,6097.843222,1936.386236,12229.13292,864.7429197,5093.523369,50.42995617,353.3049619,9.842514542,30813.78663,1575.735471,5.122222899,0.145873046,6.301289954,0.20152179,25.95749555,0.857134355,40.82277223,1.397062702,5.26394517,0.065585643,23.73857998,0.966107219,302.9231828,5.375215015,78.78952034,1.427199314,6.654761939,0.283669051,3.325135249,0.156443082
Bird Island,BI10,BI10.12,479,471.4,472.4,471.9,7821.063636,20921.72727,58109.63636,1.321818182,0.001141573,0.009068749,0.004991387,0.001594512,0.373731792,0.005278539,0.005551754,0.004723332,0.000370838,0.002504473,0.020198606,0.02252141,1,0.168467554,0.168467554,0.000472767,0.001436546,0.001228531,0.000709199,0.047188439,0.001416489,0.001085062,0.001139139,0.000532719,0.001776341,0.006748836,0.002780035,0,0.008841814,0.008841814,70.44739698,3.522369849,29.55260302,2.955260302,0.348543289,0.034854329,5218.223333,7.043425533,6175.999603,1855.683454,9855.628818,190.0778574,3509.410749,57.96869106,115.4337622,1.894932065,13189.89932,129.6827163,5.35222129,0.027518772,9.999536344,0.112403008,89.58971424,1.243282919,35.42302354,0.65822487,3.566731737,0.069025258,30.35980649,0.744553021,245.5928888,4.87578685,55.86097273,0.54284315,7.476387324,0.031961795,2.37928939,0.024414367
Bird Island,BI10,BI10.12,484,478.2,479.2,478.7,8011.509091,21790,55455.72727,1.312727273,0.00096892,0.007573528,0.002840662,0.001213641,0.130120057,0.001795082,0.005433902,0.005559559,0.000384485,0.002342675,0.023924734,0.022733035,1,0.15564358,0.15564358,0.000345102,0.001273562,0.0012699,0.000456261,0.018684238,0.001033506,0.00083091,0.001579188,0.000764452,0.001983824,0.002366274,0.002416945,0,0.00353544,0.00353544,73.94626198,3.697313099,26.05373802,2.605373802,0.308842251,0.030884225,5825.980155,52.44956405,5968.444872,1958.591437,10048.24434,653.9557626,3248.960975,183.8381806,105.7636335,5.529308912,10103.92743,578.8562016,5.409379617,0.23362155,13.45589808,0.463413678,97.79698974,5.191445766,54.064265,2.19762822,3.357694565,0.043389456,28.7689376,1.015325028,254.6825264,3.27008475,50.67135824,0.810955899,8.452626598,0.312120132,2.138035712,0.09205157
Bird Island,BI10,BI10.13,506,473.4,474.5,474,7881.691667,20826.08333,59943.75,1.424166667,0.001254491,0.010236581,0.005359725,0.001874661,0.483439449,0.004595079,0.005849039,0.005303372,0.001271745,0.004458223,0.031149065,0.022859068,1,0.16606394,0.16606394,0.000504229,0.001407981,0.000965206,0.00072332,0.071003059,0.002316729,0.001021273,0.002265255,0.001725557,0.001449855,0.007103973,0.00178697,0,0.004827654,0.004827654,74.61693659,3.73084683,25.38306341,2.538306341,0.275349745,0.027534974,1867.157105,9.197573139,2516.983872,857.2828993,6960.861032,157.416355,1199.537678,19.22244936,60.6622639,0.521352206,33521.67785,153.1315042,21.80830378,0.383297426,10.48832859,0.122763336,46.69505839,0.266664267,136.0251037,1.154440273,7.513560787,0.135235689,10.73581104,0.228115294,111.667296,0.974152096,21.85695903,0.227943318,4.184776208,0.042481992,0.991208795,0.007184844
Bird Island,BI10,BI10.13,519,491,492,491.5,8384.236364,21587.27273,62373.45455,1.338181818,0.000495886,0.008601022,0.002050937,0.001139401,0.426671594,0.005542625,0.005376158,0.006310595,0.001558503,0.001972572,0.022893886,0.019874688,1,0.165775222,0.165775222,0.000322317,0.001040385,0.000648691,0.000459046,0.139202983,0.002116979,0.00145354,0.001034011,0.001402121,0.001462219,0.002580374,0.002689011,0,0.003774207,0.003774207,61.87547013,3.093773507,38.12452987,3.812452987,0.425132074,0.042513207,5731.950298,32.12000598,790.4601626,305.8039749,7012.381581,44.90787058,307.9839209,4.116043221,64.82600414,1.104452514,19102.04921,190.2959459,14.81752131,0.234127184,14.68864067,0.077615628,78.63602567,0.631116592,94.75874646,2.09078523,4.2798937,0.044961711,3.470088908,0.051336491,131.8281488,1.128119455,7.181000574,0.167559119,4.406393906,0.009614021,0.594316804,0.008707315
Bird Island,BI10,BI10.13,522,494.8,495.8,495.3,8490.036364,21632,65648.63636,1.413636364,0.000787063,0.010200589,0.003206936,0.001491049,0.603455946,0.004291495,0.005112426,0.005664482,0.00103988,0.001349792,0.024240216,0.019641849,1,0.164327659,0.164327659,0.000442788,0.00166737,0.001643492,0.00066631,0.272556068,0.002144688,0.000803187,0.001322131,0.000951073,0.001396764,0.004616677,0.003145918,0,0.00605834,0.00605834,76.88644665,3.844322333,23.11355335,2.311355335,0.242239103,0.02422391,8552.630611,86.09986976,3163.380594,1060.826347,9040.006112,121.9027865,1347.461524,14.95676567,87.95481953,1.208105913,17067.4608,48.08420766,4.1377886,0.019010108,13.66412704,0.131993681,99.33071721,5.308945902,57.03901807,0.139519515,5.021044644,0.084295908,14.31278916,0.159446453,224.4453244,2.552502686,28.83560184,0.21722532,11.05154273,0.183321819,1.626818587,0.027086211
Bird Island,BI10,BI10.13,525,498.7,499.7,499.2,8597.97,21969.2,75244.2,1.42,0.001818125,0.016364497,0.005568195,0.004053499,1.070003793,0.008932855,0.006844212,0.012228993,0.005551485,0.002913352,0.040629443,0.0214672,1,0.181211009,0.181211009,0.000911479,0.004138587,0.002901723,0.002345177,0.256179567,0.001739905,0.000982995,0.002173954,0.003611381,0.001455023,0.009911226,0.002282956,0,0.011687875,0.011687875,72.94537302,3.647268651,27.05462698,2.705462698,0.408877653,0.040887765,7419.560931,130.1713155,6266.517708,1913.941942,11396.20863,173.5311002,2883.518514,39.47106595,169.8695081,6.194816384,32079.57549,646.9348498,10.38268079,0.298178052,13.11407391,0.450378152,78.85879013,2.91695892,47.08824283,2.313488133,6.288348336,0.156785698,25.23019472,0.998221456,262.4737246,2.533130332,49.62591564,0.75197774,10.71886514,0.095384019,2.562984296,0.028069395
Bird Island,BI10,BI10.13,529,503.9,505.1,504.5,8738.44,22666.2,76962.9,1.376,0.001140691,0.016884123,0.002807169,0.002050367,0.965415133,0.008850585,0.007195063,0.016765755,0.009004655,0.000150134,0.034017183,0.019045573,1,0.167993663,0.167993663,0.000568749,0.002976561,0.001252235,0.000508444,0.331231706,0.003337766,0.001735017,0.004205586,0.001757042,0.000310212,0.003568402,0.001901016,0,0.007156707,0.007156707,81.7476315,4.087381575,18.2523685,1.82523685,0.161209432,0.016120943,8532.394848,27.06455729,1326.826528,440.8838882,7680.69076,235.9017829,440.1427786,8.564769473,77.40139067,1.444532107,40180.34818,163.829273,32.08267707,0.182515294,54.67369247,0.401191653,273.7512725,0.443798565,160.9095737,2.671233854,6.723116051,0.083862022,4.409343496,0.109085804,198.8915063,1.2109063,8.837063052,0.072120194,2.529190132,0.009725697,0.669759257,0.001692966
Isla Hermite,HER42PB,HER42PB_1A,3,2.5,3.7,3.1,-30.62692308,19465.15385,53638,1.333846154,0.002375766,0.01423161,0.00422792,0.003994251,0.245809701,0.002607245,0.005384863,0.003583673,0.000425098,0.003404718,0.022171162,0.021188341,1,0.168708174,0.168708174,0.000550178,0.001338968,0.00198246,0.000941839,0.040078484,0.00134487,0.001200763,0.00147023,0.000684366,0.002477338,0.002853829,0.003869997,0,0.004419991,0.004419991,79.47800322,3.973900161,20.52199678,2.052199678,0.245198178,0.024519818,1827.041566,37.63705626,5443.67845,181.2744924,15948.18938,296.6363225,1607.114721,33.91012061,407.4375349,2.240906442,14682.28264,138.0134568,4.851245271,0.115944762,4.965819612,0.116696761,23.13004442,0.161910311,42.19689147,0.624513994,2.909070465,0.066908621,17.13305574,0.606510173,204.6688961,2.906298325,8.791484806,0.12132249,5.273214186,0.114428748,1.358963465,0.018889592
Isla Hermite,HER42PB,HER42PB_1A,5,5.3,6.5,5.9,-1.388461538,18793.53846,53598.84615,1.421538462,0.002866984,0.01651888,0.00584043,0.005322393,0.368575817,0.003152573,0.005819788,0.00307145,0.000270014,0.005946501,0.031307131,0.020920068,1,0.180820653,0.180820653,0.000628315,0.003223022,0.002711286,0.001415715,0.047085528,0.001141474,0.000881354,0.001479752,0.000539399,0.003117099,0.006888341,0.003057084,0,0.005911097,0.005911097,71.58035749,3.579017875,28.41964251,2.841964251,0.360788755,0.036078875,2039.850817,36.30934454,5975.780316,106.9664677,16588.68048,111.1441592,1837.980819,28.85629885,366.7929674,4.804987873,16189.75967,153.8027168,5.402833637,0.043222669,5.507249153,0.124463831,28.86151963,0.069267647,35.42095591,0.354209559,3.290427423,0.090157711,22.17089462,0.341431777,214.4801797,2.487970085,9.110923126,0.162174432,5.90081533,0.105034513,2.374515933,0.022795353
Isla Hermite,HER42PB,HER42PB_1A,7,8.1,9.3,8.7,27.85,19866.30769,66045.07692,1.385384615,0.004225045,0.019967979,0.007211233,0.005236462,0.890385049,0.005639055,0.006661762,0.003727955,0.000379986,0.004476927,0.033824748,0.021408296,1,0.186126875,0.186126875,0.001456815,0.003038266,0.001356339,0.00115258,0.115896727,0.001708796,0.001262761,0.001650839,0.0005336,0.001413962,0.00491897,0.003808997,0,0.008447015,0.008447015,29.61002281,1.480501141,70.38997719,7.038997719,1.012276019,0.101227602,1919.062535,23.98828169,5333.453521,102.4023076,15380.19155,46.14057465,1832.527324,6.413845634,315.5650704,3.09253769,16934.94085,255.7176068,4.923853521,0.059086242,4.900777465,0.204852498,28.38931831,0.300926774,31.93149296,0.194782107,3.519098592,0.078475899,20.66172394,0.413234479,191.8197183,0.230183662,8.621791549,0.062939078,5.546907042,0.017195412,2.135112113,0.015372807
Isla Hermite,HER42PB,HER42PB_1A,9,10.9,12.1,11.5,56.44538462,20964.61538,65795.53846,1.410769231,0.003249051,0.017611646,0.008235471,0.00444057,0.707278704,0.005635235,0.005922897,0.003218852,5.08182E-05,0.003987783,0.02675302,0.02445899,1,0.176783745,0.176783745,0.000660266,0.004452431,0.004039144,0.001505652,0.164579476,0.002575395,0.000829233,0.001819067,0,0.001907207,0.00568136,0.006823032,0,0.006256354,0.006256354,75.74731616,3.787365808,24.25268384,2.425268384,0.292144605,0.02921446,1818.155266,21.27241661,5207.184,104.6643984,15558.14641,281.60245,1580.648497,25.4484408,291.4015196,1.981530334,17138.00234,174.8076238,4.715790685,0.102332658,5.241528694,0.172446294,33.07658228,0.588763165,27.71352621,0.146881689,3.519010192,0.08621575,18.82353425,0.246588299,198.4859127,1.290158433,8.287638868,0.061328528,5.55327284,0.067749929,2.013655832,0.010672376
Isla Hermite,HER42PB,HER42PB_1A,13,16.3,17.5,16.9,110.5192308,18354.53846,46608.69231,1.352307692,0.002013905,0.010634587,0.003055788,0.002509088,0.130594667,0.003003859,0.005789057,0.004790681,0.000155606,0.003546657,0.025588979,0.023866534,1,0.176709254,0.176709254,0.000637676,0.001988189,0.00064197,0.000606683,0.0137011,0.001446169,0.001133416,0.001518018,0.00032052,0.002305062,0.003501479,0.003340701,0,0.002680377,0.002680377,71.91050025,3.595525013,28.08949975,2.808949975,0.345137645,0.034513765,1537.778135,13.37866977,5837.940234,81.73116327,17669.83951,81.28126176,1819.746676,23.83868146,318.8457154,3.985571442,13667.24784,118.9050562,5.347190156,0.056145497,6.351383957,0.153703492,33.89863255,0.559327437,28.93439766,0.506351959,3.526025127,0.07157831,20.45548446,0.186144909,217.6036906,2.023714323,10.6404829,0.029793352,6.561300175,0.142380214,1.938320973,0.021709195
Isla Hermite,HER42PB,HER42PB_1A,16,20.5,21.6,21.1,152.4066667,17416.58333,46639,1.306666667,0.00263749,0.013199986,0.00569281,0.004377385,0.244618991,0.004660063,0.006541881,0.005375729,0.000122089,0.004448648,0.035049967,0.02390021,1,0.183069921,0.183069921,0.000941332,0.002432385,0.001863669,0.001256716,0.047151929,0.001666301,0.001061057,0.002040743,0.00024689,0.001663329,0.00734024,0.003730082,0,0.006360495,0.006360495,67.13543578,3.356771789,32.86456422,3.286456422,0.603070633,0.060307063,1081.37795,27.68327553,6956.874444,214.2717329,21182.64262,288.0839396,2092.551562,28.04019092,343.7990278,4.950706,11986.74089,38.35757086,4.922970952,0.064490919,6.39350629,0.235920382,28.97734663,0.156477672,27.00122448,0.615627918,2.560291583,0.019714245,22.53472619,0.574635518,287.7800097,3.53969412,20.13391113,0.39865144,7.959380853,0.217291097,8.55452875,0.111208874
Isla Hermite,HER42PB,HER42PB_1A,20,26.1,27.3,26.7,210.7630769,16929.84615,45918,1.362307692,0.003249363,0.017994062,0.008129664,0.00523508,0.283322733,0.00179418,0.006065393,0.004044148,0.000404318,0.005434669,0.037613078,0.024220666,1,0.186192238,0.186192238,0.000735134,0.005024195,0.003361635,0.001330125,0.028321083,0.001276516,0.000870394,0.001744817,0.000666752,0.001717009,0.005174942,0.003197561,0,0.004069548,0.004069548,68.52043629,3.426021815,31.47956371,3.147956371,0.434378762,0.043437876,1396.766862,19.55473607,5864.826617,211.1337582,16828.03623,129.575879,2256.103454,45.34767943,382.915235,1.64653551,14179.20706,59.55266965,6.646599115,0.108339566,7.84225117,0.241541336,41.9704529,0.247625672,36.91192497,0.11811816,3.985506849,0.07572463,22.63461313,0.371207655,192.0094569,1.056052013,11.10116946,0.204261518,7.31800373,0.071716437,2.247212708,0.018651865
Isla Hermite,HER42PB,HER42PB_1A,25,33.1,34.1,33.6,281.1045455,15819.54545,50811.90909,1.303636364,0.005937271,0.021044097,0.010662597,0.007244019,0.785519401,0.007809357,0.006281705,0.005454281,0.000462579,0.008604122,0.042348902,0.025424303,1,0.207411269,0.207411269,0.002166138,0.002869787,0.00267152,0.001832354,0.054646033,0.002772234,0.001798395,0.001207965,0.000790473,0.005622113,0.008566633,0.002906477,0,0.007302329,0.007302329,59.52633489,2.976316744,40.47366511,4.047366511,0.771593844,0.077159384,1620.284407,23.17006702,8871.994311,120.6591226,23025.53265,198.0195808,3140.602681,31.40602681,585.3572459,7.78525137,35487.97724,670.7227699,9.632847657,0.088622198,11.08791026,0.09757361,61.64578206,1.02948456,47.90043877,0.728086669,6.892109508,0.119922705,34.84930473,0.4460711,237.2807242,5.125263643,16.78597985,0.229967924,10.39092417,0.078971024,3.601557628,0.046460093
Isla Hermite,HER42PB,HER42PB_1A,28,37.1,38.2,37.7,321.895,16145.25,49209.66667,1.344166667,0.007537084,0.033441919,0.015873417,0.008124302,0.607179053,0.004196797,0.006278231,0.005523412,0.000692594,0.008718847,0.047093159,0.024797574,1,0.199898233,0.199898233,0.002718488,0.009709351,0.006086707,0.001506997,0.110584408,0.003020225,0.002117354,0.001617998,0.000870475,0.002361025,0.009611818,0.006153771,0,0.009032944,0.009032944,63.18099355,3.159049677,36.81900645,3.681900645,0.587799686,0.058779969,1400.404816,30.80890594,7746.307975,230.8399776,19806.58483,186.1818974,2780.927179,39.76725866,509.8802514,3.977065961,25321.34917,194.9743886,8.041928644,0.101328301,8.769207812,0.211337908,43.74139458,0.209958694,42.59030524,0.234246679,4.682840687,0.048701543,30.00680597,0.483109576,201.9638553,2.746708433,18.09041528,0.063316453,8.055009204,0.107937123,2.572946266,0.042196319
Isla Hermite,HER42PB,HER42PB_1A,31,41.2,42.3,41.7,363.2825,18131,55430.91667,1.355833333,0.002882292,0.015416427,0.008576732,0.004541918,0.601859134,0.004681578,0.005967934,0.003468796,9.32983E-05,0.005635734,0.026914083,0.023524138,1,0.180753975,0.180753975,0.000730379,0.002537119,0.004542,0.001241846,0.175238082,0.002488794,0.001298144,0.001836621,0.000147156,0.003111895,0.006446611,0.003744833,0,0.009983476,0.009983476,58.6261659,2.931308295,41.3738341,4.13738341,0.743284189,0.074328419,1323.400898,31.62928146,8706.157013,221.1363881,23961.57686,191.6926149,2482.596033,49.15540146,510.7720501,2.24739702,30348.25974,264.0298597,8.722415009,0.070651562,8.979833284,0.241557515,34.73791874,0.340431604,44.27594323,0.509173347,4.573916289,0.065864395,30.61922635,0.814471421,256.1176349,1.075694066,12.6893661,0.16115495,7.76861256,0.122744078,2.073978393,0.01825101
Isla Hermite,HER42PB,HER42PB_1B,40,43.1,44.2,43.7,382.52,20091.08333,59727.91667,1.35,0.002638858,0.014390293,0.005825916,0.004002031,0.496796587,0.004503328,0.006215948,0.004973394,0.000187036,0.004222673,0.021801801,0.021777883,1,0.177930938,0.177930938,0.000934773,0.003000944,0.001965952,0.000974821,0.083066845,0.001828924,0.000641568,0.001445393,0.000365175,0.002549975,0.00325787,0.003356473,0,0.004515915,0.004515915,73.26248768,3.663124384,26.73751232,2.673751232,0.377380815,0.037738081,1598.916078,36.45528657,6598.380417,137.9061507,19881.77207,65.60984782,2488.325779,20.15543881,425.6460716,6.895466359,27170.31131,309.741549,6.251857157,0.096903786,8.651530736,0.255220157,40.88974473,0.249427443,38.26194334,0.566276761,3.722237356,0.115017134,22.88497366,0.157906318,217.7898692,1.350297189,15.7899099,0.203689838,7.571533241,0.196102711,2.209085785,0.028276298
Isla Hermite,HER42PB,HER42PB_1B,48,54,55.1,54.5,493.1425,17799.33333,47476.58333,1.316666667,0.002318292,0.013636328,0.005520634,0.003808124,0.222524032,0.002380866,0.005503256,0.003536493,0.000236459,0.004047997,0.02801677,0.022482089,1,0.178880947,0.178880947,0.000543158,0.001166706,0.001473966,0.000766216,0.014289902,0.001196979,0.001001862,0.001957661,0.000443101,0.001954634,0.003990879,0.003453839,0,0.005906963,0.005906962,75.70263466,3.785131733,24.29736534,2.429736534,0.371069084,0.037106908,1482.982594,20.02026502,4618.995032,122.8652679,16479.65741,75.80642407,1575.735639,15.59978283,285.4554922,3.882194694,13872.977,234.4533113,5.871694204,0.029358471,11.09571628,0.335090632,27.8525667,0.35929811,30.62449678,0.275620471,3.358299908,0.053732799,17.215285,0.129114638,199.578966,1.576673831,9.92564195,0.11116719,5.775742778,0.041007774,1.748714738,0.016437919
Isla Hermite,HER42PB,HER42PB_1B,50,56.7,57.8,57.2,520.6341667,17684.75,46879.25,1.333333333,0.002016554,0.011900243,0.004641702,0.003442724,0.196988876,0.005535862,0.006162424,0.004906066,0.000528626,0.00396509,0.03195251,0.024285915,1,0.183302172,0.183302172,0.000538728,0.001743864,0.001056853,0.000635556,0.025434489,0.001478923,0.001391617,0.001047035,0.000751023,0.002079588,0.005015664,0.004178875,0,0.007672618,0.007672618,68.98881969,3.449440984,31.01118031,3.101118031,0.530621874,0.053062187,746.1273884,12.31110191,3415.579205,69.67781578,10723.74092,15.01323728,1161.29693,11.14845052,213.0614752,1.363593441,10017.06936,131.2236086,4.139917554,0.052576953,5.323592416,0.062818391,16.00316636,0.17603483,21.4504263,0.265985286,1.692478385,0.017094032,12.67297664,0.01647487,119.2508257,0.643954459,6.298210275,0.021413915,3.645247462,0.013122891,1.178669272,0.009782955
Isla Hermite,HER42PB,HER42PB_1B,56,64.7,65.8,65.2,601.5458333,17870.5,47524.66667,1.284166667,0.00219734,0.012893078,0.005866445,0.0035872,0.241841067,0.004533978,0.006299944,0.00401684,0.0003335,0.003293839,0.027562811,0.020762533,1,0.180336404,0.180336404,0.00054702,0.001351827,0.001701113,0.000822967,0.024168039,0.001955567,0.001043913,0.001401952,0.000679164,0.00267553,0.005015943,0.002767857,0,0.008272381,0.008272381,80.10647259,4.005323629,19.89352741,1.989352741,0.315063631,0.031506363,1306.437254,29.00290704,4921.529077,148.6301781,16718.31854,180.5578402,1911.570392,23.70347286,318.8247,5.61131472,18126.438,242.8942692,5.075843538,0.092380352,8.253068077,0.149380532,36.18123,0.137488674,34.30741154,0.161244834,3.075266769,0.043976315,16.21679654,0.37298632,197.3571738,0.967050152,10.43275985,0.040687763,5.613188538,0.092056292,1.741273362,0.040223415
Isla Hermite,HER42PB,HER42PB_1B,60,69.9,70.9,70.4,653.46,17555.45455,46970.45455,1.427272727,0.00168588,0.011188908,0.004525465,0.003935403,0.266176273,0.002563838,0.006236228,0.003972276,0.000131356,0.005393805,0.031207978,0.022035013,1,0.17828778,0.17828778,0.000666433,0.003023626,0.001994516,0.001359936,0.049379758,0.001337655,0.001058359,0.001306643,0.000267114,0.002313852,0.004009988,0.002744942,0,0.004582705,0.004582705,69.14989162,3.457494581,30.85010838,3.085010838,0.547574206,0.054757421,1259.896121,32.63130953,7273.786524,336.7763161,20223.29166,202.2329166,2382.409952,38.35680023,443.5927218,9.58160279,18736.05749,219.2118727,6.595896427,0.11081106,10.60653138,0.328802473,35.46679751,0.539095322,37.68347236,0.844109781,3.361097671,0.05747477,25.92994062,0.739003308,220.559147,3.021660314,10.79469099,0.138172045,6.907777422,0.069077774,2.021298155,0.025266227
Isla Hermite,HER42PB,HER42PB_1B,63,73.7,74.8,74.3,692.3633333,17671.83333,46547.66667,1.275833333,0.001506327,0.010868496,0.004095683,0.002932712,0.194558347,0.003389903,0.006166625,0.005045309,0.000232294,0.003771421,0.0312514,0.023137392,1,0.182009144,0.182009144,0.000406856,0.0018359,0.002002642,0.000714187,0.032941331,0.00167723,0.000995064,0.001441999,0.00062865,0.001859696,0.005582495,0.004204034,0,0.003582856,0.003582856,72.9454191,3.647270955,27.0545809,2.70545809,0.402178631,0.040217863,1344.416439,10.48644822,5415.67046,155.9713092,17750.4328,209.455107,1894.366875,25.95282619,330.5850441,1.454574194,13972.31801,76.84774904,6.245626149,0.014989503,8.570619866,0.118274554,35.40585383,0.400086148,37.52964617,0.240189735,3.85635977,0.057074125,20.04468741,0.567264654,211.7085625,0.296391987,11.40700042,0.087833903,6.150614387,0.077497741,1.940196079,0.02987902
Isla Hermite,HER42PB,HER42PB_1B,69,81.5,82.5,82,770.5218182,15943.90909,51358.63636,1.349090909,0.007200384,0.03468574,0.018600047,0.011797786,0.821262786,0.00593003,0.006331933,0.005132575,0.000442386,0.009123923,0.058283875,0.024079324,1,0.21437147,0.21437147,0.001114355,0.004351968,0.003248821,0.001088479,0.069059479,0.002141344,0.001377204,0.001854955,0.00077722,0.002673593,0.004671824,0.004866109,0,0.009046891,0.009046891,56.09126618,2.804563309,43.90873382,4.390873382,0.795053383,0.079505338,1516.768292,13.34756097,8945.422022,111.8177753,26370.11281,58.01424818,3316.178876,18.57060171,654.0897303,4.251583247,29131.62831,367.0585168,11.02836,0.101460912,12.14358742,0.338806089,49.15261573,0.407966711,53.75514157,0.73644544,4.670383596,0.06538537,36.0531191,0.504743667,255.3811775,0.817219768,18.6667827,0.104533983,8.703494382,0.082683197,3.050648539,0.038438172
Isla Hermite,HER42PB,HER42PB_1C,80,86.5,87.8,87.2,822.2869231,17513.23077,53067,1.379230769,0.004766165,0.025247148,0.011277194,0.007079073,0.594421723,0.004182014,0.006483197,0.005391509,0.000549706,0.007498088,0.046312139,0.024899079,1,0.200281993,0.200281993,0.001610144,0.004887385,0.004429068,0.001202351,0.120380754,0.002652221,0.001187586,0.001867217,0.001087004,0.002608991,0.009788685,0.006890416,0,0.007399419,0.007399419,48.46093102,2.423046551,51.53906898,5.153906898,0.698967031,0.069896703,1197.776996,14.97221245,8976.759109,182.2282099,26667.54291,424.0139323,2867.600154,48.17568258,567.7982591,8.346634409,22528.01628,74.34245371,9.134399757,0.033797279,7.820727692,0.171273936,39.76047449,0.397604745,44.16857409,0.295929446,3.406789555,0.121281708,32.92937976,0.625658215,253.6262866,2.967427554,14.95542664,0.216853686,8.387066316,0.132515648,2.620337879,0.018080331
Isla Hermite,HER42PB,HER42PB_1C,86,94.8,96,95.4,906.45,19630.15385,52476.30769,1.318461538,0.002478485,0.013715929,0.005501202,0.004370143,0.251110035,0.004076951,0.005912713,0.003660667,5.08182E-05,0.00365829,0.026450848,0.022765026,1,0.178004606,0.178004606,0.000445841,0.001730865,0.001280125,0.000814579,0.025006005,0.001979768,0.001172181,0.001251449,0,0.001966194,0.003660153,0.002503941,0,0.004549712,0.004549712,77.24749825,3.862374912,22.75250175,2.275250175,0.269401567,0.026940157,1488.067168,33.33270455,5721.295663,207.6830326,19173.11646,243.4985791,1937.934236,25.58073192,360.8953237,6.820921619,16524.5867,115.6721069,5.668266146,0.064051407,7.733471223,0.12373554,34.52810771,0.252055186,29.23988643,0.245615046,3.435134265,0.059084309,20.28673632,0.730322508,218.7762183,2.472171267,9.993117862,0.109924296,6.148477883,0.045498736,2.101736522,0.025010665
