"depth","SH20_mean_age","surface","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","inc_coh","coh_inc","Total_scatter"
100.8,1553.1,7.76,22195,53570,1.42,19,256,65,24,886,0,59,553,964,42003,5939,7.072402761,0.141394662,47942
100.9,1554.6,7.73,22737,53683,1.28,13,250,19,25,785,0,37,538,604,42358,6187,6.846290609,0.146064498,48545
101,1556.2,7.71,22884,54704,1.41,7,233,30,53,834,0,133,690,715,43044,6132,7.019569472,0.142458879,49176
101.1,1557.5,7.7,22902,53396,1.38,0,265,9,10,845,0,160,383,837,42225,5979,7.062217762,0.141598579,48204
101.2,1559,7.7,23183,55689,1.39,0,280,34,25,1133,0,0,480,742,43462,6321,6.875810789,0.145437394,49783
101.3,1560.4,7.7,23492,55961,1.48,30,261,22,77,1330,0,114,308,977,43710,6306,6.931493815,0.144269046,50016
101.4,1561.9,7.71,23393,55715,1.45,9,263,77,44,1307,0,72,536,837,43283,6285,6.886714399,0.145207125,49568
101.5,1563.4,7.72,23028,54544,1.49,16,207,24,24,969,0,42,351,844,42965,6312,6.806875792,0.146910276,49277
101.6,1564.9,7.73,23009,54623,1.36,8,245,23,48,1128,0,190,546,1004,42691,6036,7.072730285,0.141388115,48727
101.7,1566.3,7.74,23016,55175,1.52,4,195,0,21,1262,0,28,487,908,43298,6097,7.10152534,0.140814818,49395
101.8,1567.9,7.74,23108,54214,1.45,0,127,37,31,941,0,54,460,850,43219,6263,6.900686572,0.144913117,49482
101.9,1569.4,7.72,23346,55191,1.68,11,134,29,58,1848,0,163,431,817,43184,6215,6.948350764,0.143919044,49399
102,1570.7,7.71,23202,55761,1.26,26,191,32,16,1342,0,121,420,829,43665,6231,7.007703418,0.142700103,49896
102.1,1572.2,7.71,23237,55311,1.47,6,194,26,42,1194,0,121,546,898,43352,6452,6.719156851,0.148828197,49804
102.2,1573.7,7.72,22902,54792,1.37,4,204,41,28,1241,0,89,320,1108,42845,6557,6.534238219,0.153040028,49402
102.3,1575.2,7.73,23018,54987,1.31,21,220,42,25,1430,17,22,369,669,42739,6384,6.694705514,0.149371768,49123
102.4,1576.7,7.74,23104,55766,1.59,0,239,39,20,1612,49,45,472,779,43653,6436,6.782628962,0.147435457,50089
102.5,1578,7.76,23137,55550,1.45,16,177,25,33,1612,0,0,466,863,43396,6258,6.934483861,0.144206839,49654
102.6,1579.4,7.76,23143,54543,1.48,0,195,46,32,1490,0,0,361,635,43043,6192,6.951388889,0.143856144,49235
102.7,1580.8,7.76,23212,56333,1.47,18,266,53,47,1238,76,0,378,1054,43935,6511,6.747811396,0.148196199,50446
102.8,1582.3,7.76,23121,55140,1.56,26,170,13,46,891,0,137,363,1078,43461,6546,6.639321723,0.150617795,50007
102.9,1583.8,7.76,23215,55652,1.48,9,183,37,57,913,0,0,354,832,43789,6607,6.627667625,0.150882642,50396
103,1585.3,7.75,23692,57235,1.33,28,289,39,68,826,0,200,447,1070,44465,6742,6.595223969,0.151624873,51207
103.1,1586.7,7.74,23920,57053,1.51,0,190,61,16,978,41,85,586,807,44623,6671,6.689102084,0.149496896,51294
103.2,1588.3,7.75,23779,56553,1.35,22,233,7,57,956,32,213,325,836,44245,6593,6.710905506,0.149011188,50838
103.3,1589.7,7.75,23745,57439,1.38,14,253,44,53,1171,0,142,532,1094,44165,6658,6.633373385,0.150752859,50823
103.4,1591.2,7.75,23762,56164,1.33,0,259,27,33,1041,37,0,574,941,43742,6365,6.872270228,0.145512322,50107
103.5,1592.6,7.75,23504,55946,1.41,8,251,0,57,1077,40,86,438,906,43281,6388,6.77536005,0.147593632,49669
103.6,1594.1,7.76,23194,55704,1.47,20,233,28,53,1367,0,82,705,958,43002,6301,6.824631011,0.146528068,49303
103.7,1595.6,7.76,23170,55845,1.52,19,201,51,51,1557,0,11,491,1035,42977,6496,6.615917488,0.151150615,49473
103.8,1597,7.75,23128,55761,1.46,13,203,32,39,1840,0,0,528,868,43100,6282,6.860872334,0.14575406,49382
103.9,1598.7,7.75,23438,57392,1.46,16,235,26,49,1801,81,13,764,912,43786,6700,6.535223881,0.153016946,50486
104,1600,7.76,23547,57547,1.57,38,294,171,64,2138,0,108,694,923,43571,6556,6.645973154,0.150467054,50127
104.1,1601.5,7.77,23642,57887,1.5,66,404,254,60,2777,74,0,592,897,43462,6270,6.931738437,0.144263955,49732
104.2,1602.9,7.78,23436,54914,1.56,0,231,52,40,1986,8,0,377,688,42388,6278,6.751831794,0.148107955,48666
104.3,1604.4,7.78,23281,54977,1.49,0,242,0,48,2475,44,88,451,847,41819,6075,6.883786008,0.145268897,47894
104.4,1605.8,7.76,22488,53033,1.6,16,132,48,41,1591,72,9,406,989,41240,5954,6.926436009,0.144374394,47194
104.5,1607.2,7.75,21855,51519,1.41,0,190,17,18,2138,0,121,588,836,39424,5874,6.711610487,0.148995536,45298
104.6,1608.8,7.76,21653,53040,1.74,42,263,61,101,3346,0,348,843,1033,38478,6173,6.233273935,0.160429336,44651
104.7,1610.2,7.77,21439,52106,1.46,18,195,61,43,3471,0,334,784,753,37518,6080,6.170723684,0.162055547,43598
104.8,1611.7,7.79,21004,51677,1.72,40,252,147,63,3905,0,306,854,714,37304,6063,6.152729672,0.162529487,43367
104.9,1613.2,7.79,20844,53777,1.42,22,188,178,87,4421,28,532,863,831,37688,6308,5.974635384,0.167374231,43996
105,1614.7,7.78,21689,55174,1.44,39,265,215,87,4995,0,380,1041,754,38742,6447,6.009306654,0.166408549,45189
105.1,1616.2,7.77,23351,59152,1.46,59,360,253,109,3804,0,199,854,645,43150,6888,6.264518002,0.1596292,50038
105.2,1617.7,7.78,23930,57411,1.45,24,276,36,55,1377,13,0,645,1003,44707,6480,6.899228395,0.144943745,51187
105.3,1619.2,7.79,23439,55806,1.46,10,200,24,47,1081,0,29,746,952,43498,6434,6.760646565,0.147914847,49932
105.4,1620.7,7.8,23752,58143,1.59,27,284,27,48,1148,0,182,539,1027,45085,6640,6.789909639,0.147277365,51725
105.5,1622.2,7.78,24076,57789,1.44,0,286,0,64,1220,0,91,615,878,45449,6676,6.807819053,0.146889921,52125
105.6,1623.7,7.77,24246,57657,1.49,25,245,58,81,1307,0,49,562,888,45267,6591,6.868001821,0.145602757,51858
105.7,1625.1,7.77,24326,57983,1.61,0,254,77,22,1495,0,0,557,905,45301,6474,6.997374112,0.142910753,51775
105.8,1626.5,7.76,24218,57534,1.39,7,304,37,47,1477,17,34,524,809,44720,6715,6.659717051,0.15015653,51435
105.9,1628.1,7.75,24335,58473,1.4,0,286,71,51,2013,0,90,531,800,45159,6657,6.783686345,0.147412476,51816
106,1629.5,7.76,23873,57139,1.6,12,325,99,76,1889,0,0,464,880,44326,6526,6.792215752,0.147227361,50852
106.1,1631,7.76,23686,55891,1.52,20,338,12,63,1595,0,0,318,796,43967,6230,7.057303371,0.141697182,50197
106.2,1632.3,7.76,23660,55960,1.38,18,224,19,19,1340,0,73,395,930,43837,6599,6.642976209,0.150534936,50436
106.3,1633.8,7.77,23530,55345,1.42,11,214,23,32,1140,0,23,398,761,43674,6203,7.040786716,0.142029583,49877
106.4,1635.4,7.77,23732,55489,1.37,15,271,31,70,957,27,6,398,858,43762,6284,6.964035646,0.1435949,50046
106.5,1636.8,7.75,23813,55750,1.48,11,252,32,21,1383,0,0,409,707,43940,6534,6.724823998,0.148702777,50474
106.6,1638.3,7.73,24337,57067,1.51,0,257,29,66,1584,61,51,634,872,44168,6580,6.712462006,0.148976635,50748
106.7,1639.8,7.71,24024,57030,1.39,6,237,10,56,1280,0,0,668,697,44471,6472,6.871291718,0.145533044,50943
106.8,1641.3,7.71,23811,56390,1.37,25,248,28,17,1396,0,79,601,961,43759,6381,6.857702554,0.145821431,50140
106.9,1642.8,7.7,23729,56964,1.26,0,279,51,49,2655,58,0,482,791,43096,6530,6.599693721,0.151522183,49626
107,1644.5,7.7,23479,57731,1.41,7,291,44,51,3883,64,113,497,1046,42884,6031,7.110595258,0.140635202,48915
107.1,1645.9,7.69,23709,58354,1.44,15,223,25,29,3469,18,0,526,790,43584,6342,6.872280038,0.145512115,49926
107.2,1647.5,7.68,23962,58284,1.42,0,215,14,33,3574,0,82,602,797,43435,6494,6.688481675,0.149510763,49929
107.3,1648.9,7.68,23844,57247,1.22,11,275,32,29,3253,0,172,518,885,43008,6336,6.787878788,0.147321429,49344
107.4,1650.4,7.68,23352,57194,1.29,17,295,31,53,2304,0,66,649,1088,42886,6475,6.623320463,0.150981672,49361
107.5,1651.9,7.68,23094,55269,1.33,0,354,52,71,1603,0,9,356,901,42512,6496,6.544334975,0.152803914,49008
107.6,1653.3,7.68,22250,53382,1.38,15,344,51,24,1141,0,79,581,874,41401,6276,6.596717655,0.151590541,47677
107.7,1654.9,7.68,22850,54672,1.31,7,269,51,9,1154,0,0,618,911,42607,6241,6.826950809,0.146478278,48848
107.8,1656.4,7.66,22282,53684,1.21,0,233,69,22,892,19,0,408,921,42134,6265,6.725299282,0.148692268,48399
107.9,1657.9,7.65,22633,54859,1.23,8,230,53,27,978,0,185,502,920,42830,6402,6.690096845,0.149474667,49232
108,1659.5,7.65,22818,55029,1.39,5,234,32,55,1209,96,55,337,864,42379,6576,6.444495134,0.155171193,48955
108.1,1661,7.67,22594,53076,1.33,0,255,38,45,1684,47,82,560,672,40899,6010,6.80515807,0.146947358,46909
108.2,1662.6,7.69,21943,52033,1.29,5,264,62,42,1809,0,0,403,918,39868,6114,6.520771999,0.153356075,45982
108.3,1664.1,7.71,21091,49500,1.29,27,252,27,58,1777,7,0,308,754,37544,5775,6.501125541,0.153819518,43319
108.4,1665.6,7.71,20261,47723,1.27,4,150,26,43,1740,36,134,400,861,35780,5373,6.659222036,0.150167691,41153
108.5,1667.1,7.71,19784,47363,1.34,0,194,57,33,1854,0,21,482,696,35433,5581,6.348862211,0.157508537,41014
108.6,1668.7,7.7,20336,48653,1.22,7,220,15,64,2780,66,9,484,783,35603,5681,6.267030452,0.159565205,41284
108.7,1670,7.68,20638,48733,1.36,0,208,37,47,3269,80,0,487,610,35676,5467,6.525699652,0.153240274,41143
108.8,1671.5,7.68,20696,50864,1.32,8,188,24,46,4957,0,206,377,720,35763,5751,6.218570683,0.160808657,41514
108.9,1673,7.68,20738,52937,1.45,11,228,22,37,8391,62,67,322,741,34679,5750,6.031130435,0.165806396,40429
109,1674.5,7.67,20538,54956,1.31,4,257,39,77,10917,47,0,283,634,34176,5648,6.050991501,0.165262172,39824
109.1,1676,7.67,21266,64513,1.47,7,280,53,53,21188,217,0,374,686,33295,5707,5.834063431,0.171407118,39002
109.2,1677.4,7.67,21483,70770,1.51,18,338,11,59,28730,404,0,161,600,32194,5503,5.850263493,0.170932472,37697
109.3,1678.9,7.68,20996,69569,1.46,0,271,67,34,27971,526,9,279,550,31323,5444,5.753673769,0.173801999,36767
109.4,1680.4,7.68,21110,70079,1.49,4,285,28,25,29567,697,0,277,556,30847,5194,5.93896804,0.168379421,36041
109.5,1682,7.69,20861,67283,1.43,14,218,6,7,26565,575,197,212,586,31214,5199,6.003846894,0.166559877,36413
109.6,1683.4,7.69,19974,61646,1.55,4,206,42,24,22005,448,0,239,598,30110,5339,5.63963289,0.177316506,35449
109.7,1685.1,7.69,20198,63114,1.48,10,234,48,33,22722,552,129,392,409,30497,5175,5.893140097,0.169688822,35672
109.8,1686.6,7.7,20489,62408,1.44,10,220,0,53,21510,465,0,380,737,30901,5160,5.988565891,0.166984887,36061
109.9,1688.1,7.72,20681,64910,1.63,0,213,54,9,23977,352,95,337,670,30964,5301,5.841162045,0.171198812,36265
110,1689.6,7.73,20752,64529,1.42,5,228,0,27,23786,520,43,415,562,30804,5203,5.920430521,0.168906636,36007
110.1,1691,7.73,20653,64299,1.45,7,195,13,72,24142,506,46,351,671,30316,5205,5.824399616,0.171691516,35521
110.2,1692.6,7.73,20467,63538,1.38,0,185,17,24,23999,437,10,387,761,30066,5241,5.736691471,0.174316504,35307
110.3,1694,7.73,20440,61349,1.55,0,171,38,34,22357,505,0,212,723,29836,4987,5.982755163,0.167147071,34823
110.4,1695.4,7.73,20839,65071,1.38,10,174,60,41,24684,456,0,394,651,30636,5250,5.835428571,0.171367019,35886
110.5,1696.9,7.73,20786,63583,1.44,5,192,35,41,22130,527,68,308,772,31288,5593,5.594135527,0.17875863,36881
110.6,1698.4,7.74,21531,67956,1.44,0,196,52,55,26415,539,0,418,812,31828,5355,5.943604108,0.168248083,37183
110.7,1699.9,7.76,21920,69113,1.32,10,211,31,34,25420,618,67,302,671,33573,5420,6.194280443,0.161439252,38993
110.8,1701.4,7.77,21374,64511,1.54,18,153,26,72,20613,458,0,353,631,33858,5564,6.08519051,0.164333392,39422
110.9,1702.8,7.77,21619,66745,1.63,0,205,52,33,23562,423,0,358,493,33104,5726,5.781348236,0.172970034,38830
111,1704.3,7.77,22041,70832,1.51,0,189,23,55,27451,414,0,349,611,33606,5502,6.107960742,0.163720764,39108
111.1,1705.8,7.78,21450,66367,1.41,14,170,45,36,24292,482,0,269,509,32833,5480,5.991423358,0.166905248,38313
111.2,1707.4,7.8,21440,68570,1.39,0,181,5,69,26004,438,0,422,680,32786,5463,6.001464397,0.166625999,38249
111.3,1708.8,7.81,21706,71146,1.43,0,225,58,47,28991,425,0,273,709,32329,5549,5.826094792,0.17164156,37878
111.4,1710.4,7.84,21909,72518,1.39,17,197,36,64,29364,371,7,405,494,33032,5731,5.763741057,0.173498426,38763
111.5,1711.8,7.86,21686,68415,1.52,0,187,0,30,25526,270,92,307,749,33236,5740,5.790243902,0.172704297,38976
111.6,1713.2,7.87,21345,63972,1.35,0,108,0,37,20826,310,0,251,565,33881,5656,5.990275813,0.166937221,39537
111.7,1714.7,7.86,21632,65725,1.59,6,166,24,54,22482,171,34,292,643,33714,5544,6.081168831,0.164442072,39258
111.8,1716.2,7.85,21393,61419,1.37,14,161,15,33,17240,134,0,280,658,34762,5652,6.150389243,0.162591335,40414
111.9,1717.7,7.84,21656,64494,1.49,12,223,0,24,20537,181,40,390,801,33858,5830,5.80754717,0.172189734,39688
112,1719.2,7.85,21855,66263,1.68,0,226,52,48,22809,115,0,270,647,34029,5602,6.074437701,0.164624291,39631
112.1,1720.7,7.86,21689,63901,1.49,6,222,41,30,20526,157,188,344,675,34034,5594,6.084018591,0.164365047,39628
112.2,1722.3,7.87,21524,63200,1.56,20,187,23,47,20181,59,0,258,541,33888,5526,6.132464712,0.163066572,39414
112.3,1723.7,7.88,21228,62290,1.6,0,144,56,33,19374,69,124,218,635,33709,5435,6.202207912,0.161232905,39144
112.4,1725.3,7.88,21433,63648,1.42,15,153,65,31,20332,100,32,145,585,34051,5737,5.935332055,0.16848257,39788
112.5,1726.8,7.87,21723,64752,1.27,5,160,29,35,20229,20,53,303,780,34782,5651,6.155016811,0.162469093,40433
112.6,1728.3,7.87,22083,66282,1.36,12,198,34,44,20482,4,0,215,800,35821,6045,5.925723739,0.168755758,41866
112.7,1729.7,7.87,21709,62293,1.46,0,128,27,64,16527,77,46,252,774,35791,5859,6.108721625,0.163700372,41650
112.8,1731.1,7.88,21999,64677,1.46,0,211,0,59,19035,8,0,251,791,36122,5794,6.234380394,0.160400864,41916
112.9,1732.6,7.87,21987,63838,1.56,0,173,31,59,18608,23,0,426,614,35410,5659,6.257289274,0.159813612,41069
113,1734.1,7.87,22111,65181,1.58,14,161,30,49,19838,0,200,293,761,35548,5752,6.180111266,0.161809384,41300
113.1,1735.6,7.87,22339,67022,1.42,19,206,14,33,21546,0,18,217,679,35761,5869,6.093201568,0.164117335,41630
113.2,1737.1,7.86,21803,62795,1.5,0,128,36,70,17540,47,52,179,788,35976,5849,6.150795008,0.162580609,41825
113.3,1738.6,7.86,22352,65591,1.48,0,199,29,28,20068,25,22,46,681,35840,5830,6.147512864,0.162667411,41670
113.4,1740.1,7.85,22354,66016,1.22,0,137,45,56,19337,0,10,325,749,37025,5864,6.313949523,0.158379473,42889
113.5,1741.6,7.86,22198,64869,1.45,0,113,23,22,18086,0,136,402,807,37060,5575,6.647533632,0.150431732,42635
113.6,1743.1,7.87,22546,67968,1.56,7,172,19,38,20554,0,0,285,779,37046,6091,6.082088327,0.164417211,43137
113.7,1744.7,7.88,22696,66897,1.4,0,120,18,76,18110,0,134,396,705,38183,6275,6.084940239,0.164340151,44458
113.8,1746.2,7.9,22761,64388,1.34,0,217,55,76,16059,0,119,207,717,38138,5796,6.58005521,0.151974409,43934
113.9,1747.7,7.91,22693,63156,1.41,0,169,36,20,15113,0,97,245,713,37997,6119,6.209674783,0.161039029,44116
114,1749.3,7.9,22427,60235,1.39,9,203,8,45,12417,0,0,198,775,38203,5792,6.595821823,0.15161113,43995
114.1,1750.8,7.9,22460,61068,1.42,0,157,21,24,13225,0,0,62,742,38041,6028,6.310716656,0.158460608,44069
114.2,1752.4,7.89,22668,61561,1.55,6,173,42,0,12661,0,26,225,780,38734,6054,6.398083911,0.156296794,44788
114.3,1753.8,7.88,23169,63957,1.36,0,174,21,52,14246,0,0,0,790,39357,6070,6.483855025,0.154229235,45427
114.4,1755.1,7.88,23329,63116,1.33,0,171,0,34,12537,0,0,278,806,40020,6396,6.257035647,0.15982009,46416
114.5,1756.7,7.87,23298,62063,1.41,0,178,29,9,10594,0,0,247,872,40605,6454,6.291447165,0.158945943,47059
114.6,1758.1,7.87,23589,60791,1.37,0,161,15,53,9277,0,14,281,751,41060,6176,6.648316062,0.150414028,47236
114.7,1759.6,7.87,24170,62749,1.52,10,214,18,19,9078,0,0,247,890,42104,6576,6.402676399,0.156184686,48680
114.8,1761,7.87,24145,62803,1.33,6,213,0,16,8957,0,88,336,874,42092,6262,6.721814117,0.148769362,48354
114.9,1762.6,7.88,23889,61621,1.52,0,130,11,53,8700,0,22,197,820,42278,6169,6.853298752,0.145915133,48447
115,1764,7.88,23486,60575,1.29,0,190,0,33,8370,0,0,141,856,41787,6237,6.6998557,0.149256946,48024
115.1,1765.5,7.87,23414,58732,1.43,10,190,54,28,6734,0,128,240,818,41725,6183,6.748342229,0.148184542,47908
115.2,1766.9,7.86,23641,60015,1.41,0,189,33,24,7490,0,0,146,925,42114,6284,6.701782304,0.149214038,48398
115.3,1768.5,7.86,23594,59622,1.21,16,234,23,36,6809,0,0,188,981,42206,6425,6.569027237,0.152229541,48631
115.4,1769.8,7.85,23855,59849,1.28,22,226,39,42,6626,0,83,177,693,42669,6352,6.717411839,0.148866859,49021
115.5,1771.4,7.85,23956,60319,1.34,19,233,10,53,6302,17,64,105,835,43045,6556,6.565741306,0.152305727,49601
115.6,1772.8,7.84,23980,60239,1.42,0,194,66,32,6475,0,0,395,974,42707,6311,6.767073364,0.14777437,49018
115.7,1774.3,7.83,24246,59481,1.51,0,200,8,11,6599,0,0,209,870,42170,6441,6.547120012,0.152738914,48611
115.8,1775.9,7.83,23867,59930,1.34,20,217,43,18,6384,0,55,322,838,42429,6607,6.421825337,0.155718966,49036
115.9,1777.4,7.83,23734,60270,1.41,7,236,50,34,6843,0,0,297,922,42900,6337,6.769764873,0.147715618,49237
116,1778.6,7.84,23662,59538,1.22,0,198,25,15,6525,0,0,145,738,42788,6119,6.992645857,0.143007385,48907
116.1,1780,7.84,24043,60833,1.35,5,249,54,29,6939,0,0,346,1050,42722,6531,6.541417853,0.152872057,49253
116.2,1781.5,7.84,23584,59593,1.57,11,221,58,26,6618,0,0,126,912,42624,6444,6.61452514,0.151182432,49068
116.3,1783.1,7.84,23764,58249,1.35,16,218,58,35,5182,0,7,231,840,42520,6473,6.568824347,0.152234243,48993
116.4,1784.5,7.84,23656,59186,1.26,12,225,0,67,5314,13,0,218,879,43326,6540,6.624770642,0.150948622,49866
116.5,1786.1,7.82,23719,59522,1.52,21,214,7,50,5526,0,0,244,986,43410,6424,6.75747198,0.147984335,49834
116.6,1787.7,7.8,24322,60985,1.38,7,204,33,54,5887,0,0,187,909,44082,6654,6.624887286,0.150945964,50736
116.7,1789.3,7.8,23914,59476,1.23,18,254,34,57,6180,0,0,155,699,43056,6351,6.779404818,0.147505574,49407
116.8,1790.7,7.8,23828,59610,1.25,9,242,16,22,5964,0,5,70,1105,42963,6552,6.557234432,0.152503317,49515
116.9,1792.2,7.8,24256,61083,1.35,0,278,27,50,6708,0,107,238,894,43410,6593,6.584256029,0.151877448,50003
117,1793.7,7.8,23313,58357,1.25,0,208,59,57,4956,28,26,271,841,42661,6444,6.620266915,0.151051312,49105
117.1,1795.1,7.8,23224,57980,1.32,7,229,0,39,4868,0,132,260,898,42302,6360,6.651257862,0.150347501,48662
117.2,1796.5,7.76,23010,56502,1.25,0,219,17,39,3763,0,53,237,964,42535,6124,6.945623775,0.14397555,48659
117.3,1798,7.74,24003,58623,1.34,23,198,28,0,3674,0,8,185,957,44224,6581,6.719951375,0.148810601,50805
117.4,1799.5,7.75,24098,58882,1.31,6,192,40,32,4013,0,50,244,928,43877,6732,6.517676768,0.153428904,50609
117.5,1800.9,7.77,23694,58466,1.38,5,222,36,19,4270,0,21,310,947,43424,6506,6.67445435,0.149824982,49930
117.6,1802.5,7.79,23615,58496,1.27,0,190,36,51,4317,0,0,315,958,43320,6307,6.868558744,0.145590951,49627
117.7,1803.9,7.8,23225,56590,1.31,24,197,46,55,3359,0,62,331,963,42633,6284,6.784373011,0.147397556,48917
117.8,1805.5,7.8,23244,56552,1.28,0,227,30,10,2557,33,0,258,912,42947,6516,6.591006753,0.15172189,49463
117.9,1807,7.79,23009,56008,1.38,11,235,6,13,2290,0,0,62,853,43496,6137,7.087502037,0.141093434,49633
118,1808.5,7.8,23192,56703,1.28,7,183,18,0,2362,0,0,199,954,43322,6200,6.987419355,0.143114353,49522
118.1,1810.1,7.8,23024,57088,1.27,9,229,6,35,2763,0,42,187,923,42361,6193,6.840142096,0.146195793,48554
118.2,1811.6,7.79,22244,54956,1.29,6,229,47,38,2528,0,0,119,917,41320,5963,6.929397954,0.144312682,47283
118.3,1813.1,7.75,23324,57597,1.32,4,239,37,29,2886,0,0,262,963,41846,6674,6.270002997,0.159489557,48520
118.4,1814.7,7.71,23808,58235,1.32,7,304,36,37,3656,0,69,269,772,42557,6432,6.616449005,0.151138473,48989
118.5,1816.1,7.72,22894,56053,1.36,0,229,41,11,2492,0,0,159,1018,42214,6370,6.62700157,0.150897806,48584
118.6,1817.6,7.73,23133,56109,1.22,11,213,43,24,2204,0,0,106,885,42860,6080,7.049342105,0.14185721,48940
118.7,1819.1,7.73,23436,58089,1.54,11,207,24,24,1766,0,33,445,958,43876,6388,6.868503444,0.145592123,50264
118.8,1820.6,7.73,23855,58493,1.35,12,189,5,49,2110,0,101,333,899,44064,6484,6.795805059,0.147149601,50548
118.9,1822.2,7.72,24226,58770,1.43,0,243,43,0,2311,0,0,188,909,44589,6567,6.789858383,0.147278477,51156
119,1823.7,7.73,24119,58560,1.25,0,215,34,54,2704,33,164,272,1018,44145,6458,6.835707649,0.146290633,50603
119.1,1825.3,7.73,24171,59754,1.28,0,201,20,35,3395,0,0,140,1135,44581,6738,6.616355001,0.15114062,51319
119.2,1826.8,7.74,24007,58788,1.38,0,259,33,28,3328,90,76,143,946,43982,6491,6.775843476,0.147583102,50473
119.3,1828.2,7.74,24148,58309,1.2,0,249,59,23,3348,0,38,246,743,43894,6548,6.703420892,0.149177564,50442
119.4,1829.7,7.73,23794,57539,1.21,17,234,27,36,2701,0,98,170,978,44239,6602,6.700848228,0.149234838,50841
119.5,1831.4,7.74,23588,56266,1.34,0,176,36,23,1977,8,0,0,974,44065,6427,6.856231523,0.145852718,50492
119.6,1832.9,7.73,23432,55113,1.23,0,207,12,11,1427,0,0,215,997,43155,6498,6.641274238,0.150573514,49653
119.7,1834.3,7.73,22251,53050,1.23,0,243,27,33,933,0,0,33,1005,42023,6425,6.540544747,0.152892464,48448
119.8,1835.8,7.74,21909,53529,1.15,7,187,0,17,751,31,68,288,795,42259,6319,6.687608799,0.149530278,48578
119.9,1837.3,7.73,22951,55334,1.31,0,197,8,17,998,110,0,225,781,43445,6727,6.458302364,0.154839452,50172
120,1838.9,7.72,23484,56488,1.43,18,235,41,59,1125,0,0,285,822,44181,6704,6.59024463,0.151739436,50885
120.1,1840.3,7.72,23458,55523,1.43,0,218,43,43,1351,0,28,310,1038,43311,6238,6.943090734,0.144028076,49549
120.2,1842,7.72,23452,56016,1.33,4,218,23,38,1703,7,0,298,789,43551,6505,6.695003843,0.149365112,50056
120.3,1843.5,7.72,23564,57069,1.3,17,224,27,23,2870,0,0,327,876,43482,6642,6.546522132,0.152752863,50124
120.4,1845,7.72,23835,57258,1.23,9,216,25,21,2943,0,0,169,962,43772,6358,6.884554891,0.145252673,50130
120.5,1846.5,7.72,23768,57277,1.37,13,286,18,54,2099,123,0,117,941,43717,6691,6.533701988,0.153052588,50408
120.6,1848.1,7.7,23666,57205,1.43,7,242,35,51,2346,79,0,296,911,44033,6611,6.660565724,0.150137397,50644
120.7,1849.6,7.68,23449,56581,1.32,11,253,25,11,2578,87,250,109,702,43413,6343,6.844237742,0.146108309,49756
120.8,1851,7.68,23600,56487,1.24,12,196,35,35,2053,150,0,259,918,43700,6357,6.874311782,0.145469108,50057
120.9,1852.4,7.69,23898,56828,1.33,4,202,30,32,2016,69,43,191,901,43889,6633,6.616764662,0.151131263,50522
121,1853.9,7.69,24217,57902,1.57,14,242,63,55,2066,0,160,244,934,44734,6679,6.697709238,0.149304779,51413
121.1,1855.3,7.68,23572,56390,1.3,0,214,31,29,2038,23,0,192,916,43787,6494,6.742685556,0.148308859,50281
121.2,1856.7,7.66,23684,57092,1.28,8,210,15,20,2641,12,11,227,954,43675,6530,6.688361409,0.149513452,50205
121.3,1858.2,7.65,24243,58533,1.45,26,228,38,31,3364,9,12,275,947,44190,6370,6.937205651,0.14415026,50560
121.4,1859.6,7.63,24302,58987,1.28,9,307,20,11,2681,0,0,248,859,45678,6713,6.804409355,0.146963527,52391
121.5,1861.1,7.62,24539,60062,1.27,0,251,6,29,2681,60,31,343,955,46136,6572,7.02008521,0.142448413,52708
121.6,1862.7,7.62,24503,59272,1.39,0,226,52,26,2998,0,0,68,1144,44869,6927,6.477407247,0.154382759,51796
121.7,1864.3,7.63,23251,56383,1.32,17,207,7,58,2282,0,42,132,918,43860,6537,6.709499771,0.149042408,50397
121.8,1865.9,7.6,23564,56421,1.16,15,167,0,55,2048,62,87,212,969,44027,6451,6.824833359,0.146523724,50478
121.9,1867.4,7.58,24053,56641,1.19,0,175,28,15,1946,0,138,91,1014,44327,6287,7.050580563,0.141832292,50614
122,1868.8,7.58,24271,57758,1.19,15,205,11,30,2394,63,0,191,941,44879,6270,7.157735247,0.139708995,51149
122.1,1870.3,7.59,23942,56902,1.16,0,165,11,0,1944,0,14,146,880,44530,6660,6.686186186,0.149562093,51190
122.2,1871.9,7.58,24284,57888,1.22,0,186,26,11,1342,33,84,107,946,45702,6777,6.743691899,0.148286727,52479
122.3,1873.5,7.57,24045,56437,1.3,0,217,42,40,1174,42,0,86,940,44959,6549,6.86501756,0.145666051,51508
122.4,1875.1,7.57,21890,53236,1.41,12,164,13,50,819,78,160,206,879,42042,6354,6.616619452,0.15113458,48396
122.5,1876.5,7.57,21890,52576,1.27,27,170,22,0,840,21,0,209,886,42479,6095,6.969483183,0.143482662,48574
122.6,1878.1,7.56,23205,54747,1.36,0,210,6,30,961,86,0,81,1043,43808,6545,6.693353705,0.149401936,50353
122.7,1879.6,7.53,23488,56189,1.17,8,220,7,30,1252,28,0,103,953,44414,6661,6.667767602,0.149975233,51075
122.8,1881,7.52,23773,56105,1.37,0,226,0,18,1426,122,73,141,992,44054,6763,6.513973089,0.153516139,50817
122.9,1882.4,7.51,23618,57410,1.38,15,214,58,8,1364,87,81,27,1114,44884,6999,6.412916131,0.1559353,51883
