Location,Site,Section,sample,min_depth,max_depth,midpoint,SH20_age,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,Mo_coh,coh_inc,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_coh_sd,coh_inc_sd,water_content_pc,water_content_err,dry_mass_pc,dry_mass_err,density_gcm3,density_gcm3_err,P_ICP,P_ICP_sd,K_ICP,K_ICP_sd,Ca_ICP,Ca_ICP_sd,Ti_ICP,Ti_ICP_sd,Mn_ICP,Mn_ICP_sd,Fe_ICP,Fe_ICP_sd,Co_ICP,Co_ICP_sd,Ni_ICP,Ni_ICP_sd,Cu_ICP,Cu_ICP_sd,Zn_ICP,Zn_ICP_sd,As_ICP,As_ICP_sd,Rb_ICP,Rb_ICP_sd,Sr_ICP,Sr_ICP_sd,Zr_ICP,Zr_ICP_sd,Pb_ICP,Pb_ICP_sd,Th_ICP,Th_ICP_sd
Isla Hermite,HER42PB,HER42PB_1A,9,10.9,12.1,11.5,56.44538462,20964.61538,65795.53846,1.410769231,-5.729392457,-4.039194902,-4.799304739,-5.416972531,-0.346330485,-5.178716426,-5.128929512,-5.738730647,-9.887256539,-5.524519905,-3.621107927,-3.71075744,-1.732828071,-1.732828071,-7.322868024,-5.414305108,-5.511722532,-6.498529534,-1.80436169,-5.961752437,-7.095009975,-6.309431448,-11.88715831,-6.262115337,-5.170564674,-4.987451302,-5.074157665,-5.074157664,75.74731616,3.787365808,24.25268384,2.425268384,0.292144605,0.02921446,7.505577676,3.057411239,8.55779449,4.650759026,9.652339665,5.640496325,7.365590483,3.236654476,5.674702109,0.683869442,9.749053636,5.163686077,1.550916598,-2.279526419,1.656613191,-1.75766943,3.498825548,-0.529731273,3.321920605,-1.918127853,1.258179755,-2.450902403,2.935107909,-1.400035139,5.290718129,0.254765027,2.114765112,-2.791510161,1.714387455,-2.691931867,0.699951892,-4.540096558
Isla Hermite,HER42PB,HER42PB_1A,13,16.3,17.5,16.9,110.5192308,18354.53846,46608.69231,1.352307692,-6.207679716,-4.543643631,-5.790717776,-5.987835753,-2.035656895,-5.807857582,-5.151785948,-5.341082803,-8.768183845,-5.641749711,-3.665593518,-3.735278042,-1.733249528,-1.733249527,-7.357680192,-6.220530979,-7.350969506,-7.407503718,-4.290279157,-6.538837043,-6.782518888,-6.490350013,-8.045567035,-6.072647576,-5.654569746,-5.701574499,-5.921797725,-5.921797734,71.91050025,3.595525013,28.08949975,2.808949975,0.345137645,0.034513765,7.338093884,2.59366163,8.672133314,4.403435365,9.779614483,4.397915507,7.506452581,3.171309533,5.764707335,1.3826807,9.522757581,4.778325328,1.676571218,-2.879808797,1.848672735,-1.872729909,3.523374676,-0.581020222,3.365031118,-0.68052328,1.26017121,-2.636963184,3.018251035,-1.681229828,5.382675475,0.704934597,2.364665868,-3.513469998,1.881188781,-1.949254236,0.66182212,-3.830019375
Isla Hermite,HER42PB,HER42PB_1A,16,20.5,21.6,21.1,152.4066667,17416.58333,46639,1.306666667,-5.937927729,-4.327539522,-5.168551259,-5.431303661,-1.408053419,-5.368726377,-5.02953048,-5.225861141,-9.010758516,-5.415155001,-3.350980597,-3.733868017,-1.697887119,-1.697887119,-6.968214901,-6.018882972,-6.285208271,-6.679252955,-3.054380368,-6.397149249,-6.848489686,-6.194441314,-8.306567135,-6.398934164,-4.914383796,-5.591325023,-5.057649109,-5.057649113,67.13543578,3.356771789,32.86456422,3.286456422,0.603070633,0.060307063,6.985991387,3.320828459,8.847485578,5.367244989,9.960937381,5.663251895,7.646139443,3.333638871,5.840057265,1.599530193,9.391556392,3.646951923,1.5939122,-2.741230856,1.855282833,-1.444260895,3.366514374,-1.85484195,3.295882216,-0.485112527,0.940121152,-3.926413808,3.115057506,-0.554019321,5.662196333,1.264040317,3.002405514,-0.919667828,2.074351215,-1.526517364,2.146460821,-2.196345098
Isla Hermite,HER42PB,HER42PB_1A,20,26.1,27.3,26.7,210.7630769,16929.84615,45918,1.362307692,-5.729296279,-4.017713444,-4.81223566,-5.252373177,-1.26116863,-6.323207332,-5.105155928,-5.510484316,-7.813308428,-5.214956665,-3.280403479,-3.720549054,-1.680975602,-1.680975602,-7.215457931,-5.293489995,-5.695327952,-6.622482679,-3.564148756,-6.663621092,-7.046564026,-6.351105482,-7.313092498,-6.367171589,-5.2639272,-5.745367008,-5.504223427,-5.504223398,68.52043629,3.426021815,31.47956371,3.147956371,0.434378762,0.043437876,7.241915461,2.973217511,8.676728198,5.352491858,9.730801598,4.864266648,7.721394469,3.814359005,5.947813646,0.49867339,9.559531879,4.086861125,1.894105313,-2.222484855,2.059525932,-1.420714657,3.736965868,-1.39583706,3.608534669,-2.1360698,1.382664493,-2.580651808,3.119480289,-0.990993656,5.257544626,0.054537439,2.40705046,-1.588354155,1.990337576,-2.635035311,0.809690652,-3.981809138
Isla Hermite,HER42PB,HER42PB_1A,25,33.1,34.1,33.6,281.1045455,15819.54545,50811.90909,1.303636364,-5.126505647,-3.861135196,-4.541013255,-4.927579169,-0.241410123,-4.852432588,-5.070113914,-5.211354551,-7.678692425,-4.755513886,-3.161812792,-3.672049732,-1.573051648,-1.573051648,-6.134809444,-5.853517453,-5.92510765,-6.302153951,-2.906878665,-5.888101659,-6.320860954,-6.718817755,-7.142879256,-5.181047744,-4.759880529,-5.840813751,-4.919561996,-4.919561985,59.52633489,2.976316744,40.47366511,4.047366511,0.771593844,0.077159384,7.390356973,3.142861231,9.090654888,4.792969401,10.04435899,5.288365919,8.052169997,3.446999811,6.372222338,2.052231094,10.47694925,6.508355892,2.265178889,-2.423372911,2.405855349,-2.327148211,4.12140481,0.02905825,3.869124665,-0.317335187,1.930377208,-2.120907869,3.551033187,-0.807276923,5.46924393,1.634181966,2.820544005,-1.469815441,2.340932749,-2.538674279,1.281366426,-3.06916155
Isla Hermite,HER42PB,HER42PB_1A,28,37.1,38.2,37.7,321.895,16145.25,49209.66667,1.344166667,-4.887919902,-3.397945098,-4.14310948,-4.812895515,-0.498931551,-5.473433706,-5.070667055,-5.198759505,-7.275066005,-4.742268304,-3.055627535,-3.697009457,-1.609946879,-1.609946878,-5.907679352,-4.634665881,-5.101648043,-6.497636056,-2.201976173,-5.802423801,-6.15758785,-6.426565427,-7.046471817,-6.048659549,-4.644761899,-5.090690154,-4.70687699,-4.706876988,63.18099355,3.159049677,36.81900645,3.681900645,0.587799686,0.058779969,7.244516628,3.427803802,8.954971619,5.441724733,9.893769729,5.226724139,7.930539669,3.683043927,6.234175897,1.380544352,10.13940316,5.272868209,2.084668936,-2.289389529,2.171246473,-1.554296967,3.778294898,-1.560844463,3.751626651,-1.451380535,1.54390491,-3.022044566,3.401424222,-0.727511786,5.308088747,1.010403261,2.895382255,-2.759610063,2.086294159,-2.226206416,0.945051649,-3.165422289
Isla Hermite,HER42PB,HER42PB_1A,31,41.2,42.3,41.7,363.2825,18131,55430.91667,1.355833333,-5.849169634,-4.172321675,-4.758702376,-5.394405853,-0.507731857,-5.364120023,-5.121354522,-5.663947816,-9.279708393,-5.178627861,-3.615105585,-3.749728216,-1.710618424,-1.710618424,-7.221946387,-5.976725919,-5.394387927,-6.691156606,-1.741609761,-5.995956928,-6.646819409,-6.299827669,-8.824020245,-5.772523317,-5.044200784,-5.587378136,-4.606823949,-4.606823941,58.6261659,2.931308295,41.3738341,4.13738341,0.743284189,0.074328419,7.18796014,3.45408332,9.071785757,5.398779652,10.08420686,5.255893125,7.817060079,3.894986738,6.235923405,0.809772667,10.32049446,5.576062202,2.16589615,-2.649995061,2.194981317,-1.420647677,3.547831849,-1.077541043,3.790441487,-0.674966757,1.520369794,-2.720157272,3.421628124,-0.205215939,5.54563685,0.072966096,2.540764328,-1.825388954,2.050091585,-2.097653758,0.729468692,-4.003534858
Isla Hermite,HER42PB,HER42PB_1B,40,43.1,44.2,43.7,382.52,20091.08333,59727.91667,1.35,-5.93740918,-4.241201383,-5.145439071,-5.520953366,-0.699574618,-5.402938675,-5.080637079,-5.303652858,-8.584209877,-5.467287035,-3.82576271,-3.826860374,-1.726359793,-1.726359792,-6.975206648,-5.80882821,-6.231778728,-6.933256756,-2.488109638,-6.30402739,-7.351594713,-6.539373912,-7.915134123,-5.971671853,-5.726681609,-5.696864507,-5.400147415,-5.400147396,73.26248768,3.663124384,26.73751232,2.673751232,0.377380815,0.037738081,7.377081227,3.596086484,8.794579507,4.926573386,9.897558615,4.183725804,7.819365385,3.003474168,6.053608183,1.930864146,10.20988016,5.735738237,1.832878565,-2.33403669,2.157736269,-1.365628746,3.710879292,-1.388587216,3.644455756,-0.568672343,1.314324927,-2.16267417,3.130480523,-1.845753346,5.383530695,0.300324708,2.759371122,-1.591156844,2.024395589,-1.629116721,0.792578758,-3.565731352
Isla Hermite,HER42PB,HER42PB_1B,48,54,55.1,54.5,493.1425,17799.33333,47476.58333,1.316666667,-6.066924486,-4.295017884,-5.1992625,-5.570618478,-1.502720176,-6.040291188,-5.202415331,-5.644619791,-8.349735323,-5.509533018,-3.574952033,-3.795036338,-1.721034797,-1.721034797,-7.518110462,-6.753570902,-6.519798724,-7.174046144,-4.248202132,-6.727954253,-6.905895427,-6.236004663,-7.721711752,-6.237552506,-5.523743716,-5.668269045,-5.131623536,-5.131623546,75.70263466,3.785131733,24.29736534,2.429736534,0.371069084,0.037106908,7.301810605,2.996745012,8.437932435,4.811088372,9.709882015,4.328183039,7.362477515,2.747256993,5.654086123,1.356400637,9.537698126,5.457256469,1.770143213,-3.528174154,2.406559113,-1.09335424,3.326925124,-1.023602845,3.421800237,-1.288730465,1.211434866,-2.923731682,2.845797652,-2.047054603,5.296209978,0.455317458,2.295121505,-2.196719995,1.753666868,-3.19399362,0.558881083,-4.108164479
Isla Hermite,HER42PB,HER42PB_1B,50,56.7,57.8,57.2,520.6341667,17684.75,46879.25,1.333333333,-6.206365267,-4.431196438,-5.372674177,-5.671492326,-1.62460802,-5.196507966,-5.089285129,-5.317282883,-7.545229387,-5.530226619,-3.443504525,-3.71785873,-1.696619273,-1.696619273,-7.526299646,-6.351651975,-6.852459409,-7.36101073,-3.671649207,-6.516440924,-6.577288809,-6.861792972,-7.19407425,-6.175585722,-5.295189526,-5.477713234,-4.87009738,-4.870097384,68.98881969,3.449440984,31.01118031,3.101118031,0.530621874,0.053062187,6.614896348,2.51050145,8.136102364,4.243881986,9.28021534,2.708932297,7.057292703,2.411300521,5.36158074,0.310123451,9.212045853,4.876902804,1.420675873,-2.945477411,1.672148342,-2.767507398,2.7727866,-1.737073406,3.065744519,-1.324314288,0.526193955,-4.069025882,2.539471903,-4.105919089,4.781229054,-0.440127271,1.84026551,-3.843714335,1.293424254,-4.333397169,0.164386067,-4.627113693
Isla Hermite,HER42PB,HER42PB_1B,56,64.7,65.8,65.2,601.5458333,17870.5,47524.66667,1.284166667,-6.120507615,-4.351064729,-5.138506534,-5.630383197,-1.419474518,-5.396155615,-5.067214527,-5.517259818,-8.005866817,-5.715701386,-3.591287859,-3.874605199,-1.71293126,-1.71293126,-7.511024851,-6.606298076,-6.376472561,-7.102594616,-3.722724239,-6.237074927,-6.864778837,-6.569890024,-7.294647747,-5.923607901,-5.295133906,-5.889682076,-4.794832855,-4.794832854,80.10647259,4.005323629,19.89352741,1.989352741,0.315063631,0.031506363,7.175059058,3.367396068,8.501374549,5.001461194,9.724260316,5.196051171,7.555680378,3.165621572,5.764641422,1.724785045,9.805126815,5.492626242,1.624492726,-2.381840964,2.110585019,-1.901258323,3.588540476,-1.984213736,3.535361411,-1.824831361,1.123391652,-3.124104085,2.786047529,-0.986213536,5.285015152,-0.033504921,2.344950841,-3.201827895,1.725118925,-2.385355019,0.554616663,-3.21330599
Isla Hermite,HER42PB,HER42PB_1B,60,69.9,70.9,70.4,653.46,17555.45455,46970.45455,1.427272727,-6.385467561,-4.492832317,-5.398034988,-5.537742109,-1.323596509,-5.966249958,-5.077379715,-5.528416148,-8.937599276,-5.222504205,-3.467081508,-3.81512261,-1.72435629,-1.72435629,-7.313570596,-5.80129841,-6.217354001,-6.600317323,-3.008214694,-6.616837168,-6.851035527,-6.640293687,-8.2278358,-6.068841471,-5.518966974,-5.897995331,-5.38546576,-5.385465746,69.14989162,3.457494581,30.85010838,3.085010838,0.547574206,0.054757421,7.138784553,3.485272242,8.892032277,5.81941896,9.914590272,5.309420086,7.775867839,3.646931832,6.094906848,2.259844884,9.838205154,5.390038717,1.886447702,-2.19992869,2.361469979,-1.112298095,3.568596977,-0.617862874,3.629221599,-0.169472721,1.212267608,-2.85640921,3.25539831,-0.302452882,5.396165899,1.105806453,2.379054438,-1.979255667,1.932647939,-2.67252225,0.703739956,-3.678286676
Isla Hermite,HER42PB,HER42PB_1B,63,73.7,74.8,74.3,692.3633333,17671.83333,46547.66667,1.275833333,-6.498081188,-4.521886979,-5.497821779,-5.831827826,-1.637023177,-5.686954007,-5.088603631,-5.289296385,-8.367507816,-5.58030347,-3.465691112,-3.766305259,-1.703698353,-1.703698353,-7.807052241,-6.300220292,-6.21328776,-7.244366174,-3.413027162,-6.390611766,-6.912703385,-6.541724872,-7.371936139,-6.287342231,-5.188119512,-5.471710793,-5.631594927,-5.631594938,72.9454191,3.647270955,27.0545809,2.70545809,0.402178631,0.040217863,7.203715324,2.350083778,8.597051967,5.049672075,9.784165178,5.34450943,7.546639959,3.256280513,5.800863946,0.374713208,9.544833366,4.341826179,1.831881403,-4.200405123,2.14834006,-2.134746628,3.566877169,-0.916075385,3.625131185,-1.426326105,1.349723674,-2.863404417,2.997964152,-0.566929322,5.355210624,-1.21607242,2.434227239,-2.432307714,1.816551977,-2.557506491,0.66278904,-3.510598717
Isla Hermite,HER42PB,HER42PB_1B,69,81.5,82.5,82,770.5218182,15943.90909,51358.63636,1.349090909,-4.933620923,-3.361426623,-3.984591158,-4.439843413,-0.196912141,-5.12772595,-5.062149673,-5.272147798,-7.723328341,-4.696855399,-2.842429818,-3.726401742,-1.540044927,-1.540044928,-6.79947977,-5.437127114,-5.729462995,-6.822974166,-2.672787137,-6.146321739,-6.587699641,-6.289894859,-7.15978678,-5.924332165,-5.366205733,-5.325460631,-4.705334099,-4.705334096,56.09126618,2.804563309,43.90873382,4.390873382,0.795053383,0.079505338,7.324337227,2.591333669,9.098897174,4.71687054,10.17998656,4.060688639,8.106568458,2.921579777,6.483244544,1.447291442,10.27957975,5.905521282,2.400470137,-2.288081658,2.496801246,-1.082327344,3.894930065,-0.896569699,3.98443932,-0.305920126,1.541241209,-2.727456746,3.584993381,-0.683704569,5.542757243,-0.201847226,2.926745618,-2.258243064,2.163724598,-2.492738878,1.115354204,-3.258704251
Isla Hermite,HER42PB,HER42PB_1C,80,86.5,87.8,87.2,822.2869231,17513.23077,53067,1.379230769,-5.346213247,-3.679042099,-4.484972841,-4.950612353,-0.520166241,-5.476962327,-5.038541569,-5.222930025,-7.506127593,-4.893107217,-3.072351178,-3.69292447,-1.608028939,-1.608028939,-6.43143197,-5.32109779,-5.419566101,-6.72347617,-2.117095611,-5.932358055,-6.735832688,-6.283306315,-6.824330332,-5.948791789,-4.626528171,-4.977623814,-4.90635373,-4.906353732,48.46093102,2.423046551,51.53906898,5.153906898,0.698967031,0.069896703,7.088222614,2.70619598,9.102394195,5.205259802,10.19120248,6.049766314,7.961230776,3.874854383,6.341766178,2.121858393,10.02251498,4.308682171,2.21204748,-3.387374983,2.056777605,-1.764491039,3.682873316,-0.92229687,3.788013543,-1.217634211,1.225770368,-2.109639274,3.494365261,-0.468951039,5.535861871,1.087695434,2.70507422,-1.528532411,2.126690795,-2.021054542,0.963303271,-4.012930617
Isla Hermite,HER42PB,HER42PB_1C,86,94.8,96,95.4,906.45,19630.15385,52476.30769,1.318461538,-6.00010773,-4.289197435,-5.202788717,-5.432959549,-1.38186405,-5.502405823,-5.130650447,-5.610109854,-9.887256539,-5.610759453,-3.632467077,-3.782529876,-1.725945854,-1.725945853,-7.715547472,-6.35913395,-6.660797476,-7.112838893,-3.688639285,-6.224775665,-6.74888898,-6.683453357,-11.88715831,-6.231655509,-5.610250244,-5.989889255,-5.392691321,-5.392691334,77.24749825,3.862374912,22.75250175,2.275250175,0.269401567,0.026940157,7.305233354,3.506539034,8.651950573,5.336013036,9.861264392,5.495111107,7.569377858,3.241839409,5.888587954,1.919994597,9.712604654,4.750759524,1.734883277,-2.748069284,2.04555782,-2.089608733,3.541773709,-1.378107223,3.375533751,-1.403989822,1.234056012,-2.828789889,3.009967289,-0.314269051,5.388049373,0.90509682,2.301896642,-2.207963368,1.816204552,-3.090070734,0.742763918,-3.688452945
Isla Hermite,HER42PB,HER42PB_1C,90,100.2,101.4,100.8,961.9553846,18939.23077,47732.76923,1.345384615,-6.583474115,-4.72397535,-5.329086581,-5.943272493,-2.005902436,-6.286102459,-5.173479791,-5.524920757,-9.887256539,-6.178401926,-3.810564395,-3.791163232,-1.768003547,-1.768003548,-7.634420366,-6.25809789,-5.134367523,-6.654675156,-3.24076031,-6.809307421,-6.89831934,-7.064347279,-11.88715831,-6.636757503,-5.183556651,-5.669256087,-5.034416725,-5.034416713,70.96204823,3.548102411,29.03795177,2.903795177,0.390327941,0.039032794,7.353370585,2.727997691,8.794021161,4.379471335,9.917117916,4.444447162,7.792748685,3.09326782,6.067102476,1.275602711,9.776575865,5.854502523,1.966277332,-2.440041998,1.998026031,-2.567923443,3.705017904,-1.51633842,3.491224048,-0.90693197,1.318592526,-3.601288408,3.191992543,-0.725043005,5.392417358,0.171061033,3.040718878,-2.162288311,1.999841243,-2.312659328,0.956475252,-3.044378968
Isla Hermite,HER42PB,HER42PB_1C,91,101.6,103.1,102.3,977.5775,19813.25,51338.0625,1.355625,-6.538802658,-4.624037033,-5.755984918,-5.912415604,-1.739592996,-5.779483812,-5.143800758,-5.465909065,-8.609813165,-6.010831545,-3.811591465,-3.835116596,-1.781131508,-1.781131508,-7.627243242,-5.976170548,-6.838929415,-7.059614995,-3.289849158,-6.395986898,-6.636354414,-6.681633921,-7.618164869,-6.24418171,-5.510777245,-6.09978308,-5.45349021,-5.453490201,76.82229633,3.841114817,23.17770367,2.317770367,0.224223708,0.022422371,7.269618422,2.559087721,8.51900631,5.101679546,9.660086416,3.222334767,7.542337176,1.590093342,5.703729763,1.078356869,9.642720318,4.776185368,1.68615758,-2.779250656,2.035019059,-1.720000195,3.806609778,-1.047021766,4.193222571,-0.827463059,1.372996422,-2.932069167,2.837744139,-1.254602421,5.23813068,0.642910825,1.992184503,-2.623036021,1.897915809,-3.574754943,0.518164878,-3.186843967
Isla Hermite,HER42PB,HER42PB_1C,97,109.8,111,110.4,1058.646923,16921.61538,49881.46154,1.324615385,-5.142915259,-3.576771341,-4.445849508,-4.874273619,-0.708524785,-5.826350816,-5.113093153,-5.371430084,-7.231973324,-5.027580717,-3.085847416,-3.71159091,-1.631324056,-1.631324057,-5.603729932,-4.360060773,-5.135173128,-5.652427088,-1.916430894,-6.157946682,-7.260323936,-6.598754776,-7.16708319,-5.34269738,-3.91839937,-5.282986254,-3.834248487,-3.834248486,63.82257046,3.191128523,36.17742954,3.617742954,0.599604911,0.059960491,7.100295612,3.323677244,8.878405733,5.499947838,10.07621569,5.320222614,7.757642062,3.391488777,6.079441495,-0.039856423,9.751243689,5.250433518,1.981504832,-3.5652739,1.895111199,-3.344937273,3.365497466,-1.024561342,3.601680569,-0.788378237,1.202835478,-2.10214305,3.21191437,-0.816642453,5.541127744,-0.235225424,2.767195838,-1.798753637,1.924746178,-2.842942931,1.107873669,-3.348876515
Isla Hermite,HER42PB,HER42PB_1C,104,119.2,120.3,119.8,1151.604167,19878.16667,52794.58333,1.33,-6.73252699,-4.688395494,-5.704396892,-6.030524611,-1.45343358,-5.54473603,-5.110078987,-5.888741181,-9.887256539,-6.193573595,-4.043178061,-3.842829682,-1.783002428,-1.783002428,-7.670920051,-6.698206992,-7.14705764,-7.60365037,-3.112835092,-6.49594449,-6.764675205,-6.564942398,-11.88715831,-6.260640126,-6.099913523,-5.970596251,-5.207999754,-5.207999739,76.8334819,3.841674095,23.1665181,2.31665181,0.298078963,0.029807896,7.212083153,2.964587411,8.742071054,5.045159428,9.90005448,4.879368851,7.486494889,3.618488769,5.779756905,-0.098378957,10.27868977,6.078984688,1.979167087,-1.898454495,2.081543932,-1.369894666,3.436021104,-2.442114759,3.686015534,-0.561480208,1.620417977,-1.787804018,2.990874903,-1.359653065,5.444755978,0.084563207,2.29573029,-2.009335304,1.847370203,-2.618038045,0.435895633,-3.644546026
Isla Hermite,HER42PB,HER42PB_1D,118,127.3,128.4,127.8,1233.236667,21778.75,54049.75,1.334166667,-7.01465286,-4.982615785,-6.454886726,-6.764721548,-2.186319274,-6.068361227,-5.221156964,-5.671548574,-9.887256539,-6.801116547,-4.678189284,-3.787492108,-1.846798269,-1.846798268,-7.907656237,-6.573799477,-7.251603666,-7.209673603,-2.935506804,-6.699972042,-6.817923236,-6.674688178,-11.88715831,-6.690391429,-5.681111875,-5.968525592,-5.053926956,-5.053926964,75.97706345,3.798853173,24.02293655,2.402293655,0.402971752,0.040297175,7.326811588,3.779431696,8.640642038,5.20795399,9.95690713,6.31872079,7.869810763,4.18492333,6.044195656,2.647985816,9.468314727,5.163249134,1.68880827,-2.087810101,2.079137954,-2.074956614,3.328263232,-0.215650451,3.251460446,-0.503558811,1.144894735,-3.245164078,2.905203595,-0.552564139,5.471948778,1.978636108,2.979470511,-0.581895622,1.744117097,-1.921045832,0.716951519,-2.571810437
Isla Hermite,HER42PB,HER42PB_1D,121,130.9,132.2,131.6,1270.93,20312.92857,50184.42857,1.258571429,-6.944548223,-4.726258564,-6.353516975,-6.585579302,-2.663781257,-6.38742434,-5.244107714,-5.980450859,-9.19897191,-6.470362206,-4.108856176,-3.831077974,-1.81021397,-1.810213969,-7.393994894,-6.564665851,-7.380045182,-7.228706055,-4.076088389,-7.035529578,-7.198928348,-7.107390021,-8.722274223,-6.572279623,-5.625310122,-5.734027674,-5.20900011,-5.209000097,84.55037578,4.227518789,15.44962422,1.544962422,0.187676057,0.018767606,7.213534838,2.503004136,8.201973796,4.525022913,9.622984594,5.611141254,7.156680341,2.277073309,5.27599219,1.115507825,8.985783706,4.241351453,1.157337038,-3.170201405,1.869007664,-1.375185968,3.256830269,-2.695413571,2.834424638,-2.350564044,1.081989268,-3.034600906,2.385838748,-1.440006562,5.300639155,0.744259133,2.054461565,-1.96292196,1.308332492,-2.796062406,0.281446351,-3.959080704
Isla Hermite,HER42PB,HER42PB_1D,131,143.2,144.4,143.8,1396.852308,21612.38462,53592,1.345384615,-7.382781713,-5.11381102,-7.180814558,-7.5294504,-2.819342414,-5.788884536,-5.313676143,-5.621653887,-9.207132899,-6.853495343,-4.712319188,-3.731095614,-1.858541554,-1.858541553,-7.939922561,-6.678739246,-7.770809124,-7.789485086,-3.902823443,-6.589061203,-7.145851862,-6.842764287,-8.631000794,-6.678929239,-5.768921743,-6.222203376,-5.33838478,-5.338384779,80.12840061,4.006420031,19.87159939,1.987159939,0.317513884,0.031751388,7.31081677,3.163071431,8.527118762,4.41052859,9.694174917,4.746514422,7.434976023,3.241915488,5.558136355,1.118480607,9.457666935,4.724663377,1.390603961,-2.381657099,1.91163009,-2.49468924,3.100262851,-2.851980978,3.040095342,-1.242991346,0.945218979,-3.46110036,2.753892013,-1.053770977,5.305942763,0.477629026,1.910342813,-2.021882901,1.528008709,-2.600927303,0.354813921,-4.565066978
Isla Hermite,HER42PB,HER42PB_1D,137,150.7,151.9,151.3,1480.034615,20654.53846,50993.53846,1.311538462,-7.353742731,-5.027842419,-6.70415072,-6.754241276,-2.947350954,-5.97512443,-5.159603447,-5.949159687,-9.63285698,-6.647872309,-4.2974273,-3.84895534,-1.825351946,-1.825351946,-8.160909837,-7.006037093,-7.459906098,-7.412129994,-4.200389699,-6.615704617,-6.963352293,-6.793728612,-9.843736081,-6.507987698,-6.385125953,-5.722790328,-5.549292225,-5.549292208,84.05430901,4.202715451,15.94569099,1.594569099,0.223349145,0.022334914,7.0233385,2.437970941,8.1046425,4.481550786,9.596643038,5.595788819,7.047757586,3.046903367,5.150720496,1.144386811,8.853266089,3.862433422,1.049755927,-3.07918008,1.70286099,-2.834650543,2.995823411,-1.210570656,2.749969691,-1.865250831,0.765372703,-3.880619498,2.219506021,-2.100485223,5.264516815,0.258869063,1.644935951,-2.846905541,1.264553947,-3.272957582,-0.030993427,-4.350984661
Isla Hermite,HER42PB,HER42PB_1D,144,159.2,160.3,159.8,1611.23,18959.91667,48486.91667,1.343333333,-6.304570576,-4.450727723,-5.455602251,-5.775272448,-1.872952159,-5.990162428,-5.17902065,-5.843123357,-9.887256539,-6.106905389,-3.700022036,-3.814311481,-1.742398015,-1.742398014,-7.792887057,-6.370356061,-6.600745055,-7.238810061,-3.717029893,-6.430516811,-6.92189403,-6.3462106,-11.88715831,-6.266889429,-5.395921047,-5.292475627,-5.28337177,-5.283371758,69.43733975,3.471866988,30.56266025,3.056266025,0.509389576,0.050938958,7.15461693,3.412336698,8.699160337,5.130727036,9.869488439,4.96321316,7.665606811,3.330463762,5.812899312,1.246949839,9.582848199,4.379841012,1.667964065,-3.308269793,1.957379884,-1.559228347,3.385831651,-0.774652713,3.369687802,-0.765478754,0.932071872,-3.734973698,3.053266363,-0.710336638,5.406648349,0.831036965,2.462173992,-2.003234251,1.847637929,-2.718311544,0.970344828,-2.966995984
Isla Hermite,HER42PB,HER42PB_1D,147,162.9,164.1,163.5,1669.448462,18723.15385,49544,1.31,-6.021892181,-4.241870028,-5.33812382,-5.662760401,-1.671409834,-5.849556917,-5.139208734,-5.550289331,-6.489415265,-5.490873345,-3.64857761,-3.848287742,-1.752629478,-1.752629478,-6.855149428,-5.942487722,-6.386241537,-6.519858295,-2.657743069,-6.555605624,-6.786228383,-6.73316558,-6.615245699,-6.109667266,-5.612186143,-6.102625235,-5.236411195,-5.236411201,79.71111846,3.985555923,20.28888154,2.028888154,0.343529575,0.034352957,7.24540383,0.925435216,8.365384589,4.331193949,9.69919628,5.356390359,7.421102207,3.403718686,5.576452244,0.336403785,9.283680836,4.150877908,1.417303846,-2.782401236,1.960265911,-3.242741278,3.418836804,-1.543008327,3.108120056,-0.686119914,0.902004918,-4.338043511,2.740756482,-1.751085017,5.3039253,0.252468012,2.286383832,-3.186286934,1.674984497,-3.424481996,0.738939092,-3.807962179
Isla Hermite,HER42PB,HER42PB_1E,158,169.3,170.5,169.9,1768.774615,20527.46154,50818.76923,1.289230769,-7.078168825,-5.205903021,-6.858116896,-7.09221985,-2.662869141,-5.857624879,-5.290744052,-5.578237951,-9.085511946,-6.518887731,-4.559197214,-3.770366665,-1.825483501,-1.825483502,-7.839769861,-7.098561609,-7.350012976,-7.646296743,-4.396716936,-6.687298992,-6.878436132,-6.622166342,-8.398233668,-6.444721642,-5.881673223,-6.000797318,-5.370669057,-5.370669078,85.36560999,4.268280499,14.63439001,1.463439001,0.21879694,0.021879694,6.102633663,1.61968111,6.932025942,2.634340456,8.600908122,3.933862532,6.017089307,0.849800203,4.198866375,-2.067035014,8.07826628,3.144592027,0.231350929,-3.910085234,1.042011838,-2.895328977,2.058675152,-3.008530503,2.079019593,-3.004186389,-0.067927832,-4.756479589,1.392102962,-2.814291104,4.315583585,-2.061543441,1.042011838,-3.690991723,0.282247582,-3.660234623,-0.325459808,-4.283526784
