Location,Site,Section,sample,min_depth,max_depth,depth,depth_err,SH20_mean_95CI,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,accrate,accrate_err,kcps,cps,MSE, K, Ca, Ti, Mn, Fe, Zn, Rb, Sr, Zr,Mo_inc,Mo_coh,inc_coh,Ln_inc_coh,coh_inc,Ln_coh_inc,Total_scatter,kcps_sd,cps_sd,MSE_sd, K_sd, Ca_sd, Ti_sd, Mn_sd, Fe_sd, Zn_sd, Rb_sd, Sr_sd, Zr_sd,Mo_inc_sd,Mo_coh_sd,inc_coh_sd,Ln_inc_coh_sd,coh_inc_sd,Ln_coh_inc_sd,Total_scatter_sd,Water_Content_pc,Dry_mass,Dry_mass_err,LOI550,LOI550_err,C_org_pc,C_org_pc_err,Ln_C_org,Ln_C_org_err,Volume_cm3,Volume_err_cm3,Wet_density_g_cm3,Dry_density_g_cm3,Dry_density_err_g_cm3,DMAR_g_cm2_yr,DMAR_err_g_cm2_yr,DMAR_err_pc, P_ICP,P_ICP_sd,K_ICP,K_ICP_sd, Ca_ICP, Ca_ICP_sd, Ti_ICP, Ti_ICP_sd, Mn_ICP, Mn_ICP_sd, Fe_ICP, Fe_ICP_sd, Co_ICP, Co_ICP_sd, Ni_ICP, Ni_ICP_sd, Cu_ICP, Cu_ICP_sd, Zn_ICP, Zn_ICP_sd, As_ICP, As_ICP_sd, Rb_ICP, Rb_ICP_sd, Sr_ICP, Sr_ICP_sd, Zr_ICP, Zr_ICP_sd, Pb_ICP, Pb_ICP_sd, Th_ICP, Th_ICP_sd
Bird Island,BI10,BI10.11,443,438.2,439.3,438.7,0.55,199,6060,6458,6321,6306,0.04185,0.00137,21705.58333,62291.08333,1.386666667,27.83333333,320.0833333,105.1666667,46.83333333,16872.66667,13.66666667,31.58333333,401.3333333,635,34770.33333,5511.416667,6.310234631,1.841956019,0.158541358,-1.841956019,40281.75,324.5456848,3058.907959,0.053143602,8.788766935,31.8789139,35.54723703,23.59057336,3497.049778,24.18238778,39.24389549,111.5195322,115.1504944,839.4105435,135.1352577,0.137448621,0.02173611,0.003438821,0.02173611,927.1165588,80.03,19.97,1,81.52,4.08,40.76,4.08,3.707701208,0.371133978,4.1793,18.6984,1.0304,0.2572,1.1634,0.0108,0.049,455.7,3322.188553,52.99097299,1374.155784,247.3480411,5399.551536,701.9416997,564.5866399,79.04212959,46.9486511,5.633838132,32219.65007,5799.537013,8.58191768,0.600734238,10.7534478,5.806861812,67.64965696,9.470951974,53.82896824,4.844607142,6.546600461,0.21306347,5.803580829,0.928572933,91.69283278,1.833856656,11.59992701,0.579996351,5.623923907,0.078821248,0.82113265,0.010596606
Bird Island,BI10,BI10.11,449,445.8,446.8,446.3,0.525,202,6176,6580,6410,6403,0.09592,0.00314,24876.81818,74235.36364,1.415454545,48.18181818,365.3636364,122,68.63636364,20380.36364,6.272727273,50.81818182,388.0909091,883.5454545,41371.81818,6320.181818,6.549980304,1.879023621,0.15280435,-1.879023621,47692,436.1939519,4361.956792,0.091800178,14.94535501,40.27722117,27.53906316,28.28523547,4768.460764,11.88352565,52.6475416,76.55776191,124.3103887,830.7278517,176.9643005,0.20622768,0.03084685,0.004619234,0.030846851,885.3567642,80.05,19.95,1,86.26,4.31,43.13,4.31,3.764218811,0.376160053,4.1728,18.9235,0.9091,0.2265,1.0387,0.0217,0.1003,461.8,1212.319435,3.81968698,959.6082071,172.7294773,7612.230803,989.5900044,383.0841407,53.6317797,68.97052291,8.276462749,16700.79088,3006.142358,1.309662683,0.091676388,2.705794836,1.461129211,30.41424683,4.257994556,18.55755468,1.670179921,4.507341527,0.065271547,4.177557871,0.668409259,107.4610267,2.149220534,9.694411847,0.484720592,3.151085499,0.027796954,0.586841167,0.002855282
Bird Island,BI10,BI10.12,461,452.4,453.6,453,0.6,196,6271,6663,6472,6471,0.09957,0.00314,16602.53846,58318.23077,1.349230769,54.07692308,378.2307692,331.0769231,147.1538462,28176.46154,18.69230769,138.6153846,1027.384615,552.3846154,20744.53846,4311.461538,4.799917888,1.560419413,0.21177954,-1.560419414,25056,1663.480519,4952.950016,0.067510683,13.38818844,80.8807289,160.1241506,78.78541125,2872.323265,27.06900015,74.05576554,360.7417217,90.36273057,3518.186574,324.0870807,0.637304859,0.133356934,0.028275021,0.133356935,3731.190963,43.16,56.84,2.84,13.35,0.67,6.68,0.67,1.899117988,0.190480397,4.4562,20.7372,0.5872,0.7734,3.6377,0.077,0.3646,473.5,4684.658687,40.98930044,6631.161901,1193.609142,11154.85179,1450.130733,3810.984322,533.5378051,355.0818916,42.60982699,37075.7818,6673.640724,5.309682165,0.371677752,5.648759577,3.050330172,28.74922169,4.024891037,50.41642497,4.537478247,7.998732079,0.0894333,25.0506238,4.008099808,263.6699608,5.273399216,61.68487759,3.08424388,10.60472176,0.047124627,2.599471014,0.035744714
Bird Island,BI10,BI10.12,465,457.6,458.7,458.1,0.55,187,6333,6707,6522,6522,0.09957,0.00297,20723.58333,52309.41667,1.341666667,30.83333333,259,157.0833333,67.16666667,5935.083333,8.25,136.9166667,937.25,796.5833333,35060.66667,5630.166667,6.232358802,1.828643552,0.160807435,-1.828643552,40690.83333,337.0579822,2762.886714,0.086637524,14.60282248,37.95212295,43.51897879,17.55942292,3463.31873,28.57883832,70.39558139,216.9814089,96.60459083,1327.377341,162.4885078,0.309072748,0.049072909,0.007808821,0.049072909,1329.520818,68.15,31.85,1.59,36.06,1.8,18.03,1.81,2.892037037,0.290326513,4.0849,19.1725,0.808,0.3776,1.7913,0.0376,0.1795,477.3,4480.636884,7.550856231,5147.889503,926.6201105,11483.54156,1492.860403,2897.539841,405.6555777,201.9552017,24.2346242,29511.5462,5312.078316,4.280007535,0.299600527,7.193324268,3.884395105,39.15988603,5.482384044,62.26601894,5.603941705,7.060998051,0.166110574,21.73821403,3.478114245,227.4544094,4.549088188,60.0329846,3.00164923,9.227439886,0.098137776,2.660639192,0.035397346
Bird Island,BI10,BI10.12,469,462.9,463.9,463.4,0.5,169,6429,6767,6573,6579,0.08959,0.0024,21096.27273,57828.27273,1.355454545,53,402.0909091,257.0909091,96.18181818,12265.90909,22.18181818,153,791.3636364,733.8181818,33982.45455,5654.090909,6.007923487,1.792284079,0.166712956,-1.79228408,39636.54545,509.362757,3505.868312,0.060887377,14.11382301,53.90260577,54.82600577,19.44642991,4493.61379,32.98429378,114.6385624,133.155753,97.8966988,1933.015746,148.3970718,0.250118586,0.041921552,0.007035102,0.041921552,2045.187686,61.49,38.51,1.93,40.11,2.01,20.05,2.01,2.998229154,0.300570603,3.5448,16.7756,0.8094,0.507,2.4248,0.0454,0.2185,480.9,3299.466766,30.96016951,5505.035933,990.9064679,10269.18303,1334.993794,3795.356029,531.3498441,311.4480017,37.3737602,35173.56997,6331.242595,7.368448017,0.515791361,6.263265577,3.382163412,34.66157048,4.852619867,58.60550147,5.274495132,5.441478568,0.110837604,21.04953065,3.367924904,198.7277638,3.974555276,50.93045401,2.546522701,7.052044782,0.041003547,2.246205468,0.019015327
Bird Island,BI10,BI10.12,477,473.1,474.2,473.6,0.55,257,6590,7104,6791,6809,0.02308,0.0009,21065.16667,59893.83333,1.431666667,40.33333333,310.1666667,156.1666667,59.25,15211.08333,37,127.6666667,868.75,744.4166667,33467.75,5488.916667,6.097451838,1.807655693,0.164073705,-1.807655693,38956.66667,390.4495855,2067.262829,0.108948139,15.54075775,48.89847243,31.03321778,25.02044618,2416.938652,56.63760396,46.8000259,202.4617248,64.51843758,1204.071738,159.9775316,0.131857419,0.021694842,0.003570401,0.021694842,1334.975814,74.7,25.3,1.27,69.78,3.49,34.89,3.49,3.552200255,0.355321837,4.0849,19.6626,0.8082,0.2738,1.3315,0.0063,0.031,490.2,1867.157105,9.197573139,2516.983872,453.057097,6960.861032,904.9119342,1199.537678,167.9352749,60.6622639,7.279471668,33521.67785,6033.902013,21.80830378,1.526581265,10.48832859,5.663697439,46.69505839,6.537308175,136.0251037,12.24225933,7.513560787,0.135235689,10.73581104,1.717729766,111.667296,2.23334592,21.85695903,1.092847952,4.184776208,0.042481992,0.991208795,0.007184844
Bird Island,BI10,BI10.12,480,476.9,478,477.5,0.55,441,6625,7506,6943,6978,0.02308,0.00148,22437.08333,59727.83333,1.308333333,21.16666667,262.25,103.1666667,46,9028.25,18.66666667,83,827.1666667,837.75,38904.91667,5975.083333,6.512515564,1.873635557,0.153578193,-1.873635556,44880,444.6597184,2933.295287,0.106756591,10.06192945,36.06843243,33.24792087,23.57194018,3417.221549,21.08568378,51.18060712,89.19522341,87.62640221,1038.664392,184.6980131,0.091443982,0.014026978,0.002152012,0.014026979,1206.71048,75.92,24.08,1.2,68.85,3.44,34.43,3.44,3.538928277,0.353584469,4.8707,23.6106,0.8008,0.2539,1.2436,0.0059,0.0291,496.2,5218.223333,7.043425533,6175.999603,1111.679929,9855.628818,1281.231746,3509.410749,491.3175049,115.4337622,13.85205146,13189.89932,2374.181878,5.35222129,0.37465549,9.999536344,5.399749626,89.58971424,12.54255999,35.42302354,3.188072119,3.566731737,0.069025258,30.35980649,4.857569038,245.5928888,4.911857776,55.86097273,2.793048637,7.476387324,0.031961795,2.37928939,0.024414367
Bird Island,BI10,BI10.13,519,491,492,491.5,0.5,600,6901,8101,7636,7600,0.02106,0.00168,21587.27273,62373.45455,1.338181818,17.27272727,305.9090909,72.45454545,40.09090909,14940.09091,56.36363636,68.72727273,813.3636364,709.8181818,35579.72727,5895.090909,6.035132478,1.797359471,0.165775222,-1.797359471,41474.81818,809.7003262,2389.075904,0.100381092,10.66856044,40.41646829,21.46794651,14.8354612,4174.159303,52.05434223,47.88129261,92.54649937,126.057779,2148.93495,322.5106059,0.138583385,0.022866377,0.003774207,0.022866377,2449.349866,79.77,20.23,1.01,76.36,3.82,38.18,3.82,3.642311818,0.364421979,2.9089,15.2093,0.8896,0.4251,2.2441,0.009,0.048,535.8,5731.950298,32.12000598,790.4601626,142.2828293,7012.381581,911.6096055,307.9839209,43.11774893,64.82600414,7.779120497,19102.04921,3438.368858,14.81752131,1.037226492,14.68864067,7.931865962,78.63602567,11.00904359,94.75874646,8.528287181,4.2798937,0.044961711,3.470088908,0.555214225,131.8281488,2.636562976,7.181000574,0.359050029,4.406393906,0.009614021,0.594316804,0.008707315
Bird Island,BI10,BI10.13,522,494.8,495.8,495.3,0.5,589,6973,8151,7817,7780,0.02106,0.00162,21632,65648.63636,1.413636364,26.72727273,346.7272727,109.0909091,51,20218.45455,34.27272727,46.36363636,826.3636364,670.5454545,34173,5605.909091,6.093106454,1.806520535,0.164327659,-1.806520535,39778.90909,837.2749847,7001.602092,0.073112616,14.37421935,46.91287863,52.9215543,22.4053565,8601.48369,31.90326287,50.24793076,147.3487514,112.4787657,1998.699527,169.8466688,0.229970512,0.037306039,0.00605834,0.037306039,2138.338535,76.89,23.11,1.16,69.32,3.47,34.66,3.47,3.545586284,0.354967813,3.9741,20.9234,0.8058,0.2422,1.2875,0.0051,0.0275,539.2,8552.630611,86.09986976,3163.380594,569.4085069,9040.006112,1175.200795,1347.461524,188.6446134,87.95481953,10.55457834,17067.4608,3072.142944,4.1377886,0.289645202,13.66412704,7.378628602,99.33071721,13.90630041,57.03901807,5.133511626,5.021044644,0.084295908,14.31278916,2.290046266,224.4453244,4.488906488,28.83560184,1.441780092,11.05154273,0.183321819,1.626818587,0.027086211
Bird Island,BI10,BI10.13,525,498.7,499.7,499.2,0.5,603,7038,8243,8028,7965,0.02597,0.00199,21969.2,75244.2,1.42,54.8,495.9,167.4,120.7,32461.8,169.1,88.2,1238.5,658.3,30715.8,5547,5.538484948,1.709926475,0.181211009,-1.709926476,36262.8,685.2337476,5070.515748,0.096148034,24.83635328,91.0792695,78.42363589,60.4024466,6283.970999,107.3917543,42.42064487,274.8184249,74.03159986,2061.698965,178.1566103,0.345935586,0.063499752,0.011687875,0.063499752,2134.406543,72.95,27.05,1.35,58.75,2.94,29.37,2.94,3.379973745,0.338342622,3.219,17.0301,1.1024,0.4089,2.1836,0.0106,0.0575,541.7,7419.560931,130.1713155,6266.517708,1127.973187,11396.20863,1481.507122,2883.518514,403.692592,169.8695081,20.38434097,32079.57549,5774.323588,10.38268079,0.726787655,13.11407391,7.081599911,78.85879013,11.04023062,47.08824283,4.237941855,6.288348336,0.156785698,25.23019472,4.036831155,262.4737246,5.249474492,49.62591564,2.481295782,10.71886514,0.095384019,2.562984296,0.028069395
Bird Island,BI10,BI10.13,529,503.9,505.1,504.5,0.6,608,7103,8320,8171,8096,0.04867,0.00372,22666.2,76962.9,1.376,37.9,555.3,91.7,67.6,31490.9,296.1,4.4,1130.4,631.5,33134.3,5557.3,5.962055325,1.784629916,0.167993663,-1.784629916,38691.6,787.8435829,8299.093946,0.096286609,19.3071662,77.0310904,39.44067275,15.8689074,9764.807086,48.64485813,11.11755369,159.4624303,77.44137568,1853.806957,198.2243678,0.246634002,0.041983925,0.007156707,0.041983925,1991.46664,81.75,18.25,0.91,73.15,3.66,36.58,3.66,3.599501643,0.360146966,2.7224,14.494,0.722,0.1612,0.8663,0.0078,0.0428,545,8532.394848,27.06455729,1326.826528,238.828775,7680.69076,998.4897988,440.1427786,61.619989,77.40139067,9.28816688,40180.34818,7232.462672,32.08267707,2.245787395,54.67369247,29.52379393,273.7512725,38.32517815,160.9095737,14.48186163,6.723116051,0.083862022,4.409343496,0.705494959,198.8915063,3.977830126,8.837063052,0.441853153,2.529190132,0.009725697,0.669759257,0.001692966
Isla Hermite,HER42PB,HER42PB1A,3,2.5,3.7,3.1,0.6,12,-65,-42,-60,-58,0.4116,0.01546,19219.71429,52847.57143,1.328571429,69.28571429,441.8571429,148.1428571,119.7142857,7603.428571,22.85714286,123.4285714,675.5714286,680.1428571,31968.42857,5356.714286,5.969385725,1.78643537,0.167590927,-1.78643537,37325.14286,294.422437,1304.465006,0.044880794,19.72066839,38.53755126,78.941811,33.73284396,1362.891027,26.44761219,84.27110446,102.4692753,148.3446759,671.7586018,121.7096467,0.132506991,0.021998875,0.003653047,0.021998875,740.4679666,79.48,20.52,1.03,41.92,2.1,24.32,2.1,3.191299057,0.275564475,5.0921,0.3895,0.9496,0.2452,0.031,0.1009,0.0166,16.4,1827.041566,37.63705626,5443.67845,979.862121,15948.18938,2073.264619,1607.114721,224.9960609,407.4375349,48.89250419,14682.28264,2642.810875,4.851245271,0.339587169,4.965819612,2.68154259,23.13004442,3.238206219,42.19689147,3.797720232,2.909070465,0.066908621,17.13305574,2.741288918,204.6688961,4.093377922,8.791484806,0.43957424,5.273214186,0.114428748,1.358963465,0.018889592
Isla Hermite,HER42PB,HER42PB1A,5,5.3,6.5,5.9,0.6,23,-64,-19,-55,-51,0.4081,-0.1335,18524.28571,52431.28571,1.432857143,76,482.2857143,157,154.1428571,10177.85714,0.375,156.8571429,1007.571429,652.1428571,28922.42857,5319.571429,5.439274473,1.693232866,0.183999064,-1.693232866,34242,485.1260023,2026.48692,0.077827648,16.59317129,79.1995671,47.74934555,37.46299762,1422.475826,1.060660172,76.36628526,162.1612954,62.64830025,935.4647432,176.3130333,0.169749115,0.030951157,0.005647376,0.030951158,1043.884413,71.58,28.42,1.42,22.91,1.15,13.29,1.15,2.587011873,0.22385731,5.7703,0.5741,0.9087,0.3608,0.0539,0.1472,-0.0262,-17.8,2039.850817,36.30934454,5975.780316,1075.640457,16588.68048,2156.528462,1837.980819,257.3173147,366.7929674,44.01515609,16189.75967,2914.156741,5.402833637,0.378198355,5.507249153,2.973914543,28.86151963,4.040612748,35.42095591,3.187886032,3.290427423,0.090157711,22.17089462,3.547343139,214.4801797,4.289603594,9.110923126,0.455546156,5.90081533,0.105034513,2.374515933,0.022795353
Isla Hermite,HER42PB,HER42PB1A,7,8.1,9.3,8.7,0.6,33,-64,3,-50,-44,0.3223,-0.21976,19518.28571,66067.85714,1.418571429,114.7142857,559.7142857,211,145.4285714,25766,14.57142857,125.2857143,1022.142857,578.5714286,27171.14286,5221.571429,5.20683413,1.649629293,0.192187451,-1.649629294,32392.71429,381.9318064,3406.410008,0.110064916,34.29632772,99.29537466,38.75564475,27.71796735,3105.261932,18.36534003,42.85912694,64.60502708,113.4193651,137.8603503,134.651225,0.146701387,0.028331204,0.005474048,0.028331205,142.651924,29.61,70.39,3.52,23.05,1.15,13.37,1.16,2.593013391,0.224973488,5.1998,0.6136,0.4258,1.0123,0.1701,0.3263,-0.1676,-51.4,1919.062535,23.98828169,5333.453521,960.0216338,15380.19155,1999.424902,1832.527324,256.5538254,315.5650704,37.86780845,16934.94085,3048.289353,4.923853521,0.344669746,4.900777465,2.646419831,28.38931831,3.974504563,31.93149296,2.873834366,3.519098592,0.078475899,20.66172394,3.30587583,191.8197183,3.836394366,8.621791549,0.431089577,5.546907042,0.017195412,2.135112113,0.015372807
Isla Hermite,HER42PB,HER42PB1A,9,10.9,12.1,11.5,0.6,45,-56,33,-29,-24,0.0853,-0.15703,20444,62930.42857,1.414285714,107.1428571,637,291.1428571,157.8571429,19232.28571,0.375,155.4285714,919.2857143,781.2857143,30279.85714,5440.428571,5.56645999,1.716447545,0.179760079,-1.716447544,35720.28571,222.7547231,2539.291755,0.083238041,20.22728002,75.2750512,115.1483515,50.89017119,3407.73237,1.060660172,54.89036692,150.5542143,236.2031007,923.9562451,122.8438808,0.149270687,0.027048852,0.00490356,0.027048851,994.009174,75.75,24.25,1.21,32.46,1.62,18.83,1.63,2.935451343,0.254104391,5.7703,0.805,0.9124,0.2921,0.0554,0.0249,-0.0412,-165.1,1818.155266,21.27241661,5207.184,937.29312,15558.14641,2022.559033,1580.648497,221.2907896,291.4015196,34.96818235,17138.00234,3084.840421,4.715790685,0.330105348,5.241528694,2.830425495,33.07658228,4.630721519,27.71352621,2.494217359,3.519010192,0.08621575,18.82353425,3.01176548,198.4859127,3.969718254,8.287638868,0.414381943,5.55327284,0.067749929,2.013655832,0.010672376
Isla Hermite,HER42PB,HER42PB1A,13,16.3,17.5,16.9,0.6,119,-46,192,27,40,0.0853,0.25802,18108,46364,1.382857143,72.42857143,338.4285714,89.28571429,80.28571429,4260.571429,1.142857143,115.4285714,817.4285714,695.2857143,30612.28571,5399,5.671657619,1.735329644,0.17636868,-1.735329643,36011.28571,190.0771773,824.6558878,0.081998839,18.66241448,82.51233674,22.7648434,15.59609231,346.241658,3.023715784,92.28553,109.5853657,95.71609806,287.5515689,110.3298086,0.107027989,0.018793188,0.003300552,0.018793187,347.6280168,71.91,28.09,1.4,29.64,1.48,17.19,1.48,2.844327819,0.244886863,5.2022,0.9208,0.8836,0.3451,0.0783,0.0294,0.0957,325.2,1537.778135,13.37866977,5837.940234,1050.829242,17669.83951,2297.079136,1819.746676,254.7645346,318.8457154,38.26148585,13667.24784,2460.104611,5.347190156,0.374303311,6.351383957,3.429747337,33.89863255,4.745808557,28.93439766,2.604095789,3.526025127,0.07157831,20.45548446,3.272877514,217.6036906,4.352073812,10.6404829,0.532024145,6.561300175,0.142380214,1.938320973,0.021709195
Isla Hermite,HER42PB,HER42PB1A,16,20.5,21.6,21.1,0.6,164,-29,300,70,88,0.0885,0.16786,16870.42857,45596,1.318571429,71.85714286,379.4285714,181.1428571,136.2857143,7323.714286,3.428571429,133.7142857,1071.857143,672.7142857,26951.85714,5034.428571,5.356493873,1.678097688,0.18676837,-1.678097688,31986.28571,295.1541163,1376.180221,0.069624845,32.814776,50.64535893,42.50266098,30.69589704,920.73842,9.071147352,38.96457488,75.13416571,105.8217279,309.8738607,154.4742235,0.11921273,0.022229549,0.004146356,0.022229548,445.4296481,67.14,32.86,1.64,24.87,1.24,14.42,1.25,2.668616132,0.231329415,3.9701,0.804,1.2319,0.6031,0.1523,0.0534,0.1147,214.9,1081.37795,27.68327553,6956.874444,1252.2374,21182.64262,2753.743541,2092.551562,292.9572187,343.7990278,41.25588334,11986.74089,2157.61336,4.922970952,0.344607967,6.39350629,3.452493397,28.97734663,4.056828528,27.00122448,2.430110203,2.560291583,0.019714245,22.53472619,3.60555619,287.7800097,5.755600194,20.13391113,1.006695557,7.959380853,0.217291097,8.55452875,0.111208874
Isla Hermite,HER42PB,HER42PB1A,20,26.1,27.3,26.7,0.6,177,2,355,144,152,0.0875,0.10392,16640.85714,45076.85714,1.39,89.42857143,545.5714286,266.4285714,149,7554.142857,18,127.4285714,1007.714286,647.1428571,26567.42857,4950.285714,5.368974016,1.680432859,0.186331494,-1.680432859,31517.71429,490.2317236,1275.774331,0.059721576,20.1895777,122.7040574,100.7949356,39.5347948,613.4632368,21.43983831,39.22523483,126.3298781,76.95762594,670.4040715,163.3316812,0.116872774,0.021840688,0.004083534,0.021840689,799.7940806,68.52,31.48,1.57,27.72,1.39,16.08,1.39,2.777576264,0.240101431,4.7493,1.1588,0.9455,0.4344,0.1277,0.038,0.0563,148.2,1396.766862,19.55473607,5864.826617,1055.668791,16828.03623,2187.64471,2256.103454,315.8544836,382.915235,45.9498282,14179.20706,2552.257271,6.646599115,0.465261938,7.84225117,4.234815632,41.9704529,5.875863406,36.91192497,3.322073247,3.985506849,0.07572463,22.63461313,3.621538101,192.0094569,3.840189138,11.10116946,0.555058473,7.31800373,0.071716437,2.247212708,0.018651865
Isla Hermite,HER42PB,HER42PB1A,25,33.1,34.1,33.6,0.5,182,56,419,226,231,0.0859,0.06884,15229.33333,49329.5,1.285,119.1666667,444.8333333,205.5,141.3333333,17545.5,13.33333333,214.3333333,1003.666667,559.6666667,21620,4560.166667,4.739217077,1.555540004,0.211144707,-1.555540003,26180.16667,1049.866785,3217.918007,0.11058933,50.45955476,47.02091733,55.20778931,22.33084563,1642.963633,22.12389357,155.5347764,199.6112889,55.38110388,1170.691932,155.0347273,0.134462067,0.028151698,0.005895928,0.028151698,1309.815929,59.53,40.47,2.02,19.47,0.97,11.29,0.98,2.423917378,0.21040204,3.9894,1.1729,1.1348,0.7716,0.2654,0.0663,0.0759,114.5,1620.284407,23.17006702,8871.994311,1596.958976,23025.53265,2993.319245,3140.602681,439.6843753,585.3572459,70.24286951,35487.97724,6387.835903,9.632847657,0.674299336,11.08791026,5.98747154,61.64578206,8.630409488,47.90043877,4.311039489,6.892109508,0.119922705,34.84930473,5.575888757,237.2807242,4.745614484,16.78597985,0.839298993,10.39092417,0.078971024,3.601557628,0.046460093
Isla Hermite,HER42PB,HER42PB1A,28,37.1,38.2,37.7,0.6,179,89,447,280,279,0.0859,0.05639,16567.14286,50035.57143,1.298571429,153.7142857,703.2857143,322,185.2857143,13981.42857,9.714285714,202.7142857,1057.714286,670.7142857,24532.28571,4836.857143,5.074891288,1.623528391,0.197354674,-1.62352839,29369.14286,390.439252,2153.883923,0.064142698,33.11955256,165.6056705,116.7747119,32.84668571,2050.216644,13.45008409,56.46448526,249.5507392,113.1219317,804.0710405,120.1227547,0.216178229,0.042559645,0.008388681,0.042559645,801.3882597,63.18,36.82,1.84,20.1,1.01,11.66,1.01,2.456164181,0.212755216,3.8992,1.2575,1.0087,0.5878,0.219,0.0505,0.052,102.9,1400.404816,30.80890594,7746.307975,1394.335436,19806.58483,2574.856028,2780.927179,389.3298051,509.8802514,61.18563017,25321.34917,4557.842851,8.041928644,0.562935005,8.769207812,4.735372218,43.74139458,6.123795241,42.59030524,3.833127472,4.682840687,0.048701543,30.00680597,4.801088955,201.9638553,4.039277106,18.09041528,0.904520764,8.055009204,0.107937123,2.572946266,0.042196319
Isla Hermite,HER42PB,HER42PB1A,31,41.2,42.3,41.8,0.6,164,154,482,329,328,0.0777,0.0399,18103,57895.33333,1.36,88.5,441.1666667,292.6666667,140.1666667,20058.5,2.5,172.8333333,832,638.1666667,26534.33333,5003.833333,5.306826813,1.668267325,0.188708828,-1.668267325,31538.16667,370.9123886,1942.741637,0.037947332,20.54993917,44.54398575,131.6809275,26.98456349,1963.243108,6.123724357,102.2632225,92.19544457,99.04628548,629.6537673,124.8894178,0.22307512,0.041629611,0.007778059,0.041629611,586.3935254,58.63,41.37,2.07,18.16,0.91,10.53,0.91,2.354228326,0.203451831,3.6289,1.2737,1.0532,0.7433,0.2981,0.0578,0.0528,91.5,1323.400898,31.62928146,8706.157013,1567.108262,23961.57686,3115.004992,2482.596033,347.5634446,510.7720501,61.29264601,30348.25974,5462.686753,8.722415009,0.610569051,8.979833284,4.849109973,34.73791874,4.863308624,44.27594323,3.984834891,4.573916289,0.065864395,30.61922635,4.899076216,256.1176349,5.122352698,12.6893661,0.634468305,7.76861256,0.122744078,2.073978393,0.01825101
Isla Hermite,HER42PB,HER42PB1B,48,54,55.1,54.6,0.6,127,345,599,494,477,0.1058,0.02929,18082.33333,48215.16667,1.321666667,73.33333333,413,166.5,108,6598.166667,4.5,122.1666667,818.3333333,649.6666667,30065,5239.166667,5.739122347,1.74718382,0.174285191,-1.747183819,35304.16667,172.0798264,440.7618026,0.088411915,14.78738201,31.00967591,48.62818113,20.07984064,243.1858686,9.203260292,68.11289648,81.40925418,88.98913791,417.2112175,65.27301637,0.098779253,0.017111616,0.002964792,0.017111616,431.8376624,75.7,24.3,1.21,40.85,2.04,23.69,2.04,3.165053018,0.272549943,3.9811,2.0781,1.1561,0.3711,0.2123,0.0393,0.0333,84.9,1482.982594,20.02026502,4618.995032,831.4191058,16479.65741,2142.355463,1575.735639,220.6029895,285.4554922,34.25465906,13872.977,2497.13586,5.871694204,0.411018594,11.09571628,5.991686791,27.8525667,3.899359338,30.62449678,2.75620471,3.358299908,0.053732799,17.215285,2.7544456,199.578966,3.99157932,9.92564195,0.496282098,5.775742778,0.041007774,1.748714738,0.016437919
Isla Hermite,HER42PB,HER42PB1B,50,56.7,57.8,57.3,0.6,153,353,658,511,503,0.1062,0.0333,17197.5,45649.16667,1.321666667,59.16666667,334,135.3333333,105.6666667,5611.666667,22.16666667,124.6666667,988,719.1666667,28348.83333,5327,5.329910251,1.672570548,0.187910045,-1.672570547,33675.83333,187.664328,579.38499,0.066458007,18.69135272,67.38842631,39.18503116,9.933109617,817.1789686,27.7950835,74.98711,145.7065544,113.3550469,489.543631,249.8151316,0.226006625,0.043025268,0.008200335,0.043025268,623.2365255,68.99,31.01,1.55,28.45,1.42,16.5,1.43,2.803360381,0.2429579,3.9811,2.1578,1.1804,0.5306,0.3141,0.0564,0.051,90.6,746.1273884,12.31110191,3415.579205,614.8042569,10723.74092,1394.08632,1161.29693,162.5815702,213.0614752,25.56737702,10017.06936,1803.072485,4.139917554,0.289794229,5.323592416,2.874739905,16.00316636,2.24044329,21.4504263,1.930538367,1.692478385,0.017094032,12.67297664,2.027676262,119.2508257,2.385016514,6.298210275,0.314910514,3.645247462,0.013122891,1.178669272,0.009782955
Isla Hermite,HER42PB,HER42PB1B,56,64.7,65.8,65.3,0.6,194,401,788,586,587,0.0894,0.03031,18076.33333,47793.83333,1.286666667,64.5,374.6666667,171.1666667,90.66666667,6873.333333,11.33333333,81.83333333,738.3333333,609.3333333,29846.33333,5216.5,5.722845216,1.743850738,0.174953758,-1.743850738,35062.83333,495.4988059,1666.313226,0.076332606,14.22322045,29.58828597,54.80662977,21.71328318,807.0387021,27.76088375,81.75675303,108.0752824,65.99595947,991.0020518,68.62871119,0.219631,0.038459293,0.006743825,0.038459293,976.6037921,80.11,19.89,0.99,43,2.15,24.94,2.15,3.21647294,0.27728215,3.808,2.2924,1.2687,0.3151,0.2054,0.0282,0.0279,99.1,1306.437254,29.00290704,4921.529077,885.8752339,16718.31854,2173.38141,1911.570392,267.6198549,318.8247,38.258964,18126.438,3262.75884,5.075843538,0.355309048,8.253068077,4.456656762,36.18123,5.0653722,34.30741154,3.087667039,3.075266769,0.043976315,16.21679654,2.594687446,197.3571738,3.947143476,10.43275985,0.521637993,5.613188538,0.092056292,1.741273362,0.040223415
