C:\Data\BAS2023_Mo_batch\MI1K__xrf     2023-09-05  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Ti	Fe	Ni	Cu	Zn	Se	Br	Rb	Sr	Y	Zr	Tc	Rh	Pd	Ag	Cd	In	Sb	Te	I	Dy	Tm	Yb	Lu	Hf	Pb	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W lb2	W La in	W Lb1 in	W Lb2 in	Mo inc	Mo coh	Dt	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000444.spe	462.00	5.40	1	0.017519	-0.011353	0.012303	0.089277	31535	3.10	0.017	0.087	0.275	0.000	0.028	0.000	0.527	1.604	17.629	17.626	196.202	0.264	0.000	0.541	0.000	0.000	0.394	7.317	0.462	2.691	0.000	0.000	0.000	0.000	0.087	0.000	0.883	0.261	0.000	0.000	1.734	0.000	0.000	0.013	0.000	0.499	0.206	0.138	0.777	6.877	0.050	0.000	0.000	0.000	0.069	0.000	41.269	16.336	0.211	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000445.spe	463.00	5.37	1	0.017517	-0.011353	0.012303	0.089277	32173	3.25	0.000	0.066	0.296	0.000	0.000	0.000	0.222	1.561	17.472	17.905	203.021	0.221	0.000	0.502	0.058	0.118	0.399	7.807	0.741	2.818	0.000	0.000	0.000	0.097	0.000	0.046	0.813	0.382	0.000	0.000	1.803	0.000	0.000	0.000	0.000	0.581	0.035	0.000	0.798	7.069	0.080	0.232	0.000	0.000	0.379	0.000	43.392	15.716	0.215	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000446.spe	464.00	5.40	1	0.017516	-0.011353	0.012325	0.089277	31546	3.21	0.000	0.075	0.309	0.000	0.000	0.000	0.414	1.481	17.449	17.895	195.095	0.116	0.000	0.297	0.119	0.194	0.347	7.296	0.466	2.996	0.000	0.000	0.031	0.000	0.000	0.074	0.853	0.148	0.000	0.000	1.661	0.000	0.000	0.000	0.106	0.495	0.278	0.000	0.559	6.849	0.000	0.000	0.000	0.000	0.086	0.000	42.061	15.627	0.212	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000447.spe	465.00	5.39	1	0.017520	-0.011353	0.012325	0.089277	31306	2.87	0.056	0.097	0.342	0.000	0.037	0.000	0.270	1.597	16.593	17.459	193.535	0.253	0.000	0.425	0.111	0.000	0.271	7.495	0.521	3.082	0.000	0.000	0.000	0.032	0.010	0.000	0.777	0.360	0.000	0.000	1.312	0.000	0.000	0.000	0.000	0.644	0.409	0.096	0.676	6.312	0.185	0.116	0.000	0.000	0.223	0.000	41.846	15.948	0.214	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000448.spe	466.00	5.40	1	0.017521	-0.011353	0.012266	0.089277	31201	2.83	0.000	0.067	0.332	0.000	0.026	0.000	0.309	1.526	16.175	17.480	191.717	0.370	0.000	0.346	0.046	0.244	0.495	7.288	0.491	3.013	0.000	0.000	0.000	0.018	0.000	0.000	0.783	0.466	0.000	0.000	1.290	0.000	0.000	0.000	0.000	0.689	0.031	0.098	0.546	6.217	0.274	0.024	0.000	0.000	0.182	0.000	41.566	15.585	0.212	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000449.spe	467.00	5.40	1	0.017522	-0.011353	0.012254	0.089277	31329	3.40	0.000	0.113	0.269	0.000	0.000	0.017	0.270	1.284	16.204	17.761	193.819	0.325	0.000	0.599	0.200	0.195	0.414	7.329	0.334	2.585	0.000	0.000	0.089	0.000	0.000	0.032	0.690	0.283	0.000	0.000	1.861	0.000	0.000	0.000	0.145	0.457	0.000	0.000	0.778	6.216	0.000	0.209	0.045	0.000	0.154	0.000	41.318	15.796	0.212	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000450.spe	468.00	5.40	1	0.017518	-0.011353	0.012254	0.089277	31360	3.08	0.000	0.024	0.337	0.000	0.030	0.000	0.344	1.660	17.716	18.139	194.777	0.218	0.000	0.417	0.000	0.307	0.269	7.087	0.413	2.992	0.000	0.000	0.000	0.029	0.000	0.000	0.919	0.214	0.000	0.000	1.518	0.000	0.000	0.000	0.000	0.380	0.467	0.000	0.865	6.875	0.000	0.000	0.000	0.000	0.149	0.060	42.393	14.973	0.212	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000451.spe	469.00	5.40	1	0.017516	-0.011353	0.012287	0.089277	31491	2.87	0.044	0.106	0.377	0.000	0.000	0.000	0.471	1.482	16.682	18.482	195.961	0.246	0.000	0.487	0.000	0.075	0.180	7.478	0.622	2.907	0.000	0.000	0.000	0.000	0.025	0.000	0.808	0.301	0.000	0.000	1.555	0.000	0.000	0.015	0.000	0.382	0.573	0.055	0.835	7.046	0.134	0.166	0.000	0.000	0.188	0.000	44.187	15.123	0.215	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000452.spe	470.00	5.41	1	0.017517	-0.011353	0.012205	0.089277	31718	3.00	0.000	0.052	0.316	0.000	0.085	0.043	0.448	1.478	16.975	18.094	196.194	0.359	0.000	0.510	0.104	0.126	0.378	7.423	0.530	2.505	0.000	0.000	0.000	0.000	0.000	0.000	0.884	0.286	0.000	0.000	1.895	0.000	0.000	0.000	0.000	0.703	0.341	0.000	0.822	7.566	0.042	0.000	0.000	0.000	0.000	0.120	44.189	15.854	0.217	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000453.spe	471.00	5.41	1	0.017519	-0.011353	0.012226	0.089277	32095	2.83	0.000	0.053	0.270	0.000	0.000	0.000	0.105	1.429	16.318	17.681	200.702	0.248	0.000	0.504	0.078	0.229	0.429	7.585	0.383	3.077	0.000	0.000	0.012	0.213	0.000	0.000	0.682	0.281	0.000	0.000	1.338	0.000	0.000	0.000	0.000	0.972	0.355	0.000	0.831	6.812	0.000	0.098	0.000	0.000	0.304	0.000	42.767	15.274	0.217	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000454.spe	472.00	5.40	1	0.017519	-0.011353	0.012312	0.089277	32130	2.81	0.028	0.148	0.475	0.000	0.052	0.000	0.462	1.585	17.780	18.731	199.724	0.254	0.000	0.518	0.033	0.265	0.400	7.477	0.457	2.672	0.000	0.000	0.000	0.000	0.069	0.000	0.724	0.364	0.000	0.000	1.355	0.000	0.000	0.000	0.000	0.660	0.166	0.053	0.791	6.332	0.000	0.000	0.000	0.000	0.119	0.000	44.549	15.853	0.215	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000455.spe	473.00	5.42	1	0.017517	-0.011353	0.012331	0.089277	31718	3.26	0.000	0.101	0.395	0.000	0.000	0.000	0.273	1.588	16.832	18.329	198.568	0.256	0.000	0.335	0.110	0.091	0.482	7.132	0.500	2.738	0.017	0.000	0.000	0.072	0.000	0.000	0.910	0.435	0.000	0.000	1.712	0.000	0.000	0.000	0.000	0.595	0.374	0.000	0.755	6.931	0.104	0.000	0.000	0.000	0.023	0.000	43.690	16.048	0.213	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000456.spe	474.00	5.41	1	0.017516	-0.011353	0.012331	0.089277	31054	2.70	0.000	0.053	0.391	0.000	0.067	0.000	0.491	1.603	16.156	17.514	192.215	0.124	0.000	0.379	0.089	0.114	0.487	6.949	0.553	2.842	0.000	0.000	0.000	0.000	0.000	0.000	0.707	0.258	0.000	0.000	1.638	0.000	0.000	0.000	0.000	0.596	0.196	0.000	0.891	7.072	0.000	0.016	0.000	0.000	0.189	0.000	42.476	15.617	0.213	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000457.spe	475.00	5.42	1	0.017514	-0.011353	0.012343	0.089277	30180	3.14	0.000	0.033	0.233	0.017	0.012	0.000	0.424	1.299	14.662	16.018	182.172	0.220	0.000	0.290	0.000	0.122	0.279	6.850	0.434	2.976	0.000	0.000	0.000	0.000	0.040	0.012	0.702	0.323	0.000	0.000	1.595	0.000	0.000	0.000	0.000	0.658	0.344	0.000	0.570	6.759	0.000	0.000	0.000	0.000	0.110	0.000	42.070	15.272	0.210	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000458.spe	476.00	5.41	1	0.017518	-0.011353	0.012199	0.089277	32021	2.90	0.000	0.035	0.321	0.000	0.000	0.000	0.219	1.491	17.352	18.309	199.943	0.245	0.000	0.403	0.000	0.151	0.467	7.432	0.729	2.796	0.000	0.000	0.000	0.139	0.000	0.037	0.788	0.102	0.000	0.000	1.627	0.000	0.000	0.000	0.000	0.545	0.380	0.000	0.774	7.135	0.079	0.014	0.000	0.000	0.148	0.000	43.976	15.745	0.216	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000459.spe	477.00	5.40	1	0.017517	-0.011353	0.012199	0.089277	32093	3.05	0.010	0.078	0.308	0.000	0.035	0.049	0.563	1.582	17.160	18.477	202.034	0.239	0.000	0.378	0.058	0.076	0.310	7.348	0.578	2.827	0.018	0.000	0.000	0.000	0.044	0.018	0.714	0.352	0.000	0.000	1.232	0.000	0.000	0.000	0.000	0.897	0.159	0.000	0.704	7.057	0.256	0.020	0.000	0.000	0.216	0.000	42.706	15.712	0.215	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000460.spe	478.00	5.40	1	0.017518	-0.011353	0.012175	0.089277	31463	3.11	0.000	0.184	0.405	0.017	0.056	0.047	0.075	1.648	17.862	17.747	196.694	0.332	0.000	0.459	0.082	0.162	0.356	7.254	0.292	2.706	0.000	0.000	0.033	0.210	0.000	0.045	0.794	0.186	0.000	0.000	1.796	0.000	0.000	0.000	0.017	0.805	0.526	0.000	0.791	6.906	0.062	0.000	0.062	0.000	0.268	0.047	41.348	14.833	0.212	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000461.spe	479.00	5.41	1	0.017520	-0.011353	0.012146	0.089277	30467	2.92	0.041	0.113	0.343	0.000	0.011	0.000	0.413	1.435	16.296	16.271	188.116	0.421	0.000	0.561	0.000	0.216	0.465	7.015	0.319	2.832	0.000	0.000	0.012	0.000	0.000	0.045	0.653	0.375	0.000	0.000	1.381	0.000	0.000	0.000	0.000	0.353	0.000	0.000	0.796	6.652	0.343	0.000	0.000	0.000	0.195	0.000	40.032	14.842	0.209	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000462.spe	480.00	5.42	1	0.017521	-0.011353	0.012135	0.089277	30540	3.04	0.065	0.108	0.313	0.000	0.027	0.000	0.241	1.486	15.692	15.920	188.292	0.269	0.000	0.401	0.106	0.126	0.756	7.203	0.620	2.731	0.000	0.035	0.023	0.070	0.000	0.000	0.901	0.270	0.000	0.000	1.483	0.000	0.000	0.000	0.047	0.604	0.000	0.000	0.612	6.364	0.000	0.152	0.000	0.000	0.078	0.000	40.424	15.004	0.208	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000463.spe	481.00	5.42	1	0.017520	-0.011353	0.012101	0.089277	31275	3.17	0.000	0.047	0.268	0.000	0.000	0.014	0.293	1.347	15.762	16.903	193.883	0.256	0.000	0.478	0.000	0.061	0.744	7.372	0.278	2.599	0.000	0.000	0.091	0.000	0.000	0.000	0.723	0.453	0.000	0.000	1.813	0.000	0.000	0.000	0.000	0.688	0.000	0.000	0.693	6.914	0.113	0.000	0.000	0.000	0.000	0.034	42.671	15.538	0.213	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000464.spe	482.00	5.43	1	0.017516	-0.011353	0.012101	0.089277	30869	2.84	0.017	0.069	0.246	0.000	0.000	0.000	0.249	1.466	15.705	16.398	189.685	0.099	0.000	0.542	0.074	0.303	0.644	7.627	0.565	2.603	0.000	0.000	0.015	0.070	0.000	0.000	0.806	0.154	0.000	0.000	1.497	0.000	0.000	0.000	0.000	0.716	0.073	0.142	0.708	6.888	0.000	0.000	0.000	0.000	0.092	0.000	43.032	15.232	0.213	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000465.spe	483.00	5.43	1	0.017518	-0.011353	0.012079	0.089277	31085	3.04	0.013	0.095	0.297	0.011	0.031	0.000	0.284	1.468	16.153	16.969	192.592	0.371	0.000	0.358	0.000	0.000	0.643	7.302	0.471	2.612	0.000	0.000	0.000	0.000	0.000	0.000	0.887	0.230	0.000	0.000	1.414	0.000	0.000	0.000	0.000	0.450	0.054	0.000	0.798	6.930	0.319	0.000	0.000	0.000	0.000	0.000	43.196	15.105	0.210	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000466.spe	484.00	5.42	1	0.017520	-0.011353	0.012116	0.089277	30933	2.94	0.015	0.119	0.316	0.072	0.088	0.093	0.353	1.614	15.411	16.271	191.008	0.145	0.000	0.399	0.120	0.075	0.186	7.259	0.517	2.421	0.000	0.000	0.034	0.096	0.000	0.000	0.926	0.488	0.000	0.000	1.474	0.000	0.000	0.000	0.000	0.476	0.391	0.061	0.719	6.387	0.000	0.000	0.000	0.000	0.027	0.000	42.635	15.497	0.212	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000467.spe	485.00	5.42	1	0.017518	-0.011353	0.012095	0.089277	32140	3.46	0.043	0.119	0.403	0.025	0.028	0.000	0.443	1.424	17.041	17.646	201.088	0.280	0.000	0.260	0.000	0.023	0.204	7.382	0.535	2.831	0.000	0.000	0.000	0.000	0.033	0.032	0.882	0.272	0.000	0.000	1.870	0.000	0.000	0.000	0.000	0.423	0.147	0.000	0.642	7.082	0.000	0.000	0.000	0.000	0.000	0.000	43.092	15.475	0.215	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000468.spe	486.00	5.42	1	0.017515	-0.011353	0.012055	0.089277	32498	3.04	0.000	0.000	0.321	0.033	0.000	0.000	0.334	1.246	17.774	18.592	206.130	0.286	0.000	0.485	0.045	0.000	0.417	7.250	0.474	2.812	0.000	0.016	0.000	0.059	0.000	0.264	0.807	0.333	0.000	0.000	1.388	0.000	0.000	0.000	0.000	0.568	0.248	0.063	0.671	7.460	0.056	0.107	0.000	0.000	0.223	0.014	44.765	15.589	0.218	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000469.spe	487.00	5.41	1	0.017519	-0.011353	0.012035	0.089277	32805	2.58	0.000	0.125	0.244	0.020	0.010	0.000	0.317	1.509	16.783	17.469	203.650	0.250	0.000	0.599	0.173	0.173	0.270	7.810	0.210	2.553	0.000	0.000	0.011	0.017	0.000	0.000	0.818	0.365	0.000	0.000	1.412	0.000	0.000	0.000	0.000	0.566	0.332	0.000	0.890	7.225	0.159	0.168	0.130	0.000	0.298	0.000	46.301	15.864	0.222	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000470.spe	488.00	5.41	1	0.017518	-0.011353	0.012035	0.089277	33672	2.85	0.049	0.079	0.403	0.000	0.033	0.038	0.233	1.678	17.816	18.461	208.656	0.158	0.000	0.308	0.000	0.107	0.279	7.550	0.644	2.934	0.000	0.000	0.024	0.104	0.000	0.000	0.785	0.246	0.000	0.000	1.450	0.000	0.000	0.000	0.000	0.793	0.563	0.000	0.761	7.513	0.000	0.000	0.000	0.000	0.051	0.000	50.684	17.402	0.231	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000471.spe	489.00	5.41	1	0.017515	-0.011353	0.012003	0.089277	32485	2.70	0.000	0.085	0.367	0.000	0.026	0.030	0.422	1.513	17.286	18.094	196.804	0.354	0.000	0.442	0.019	0.021	0.399	6.510	0.320	2.961	0.000	0.000	0.000	0.014	0.000	0.000	0.855	0.311	0.000	0.000	1.404	0.000	0.000	0.000	0.000	0.192	0.151	0.166	0.767	6.913	0.000	0.065	0.000	0.000	0.150	0.085	50.082	16.288	0.228	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000472.spe	490.00	5.42	1	0.017514	-0.011353	0.012052	0.089277	28120	2.45	0.012	0.062	0.283	0.000	0.000	0.095	0.293	1.289	14.109	13.719	157.279	0.395	0.000	0.502	0.000	0.000	0.033	5.406	0.508	2.464	0.000	0.000	0.000	0.036	0.000	0.000	0.738	0.000	0.000	0.000	1.465	0.000	0.000	0.156	0.000	0.366	0.324	0.000	0.599	6.435	0.242	0.162	0.000	0.000	0.340	0.000	47.040	15.286	0.214	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000473.spe	491.00	5.42	1	0.017519	-0.011353	0.012052	0.089277	26974	2.25	0.000	0.066	0.342	0.059	0.044	0.116	0.343	0.939	13.295	13.230	145.830	0.331	0.000	0.544	0.021	0.000	0.469	5.121	0.212	2.082	0.009	0.038	0.000	0.042	0.011	0.126	0.517	0.153	0.000	0.000	1.164	0.000	0.000	0.000	0.042	0.290	0.000	0.095	0.522	4.638	0.026	0.104	0.000	0.000	0.180	0.000	47.178	14.622	0.212	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000474.spe	492.00	5.40	1	0.017517	-0.011353	0.012052	0.089277	30854	2.56	0.012	0.097	0.457	0.012	0.014	0.515	0.371	1.457	15.981	16.168	175.495	0.399	0.000	0.627	0.000	0.090	0.137	5.538	0.306	2.465	0.028	0.000	0.000	0.000	0.000	0.156	0.627	0.336	0.000	0.000	1.435	0.000	0.000	0.000	0.000	0.674	0.100	0.067	0.557	6.116	0.311	0.371	0.000	0.000	0.000	0.000	50.974	15.836	0.225	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000475.spe	493.00	5.42	1	0.017518	-0.011353	0.012052	0.089277	30374	2.59	0.000	0.016	0.379	0.000	0.036	0.717	0.416	1.349	15.808	15.904	172.768	0.362	0.000	0.612	0.027	0.091	0.286	5.553	0.442	2.272	0.000	0.161	0.000	0.000	0.017	0.000	1.015	0.208	0.000	0.048	1.427	0.000	0.000	0.000	0.000	0.446	0.085	0.000	0.735	6.096	0.075	0.000	0.000	0.000	0.165	0.000	50.355	15.267	0.221	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000476.spe	494.00	5.43	1	0.017517	-0.011353	0.012031	0.089277	29098	2.69	0.013	0.119	0.371	0.040	0.029	1.555	0.463	1.166	15.096	14.894	166.004	0.304	0.000	0.677	0.083	0.027	0.000	5.255	0.257	2.102	0.065	0.153	0.000	0.000	0.142	0.031	0.644	0.284	0.000	0.000	1.357	0.000	0.000	0.000	0.000	0.560	0.168	0.047	0.567	6.189	0.000	0.036	0.000	0.000	0.236	0.000	45.225	14.293	0.212	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000477.spe	495.00	5.42	1	0.017519	-0.011353	0.012006	0.089277	29600	3.16	0.000	0.054	0.267	0.000	0.000	1.258	0.172	1.392	14.976	15.421	171.572	0.396	0.000	0.551	0.000	0.103	0.682	5.539	0.509	2.231	0.024	0.000	0.057	0.131	0.000	0.000	1.011	0.327	0.000	0.000	1.302	0.000	0.000	0.000	0.014	0.441	0.000	0.000	0.580	5.781	0.078	0.129	0.000	0.000	0.000	0.000	46.904	14.703	0.213	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000478.spe	496.00	5.45	1	0.017523	-0.011353	0.011987	0.089277	29333	2.80	0.000	0.122	0.249	0.000	0.035	0.711	0.728	1.243	14.351	14.939	165.883	0.260	0.000	0.435	0.028	0.193	0.205	5.573	0.281	2.342	0.023	0.000	0.000	0.000	0.150	0.000	0.855	0.308	0.000	0.000	1.489	0.000	0.000	0.000	0.000	0.712	0.482	0.077	0.704	5.176	0.022	0.087	0.000	0.000	0.077	0.000	48.200	15.263	0.215	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000479.spe	497.00	5.42	1	0.017521	-0.011353	0.012046	0.089277	32136	2.82	0.012	0.072	0.421	0.034	0.054	0.903	0.226	1.635	17.069	16.697	188.737	0.242	0.000	0.524	0.088	0.071	0.299	5.830	0.043	2.280	0.043	0.000	0.078	0.077	0.000	0.000	0.747	0.410	0.000	0.000	1.470	0.000	0.000	0.000	0.000	0.090	0.171	0.000	0.763	6.314	0.271	0.250	0.000	0.000	0.000	0.047	50.079	16.839	0.225	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000480.spe	498.00	5.44	1	0.017522	-0.011353	0.012075	0.089277	32621	3.04	0.000	0.120	0.389	0.057	0.045	0.211	0.331	1.578	17.605	17.928	199.033	0.429	0.000	0.678	0.051	0.113	0.000	5.893	0.303	2.287	0.027	0.000	0.033	0.000	0.000	0.035	0.946	0.505	0.000	0.000	1.419	0.000	0.000	0.000	0.000	0.528	0.442	0.000	0.770	6.114	0.302	0.081	0.000	0.000	0.147	0.000	49.097	15.968	0.223	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000481.spe	499.00	5.42	1	0.017522	-0.011353	0.012075	0.089277	32287	3.04	0.055	0.097	0.459	0.000	0.000	0.000	0.356	1.596	17.939	17.567	198.827	0.400	0.000	0.773	0.070	0.117	0.050	6.295	0.542	2.639	0.000	0.000	0.037	0.000	0.044	0.000	0.778	0.340	0.000	0.176	0.973	0.000	0.000	0.000	0.000	0.497	0.539	0.000	0.763	6.455	0.358	0.000	0.000	0.000	0.383	0.000	45.926	15.696	0.220	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000482.spe	500.00	5.43	1	0.017522	-0.011353	0.012157	0.089277	31631	3.02	0.000	0.090	0.354	0.000	0.000	0.000	0.625	1.630	17.352	16.577	193.851	0.511	0.000	0.558	0.064	0.089	0.133	6.262	0.241	2.623	0.000	0.000	0.000	0.000	0.084	0.000	0.701	0.425	0.000	0.000	1.438	0.000	0.000	0.000	0.000	0.542	0.452	0.000	0.792	6.316	0.155	0.000	0.038	0.000	0.080	0.071	44.461	15.924	0.218	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000483.spe	501.00	5.43	1	0.017523	-0.011353	0.012176	0.089277	32325	3.27	0.025	0.071	0.355	0.000	0.024	0.000	0.331	1.783	18.098	18.500	202.183	0.565	0.000	0.519	0.010	0.133	0.569	6.914	0.409	2.687	0.000	0.000	0.000	0.000	0.000	0.000	0.853	0.406	0.000	0.361	1.527	0.000	0.000	0.000	0.000	0.713	0.000	0.000	0.911	6.669	0.600	0.012	0.000	0.000	0.289	0.000	44.524	15.793	0.218	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000484.spe	502.00	5.47	1	0.017523	-0.011353	0.012373	0.089277	31058	3.23	0.000	0.015	0.307	0.026	0.069	0.036	0.388	1.433	17.301	17.995	191.728	0.548	0.000	0.586	0.113	0.072	0.461	6.679	0.333	2.509	0.000	0.000	0.053	0.000	0.000	0.088	0.745	0.194	0.000	0.000	1.596	0.000	0.000	0.000	0.031	0.176	0.000	0.000	0.754	6.455	0.415	0.221	0.000	0.000	0.126	0.000	43.115	15.306	0.210	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000485.spe	503.00	5.42	1	0.017523	-0.011353	0.012435	0.089277	32766	3.21	0.000	0.050	0.413	0.000	0.000	0.000	0.368	1.595	17.714	19.752	205.803	0.305	0.000	0.590	0.143	0.017	0.218	7.677	0.586	2.811	0.000	0.012	0.000	0.000	0.000	0.000	0.859	0.305	0.000	0.000	1.807	0.000	0.000	0.000	0.000	0.743	0.536	0.060	0.947	7.092	0.161	0.039	0.014	0.000	0.101	0.000	46.185	16.659	0.221	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000486.spe	504.00	5.40	1	0.017518	-0.011353	0.012355	0.089277	33763	2.96	0.035	0.115	0.418	0.000	0.023	0.000	0.064	1.868	17.763	20.568	214.766	0.484	0.000	0.578	0.079	0.089	0.268	7.099	0.624	2.978	0.000	0.000	0.000	0.134	0.000	0.000	0.983	0.159	0.000	0.000	1.406	0.000	0.000	0.000	0.000	0.599	0.182	0.102	0.638	7.360	0.154	0.200	0.000	0.000	0.149	0.111	47.232	16.575	0.224	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000487.spe	505.00	5.40	1	0.017518	-0.011353	0.012316	0.089277	34550	2.96	0.033	0.070	0.331	0.000	0.042	0.022	0.216	1.358	17.844	20.991	224.034	0.272	0.000	0.375	0.054	0.068	0.416	7.239	0.468	3.240	0.000	0.000	0.000	0.104	0.000	0.000	0.779	0.091	0.000	0.000	1.431	0.000	0.000	0.000	0.000	0.549	0.082	0.000	0.860	8.062	0.057	0.086	0.000	0.000	0.067	0.000	47.719	16.885	0.226	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000488.spe	506.00	5.39	1	0.017518	-0.011353	0.012350	0.089277	34766	2.98	0.012	0.132	0.401	0.000	0.019	0.014	0.484	1.608	17.419	20.728	229.958	0.200	0.000	0.304	0.038	0.000	0.798	7.074	0.361	2.834	0.000	0.000	0.000	0.000	0.000	0.000	0.995	0.441	0.000	0.000	1.964	0.000	0.000	0.000	0.000	0.661	0.000	0.000	0.916	7.885	0.000	0.068	0.000	0.000	0.241	0.000	45.385	16.974	0.226	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000489.spe	507.00	5.41	1	0.017516	-0.011353	0.012344	0.089277	32977	2.89	0.000	0.083	0.317	0.000	0.025	0.000	0.381	1.390	16.464	17.586	212.494	0.280	0.000	0.392	0.086	0.139	0.310	7.038	0.410	2.941	0.000	0.000	0.000	0.000	0.016	0.018	0.592	0.242	0.000	0.000	2.142	0.000	0.000	0.000	0.000	0.589	0.078	0.000	0.807	7.811	0.053	0.020	0.000	0.000	0.227	0.000	42.987	16.690	0.220	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000490.spe	508.00	5.35	1	0.017515	-0.011353	0.012308	0.089277	35000	2.73	0.000	0.112	0.305	0.000	0.000	0.000	0.265	1.523	18.825	18.911	229.456	0.157	0.000	0.364	0.000	0.000	0.572	7.902	0.655	2.684	0.000	0.000	0.000	0.032	0.000	0.000	0.850	0.239	0.000	0.000	1.788	0.000	0.000	0.000	0.000	0.400	0.000	0.000	1.003	8.312	0.000	0.115	0.000	0.000	0.018	0.000	47.352	17.101	0.226	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000491.spe	509.00	5.37	1	0.017514	-0.011353	0.012323	0.089277	33358	2.80	0.000	0.034	0.263	0.000	0.000	0.000	0.423	1.388	16.745	17.486	214.413	0.441	0.000	0.244	0.130	0.161	0.552	7.909	0.487	2.910	0.000	0.000	0.000	0.000	0.022	0.000	0.737	0.215	0.000	0.000	1.709	0.000	0.000	0.000	0.016	0.889	0.261	0.000	0.799	7.280	0.131	0.000	0.071	0.000	0.170	0.000	46.251	16.045	0.223	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000492.spe	510.00	5.35	1	0.017516	-0.011353	0.012350	0.089277	33450	2.84	0.000	0.052	0.258	0.000	0.000	0.023	0.228	1.602	16.792	17.518	214.422	0.063	0.000	0.386	0.000	0.044	0.223	7.435	0.701	2.832	0.000	0.000	0.000	0.152	0.000	0.000	0.945	0.040	0.000	0.000	1.504	0.000	0.000	0.000	0.000	0.780	0.396	0.000	0.820	7.489	0.000	0.000	0.000	0.000	0.082	0.000	46.337	16.504	0.225	
