Location,Site,Section,sample,min_depth,max_depth,midpoint,SH20_age,kcps,cps,cps_acf_sum,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,Mo_coh,coh_inc,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_coh_sd,coh_inc_sd,water_content_pc,water_content_err,dry_mass_pc,dry_mass_err,density_gcm3,density_gcm3_err,P_ICP,P_ICP_sd,K_ICP,K_ICP_sd,Ca_ICP,Ca_ICP_sd,Ti_ICP,Ti_ICP_sd,Mn_ICP,Mn_ICP_sd,Fe_ICP,Fe_ICP_sd,Co_ICP,Co_ICP_sd,Ni_ICP,Ni_ICP_sd,Cu_ICP,Cu_ICP_sd,Zn_ICP,Zn_ICP_sd,As_ICP,As_ICP_sd,Rb_ICP,Rb_ICP_sd,Sr_ICP,Sr_ICP_sd,Zr_ICP,Zr_ICP_sd,Pb_ICP,Pb_ICP_sd,Th_ICP,Th_ICP_sd
Isla Hermite,HER42PB,HER42PB_1A,3,2.5,3.7,3.1,-30.62692308,19465.15385,53638,52728.38462,1.333846154,0.145033857,0.869608944,0.256733653,0.242745228,14.96035772,0.158923406,0.32855591,0.218791344,0.023543443,0.206028815,1.351753219,1.294764524,10.31537758,0.168708174,0.032458204,0.081158861,0.115303109,0.051987905,2.040380331,0.080323583,0.071339849,0.088548626,0.042330904,0.149831532,0.149922544,0.22999812,0.421545215,0.004419991,79.47800322,3.973900161,20.52199678,2.052199678,0.245198178,0.024519818,1827.041566,37.63705626,5443.67845,181.2744924,15948.18938,296.6363225,1607.114721,33.91012061,407.4375349,2.240906442,14682.28264,138.0134568,4.851245271,0.115944762,4.965819612,0.116696761,23.13004442,0.161910311,42.19689147,0.624513994,2.909070465,0.066908621,17.13305574,0.606510173,204.6688961,2.906298325,8.791484806,0.12132249,5.273214186,0.114428748,1.358963465,0.018889592
Isla Hermite,HER42PB,HER42PB_1A,5,5.3,6.5,5.9,-1.388461538,18793.53846,53598.84615,52693.07692,1.421538462,0.159139978,0.917719215,0.324518166,0.295064559,20.48463082,0.175543516,0.323914359,0.170474226,0.012419628,0.331891016,1.745105739,1.167892751,10.08229606,0.180820653,0.031238603,0.16003438,0.147068649,0.070721111,2.028244329,0.062316382,0.044613427,0.080844839,0.030615638,0.175197074,0.378631381,0.18574506,0.360495654,0.005911097,71.58035749,3.579017875,28.41964251,2.841964251,0.360788755,0.036078875,2039.850817,36.30934454,5975.780316,106.9664677,16588.68048,111.1441592,1837.980819,28.85629885,366.7929674,4.804987873,16189.75967,153.8027168,5.402833637,0.043222669,5.507249153,0.124463831,28.86151963,0.069267647,35.42095591,0.354209559,3.290427423,0.090157711,22.17089462,0.341431777,214.4801797,2.487970085,9.110923126,0.162174432,5.90081533,0.105034513,2.374515933,0.022795353
Isla Hermite,HER42PB,HER42PB_1A,7,8.1,9.3,8.7,27.85,19866.30769,66045.07692,65184.69231,1.385384615,0.182287068,0.858201572,0.309106013,0.224895746,38.06972999,0.242676301,0.285425169,0.159587906,0.014447116,0.192112062,1.449960486,0.918522024,7.997596053,0.186126875,0.067062048,0.130802353,0.054402768,0.048461966,2.78694796,0.074698327,0.047139961,0.067268808,0.023026891,0.05988182,0.181192835,0.154740968,0.328585757,0.008447015,29.61002281,1.480501141,70.38997719,7.038997719,1.012276019,0.101227602,1919.062535,23.98828169,5333.453521,102.4023076,15380.19155,46.14057465,1832.527324,6.413845634,315.5650704,3.09253769,16934.94085,255.7176068,4.923853521,0.059086242,4.900777465,0.204852498,28.38931831,0.300926774,31.93149296,0.194782107,3.519098592,0.078475899,20.66172394,0.413234479,191.8197183,0.230183662,8.621791549,0.062939078,5.546907042,0.017195412,2.135112113,0.015372807
Isla Hermite,HER42PB,HER42PB_1A,9,10.9,12.1,11.5,56.44538462,20964.61538,65795.53846,64927.38462,1.410769231,0.156117788,0.843548553,0.397551369,0.214125011,33.30184064,0.267307805,0.283871167,0.152418035,0,0.191040736,1.28432252,1.159176166,8.458514218,0.176783745,0.03700643,0.220713333,0.202364045,0.081433891,5.270448156,0.119114992,0.048503936,0.084226682,0,0.091177268,0.30397012,0.287556287,0.692455908,0.006256354,75.74731616,3.787365808,24.25268384,2.425268384,0.292144605,0.02921446,1818.155266,21.27241661,5207.184,104.6643984,15558.14641,281.60245,1580.648497,25.4484408,291.4015196,1.981530334,17138.00234,174.8076238,4.715790685,0.102332658,5.241528694,0.172446294,33.07658228,0.588763165,27.71352621,0.146881689,3.519010192,0.08621575,18.82353425,0.246588299,198.4859127,1.290158433,8.287638868,0.061328528,5.55327284,0.067749929,2.013655832,0.010672376
Isla Hermite,HER42PB,HER42PB_1A,13,16.3,17.5,16.9,110.5192308,18354.53846,46608.69231,45672,1.352307692,0.136590013,0.722206746,0.207693891,0.170570186,8.868963907,0.203965941,0.393719291,0.325759571,0.007650091,0.240668829,1.738725482,1.622515261,12.01517302,0.176709254,0.041976118,0.129009122,0.043206465,0.04125395,0.822097122,0.099346465,0.077392419,0.103143051,0.022799219,0.153567499,0.230448713,0.225512793,0.228888631,0.002680377,71.91050025,3.595525013,28.08949975,2.808949975,0.345137645,0.034513765,1537.778135,13.37866977,5837.940234,81.73116327,17669.83951,81.28126176,1819.746676,23.83868146,318.8457154,3.985571442,13667.24784,118.9050562,5.347190156,0.056145497,6.351383957,0.153703492,33.89863255,0.559327437,28.93439766,0.506351959,3.526025127,0.07157831,20.45548446,0.186144909,217.6036906,2.023714323,10.6404829,0.029793352,6.561300175,0.142380214,1.938320973,0.021709195
Isla Hermite,HER42PB,HER42PB_1A,16,20.5,21.6,21.1,152.4066667,17416.58333,46639,45782.58333,1.306666667,0.162309816,0.813324995,0.350064011,0.268364905,15.03938825,0.288640228,0.404369003,0.33261141,0.004580957,0.273820114,2.155260471,1.47423578,11.32956768,0.183069921,0.053090494,0.128716199,0.110135301,0.066479177,2.277976792,0.104961853,0.061364623,0.126155377,0.0158689,0.100082968,0.384378926,0.189065627,0.285520625,0.006360495,67.13543578,3.356771789,32.86456422,3.286456422,0.603070633,0.060307063,1081.37795,27.68327553,6956.874444,214.2717329,21182.64262,288.0839396,2092.551562,28.04019092,343.7990278,4.950706,11986.74089,38.35757086,4.922970952,0.064490919,6.39350629,0.235920382,28.97734663,0.156477672,27.00122448,0.615627918,2.560291583,0.019714245,22.53472619,0.574635518,287.7800097,3.53969412,20.13391113,0.39865144,7.959380853,0.217291097,8.55452875,0.111208874
Isla Hermite,HER42PB,HER42PB_1A,20,26.1,27.3,26.7,210.7630769,16929.84615,45918,45018,1.362307692,0.1954365,1.083750819,0.488547824,0.31463573,17.04843583,0.107855963,0.365138343,0.243335515,0.022118363,0.327662058,2.26408324,1.459644244,11.22418964,0.186192238,0.042046071,0.29975277,0.197432371,0.076421835,1.309137892,0.078020921,0.048257802,0.103179707,0.0411826,0.104276994,0.284065428,0.190468253,0.292918948,0.004069548,68.52043629,3.426021815,31.47956371,3.147956371,0.434378762,0.043437876,1396.766862,19.55473607,5864.826617,211.1337582,16828.03623,129.575879,2256.103454,45.34767943,382.915235,1.64653551,14179.20706,59.55266965,6.646599115,0.108339566,7.84225117,0.241541336,41.9704529,0.247625672,36.91192497,0.11811816,3.985506849,0.07572463,22.63461313,0.371207655,192.0094569,1.056052013,11.10116946,0.204261518,7.31800373,0.071716437,2.247212708,0.018651865
Isla Hermite,HER42PB,HER42PB_1A,25,33.1,34.1,33.6,281.1045455,15819.54545,50811.90909,50044.27273,1.303636364,0.267601784,0.949045878,0.480835336,0.32630945,35.38921167,0.352407265,0.28266355,0.246002537,0.019336052,0.38883028,1.908042982,1.146949113,9.357767105,0.207411269,0.096175567,0.126912711,0.117949636,0.079161448,1.617478686,0.124339177,0.076972489,0.054102922,0.036090894,0.251656599,0.371003995,0.133524312,0.377814747,0.007302329,59.52633489,2.976316744,40.47366511,4.047366511,0.771593844,0.077159384,1620.284407,23.17006702,8871.994311,120.6591226,23025.53265,198.0195808,3140.602681,31.40602681,585.3572459,7.78525137,35487.97724,670.7227699,9.632847657,0.088622198,11.08791026,0.09757361,61.64578206,1.02948456,47.90043877,0.728086669,6.892109508,0.119922705,34.84930473,0.4460711,237.2807242,5.125263643,16.78597985,0.229967924,10.39092417,0.078971024,3.601557628,0.046460093
Isla Hermite,HER42PB,HER42PB_1A,28,37.1,38.2,37.7,321.895,16145.25,49209.66667,48382.41667,1.344166667,0.362860739,1.6124749,0.766504486,0.39278687,29.33083697,0.205134204,0.302939818,0.269537076,0.032268395,0.421643165,2.2829077,1.213105986,9.747021949,0.199898233,0.116705689,0.405345081,0.277637904,0.051695288,3.454685723,0.154315993,0.087039651,0.080640069,0.041621452,0.096711757,0.413638816,0.327135782,0.590573796,0.009032944,63.18099355,3.159049677,36.81900645,3.681900645,0.587799686,0.058779969,1400.404816,30.80890594,7746.307975,230.8399776,19806.58483,186.1818974,2780.927179,39.76725866,509.8802514,3.977065961,25321.34917,194.9743886,8.041928644,0.101328301,8.769207812,0.211337908,43.74139458,0.209958694,42.59030524,0.234246679,4.682840687,0.048701543,30.00680597,0.483109576,201.9638553,2.746708433,18.09041528,0.063316453,8.055009204,0.107937123,2.572946266,0.042196319
Isla Hermite,HER42PB,HER42PB_1A,31,41.2,42.3,41.7,363.2825,18131,55430.91667,54581.41667,1.355833333,0.144632769,0.779838247,0.422423072,0.22716557,29.89031218,0.238196692,0.303574607,0.172546954,0.0023146,0.283340196,1.349194017,1.194486974,9.180244214,0.180753975,0.026734081,0.119780324,0.191299303,0.0486982,5.904363906,0.123924146,0.064460976,0.087474914,0.008018011,0.148007978,0.252845999,0.193324902,0.557490764,0.009983476,58.6261659,2.931308295,41.3738341,4.13738341,0.743284189,0.074328419,1323.400898,31.62928146,8706.157013,221.1363881,23961.57686,191.6926149,2482.596033,49.15540146,510.7720501,2.24739702,30348.25974,264.0298597,8.722415009,0.070651562,8.979833284,0.241557515,34.73791874,0.340431604,44.27594323,0.509173347,4.573916289,0.065864395,30.61922635,0.814471421,256.1176349,1.075694066,12.6893661,0.16115495,7.76861256,0.122744078,2.073978393,0.01825101
Isla Hermite,HER42PB,HER42PB_1B,40,43.1,44.2,43.7,382.52,20091.08333,59727.91667,58828,1.35,0.141054341,0.768289124,0.30963509,0.213499958,26.45799072,0.243448759,0.33370321,0.266487988,0.007816356,0.227635788,1.167419713,1.168308067,9.545240109,0.177930938,0.047844217,0.142112883,0.094454213,0.046764812,3.14988085,0.100801961,0.039529583,0.077996316,0.020423862,0.138182895,0.158849292,0.189445393,0.449121258,0.004515915,73.26248768,3.663124384,26.73751232,2.673751232,0.377380815,0.037738081,1598.916078,36.45528657,6598.380417,137.9061507,19881.77207,65.60984782,2488.325779,20.15543881,425.6460716,6.895466359,27170.31131,309.741549,6.251857157,0.096903786,8.651530736,0.255220157,40.88974473,0.249427443,38.26194334,0.566276761,3.722237356,0.115017134,22.88497366,0.157906318,217.7898692,1.350297189,15.7899099,0.203689838,7.571533241,0.196102711,2.209085785,0.028276298
Isla Hermite,HER42PB,HER42PB_1B,48,54,55.1,54.5,493.1425,17799.33333,47476.58333,46619.66667,1.316666667,0.146705212,0.862492718,0.348678291,0.240449871,14.07088849,0.15048322,0.34800483,0.223421469,0.012513773,0.25596748,1.770490707,1.421049404,11.31780756,0.178880947,0.034422949,0.068029235,0.090409536,0.045307968,0.693560606,0.075561745,0.062249081,0.122948152,0.028976132,0.123512078,0.229007452,0.205631077,0.307888186,0.005906962,75.70263466,3.785131733,24.29736534,2.429736534,0.371069084,0.037106908,1482.982594,20.02026502,4618.995032,122.8652679,16479.65741,75.80642407,1575.735639,15.59978283,285.4554922,3.882194694,13872.977,234.4533113,5.871694204,0.029358471,11.09571628,0.335090632,27.8525667,0.35929811,30.62449678,0.275620471,3.358299908,0.053732799,17.215285,0.129114638,199.578966,1.576673831,9.92564195,0.11116719,5.775742778,0.041007774,1.748714738,0.016437919
Isla Hermite,HER42PB,HER42PB_1B,50,56.7,57.8,57.2,520.6341667,17684.75,46879.25,45986.08333,1.333333333,0.128311629,0.758848708,0.296255593,0.219801234,12.55132952,0.353766341,0.392390572,0.313069151,0.031380484,0.252807705,2.036245874,1.550981272,11.69993468,0.183302172,0.031761775,0.103282428,0.067074083,0.040672616,1.378675087,0.09567166,0.08434946,0.066347311,0.047133231,0.132532109,0.292978032,0.272691765,0.450514413,0.007672618,68.98881969,3.449440984,31.01118031,3.101118031,0.530621874,0.053062187,746.1273884,12.31110191,3415.579205,69.67781578,10723.74092,15.01323728,1161.29693,11.14845052,213.0614752,1.363593441,10017.06936,131.2236086,4.139917554,0.052576953,5.323592416,0.062818391,16.00316636,0.17603483,21.4504263,0.265985286,1.692478385,0.017094032,12.67297664,0.01647487,119.2508257,0.643954459,6.298210275,0.021413915,3.645247462,0.013122891,1.178669272,0.009782955
Isla Hermite,HER42PB,HER42PB_1B,56,64.7,65.8,65.2,601.5458333,17870.5,47524.66667,46671.41667,1.284166667,0.137892409,0.807885754,0.367481683,0.224418356,15.14658469,0.285069549,0.394554738,0.251431421,0.018611568,0.205450502,1.725854165,1.300945004,11.30775576,0.180336404,0.034742192,0.075318679,0.104580305,0.048551969,1.239755208,0.123578233,0.060956637,0.086803271,0.044046448,0.165034265,0.296056133,0.159368521,0.414293233,0.008272381,80.10647259,4.005323629,19.89352741,1.989352741,0.315063631,0.031506363,1306.437254,29.00290704,4921.529077,148.6301781,16718.31854,180.5578402,1911.570392,23.70347286,318.8247,5.61131472,18126.438,242.8942692,5.075843538,0.092380352,8.253068077,0.149380532,36.18123,0.137488674,34.30741154,0.161244834,3.075266769,0.043976315,16.21679654,0.37298632,197.3571738,0.967050152,10.43275985,0.040687763,5.613188538,0.092056292,1.741273362,0.040223415
Isla Hermite,HER42PB,HER42PB_1B,60,69.9,70.9,70.4,653.46,17555.45455,46970.45455,46046.09091,1.427272727,0.103615122,0.688769397,0.277052513,0.241943189,16.40461361,0.160511864,0.38676228,0.245469614,0.005000923,0.333852696,1.931697883,1.369125588,11.05150558,0.17828778,0.038867149,0.16811957,0.113970085,0.077698398,2.501468754,0.085685552,0.069325246,0.078061751,0.016586186,0.144033201,0.235518649,0.203320386,0.498342424,0.004582705,69.14989162,3.457494581,30.85010838,3.085010838,0.547574206,0.054757421,1259.896121,32.63130953,7273.786524,336.7763161,20223.29166,202.2329166,2382.409952,38.35680023,443.5927218,9.58160279,18736.05749,219.2118727,6.595896427,0.11081106,10.60653138,0.328802473,35.46679751,0.539095322,37.68347236,0.844109781,3.361097671,0.05747477,25.92994062,0.739003308,220.559147,3.021660314,10.79469099,0.138172045,6.907777422,0.069077774,2.021298155,0.025266227
Isla Hermite,HER42PB,HER42PB_1B,63,73.7,74.8,74.3,692.3633333,17671.83333,46547.66667,45649.33333,1.275833333,0.09710968,0.701561819,0.265777022,0.189314503,12.54283622,0.218609713,0.398635878,0.32707603,0.012059288,0.24191265,2.015007058,1.501127144,11.78015482,0.182009144,0.025065551,0.106921485,0.134634538,0.044085873,1.776567414,0.106647393,0.059721257,0.093792011,0.041774598,0.113411847,0.314430271,0.298243166,0.341993931,0.003582856,72.9454191,3.647270955,27.0545809,2.70545809,0.402178631,0.040217863,1344.416439,10.48644822,5415.67046,155.9713092,17750.4328,209.455107,1894.366875,25.95282619,330.5850441,1.454574194,13972.31801,76.84774904,6.245626149,0.014989503,8.570619866,0.118274554,35.40585383,0.400086148,37.52964617,0.240189735,3.85635977,0.057074125,20.04468741,0.567264654,211.7085625,0.296391987,11.40700042,0.087833903,6.150614387,0.077497741,1.940196079,0.02987902
Isla Hermite,HER42PB,HER42PB_1B,69,81.5,82.5,82,770.5218182,15943.90909,51358.63636,50500.27273,1.349090909,0.312454388,1.503434485,0.807561501,0.512398231,35.59010145,0.25688942,0.275792023,0.223403874,0.017954368,0.396978683,2.530284407,1.04404161,9.30737401,0.21437147,0.046100729,0.167158204,0.141418375,0.050153972,1.820323391,0.0894007,0.064767218,0.082786877,0.035400868,0.118758047,0.197251718,0.198424285,0.374166174,0.009046891,56.09126618,2.804563309,43.90873382,4.390873382,0.795053383,0.079505338,1516.768292,13.34756097,8945.422022,111.8177753,26370.11281,58.01424818,3316.178876,18.57060171,654.0897303,4.251583247,29131.62831,367.0585168,11.02836,0.101460912,12.14358742,0.338806089,49.15261573,0.407966711,53.75514157,0.73644544,4.670383596,0.06538537,36.0531191,0.504743667,255.3811775,0.817219768,18.6667827,0.104533983,8.703494382,0.082683197,3.050648539,0.038438172
Isla Hermite,HER42PB,HER42PB_1C,80,86.5,87.8,87.2,822.2869231,17513.23077,53067,52107,1.379230769,0.232695943,1.240628791,0.55151271,0.348928958,29.07395047,0.20755711,0.320017421,0.265160991,0.025355456,0.368354792,2.288717348,1.230048652,9.91725266,0.200281993,0.07070139,0.201383737,0.200115126,0.051669516,4.27133897,0.135196985,0.054453286,0.087958043,0.053844449,0.121701549,0.47362357,0.335948861,0.699623459,0.007399419,48.46093102,2.423046551,51.53906898,5.153906898,0.698967031,0.069896703,1197.776996,14.97221245,8976.759109,182.2282099,26667.54291,424.0139323,2867.600154,48.17568258,567.7982591,8.346634409,22528.01628,74.34245371,9.134399757,0.033797279,7.820727692,0.171273936,39.76047449,0.397604745,44.16857409,0.295929446,3.406789555,0.121281708,32.92937976,0.625658215,253.6262866,2.967427554,14.95542664,0.216853686,8.387066316,0.132515648,2.620337879,0.018080331
Isla Hermite,HER42PB,HER42PB_1C,86,94.8,96,95.4,906.45,19630.15385,52476.30769,51578.76923,1.318461538,0.154142809,0.853609659,0.342087538,0.272019029,15.62219931,0.253310354,0.368803554,0.228016508,0,0.227722754,1.648007426,1.417902813,11.08936553,0.178004606,0.026213441,0.099651525,0.07640773,0.049578966,1.29032961,0.122162943,0.075159704,0.077041351,0,0.12318014,0.227235443,0.151588743,0.248123775,0.004549712,77.24749825,3.862374912,22.75250175,2.275250175,0.269401567,0.026940157,1488.067168,33.33270455,5721.295663,207.6830326,19173.11646,243.4985791,1937.934236,25.58073192,360.8953237,6.820921619,16524.5867,115.6721069,5.668266146,0.064051407,7.733471223,0.12373554,34.52810771,0.252055186,29.23988643,0.245615046,3.435134265,0.059084309,20.28673632,0.730322508,218.7762183,2.472171267,9.993117862,0.109924296,6.148477883,0.045498736,2.101736522,0.025010665
Isla Hermite,HER42PB,HER42PB_1C,90,100.2,101.4,100.8,961.9553846,18939.23077,47732.76923,46848,1.345384615,0.093928226,0.606594809,0.326634604,0.177054639,9.118349126,0.126054591,0.387709252,0.272523364,0,0.140983448,1.508110125,1.541696199,11.68076256,0.17067339,0.030465727,0.122613577,0.386404033,0.081385404,2.334511315,0.072814096,0.068013546,0.055657094,0,0.092703681,0.350509803,0.216142129,0.331272804,0.006509994,70.96204823,3.548102411,29.03795177,2.903795177,0.390327941,0.039032794,1561.45067,15.30221656,6594.697268,79.79583695,20274.4736,85.15278913,2422.968415,22.04901258,431.4287933,3.580858984,17616.22911,348.8013364,7.144032067,0.087157191,7.374484715,0.076694641,40.65077512,0.219514186,32.82610384,0.403761077,3.738156314,0.027288541,24.33687143,0.484303741,219.7339196,1.186563166,20.92027695,0.115061523,7.387883124,0.098997634,2.602507106,0.04762588
Isla Hermite,HER42PB,HER42PB_1C,91,101.6,103.1,102.3,977.5775,19813.25,51338.0625,50380.25,1.355625,0.095697393,0.647649099,0.208280231,0.178175816,11.59421221,0.204430926,0.388325244,0.279661048,0.00925355,0.161463654,1.464615054,1.436728069,11.19373485,0.16844744,0.031291911,0.149366666,0.064428098,0.051015304,2.071213903,0.110080852,0.090255794,0.079669845,0.034017996,0.129469932,0.24507952,0.168226541,0.487235092,0.004281336,76.82229633,3.841114817,23.17770367,2.317770367,0.224223708,0.022422371,1436.002402,12.92402162,5009.073815,164.2976211,15679.13954,25.08662327,1886.233337,4.904206677,299.9841868,2.93984503,15409.2047,118.6508762,5.39869674,0.062085013,7.652397974,0.179066113,44.99762802,0.350981499,66.23589727,0.437156922,3.947160352,0.053286665,17.07719827,0.285189211,188.3177471,1.902009246,7.331532035,0.072582167,6.671974273,0.028022292,1.678943755,0.041302016
Isla Hermite,HER42PB,HER42PB_1C,97,109.8,111,110.4,1058.646923,16921.61538,49881.46154,49036.23077,1.324615385,0.291309435,1.404790176,0.585955546,0.383828744,25.07656374,0.155234587,0.315048687,0.245902696,0.037996941,0.322272547,2.30862138,1.275262762,10.15827432,0.195670324,0.153711236,0.501135296,0.237550064,0.142841211,4.792491419,0.102887399,0.044650124,0.07864369,0.042850549,0.20996373,0.79088989,0.267121325,0.478977838,0.021617578,63.82257046,3.191128523,36.17742954,3.617742954,0.599604911,0.059960491,1212.3254,27.76225166,7175.3422,244.679169,23770.8588,204.4293857,2339.38198,29.71015115,436.78518,0.960927396,17175.5766,190.6489003,7.2536503,0.028289236,6.6532882,0.035262427,28.9478943,0.358953889,36.659792,0.454581421,3.3295444,0.122194279,24.826568,0.44191291,254.965373,0.790392656,15.9139461,0.165505039,6.8534089,0.058253976,3.0279132,0.035123793
Isla Hermite,HER42PB,HER42PB_1C,104,119.2,120.3,119.8,1151.604167,19878.16667,52794.58333,51858.58333,1.33,0.075893894,0.585227167,0.211998064,0.152696913,14.80479855,0.247415911,0.383034034,0.174138158,0,0.126972413,1.115042005,1.364445862,10.70542519,0.168132583,0.029701114,0.074130171,0.050619772,0.029709446,2.30305858,0.091723677,0.066665005,0.084527798,0,0.120224083,0.130051107,0.164921957,0.426721787,0.005472609,76.8334819,3.841674095,23.1665181,2.31665181,0.298078963,0.029807896,1355.713487,19.38670286,6260.84885,155.2690515,19931.45628,131.5476115,1783.788743,37.28118474,323.6804956,0.906305388,29105.71327,436.5856991,7.23671292,0.149799957,8.016836814,0.254133727,31.06311504,0.086976722,39.88560708,0.570364181,5.055202832,0.167327214,19.90308814,0.256749837,231.5407717,1.088241627,9.931686372,0.134077766,6.34311646,0.072945839,1.546347398,0.026133271
Isla Hermite,HER42PB,HER42PB_1D,118,127.3,128.4,127.8,1233.236667,21778.75,54049.75,53092.75,1.334166667,0.06369118,0.487603196,0.111289328,0.082078747,7.897017191,0.16479955,0.385014994,0.245044722,0,0.076288011,0.660227433,1.622268608,11.28553319,0.157741404,0.023823821,0.078354525,0.046736844,0.049983459,3.378915211,0.085716716,0.067138015,0.084211761,0,0.087584166,0.225957235,0.190546004,0.242127331,0.006384214,75.97706345,3.798853173,24.02293655,2.402293655,0.402971752,0.040297175,1520.525972,43.79114799,5656.960644,182.7198288,21097.44306,554.8627524,2617.070294,65.68846437,421.6584628,14.1255585,12943.05626,174.7312595,5.413025996,0.123958295,7.99757167,0.125561875,27.88986141,0.806016995,25.82803284,0.604375968,3.142110584,0.038962171,18.26896274,0.575472326,237.9234012,7.232871397,19.67739493,0.558838016,5.72084829,0.146453716,2.048179847,0.076397108
Isla Hermite,HER42PB,HER42PB_1D,121,130.9,132.2,131.6,1270.93,20312.92857,50184.42857,49315.85714,1.258571429,0.070041896,0.644999122,0.126570383,0.100470283,5.065838411,0.122295979,0.384895425,0.184391511,0.004218321,0.1124597,1.195976184,1.580727382,11.93057219,0.163619124,0.045309692,0.096878776,0.04424296,0.052741097,1.147348779,0.062992955,0.054818305,0.060071893,0.013035178,0.104738096,0.254035853,0.233379439,0.447763259,0.005467138,84.55037578,4.227518789,15.44962422,1.544962422,0.187676057,0.018767606,1357.682984,12.21914686,3648.143898,92.29804061,15108.07419,273.4561428,1282.645911,9.74810892,195.5844371,3.051117218,7988.703067,69.50171668,3.181449904,0.041995139,6.481861022,0.25279258,25.96709783,0.067514454,17.02060447,0.095315385,2.950543137,0.048093853,10.8681745,0.236926204,200.4648971,2.10488142,7.802635527,0.140447439,3.699998786,0.06104998,1.325044907,0.019080647
Isla Hermite,HER42PB,HER42PB_1D,131,143.2,144.4,143.8,1396.852308,21612.38462,53592,52643.84615,1.345384615,0.045217217,0.444457399,0.055419528,0.039099113,4.396502234,0.226161834,0.364679282,0.268188528,0.003966202,0.076391286,0.663614036,1.776223997,11.55419732,0.155899836,0.026921818,0.085175465,0.032114098,0.031318226,1.350787648,0.098972468,0.056866442,0.079356643,0.014300346,0.095200588,0.224802095,0.144847018,0.313040587,0.004803623,80.12840061,4.006420031,19.87159939,1.987159939,0.317513884,0.031751388,1496.398904,23.64310268,5049.87496,82.31296185,16222.83208,115.1821078,1694.217096,25.58267815,259.3390696,3.060201021,12805.9724,112.6925571,4.0172756,0.092397339,6.76410592,0.082522092,22.2037868,0.057729846,20.90723648,0.288519863,2.573376832,0.031395197,15.70363184,0.348620627,201.5309088,1.61224727,6.75540424,0.132405923,4.60898984,0.074204736,1.425915296,0.010409182
Isla Hermite,HER42PB,HER42PB_1D,137,150.7,151.9,151.3,1480.034615,20654.53846,50993.53846,50143.23077,1.311538462,0.047388703,0.485429445,0.090600924,0.086106717,3.878663821,0.187678153,0.425659945,0.193500879,0.001419012,0.093920201,1.007361332,1.578946558,11.95001937,0.161160914,0.020831256,0.063417377,0.041272347,0.043776173,1.049811451,0.097662482,0.068063935,0.083599058,0.005116321,0.111552582,0.113027205,0.240927569,0.280884992,0.00389021,84.05430901,4.202715451,15.94569099,1.594569099,0.223349145,0.022334914,1122.527929,11.44978487,3309.7982,88.37161193,14715.29986,269.2899875,1150.276453,21.05005909,172.5557713,3.140515038,6997.205183,47.58099524,2.856953727,0.045996955,5.489630722,0.058739049,20.00182283,0.29802716,15.64215778,0.154857362,2.14979546,0.020638036,9.202783759,0.122397024,193.3528611,1.29546417,5.180678081,0.058023595,3.541512681,0.037894186,0.969481945,0.01289411
Isla Hermite,HER42PB,HER42PB_1D,144,159.2,160.3,159.8,1611.23,18959.91667,48486.91667,47634.83333,1.343333333,0.124098894,0.791411808,0.289254094,0.210329178,10.41161586,0.168890191,0.382568991,0.197050465,0,0.150346883,1.678118534,1.498632456,11.8927704,0.175100004,0.027581077,0.107306397,0.08913207,0.046676152,1.459221405,0.110641,0.06663389,0.12049008,0,0.128094846,0.301828729,0.342533554,0.354129961,0.005075289,69.43733975,3.471866988,30.56266025,3.056266025,0.509389576,0.050938958,1280.002013,30.3360477,5997.873908,169.1400442,19331.44723,143.0527095,2133.687133,27.95130145,334.5877951,3.479713069,14513.69839,79.82534112,5.301363572,0.036579409,7.080750354,0.210298286,29.54255159,0.460863805,29.06945023,0.465111204,2.539765801,0.023873799,21.18442756,0.491478719,222.8833073,2.295698066,11.73028539,0.134898282,6.344814905,0.065986075,2.638854252,0.051457658
Isla Hermite,HER42PB,HER42PB_1D,147,162.9,164.1,163.5,1669.448462,18723.15385,49544,48646.15385,1.31,0.15889436,0.944750771,0.313072869,0.225968376,12.22006813,0.188610735,0.38748451,0.255120326,0.099277504,0.26770761,1.720017678,1.406814326,11.45417545,0.173317609,0.065749895,0.127090946,0.089827953,0.083127082,3.635455287,0.09025177,0.077340371,0.073758598,0.089646813,0.134776589,0.243191379,0.131509328,0.435767814,0.005319313,79.71111846,3.985555923,20.28888154,2.028888154,0.343529575,0.034352957,1401.647809,2.522966056,4295.763522,76.03501434,16304.49768,211.9584699,1670.874143,30.07573457,264.1328625,1.399904171,10760.96847,63.48971398,4.125981149,0.061889717,7.101215107,0.039056683,30.53387748,0.213737142,22.37893368,0.503526008,2.464539361,0.013062059,15.49870515,0.173585498,201.1247375,1.28719832,9.839292734,0.041325029,5.338712382,0.032566146,2.093713099,0.022193359
