"Site","depth","SH20_age","Ti","Ca","Fe","Sr","Zr","Ti_convert","Ti_ppm"
"HER42PB",54.1,488.56,-5.220685369,-4.377752421,-1.511435538,-3.776639951,-3.826797957,3.86140856042812,47.5322562932511
"HER42PB",54.2,489.58,-5.696495261,-4.348036434,-1.523327318,-3.612115438,-3.850147602,4.66324970343428,105.979926489083
"HER42PB",54.3,490.6,-5.365575401,-4.278939303,-1.524741554,-3.630134362,-3.777798985,4.11673784971345,61.3587539539287
"HER42PB",54.4,491.62,-4.953657859,-4.144866681,-1.439103176,-3.44638046,-3.633184893,3.58369750220129,36.006428868791
"HER42PB",54.5,492.63,-4.840376285,-4.252118921,-1.564831808,-3.538016375,-4.07964966,3.23533795231721,25.4149593720797
"HER42PB",54.6,493.65,-5.341542227,-4.395483174,-1.534080696,-3.590155213,-3.831884904,4.13023731204542,62.192680255808
"HER42PB",54.7,494.67,-5.121525945,-4.359764752,-1.458984633,-3.69759648,-3.900092827,3.69403009663909,40.2065571954954
"HER42PB",54.8,495.69,-5.475914667,-4.249250451,-1.497459443,-3.464295721,-3.906615922,4.27267147758671,71.712959510698
"HER42PB",54.9,496.71,-5.04017679,-4.168726812,-1.492805454,-3.635338851,-3.5085559,3.71101238357968,40.8951871929045
"HER42PB",55,497.72,-4.882766686,-4.279595102,-1.362994162,-3.278925803,-3.654895685,3.60518773665604,36.788589775802
"HER42PB",55.1,498.74,-5.528837155,-4.387299822,-1.605995688,-3.688566035,-3.80669732,4.40560077592395,81.9083366210821
"HER42PB",55.2,499.76,-5.318912644,-4.191312818,-1.589858463,-3.339941633,-3.699233237,4.16688731599871,64.5143265375528
"HER42PB",55.3,500.78,-5.511085854,-4.299995582,-1.60031363,-3.239328225,-4.035179334,4.39515919969381,81.0575340702043
"HER42PB",55.4,501.8,-4.992791369,-4.429481451,-1.521082408,-3.549842463,-3.760216002,3.68985318789797,40.0389683206674
"HER42PB",55.5,502.82,-5.209944359,-4.171150566,-1.317729142,-3.59535843,-3.78567075,3.80636892415945,44.9867914863884
"HER42PB",55.6,503.83,-5.208715224,-4.313150622,-1.450800164,-3.444028334,-3.928850326,3.88453923568742,48.6445236344965
"HER42PB",55.7,504.85,-5.032186454,-4.235319448,-1.301436375,-3.269066356,-4.005303017,3.60092712529141,36.6321813265268
"HER42PB",55.8,505.87,-5.150891989,-4.246871349,-1.324373735,-3.397459323,-3.764597627,3.85208459802131,47.0911270545211
"HER42PB",55.9,506.89,-5.493243516,-4.328987123,-1.325138704,-3.363117273,-3.882037257,4.37327201758358,79.3026874386995
"HER42PB",56,507.91,-4.990843656,-4.166571823,-1.380371343,-3.313439039,-4.035754954,3.483921011504,32.5872468692469
"HER42PB",56.1,508.93,-5.312114871,-4.228887502,-1.262655892,-3.245155489,-3.838173203,4.0987789295744,60.2666528224766
"HER42PB",56.2,509.94,-5.862114875,-4.570131193,-1.571107639,-3.216413003,-3.635691143,5.35078155657904,210.772964507238
"HER42PB",56.3,510.96,-5.835772596,-4.625490622,-1.581687221,-3.206710806,-3.814979781,5.24484362524474,189.586166421042
"HER42PB",56.4,511.98,-5.504689481,-4.501095018,-1.486884996,-3.295836866,-3.904062199,4.51993447760432,91.8295808868981
"HER42PB",56.5,513,-5.275034221,-4.421675736,-1.348087667,-3.326089168,-3.90843611,4.08559551046842,59.4773465895582
"HER42PB",56.6,514.02,-5.22404934,-4.154951112,-1.346159341,-3.314258296,-4.066788325,3.79166671378138,44.330224533101
"HER42PB",56.7,515.03,-5.143160973,-4.202177628,-1.360961955,-3.346206687,-3.680194964,3.88704627868514,48.7666305465353
"HER42PB",56.8,516.05,-5.335746751,-4.551945203,-1.607506223,-3.436803612,-3.769566888,4.30826344509136,74.3113311211546
"HER42PB",56.9,517.07,-5.200232902,-4.585557337,-1.692543569,-3.45679201,-3.645071876,4.18946023126925,65.9871635384817
"HER42PB",57,518.09,-5.143317933,-4.483864598,-1.777269245,-3.526677108,-3.740593031,3.98610073640174,53.8445254995377
"HER42PB",57.1,519.11,-5.400265089,-4.212705314,-1.573647984,-3.133186684,-3.846618536,4.31005220888247,74.444375496539
"HER42PB",57.2,520.13,-6.143833782,-4.709530201,-1.75608584,-3.290572033,-3.41952306,6.06183087986226,429.160459241664
"HER42PB",57.3,521.14,-5.203307142,-4.343105877,-1.708269899,-3.639754526,-3.881147343,3.87172727173417,48.0252671676384
"HER42PB",57.4,522.16,-5.516199099,-4.441879503,-1.782346279,-3.624292681,-3.434759554,4.65658117761559,105.275547807005
"HER42PB",57.5,523.18,-5.420402908,-4.378071455,-1.641655464,-3.532655063,-3.839733065,4.2780543235182,72.1000201322908
"HER42PB",57.6,524.2,-5.376614239,-4.46597324,-1.53232735,-3.609811502,-3.811820169,4.2237167158614,68.286815908782
"HER42PB",57.7,525.22,-5.319665056,-4.482969704,-1.518986129,-3.383388893,-3.832887827,4.22443991085933,68.3362184541554
"HER42PB",57.8,526.23,-5.636136405,-4.433107442,-1.630348152,-3.468701264,-3.858628958,4.673787754455,107.102653649714
"HER42PB",57.9,527.25,-5.365976015,-4.296562881,-1.549608573,-3.512604966,-3.805184392,4.16376663542229,64.3133117464375
"HER42PB",58,528.27,-5.16217315,-4.306651559,-1.654690824,-3.645966654,-3.821710904,3.81324868049813,45.2973567319348
"HER42PB",58.1,529.29,-4.996129294,-4.255579875,-1.479957564,-3.466491401,-3.851659169,3.58432613596239,36.029070841603
"HER42PB",58.2,530.31,-5.294031881,-4.568519416,-1.750596601,-3.555182895,-3.751239972,4.23359441091715,68.9646745818058
"HER42PB",58.3,531.33,-5.660245157,-4.527308126,-1.781335836,-3.532013451,-3.887717049,4.74339877931051,114.823799981523
"HER42PB",58.4,532.34,-5.592589519,-4.445465579,-1.674096263,-3.509863902,-3.636704225,4.71151883588644,111.220958067334
"HER42PB",58.5,533.36,-5.84115832,-4.300713279,-1.650493987,-3.629227595,-3.589866521,5.03752242892153,154.087778289039
"HER42PB",58.6,534.38,-5.815990461,-4.493518031,-1.882690057,-3.496347385,-3.943361496,4.99591363904456,147.80792680496
"HER42PB",58.7,535.4,-5.760005266,-4.566082797,-1.75960515,-3.594386028,-3.922635285,4.88924965991431,132.853851072889
"HER42PB",58.8,536.42,-5.337635528,-4.326034616,-1.610965697,-3.641524134,-3.603829701,4.19543942198694,66.3828952729808
"HER42PB",58.9,537.44,-5.426417369,-4.627909673,-1.758496766,-3.859345853,-3.81254486,4.3150222180389,74.8152856744046
"HER42PB",59,538.45,-5.203226098,-4.469493637,-1.370220685,-3.770680719,-3.693248979,3.93634188520396,51.230849772011
"HER42PB",59.1,539.47,-5.195125634,-4.33073334,-1.52847416,-3.852891263,-3.674581747,3.84900002579502,46.9460948680245
"HER42PB",59.2,540.49,-5.425306264,-4.324245994,-1.627506461,-3.753169757,-3.791175739,4.19075516627924,66.0726679761546
"HER42PB",59.3,541.51,-5.49824783,-4.520329788,-1.761316765,-3.893471931,-3.798444997,4.36720689212662,78.8231623501932
"HER42PB",59.4,542.53,-5.176660311,-4.532727113,-1.642685116,-3.945930058,-3.860570209,3.80874092767292,45.0936269708347
"HER42PB",59.5,543.54,-5.722617581,-4.326170848,-1.648545144,-3.733904892,-3.672951701,4.75583608072739,116.260815968347
"HER42PB",59.6,544.56,-5.574168863,-4.544549446,-1.594731042,-3.738461854,-3.907282724,4.48852006216568,88.9896492285331
"HER42PB",59.7,545.58,-5.335989199,-4.398017401,-1.530392726,-3.748712858,-3.825841981,4.06087623837728,58.0251326578805
"HER42PB",59.8,546.6,-5.656906365,-4.174877106,-1.471793215,-3.471170165,-3.770119962,4.59696894279899,99.1832295257546
"HER42PB",59.9,547.62,-5.330395986,-4.367824501,-1.552506058,-3.487343222,-3.859010951,4.12898661312884,62.1149445601016
"HER42PB",60,548.64,-5.187481027,-4.220237968,-1.445357059,-3.567867787,-3.844734911,3.79675692821017,44.5564501616664
"HER42PB",60.1,549.64,-5.590053709,-4.27947117,-1.442431711,-3.748182199,-3.964086495,4.32183678273776,75.3268603788373
"HER42PB",60.2,550.65,-5.419572628,-4.427932459,-1.471958677,-3.475735018,-3.848544164,4.2987232454365,73.6057571952033
"HER42PB",60.3,551.66,-4.455265701,-4.576802367,-1.490385982,-3.689861228,-3.788345006,3.00362993594966,20.1585786238785
"HER42PB",60.4,552.67,-5.699918811,-4.376856635,-1.705864127,-3.843314495,-3.776672522,4.65250442578981,104.84723917248
"HER42PB",60.5,553.67,-5.542796896,-4.738652939,-1.884824979,-3.783440851,-3.718247604,4.65745524981112,105.367606463306
"HER42PB",60.6,554.68,-5.423041432,-4.815549696,-1.811921845,-3.442554763,-3.963038965,4.50754354658917,90.6987473934046
"HER42PB",60.7,555.69,-5.931765701,-4.684179621,-1.935445843,-3.793827953,-3.684922591,5.32540424742519,205.49141305138
"HER42PB",60.8,556.7,-5.083199124,-4.714343762,-1.735533523,-3.87922632,-3.889573788,3.7936379787436,44.4176973392036
"HER42PB",60.9,557.71,-5.668050163,-4.491403871,-1.908671725,-3.813111792,-3.796917106,4.68724820526327,108.554049960874
"HER42PB",61,558.71,-5.853455058,-4.507871882,-1.792095373,-4.244017145,-3.871720182,4.79004994324977,120.307377054556
"HER42PB",61.1,559.72,-5.853314209,-4.407027937,-1.770505463,-3.648946744,-3.816432281,5.005756022136,149.269891852558
"HER42PB",61.2,560.73,-5.637188746,-4.484043578,-1.595069444,-3.786715207,-3.76063274,4.61844379059788,101.336208997259
"HER42PB",61.3,561.74,-5.477752556,-4.376637137,-1.62920598,-3.613497585,-3.878896753,4.31363310012382,74.7114305709454
"HER42PB",61.4,562.75,-5.540725766,-4.480474345,-1.730128376,-3.937760368,-3.656592977,4.46669820646755,87.0687648012668
"HER42PB",61.5,563.75,-5.743288753,-4.76369789,-1.719175452,-3.915869103,-3.547164891,5.02170195906422,151.669219053319
"HER42PB",61.6,564.76,-6.537708657,-4.890688033,-1.967834979,-3.856978631,-3.833922854,6.56225529798492,707.866345255289
"HER42PB",61.7,565.77,-5.822151758,-4.897562223,-1.873716467,-4.093080671,-4.004683932,4.94208571659029,140.06207491504
"HER42PB",61.8,566.78,-5.147832798,-4.540255033,-1.61665972,-3.94227395,-3.732853289,3.83483726721704,46.2858948225704
"HER42PB",61.9,567.78,-5.598670916,-4.432373801,-1.652774371,-4.048073504,-3.860123137,4.37615286626938,79.5314758757901
"HER42PB",62,568.79,-5.582879824,-4.517603956,-1.606420762,-3.840115458,-3.920756144,4.44187317741061,84.9338890013531
"HER42PB",62.1,569.8,-5.694698127,-4.800880251,-1.913036939,-3.880054364,-3.630417225,4.95476681490175,141.849525320606
"HER42PB",62.2,570.81,-6.205346593,-4.819052232,-2.006032216,-3.859941503,-4.030950048,5.72539435876215,306.554133717731
"HER42PB",62.3,571.82,-6.053875807,-4.894900369,-1.930619902,-3.772854892,-3.601721944,5.71649810263096,303.839044596976
"HER42PB",62.4,572.82,-5.246072446,-4.621487937,-1.713177682,-3.909170841,-3.853772061,3.98620567916752,53.8501763894706
"HER42PB",62.5,573.83,-5.419412595,-4.505942739,-1.81998026,-3.751174425,-3.986678247,4.20211965838482,66.8278331968041
"HER42PB",62.6,574.84,-5.504931111,-4.585614658,-1.704855926,-3.855398741,-3.763667806,4.43826022120003,84.6275802528432
"HER42PB",62.7,575.85,-5.97230629,-4.556336161,-1.54940947,-3.668517103,-3.662518285,5.34437171801569,209.426264506903
"HER42PB",62.8,576.85,-6.050651926,-4.770439841,-1.775068644,-3.789159427,-3.937687692,5.44315762322556,231.170983083046
"HER42PB",62.9,577.86,-6.018254372,-4.58860957,-1.582477022,-3.900018206,-3.719473976,5.32804911348587,206.03562968833
"HER42PB",63,578.87,-5.351920491,-4.642459735,-1.556727029,-3.766451769,-3.823293125,4.21132605294764,67.4459173948824
"HER42PB",63.1,579.88,-5.477711758,-4.564410565,-1.499286298,-3.866782421,-3.857880285,4.3020076460898,73.8479054304555
"HER42PB",63.2,580.89,-6.185100064,-4.672511978,-1.776693686,-3.913767515,-3.835925028,5.65631616237119,286.092779589471
"HER42PB",63.3,581.89,-5.812045025,-4.785406236,-1.848853733,-3.861680526,-3.653763422,5.13843220857585,170.448331301295
"HER42PB",63.4,582.9,-5.957008655,-4.635252815,-1.548548763,-3.703213726,-3.894071614,5.22288657463879,185.468781602904
"HER42PB",63.5,583.91,-5.612732651,-4.726901127,-1.617748125,-3.675190752,-4.144474352,4.55429884230476,95.0400937751042
"HER42PB",63.6,584.92,-6.289441802,-5.002152965,-1.701634599,-4.000058221,-3.485584774,6.17680758637771,481.452504842301
"HER42PB",63.7,585.93,-5.690021559,-4.576371393,-1.697508394,-3.705890198,-3.697178257,4.83644061085161,126.019998278277
"HER42PB",63.8,586.93,-5.823625243,-4.861001955,-1.764961276,-4.247733453,-3.707493944,5.00184340327871,148.686996725711
"HER42PB",63.9,587.94,-6.41787234,-4.976518202,-1.761757977,-4.087378459,-3.764099026,6.26065204254662,523.560212368072
"HER42PB",64,588.95,-6.022681063,-4.827608508,-1.625734638,-3.701286638,-3.862710077,5.4745539200279,238.54403347771
"HER42PB",64.1,589.96,-6.080665193,-4.71117795,-1.776239804,-3.918108744,-3.750464933,5.51430973360532,248.218581154693
"HER42PB",64.2,590.96,-6.131133317,-4.709747637,-1.714877804,-3.890423628,-4.00460374,5.4829387834021,240.552601624052
"HER42PB",64.3,591.97,-5.37151169,-4.430037388,-1.314081777,-3.759392811,-3.638491038,4.19630600340503,66.4404463892658
"HER42PB",64.4,592.98,-5.89226479,-4.402015395,-1.348014213,-4.078282184,-3.715217442,4.89387405880773,133.46964301116
"HER42PB",64.5,593.99,-5.966811286,-4.500474217,-1.417623734,-4.07340188,-3.902922157,4.99695955984057,147.962603064878
"HER42PB",64.6,595,-5.751692163,-4.303027471,-1.538172063,-3.740094931,-3.802957154,4.7094128627501,110.986976183705
"HER42PB",64.7,596,-5.2021629,-4.376568729,-1.411556692,-3.950226036,-3.901829495,3.71005338268671,40.8559874711569
"HER42PB",64.8,597.01,-5.553820541,-4.337108711,-1.386559192,-3.618960228,-3.766343733,4.43999349050091,84.7743898332185
"HER42PB",64.9,598.02,-5.211184031,-4.287602866,-1.426024801,-3.759970124,-3.887803495,3.76367327236595,43.106477350225
"HER42PB",65,599.03,-5.315228361,-4.446632503,-1.436351406,-3.71958377,-3.85152912,4.04043928472646,56.8513112336471
"HER42PB",65.1,600.03,-5.262381319,-4.427458676,-1.6149104,-3.754631498,-4.057084888,3.85333120943413,47.1498679969072
"HER42PB",65.2,601.04,-4.638766135,-4.404095079,-1.568356694,-3.442431121,-3.911777791,3.18279848135675,24.1141421925178
"HER42PB",65.3,602.05,-4.781240048,-4.156627968,-1.309379775,-3.578550117,-3.952427002,3.12266479224104,22.7068080187103
"HER42PB",65.4,603.06,-4.947368995,-4.3190954,-1.297167688,-3.512045207,-3.590394771,3.64274485517747,38.1965369283648
"HER42PB",65.5,604.07,-5.397030839,-4.365738715,-1.285772828,-3.510908609,-3.914006852,4.15722247162484,63.893809044347
"HER42PB",65.6,605.07,-5.158431923,-4.266532644,-1.42435452,-3.244881396,-3.818370756,3.92129391889527,50.465701074967
"HER42PB",65.7,606.08,-5.192211316,-4.305625738,-1.42450941,-3.599994001,-4.075471642,3.71291140067611,40.9729216387055
"HER42PB",65.8,607.09,-5.410806548,-4.5808439,-1.504968041,-3.580935521,-3.860209136,4.32055033996626,75.2300189876124
"HER42PB",65.9,608.1,-5.427265906,-4.812283498,-1.720871564,-3.865566079,-3.748133613,4.43889575694825,84.6813811997806
"HER42PB",66,609.1,-5.583257046,-4.738559967,-1.681468048,-3.492515949,-3.938101051,4.7015441213527,110.117075370379
"HER42PB",66.1,610.11,-5.285505379,-4.374491704,-1.504910716,-3.390690681,-3.768355901,4.14407680873492,63.0593791532675
"HER42PB",66.2,611.12,-5.287804786,-4.534417525,-1.612580229,-3.715654815,-3.708893464,4.14406113736988,63.0583909344612
"HER42PB",66.3,612.13,-5.508134418,-4.572975202,-1.709084605,-3.731032107,-3.69802581,4.52224389774569,92.0418990421187
"HER42PB",66.4,613.14,-5.138867088,-4.539907123,-1.599700609,-3.651152549,-3.834489849,3.88557156435051,48.6947666997629
"HER42PB",66.5,614.14,-5.183434533,-4.49915004,-1.526227879,-3.720723941,-3.599012815,4.01304004709581,55.3147747361471
"HER42PB",66.6,615.15,-5.873243916,-4.97356092,-1.67206933,-3.613934806,-3.904076905,5.29457902964738,199.253728396311
"HER42PB",66.7,616.16,-5.745008428,-4.69468138,-1.644956279,-3.853967489,-3.81509862,4.86480836818198,129.646091914883
"HER42PB",66.8,617.17,-5.766805673,-4.788557067,-1.631061963,-3.752590174,-4.042567405,4.87373663576427,130.808789629059
"HER42PB",66.9,618.18,-5.536175653,-4.624939691,-1.597453441,-3.743016603,-3.861674147,4.49035993290636,89.1535293933024
"HER42PB",67,619.18,-5.43270595,-4.619195087,-1.561504939,-3.593018014,-3.774847081,4.42222040896217,83.2809980880876
"HER42PB",67.1,620.19,-5.97257006,-4.731149368,-1.659125197,-3.621194803,-4.013587829,5.2886084647053,198.067615476586
"HER42PB",67.2,621.2,-5.427904924,-4.326751338,-1.397929262,-3.54037274,-3.742071581,4.2776508638373,72.0709365485967
"HER42PB",67.3,622.21,-5.493061443,-4.629288746,-1.516645276,-3.480745746,-3.705185474,4.60000928719813,99.4852395767744
"HER42PB",67.4,623.21,-5.377059853,-4.790775818,-1.670101567,-3.979010529,-3.874485086,4.23005523513265,68.7210278841081
"HER42PB",67.5,624.22,-5.846978552,-4.856579848,-1.821234473,-4.04791978,-4.01924398,4.96887070466348,143.864330283434
"HER42PB",67.6,625.23,-5.618732166,-4.895081531,-1.689512738,-3.835861644,-3.671558593,4.84190528927286,126.710542125085
"HER42PB",67.7,626.24,-6.362549062,-5.374799366,-1.963765464,-3.757119648,-3.803314005,6.49410641154343,661.233090976466
"HER42PB",67.8,627.25,-6.007184495,-4.813655649,-1.796308281,-4.001850925,-3.72294854,5.41060112360256,223.766058318866
"HER42PB",67.9,628.25,-6.388244247,-4.873739227,-1.569637851,-4.170272038,-3.892391437,6.01737112943561,410.498029827681
"HER42PB",68,629.26,-6.016895013,-5.12188168,-1.530923338,-4.192770259,-3.812387082,5.43052858942403,228.269874581076
"HER42PB",68.1,630.27,-5.676269063,-4.897290447,-1.539292824,-4.163840887,-3.665146766,4.7895061377167,120.241971022938
"HER42PB",68.2,631.28,-6.794981734,-4.715540192,-1.427906817,-3.948022469,-4.039075511,6.84743281016551,941.460892849526
"HER42PB",68.3,632.28,-6.243903578,-5.043326363,-1.599186787,-3.712091779,-3.746365181,6.07399247386545,434.411600913646
"HER42PB",68.4,633.29,-6.067878885,-5.102797989,-1.492166118,-4.016608221,-3.902004838,5.53803653391944,254.178438441202
"HER42PB",68.5,634.3,-5.973212569,-5.094662165,-1.666148973,-3.782870331,-3.926715183,5.46048481713498,235.211431258975
"HER42PB",68.6,635.31,-5.71366745,-4.662361279,-1.446673923,-3.999067062,-3.742616312,4.74509434136111,115.018656007837
"HER42PB",68.7,636.32,-5.971899392,-4.765298465,-1.532038402,-3.625549271,-3.920816714,5.33448844002014,207.366641195255
"HER42PB",68.8,637.32,-5.408437529,-4.469504321,-1.344971979,-3.75130056,-3.970086806,4.11026160265358,60.9626634783206
"HER42PB",68.9,638.33,-5.225981861,-4.502063022,-1.461444298,-3.572527063,-3.770278049,4.0404710360481,56.8531163665736
"HER42PB",69,639.34,-4.848064989,-4.265629833,-1.113728013,-3.573702909,-3.699761854,3.37429442480885,29.2036711243647
"HER42PB",69.1,640.35,-4.990228484,-4.682743785,-1.230890567,-3.580461767,-3.115354108,4.10203893788677,60.4634432064957
"HER42PB",69.2,641.36,-5.736673099,-4.713772632,-1.671929006,-3.774526431,-3.856890034,4.87472901685725,130.938666231566
"HER42PB",69.3,642.36,-5.393426991,-4.332272265,-1.474808139,-3.597997793,-3.773747585,4.19665565788918,66.4636816511947
"HER42PB",69.4,643.37,-5.506741547,-4.500413717,-1.46340034,-3.528308206,-3.787819402,4.48505893174071,88.6821768540212
"HER42PB",69.5,644.38,-5.350909817,-4.61237963,-1.491986247,-3.856401871,-3.85800572,4.13050768133275,62.2094975197797
"HER42PB",69.6,645.39,-5.591363467,-4.797914416,-1.705929367,-3.838580093,-4.060135081,4.5447758041569,94.139319199294
"HER42PB",69.7,646.39,-5.495732769,-4.439680095,-1.574915216,-3.645966481,-4.008462491,4.28789747922889,72.8132161485991
"HER42PB",69.8,647.4,-5.439251844,-4.551948649,-1.562444883,-3.576033411,-3.875276306,4.35229979622651,77.6568526533173
"HER42PB",69.9,648.41,-5.755432589,-4.686234186,-1.498587214,-3.448509095,-3.703541,5.08235233938655,161.152696243366
"HER42PB",70,649.42,-5.872083436,-4.691554025,-1.369162081,-3.537101989,-3.714947157,5.23319092511853,187.389797343625
"HER42PB",70.1,650.43,-6.372500341,-4.966403353,-1.622883551,-3.695596869,-3.671139128,6.34855277040561,571.664779868899
"HER42PB",70.2,651.44,-5.979091012,-4.798359172,-1.525686964,-3.459869983,-3.796995317,5.49632707064878,243.794844562582
"HER42PB",70.3,652.45,-5.544217554,-4.645626399,-1.538161101,-3.551787389,-3.715151032,4.66051234817869,105.690218478095
"HER42PB",70.4,653.46,-5.23076131,-4.563931438,-1.188051864,-3.49120692,-4.067204739,3.92243043635294,50.5230888301681
"HER42PB",70.5,654.47,-5.226636401,-4.3358333,-1.220628597,-3.544415898,-3.963520399,3.83304146172813,46.2028489480255
"HER42PB",70.6,655.48,-4.975979147,-4.148975106,-1.140567244,-3.432191485,-3.736699529,3.52842466483885,34.0702532489061
"HER42PB",70.7,656.49,-4.793128003,-4.381882532,-1.063356992,-3.508577517,-3.856182492,3.30168840932628,27.1584548201835
"HER42PB",70.8,657.5,-5.505258289,-4.109995258,-1.205218819,-3.33235102,-3.938145001,4.24511752784406,69.7639588697835
"HER42PB",70.9,658.51,-5.17186798,-4.450984045,-1.3618777,-3.215300537,-3.884013692,4.0073197833853,54.9992629033451
"HER42PB",71,659.52,-5.079648253,-4.397864831,-1.34845639,-3.479290993,-3.806908592,3.77664403218365,43.669242973407
"HER42PB",71.1,660.53,-5.455107417,-4.474278164,-1.293363846,-3.417139124,-3.653672683,4.48038628757553,88.2687632173893
"HER42PB",71.2,661.54,-6.018738463,-4.553550159,-1.353470572,-3.357540008,-3.662400417,5.53093540453972,252.379877927597
"HER42PB",71.3,662.55,-5.270432163,-4.268983623,-1.367618097,-3.164436599,-3.697773502,4.1764706245945,65.1355592153588
"HER42PB",71.4,663.56,-4.963518855,-4.552990445,-1.246116077,-3.545991475,-4.07293648,3.51657532948399,33.668925819927
"HER42PB",71.5,664.57,-5.019304349,-4.229853939,-1.173117609,-3.290506017,-3.833528903,3.64306457730609,38.2087511589333
"HER42PB",71.6,665.58,-5.077739964,-4.126511181,-1.156647104,-3.318924651,-3.820226393,3.66432309764251,39.0297079181357
"HER42PB",71.7,666.6,-5.112770274,-4.325340663,-1.488504674,-3.743570347,-3.808875445,3.69586871532175,40.2805497238988
"HER42PB",71.8,667.61,-5.600484727,-4.763352138,-1.646352061,-3.850900183,-3.698509292,4.71633696723827,111.758128291555
"HER42PB",71.9,668.62,-6.49815664,-4.812529589,-1.99234649,-3.677273908,-3.832666053,6.51143369909388,672.790305314613
"HER42PB",72,669.63,-6.183863362,-4.856992422,-1.842258162,-3.978128095,-4.046515823,5.62395679499295,276.983183509633
"HER42PB",72.1,670.64,-5.603514077,-4.807712743,-1.709673391,-3.819290439,-3.921127165,4.65064635419061,104.652606371955
"HER42PB",72.2,671.65,-5.429144725,-4.676720934,-1.6048273,-3.485417983,-3.786670775,4.49042252978272,89.1591103004314
"HER42PB",72.3,672.66,-5.377690954,-4.511931031,-1.508757004,-3.463329163,-3.595640299,4.4182981453924,82.9549878302603
"HER42PB",72.4,673.67,-5.551600416,-4.551722968,-1.408601366,-3.479665612,-4.101168255,4.43515663885604,84.3653387435126
"HER42PB",72.5,674.68,-5.406395989,-4.359208912,-1.384810781,-3.536330426,-3.880012835,4.18908983289877,65.9627265266286
"HER42PB",72.6,675.69,-5.40499418,-4.222900785,-1.377512563,-3.480636589,-3.917639581,4.11762416666656,61.4131613653237
"HER42PB",72.7,676.7,-5.403564737,-4.342131452,-1.634586429,-3.643946477,-3.873075241,4.16896757585575,64.6486727903624
"HER42PB",72.8,677.71,-5.753574643,-4.407554181,-1.722599695,-3.60181244,-4.032689513,4.72972791423235,113.264740431899
"HER42PB",72.9,678.72,-5.88440324,-4.46342332,-1.609045165,-3.482239017,-3.534710069,5.28407295954869,197.171312914154
"HER42PB",73,679.73,-5.613621179,-4.434273422,-1.653752256,-3.712455335,-3.977515019,4.47847994948453,88.1006533998083
"HER42PB",73.1,680.74,-5.473379303,-4.410048828,-1.592723133,-3.60096193,-3.776663382,4.37737157556337,79.6284607107606
"HER42PB",73.2,681.75,-5.661678645,-4.51875531,-1.705406515,-3.372779005,-3.710235978,4.88822128288454,132.717297450469
"HER42PB",73.3,682.76,-5.535758223,-4.383078713,-1.585155735,-3.658840945,-4.266465952,4.18556158763988,65.7304039360428
"HER42PB",73.4,683.77,-5.239581683,-4.476603408,-1.680646174,-3.539992673,-3.608985545,4.17387847905528,64.9669370071643
"HER42PB",73.5,684.78,-5.414174835,-4.497884103,-1.655581376,-3.488728512,-3.801756294,4.37060920257532,79.091799954181
"HER42PB",73.6,685.79,-5.291119107,-4.30684751,-1.500212273,-3.258443917,-3.943493887,4.07965668376398,59.1251677350181
"HER42PB",73.7,686.8,-5.547812402,-4.243756139,-1.509543249,-3.254923286,-3.835121456,4.51076036037095,90.9909781479718
"HER42PB",73.8,687.81,-5.399136818,-4.464552893,-1.343879644,-3.229643654,-3.859791282,4.3632216909904,78.509661291337
"HER42PB",73.9,688.83,-5.730376064,-4.341425659,-1.438314875,-3.321898682,-3.9914041,4.75210443326815,115.827780061011
"HER42PB",74,689.84,-5.702182556,-4.550577737,-1.56196754,-3.494805607,-3.9036434,4.80467344037634,122.079618236927
"HER42PB",74.1,690.85,-5.628420155,-4.505416413,-1.646836538,-3.507046124,-3.86008096,4.68453465470162,108.259882357471
"HER42PB",74.2,691.86,-5.692774395,-4.708275413,-1.893766399,-3.758131971,-3.63689253,4.94673359278355,140.714581308421
"HER42PB",74.3,692.87,-5.31960638,-4.518687799,-1.765441284,-3.630656405,-3.450460247,4.37363254259374,79.3312831953265
"HER42PB",74.4,693.88,-4.593097605,-4.870991671,-1.842050726,-3.498866484,-3.987259908,3.34596311666213,28.3879033673953
"HER42PB",74.5,694.89,-5.785210528,-4.396172681,-1.691232334,-3.388314756,-3.715430898,5.02684378190092,152.451083689593
"HER42PB",74.6,695.9,-5.715874025,-4.7146359,-1.669392222,-3.411229199,-3.854434635,4.98848867228685,146.714522131873
"HER42PB",74.7,696.91,-5.99294993,-4.576703246,-1.799004651,-3.844966069,-3.518230125,5.4301102834977,228.174407908265
"HER42PB",74.8,697.92,-5.71250719,-4.531475955,-1.635144495,-3.434975599,-3.751976897,4.92540530942662,137.745159742009
"HER42PB",74.9,698.93,-5.400235875,-4.51293268,-1.468705141,-3.553618045,-3.882056212,4.26324725535198,71.0402952903134
"HER42PB",75,699.94,-4.900277891,-4.526460994,-1.45564511,-3.525734547,-3.929428175,3.52751676891548,34.0393350422536
"HER42PB",75.1,700.95,-4.253833765,-4.22033781,-1.311317493,-3.372703872,-3.689017757,2.74349104502868,15.5411453415912
"HER42PB",75.2,701.96,-5.035034648,-4.273258961,-1.204850133,-3.725373513,-3.713643173,3.57667862029441,35.7545888482553
"HER42PB",75.3,702.97,-5.284049395,-3.994696979,-1.343171366,-3.270113025,-3.901384802,3.9010775112473,49.4557094892635
