Location,Site,Section,sample,min_depth,max_depth,midpoint,SH20_age,kcps,cps,cps_acf_sum,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,Mo_inc,Mo_coh,PCA sum,coh_inc,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_inc_sd,Mo_coh_sd,coh_inc_sd,K_ICP,Ca_ICP,Ti_ICP,Mn_ICP,Fe_ICP,Co_ICP,Ni_ICP,Cu_ICP,Zn_ICP,Rb_ICP,Sr_ICP,Zr_ICP,dry_mass_pc,K_ICP_sd,Ca_ICP_sd,Ti_ICP_sd,Mn_ICP_sd,Fe_ICP_sd,Co_ICP_sd,Ni_ICP_sd,Cu_ICP_sd,Zn_ICP_sd,Rb_ICP_sd,Sr_ICP_sd,Zr_ICP_sd,dry_mass_err
Isla Hermite,HER42PB,HER42PB_1A,9,10.9,12.1,11.5,56.44538462,20964.61538,65795.53846,64927.38462,1.410769231,0.156117788,0.843548553,0.397551369,0.214125011,33.30184064,0.267307805,0.283871167,0.152418035,0.000329542,0.191040736,1.28432252,1.159176166,47.85466376,8.458514218,93.51374224,0.176783745,0.03700643,0.220713333,0.202364045,0.081433891,5.270448156,0.119114992,0.048503936,0.084226682,0.00097354,0.091177268,0.30397012,0.287556287,3.662807369,0.692455908,0.006256354,5207.184,15558.14641,1580.648497,291.4015196,17138.00234,4.715790685,5.241528694,33.07658228,27.71352621,18.82353425,198.4859127,8.287638868,24.25268384,104.6643984,281.60245,25.4484408,1.981530334,174.8076238,0.102332658,0.172446294,0.588763165,0.146881689,0.246588299,1.290158433,0.061328528,2.425268384
Isla Hermite,HER42PB,HER42PB_1A,13,16.3,17.5,16.9,110.5192308,18354.53846,46608.69231,45672,1.352307692,0.136590013,0.722206746,0.207693891,0.170570186,8.868963907,0.203965941,0.393719291,0.325759571,0.007650091,0.240668829,1.738725482,1.622515261,67.99580947,12.01517302,93.34165796,0.176709254,0.041976118,0.129009122,0.043206465,0.04125395,0.822097122,0.099346465,0.077392419,0.103143051,0.022799219,0.153567499,0.230448713,0.225512793,0.946432985,0.228888631,0.002680377,5837.940234,17669.83951,1819.746676,318.8457154,13667.24784,5.347190156,6.351383957,33.89863255,28.93439766,20.45548446,217.6036906,10.6404829,28.08949975,81.73116327,81.28126176,23.83868146,3.985571442,118.9050562,0.056145497,0.153703492,0.559327437,0.506351959,0.186144909,2.023714323,0.029793352,2.808949975
Isla Hermite,HER42PB,HER42PB_1A,16,20.5,21.6,21.1,152.4066667,17416.58333,46639,45782.58333,1.306666667,0.162309816,0.813324995,0.350064011,0.268364905,15.03938825,0.288640228,0.404369003,0.33261141,0.004580957,0.273820114,2.155260471,1.47423578,61.95770492,11.32956768,93.38791101,0.183069921,0.053090494,0.128716199,0.110135301,0.066479177,2.277976792,0.104961853,0.061364623,0.126155377,0.0158689,0.100082968,0.384378926,0.189065627,2.721423531,0.285520625,0.006360495,6956.874444,21182.64262,2092.551562,343.7990278,11986.74089,4.922970952,6.39350629,28.97734663,27.00122448,22.53472619,287.7800097,20.13391113,32.86456422,214.2717329,288.0839396,28.04019092,4.950706,38.35757086,0.064490919,0.235920382,0.156477672,0.615627918,0.574635518,3.53969412,0.39865144,3.286456422
Isla Hermite,HER42PB,HER42PB_1A,20,26.1,27.3,26.7,210.7630769,16929.84615,45918,45018,1.362307692,0.1954365,1.083750819,0.488547824,0.31463573,17.04843583,0.107855963,0.365138343,0.243335515,0.022118363,0.327662058,2.26408324,1.459644244,60.29088573,11.22418964,94.17417306,0.186192238,0.042046071,0.29975277,0.197432371,0.076421835,1.309137892,0.078020921,0.048257802,0.103179707,0.0411826,0.104276994,0.284065428,0.190468253,1.326735516,0.292918948,0.004069548,5864.826617,16828.03623,2256.103454,382.915235,14179.20706,6.646599115,7.84225117,41.9704529,36.91192497,22.63461313,192.0094569,11.10116946,31.47956371,211.1337582,129.575879,45.34767943,1.64653551,59.55266965,0.108339566,0.241541336,0.247625672,0.11811816,0.371207655,1.056052013,0.204261518,3.147956371
Isla Hermite,HER42PB,HER42PB_1A,25,33.1,34.1,33.6,281.1045455,15819.54545,50811.90909,50044.27273,1.303636364,0.267601784,0.949045878,0.480835336,0.32630945,35.38921167,0.352407265,0.28266355,0.246002537,0.019336052,0.38883028,1.908042982,1.146949113,45.12319245,9.357767105,94.68135399,0.207411269,0.096175567,0.126912711,0.117949636,0.079161448,1.617478686,0.124339177,0.076972489,0.054102922,0.036090894,0.251656599,0.371003995,0.133524312,1.180797262,0.377814747,0.007302329,8871.994311,23025.53265,3140.602681,585.3572459,35487.97724,9.632847657,11.08791026,61.64578206,47.90043877,34.84930473,237.2807242,16.78597985,40.47366511,120.6591226,198.0195808,31.40602681,7.78525137,670.7227699,0.088622198,0.09757361,1.02948456,0.728086669,0.4460711,5.125263643,0.229967924,4.047366511
Isla Hermite,HER42PB,HER42PB_1A,28,37.1,38.2,37.7,321.895,16145.25,49209.66667,48382.41667,1.344166667,0.362860739,1.6124749,0.766504486,0.39278687,29.33083697,0.205134204,0.302939818,0.269537076,0.032268395,0.421643165,2.2829077,1.213105986,48.81621318,9.747021949,94.16185204,0.199898233,0.116705689,0.405345081,0.277637904,0.051695288,3.454685723,0.154315993,0.087039651,0.080640069,0.041621452,0.096711757,0.413638816,0.327135782,3.099473575,0.590573796,0.009032944,7746.307975,19806.58483,2780.927179,509.8802514,25321.34917,8.041928644,8.769207812,43.74139458,42.59030524,30.00680597,201.9638553,18.09041528,36.81900645,230.8399776,186.1818974,39.76725866,3.977065961,194.9743886,0.101328301,0.211337908,0.209958694,0.234246679,0.483109576,2.746708433,0.063316453,3.681900645
Isla Hermite,HER42PB,HER42PB_1A,31,41.2,42.3,41.7,363.2825,18131,55430.91667,54581.41667,1.355833333,0.144632769,0.779838247,0.422423072,0.22716557,29.89031218,0.238196692,0.303574607,0.172546954,0.0023146,0.283340196,1.349194017,1.194486974,51.00150254,9.180244214,94.04516681,0.180753975,0.026734081,0.119780324,0.191299303,0.0486982,5.904363906,0.123924146,0.064460976,0.087474914,0.008018011,0.148007978,0.252845999,0.193324902,5.036591774,0.557490764,0.009983476,8706.157013,23961.57686,2482.596033,510.7720501,30348.25974,8.722415009,8.979833284,34.73791874,44.27594323,30.61922635,256.1176349,12.6893661,41.3738341,221.1363881,191.6926149,49.15540146,2.24739702,264.0298597,0.070651562,0.241557515,0.340431604,0.509173347,0.814471421,1.075694066,0.16115495,4.13738341
Isla Hermite,HER42PB,HER42PB_1B,40,43.1,44.2,43.7,382.52,20091.08333,59727.91667,58828,1.35,0.141054341,0.768289124,0.30963509,0.213499958,26.45799072,0.243448759,0.33370321,0.266487988,0.007816356,0.227635788,1.167419713,1.168308067,53.66936761,9.545240109,93.2997504,0.177930938,0.047844217,0.142112883,0.094454213,0.046764812,3.14988085,0.100801961,0.039529583,0.077996316,0.020423862,0.138182895,0.158849292,0.189445393,2.710054912,0.449121258,0.004515915,6598.380417,19881.77207,2488.325779,425.6460716,27170.31131,6.251857157,8.651530736,40.88974473,38.26194334,22.88497366,217.7898692,15.7899099,26.73751232,137.9061507,65.60984782,20.15543881,6.895466359,309.741549,0.096903786,0.255220157,0.249427443,0.566276761,0.157906318,1.350297189,0.203689838,2.673751232
Isla Hermite,HER42PB,HER42PB_1B,48,54,55.1,54.5,493.1425,17799.33333,47476.58333,46619.66667,1.316666667,0.146705212,0.862492718,0.348678291,0.240449871,14.07088849,0.15048322,0.34800483,0.223421469,0.012513773,0.25596748,1.770490707,1.421049404,63.28646918,11.31780756,93.31832621,0.178880947,0.034422949,0.068029235,0.090409536,0.045307968,0.693560606,0.075561745,0.062249081,0.122948152,0.028976132,0.123512078,0.229007452,0.205631077,0.937493614,0.307888186,0.005906962,4618.995032,16479.65741,1575.735639,285.4554922,13872.977,5.871694204,11.09571628,27.8525667,30.62449678,17.215285,199.578966,9.92564195,24.29736534,122.8652679,75.80642407,15.59978283,3.882194694,234.4533113,0.029358471,0.335090632,0.35929811,0.275620471,0.129114638,1.576673831,0.11116719,2.429736534
Isla Hermite,HER42PB,HER42PB_1B,50,56.7,57.8,57.2,520.6341667,17684.75,46879.25,45986.08333,1.333333333,0.128311629,0.758848708,0.296255593,0.219801234,12.55132952,0.353766341,0.392390572,0.313069151,0.031380484,0.252807705,2.036245874,1.550981272,63.84785774,11.69993468,92.96125461,0.183302172,0.031761775,0.103282428,0.067074083,0.040672616,1.378675087,0.09567166,0.08434946,0.066347311,0.047133231,0.132532109,0.292978032,0.272691765,1.269574083,0.450514413,0.007672618,3415.579205,10723.74092,1161.29693,213.0614752,10017.06936,4.139917554,5.323592416,16.00316636,21.4504263,12.67297664,119.2508257,6.298210275,31.01118031,69.67781578,15.01323728,11.14845052,1.363593441,131.2236086,0.052576953,0.062818391,0.17603483,0.265985286,0.01647487,0.643954459,0.021413915,3.101118031
Isla Hermite,HER42PB,HER42PB_1B,56,64.7,65.8,65.2,601.5458333,17870.5,47524.66667,46671.41667,1.284166667,0.137892409,0.807885754,0.367481683,0.224418356,15.14658469,0.285069549,0.394554738,0.251431421,0.018611568,0.205450502,1.725854165,1.300945004,62.73927259,11.30775576,93.620198,0.180336404,0.034742192,0.075318679,0.104580305,0.048551969,1.239755208,0.123578233,0.060956637,0.086803271,0.044046448,0.165034265,0.296056133,0.159368521,1.361505198,0.414293233,0.008272381,4921.529077,16718.31854,1911.570392,318.8247,18126.438,5.075843538,8.253068077,36.18123,34.30741154,16.21679654,197.3571738,10.43275985,19.89352741,148.6301781,180.5578402,23.70347286,5.61131472,242.8942692,0.092380352,0.149380532,0.137488674,0.161244834,0.37298632,0.967050152,0.040687763,1.989352741
Isla Hermite,HER42PB,HER42PB_1B,60,69.9,70.9,70.4,653.46,17555.45455,46970.45455,46046.09091,1.427272727,0.103615122,0.688769397,0.277052513,0.241943189,16.40461361,0.160511864,0.38676228,0.245469614,0.005000923,0.333852696,1.931697883,1.369125588,61.98101652,11.05150558,93.94572429,0.17828778,0.038867149,0.16811957,0.113970085,0.077698398,2.501468754,0.085685552,0.069325246,0.078061751,0.016586186,0.144033201,0.235518649,0.203320386,2.105024197,0.498342424,0.004582705,7273.786524,20223.29166,2382.409952,443.5927218,18736.05749,6.595896427,10.60653138,35.46679751,37.68347236,25.92994062,220.559147,10.79469099,30.85010838,336.7763161,202.2329166,38.35680023,9.58160279,219.2118727,0.11081106,0.328802473,0.539095322,0.844109781,0.739003308,3.021660314,0.138172045,3.085010838
Isla Hermite,HER42PB,HER42PB_1B,63,73.7,74.8,74.3,692.3633333,17671.83333,46547.66667,45649.33333,1.275833333,0.09710968,0.701561819,0.265777022,0.189314503,12.54283622,0.218609713,0.398635878,0.32707603,0.012059288,0.24191265,2.015007058,1.501127144,64.73051414,11.78015482,93.72629273,0.182009144,0.025065551,0.106921485,0.134634538,0.044085873,1.776567414,0.106647393,0.059721257,0.093792011,0.041774598,0.113411847,0.314430271,0.298243166,1.720072645,0.341993931,0.003582856,5415.67046,17750.4328,1894.366875,330.5850441,13972.31801,6.245626149,8.570619866,35.40585383,37.52964617,20.04468741,211.7085625,11.40700042,27.0545809,155.9713092,209.455107,25.95282619,1.454574194,76.84774904,0.014989503,0.118274554,0.400086148,0.240189735,0.567264654,0.296391987,0.087833903,2.70545809
Isla Hermite,HER42PB,HER42PB_1B,69,81.5,82.5,82,770.5218182,15943.90909,51358.63636,50500.27273,1.349090909,0.312454388,1.503434485,0.807561501,0.512398231,35.59010145,0.25688942,0.275792023,0.223403874,0.017954368,0.396978683,2.530284407,1.04404161,43.44037595,9.30737401,94.73557165,0.21437147,0.046100729,0.167158204,0.141418375,0.050153972,1.820323391,0.0894007,0.064767218,0.082786877,0.035400868,0.118758047,0.197251718,0.198424285,1.40871663,0.374166174,0.009046891,8945.422022,26370.11281,3316.178876,654.0897303,29131.62831,11.02836,12.14358742,49.15261573,53.75514157,36.0531191,255.3811775,18.6667827,43.90873382,111.8177753,58.01424818,18.57060171,4.251583247,367.0585168,0.101460912,0.338806089,0.407966711,0.73644544,0.504743667,0.817219768,0.104533983,4.390873382
Isla Hermite,HER42PB,HER42PB_1C,80,86.5,87.8,87.2,822.2869231,17513.23077,53067,52107,1.379230769,0.232695943,1.240628791,0.55151271,0.348928958,29.07395047,0.20755711,0.320017421,0.265160991,0.025355456,0.368354792,2.288717348,1.230048652,49.5439723,9.91725266,94.1950119,0.200281993,0.07070139,0.201383737,0.200115126,0.051669516,4.27133897,0.135196985,0.054453286,0.087958043,0.053844449,0.121701549,0.47362357,0.335948861,3.487321128,0.699623459,0.007399419,8976.759109,26667.54291,2867.600154,567.7982591,22528.01628,9.134399757,7.820727692,39.76047449,44.16857409,32.92937976,253.6262866,14.95542664,51.53906898,182.2282099,424.0139323,48.17568258,8.346634409,74.34245371,0.033797279,0.171273936,0.397604745,0.295929446,0.625658215,2.967427554,0.216853686,5.153906898
Isla Hermite,HER42PB,HER42PB_1C,86,94.8,96,95.4,906.45,19630.15385,52476.30769,51578.76923,1.318461538,0.154142809,0.853609659,0.342087538,0.272019029,15.62219931,0.253310354,0.368803554,0.228016508,0.000329542,0.227722754,1.648007426,1.417902813,62.31264082,11.08936553,93.55783213,0.178004606,0.026213441,0.099651525,0.07640773,0.049578966,1.29032961,0.122162943,0.075159704,0.077041351,0.00097354,0.12318014,0.227235443,0.151588743,1.155595051,0.248123775,0.004549712,5721.295663,19173.11646,1937.934236,360.8953237,16524.5867,5.668266146,7.733471223,34.52810771,29.23988643,20.28673632,218.7762183,9.993117862,22.75250175,207.6830326,243.4985791,25.58073192,6.820921619,115.6721069,0.064051407,0.12373554,0.252055186,0.245615046,0.730322508,2.472171267,0.109924296,2.275250175
Isla Hermite,HER42PB,HER42PB_1C,90,100.2,101.4,100.8,961.9553846,18939.23077,47732.76923,46848,1.345384615,0.093928226,0.606594809,0.326634604,0.177054639,9.118349126,0.126054591,0.387709252,0.272523364,0.000329542,0.140983448,1.508110125,1.541696199,68.51061145,11.68076256,93.46981352,0.17067339,0.030465727,0.122613577,0.386404033,0.081385404,2.334511315,0.072814096,0.068013546,0.055657094,0.00097354,0.092703681,0.350509803,0.216142129,2.766019936,0.331272804,0.006509994,6594.697268,20274.4736,2422.968415,431.4287933,17616.22911,7.144032067,7.374484715,40.65077512,32.82610384,24.33687143,219.7339196,20.92027695,29.03795177,79.79583695,85.15278913,22.04901258,3.580858984,348.8013364,0.087157191,0.076694641,0.219514186,0.403761077,0.484303741,1.186563166,0.115061523,2.903795177
Isla Hermite,HER42PB,HER42PB_1C,91,101.6,103.1,102.3,977.5775,19813.25,51338.0625,50380.25,1.355625,0.095697393,0.647649099,0.208280231,0.178175816,11.59421221,0.204430926,0.388325244,0.279661048,0.00925355,0.161463654,1.464615054,1.436728069,66.4453789,11.19373485,93.16877423,0.16844744,0.031291911,0.149366666,0.064428098,0.051015304,2.071213903,0.110080852,0.090255794,0.079669845,0.034017996,0.129469932,0.24507952,0.168226541,2.108546649,0.487235092,0.004281336,5009.073815,15679.13954,1886.233337,299.9841868,15409.2047,5.39869674,7.652397974,44.99762802,66.23589727,17.07719827,188.3177471,7.331532035,23.17770367,164.2976211,25.08662327,4.904206677,2.93984503,118.6508762,0.062085013,0.179066113,0.350981499,0.437156922,0.285189211,1.902009246,0.072582167,2.317770367
Isla Hermite,HER42PB,HER42PB_1C,97,109.8,111,110.4,1058.646923,16921.61538,49881.46154,49036.23077,1.324615385,0.291309435,1.404790176,0.585955546,0.383828744,25.07656374,0.155234587,0.315048687,0.245902696,0.037996941,0.322272547,2.30862138,1.275262762,52.40803566,10.15827432,93.60133233,0.195670324,0.153711236,0.501135296,0.237550064,0.142841211,4.792491419,0.102887399,0.044650124,0.07864369,0.042850549,0.20996373,0.79088989,0.267121325,5.426840801,0.478977838,0.021617578,7175.3422,23770.8588,2339.38198,436.78518,17175.5766,7.2536503,6.6532882,28.9478943,36.659792,24.826568,254.965373,15.9139461,36.17742954,244.679169,204.4293857,29.71015115,0.960927396,190.6489003,0.028289236,0.035262427,0.358953889,0.454581421,0.44191291,0.790392656,0.165505039,3.617742954
Isla Hermite,HER42PB,HER42PB_1C,104,119.2,120.3,119.8,1151.604167,19878.16667,52794.58333,51858.58333,1.33,0.075893894,0.585227167,0.211998064,0.152696913,14.80479855,0.247415911,0.383034034,0.174138158,0.000329542,0.126972413,1.115042005,1.364445862,63.68783441,10.70542519,92.62746817,0.168132583,0.029701114,0.074130171,0.050619772,0.029709446,2.30305858,0.091723677,0.066665005,0.084527798,0.00097354,0.120224083,0.130051107,0.164921957,2.070331338,0.426721787,0.005472609,6260.84885,19931.45628,1783.788743,323.6804956,29105.71327,7.23671292,8.016836814,31.06311504,39.88560708,19.90308814,231.5407717,9.931686372,23.1665181,155.2690515,131.5476115,37.28118474,0.906305388,436.5856991,0.149799957,0.254133727,0.086976722,0.570364181,0.256749837,1.088241627,0.134077766,2.31665181
Isla Hermite,HER42PB,HER42PB_1D,118,127.3,128.4,127.8,1233.236667,21778.75,54049.75,53092.75,1.334166667,0.06369118,0.487603196,0.111289328,0.082078747,7.897017191,0.16479955,0.385014994,0.245044722,0.000329542,0.076288011,0.660227433,1.622268608,71.6469643,11.28553319,93.792982,0.157741404,0.023823821,0.078354525,0.046736844,0.049983459,3.378915211,0.085716716,0.067138015,0.084211761,0.00097354,0.087584166,0.225957235,0.190546004,3.134994226,0.242127331,0.006384214,5656.960644,21097.44306,2617.070294,421.6584628,12943.05626,5.413025996,7.99757167,27.88986141,25.82803284,18.26896274,237.9234012,19.67739493,24.02293655,182.7198288,554.8627524,65.68846437,14.1255585,174.7312595,0.123958295,0.125561875,0.806016995,0.604375968,0.575472326,7.232871397,0.558838016,2.402293655
Isla Hermite,HER42PB,HER42PB_1D,121,130.9,132.2,131.6,1270.93,20312.92857,50184.42857,49315.85714,1.258571429,0.070041896,0.644999122,0.126570383,0.100470283,5.065838411,0.122295979,0.384895425,0.184391511,0.004218321,0.1124597,1.195976184,1.580727382,72.91487599,11.93057219,93.56002994,0.163619124,0.045309692,0.096878776,0.04424296,0.052741097,1.147348779,0.062992955,0.054818305,0.060071893,0.013035178,0.104738096,0.254035853,0.233379439,1.094476524,0.447763259,0.005467138,3648.143898,15108.07419,1282.645911,195.5844371,7988.703067,3.181449904,6.481861022,25.96709783,17.02060447,10.8681745,200.4648971,7.802635527,15.44962422,92.29804061,273.4561428,9.74810892,3.051117218,69.50171668,0.041995139,0.25279258,0.067514454,0.095315385,0.236926204,2.10488142,0.140447439,1.544962422
Isla Hermite,HER42PB,HER42PB_1D,131,143.2,144.4,143.8,1396.852308,21612.38462,53592,52643.84615,1.345384615,0.045217217,0.444457399,0.055419528,0.039099113,4.396502234,0.226161834,0.364679282,0.268188528,0.003966202,0.076391286,0.663614036,1.776223997,74.13435867,11.55419732,93.0638723,0.155899836,0.026921818,0.085175465,0.032114098,0.031318226,1.350787648,0.098972468,0.056866442,0.079356643,0.014300346,0.095200588,0.224802095,0.144847018,1.470215352,0.313040587,0.004803623,5049.87496,16222.83208,1694.217096,259.3390696,12805.9724,4.0172756,6.76410592,22.2037868,20.90723648,15.70363184,201.5309088,6.75540424,19.87159939,82.31296185,115.1821078,25.58267815,3.060201021,112.6925571,0.092397339,0.082522092,0.057729846,0.288519863,0.348620627,1.61224727,0.132405923,1.987159939
Isla Hermite,HER42PB,HER42PB_1D,137,150.7,151.9,151.3,1480.034615,20654.53846,50993.53846,50143.23077,1.311538462,0.047388703,0.485429445,0.090600924,0.086106717,3.878663821,0.187678153,0.425659945,0.193500879,0.001419012,0.093920201,1.007361332,1.578946558,74.15751338,11.95001937,93.23464155,0.161160914,0.020831256,0.063417377,0.041272347,0.043776173,1.049811451,0.097662482,0.068063935,0.083599058,0.005116321,0.111552582,0.113027205,0.240927569,1.055507049,0.280884992,0.00389021,3309.7982,14715.29986,1150.276453,172.5557713,6997.205183,2.856953727,5.489630722,20.00182283,15.64215778,9.202783759,193.3528611,5.180678081,15.94569099,88.37161193,269.2899875,21.05005909,3.140515038,47.58099524,0.045996955,0.058739049,0.29802716,0.154857362,0.122397024,1.29546417,0.058023595,1.594569099
Isla Hermite,HER42PB,HER42PB_1D,144,159.2,160.3,159.8,1611.23,18959.91667,48486.91667,47634.83333,1.343333333,0.124098894,0.791411808,0.289254094,0.210329178,10.41161586,0.168890191,0.382568991,0.197050465,0.000329542,0.150346883,1.678118534,1.498632456,67.9296915,11.8927704,94.70182383,0.175100004,0.027581077,0.107306397,0.08913207,0.046676152,1.459221405,0.110641,0.06663389,0.12049008,0.00097354,0.128094846,0.301828729,0.342533554,1.289089347,0.354129961,0.005075289,5997.873908,19331.44723,2133.687133,334.5877951,14513.69839,5.301363572,7.080750354,29.54255159,29.06945023,21.18442756,222.8833073,11.73028539,30.56266025,169.1400442,143.0527095,27.95130145,3.479713069,79.82534112,0.036579409,0.210298286,0.460863805,0.465111204,0.491478719,2.295698066,0.134898282,3.056266025
Isla Hermite,HER42PB,HER42PB_1D,147,162.9,164.1,163.5,1669.448462,18723.15385,49544,48646.15385,1.31,0.15889436,0.944750771,0.313072869,0.225968376,12.22006813,0.188610735,0.38748451,0.255120326,0.099277504,0.26770761,1.720017678,1.406814326,66.15516911,11.45417545,94.44003671,0.173317609,0.065749895,0.127090946,0.089827953,0.083127082,3.635455287,0.09025177,0.077340371,0.073758598,0.089646813,0.134776589,0.243191379,0.131509328,3.380715867,0.435767814,0.005319313,4295.763522,16304.49768,1670.874143,264.1328625,10760.96847,4.125981149,7.101215107,30.53387748,22.37893368,15.49870515,201.1247375,9.839292734,20.28888154,76.03501434,211.9584699,30.07573457,1.399904171,63.48971398,0.061889717,0.039056683,0.213737142,0.503526008,0.173585498,1.28719832,0.041325029,2.028888154
Isla Hermite,HER42PB,HER42PB_1E,158,169.3,170.5,169.9,1768.774615,20527.46154,50818.76923,49855.92308,1.289230769,0.062301023,0.405605676,0.076908368,0.06129611,5.153678745,0.210927695,0.373034175,0.279815849,0.00496408,0.107658141,0.772968376,1.706266934,74.07859575,11.93237578,94.18769574,0.161139714,0.028553377,0.056848699,0.046858947,0.034773769,0.820162915,0.0900913,0.075652091,0.098551049,0.017898246,0.117709043,0.194034665,0.176938503,1.273837819,0.203759466,0.004651018,1024.567593,5436.594439,410.3823586,66.61077661,3223.639501,1.260301438,2.834914669,7.835581975,7.99662512,4.023302013,74.85729626,2.834914669,14.63439001,13.93411927,51.10398773,2.339179444,0.126560476,23.21020441,0.020038793,0.055280836,0.049364166,0.049579076,0.0599472,0.127257404,0.024947249,1.463439001
Isla Hermite,HER42PB,HER42PB_1E,162,175.6,176.8,176.2,1865.005385,20266.61538,50557.07692,49678.76923,1.296153846,0.075587786,0.525651996,0.129052439,0.092928195,5.095092451,0.122076649,0.394170364,0.194380775,0.006799195,0.162981408,1.123974644,1.59512712,73.15829554,11.63024074,93.35036312,0.159008354,0.02471401,0.039820255,0.041022964,0.03820922,1.191772523,0.069822762,0.065816394,0.057332267,0.01067971,0.13785854,0.192221099,0.180689622,1.191792701,0.259170076,0.004217192,3756.973168,14110.24974,1400.001342,211.0280805,11941.27554,5.526713106,27.22539319,42.45588235,30.50864809,12.28390196,180.6386068,7.531822497,16.88910103,89.79165872,173.5560718,14.28001368,3.144318399,120.606883,0.056372474,0.871212582,0.687785294,0.494240099,0.234622527,1.390917272,0.056488669,1.688910103
Isla Hermite,HER42PB,HER42PB_1E,166,181.9,183.1,182.5,1961.419231,20731.53846,52902.38462,51956.53846,1.318461538,0.061312255,0.525386952,0.120764345,0.091807577,7.856755053,0.25255479,0.412130486,0.269846687,0.000329542,0.030724269,1.010943106,1.531941806,70.30205599,11.4777127,92.91736753,0.163310219,0.019279772,0.079269347,0.042145735,0.036226401,1.741429361,0.102229827,0.043305528,0.074433468,0.00097354,0.048938812,0.228587609,0.149532692,1.568152647,0.215597373,0.003554801,3191.150345,13479.76097,914.3215586,153.4316483,10687.50441,2.678001972,5.932120552,20.43760841,16.5256,7.299756414,178.3340179,6.704264966,15.18690869,68.60973241,118.6218965,7.406004625,2.148043076,196.6500812,0.025173219,0.266352213,0.116494368,0.41479256,0.150374982,0.49933525,0.117324637,1.518690869
Isla Hermite,HER42PB,HER42PB_1E,174,194.9,196.1,195.5,2158.501538,20100.38462,49962.53846,49098.84615,1.267692308,0.054672349,0.496784738,0.098178624,0.066778834,3.928076639,0.124122529,0.402155038,0.236502186,0.031341687,0.151365296,0.861915377,1.663022865,75.23326199,11.90420045,94.25221951,0.158259801,0.025632629,0.066072054,0.044970281,0.043704479,0.532838692,0.056839863,0.059672971,0.07853274,0.048852715,0.111931717,0.128408705,0.211231019,0.897578395,0.263138006,0.004344619,3125.582355,14253.70812,982.7018051,143.7066162,6996.743289,4.257107492,4.605044162,16.48459618,37.24969056,8.233526579,188.1781856,5.05239131,15.71765814,61.88653064,42.76112437,5.89621083,0.229930586,76.26450185,0.087696414,0.047431955,0.060993006,0.19742336,0.141616657,1.655968033,0.036882457,1.571765814
Isla Hermite,HER42PB,HER42PB_1E,179,202.5,203.6,203,2273.884167,20055.5,49857.58333,48976.33333,1.296666667,0.060464191,0.62679147,0.128985896,0.094169285,5.59564624,0.126481977,0.368877648,0.218511547,0.001822073,0.104929411,1.062474443,1.674167456,73.14818162,11.63054603,93.96096244,0.159231477,0.027120352,0.087743989,0.062768556,0.039144163,1.722247191,0.059322291,0.071739803,0.065202385,0.006311846,0.109945277,0.365334818,0.249870923,2.260304851,0.378565906,0.009293497,2826.666898,11992.59067,1202.301468,150.7094709,9342.936185,3.122609518,6.051611715,25.87423565,33.9089395,7.965558382,182.2674644,3.847254066,13.81573274,28.26666898,135.5162746,13.105086,0.572695989,56.05761711,0.043716533,0.203334154,0.26132978,0.220408107,0.084434919,2.168982826,0.081946512,1.381573274
Isla Hermite,HER42PB,HER42PB_1F,184,201.4,202.5,202,2256.428333,17848.91667,46531.83333,45641.75,1.351666667,0.127979254,0.818987621,0.353716314,0.201403325,12.3465824,0.260535918,0.365876379,0.245810872,0.017900345,0.240974101,1.846534401,1.502184323,65.30468061,11.78041846,94.15450745,0.180552756,0.051052879,0.124575415,0.149121698,0.062811841,2.42149071,0.104913949,0.048969585,0.092395198,0.037362705,0.139726092,0.333088009,0.231087096,2.426908348,0.387857574,0.007225279,5457.248831,19005.72883,2108.785455,365.7716364,13791.08364,5.441252987,7.643347532,26.97965714,33.08473766,19.53359169,225.088187,10.66656208,29.24416515,229.2044509,266.0802036,79.07945455,4.645299782,99.29580218,0.071280414,0.099363518,0.312964023,0.231593164,0.455132686,2.903637612,0.254930834,2.924416515
Isla Hermite,HER42PB,HER42PB_1F,189,208.1,209.3,208.7,2363.543846,20220.53846,51050.30769,50139.15385,1.374615385,0.078241459,0.594438022,0.155664273,0.147482026,5.968090489,0.106872471,0.444721605,0.209398945,0.012659739,0.226870347,1.356748644,1.487408418,71.54497195,11.58030436,92.83510818,0.161911888,0.02321938,0.062034021,0.042878954,0.048296842,1.167086045,0.069981198,0.072168737,0.126473978,0.035429018,0.131539916,0.256415739,0.163723728,1.089052923,0.357943484,0.006097002,2756.113305,10921.53411,775.5257867,131.1007878,11345.31869,2.424955924,6.281092925,32.78276452,17.72327666,7.558500739,150.0197423,6.063146568,14.65698229,144.6959485,245.7345174,6.204206294,2.884217331,169.0452485,0.04073926,0.188432788,0.835960495,0.435992606,0.287978878,1.980260599,0.125507134,1.465698229
