"Location","Site","Section","sample","min_depth","max_depth","midpoint","Mn","Mn_sd","Mn_ICP","Mn_ICP_sd","fit","lwr","upr"
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,-1.01365425773786,-0.0506827128868931,0.461144396145387,0.0230572198072693,-0.233845321982799,-1.18547018448716,0.71777954052156
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,-0.467007543399827,-0.0233503771699913,0.0332287120964872,0.00166143560482436,0.150032810406866,-0.802595248693176,1.10266086950691
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,-0.86902811496934,-0.043451405748467,0.177626346444937,0.00888131732224687,-0.132282809807212,-1.0835886416091,0.819023021994675
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,-0.746380847019833,-0.0373190423509916,0.048427627191806,0.0024213813595903,-0.0461547806281371,-0.997519682721011,0.905210121464737
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,-0.63211464339386,-0.031605732169693,0.569381876054206,0.0284690938027103,0.0340877154715851,-0.917604394781418,0.985779825724588
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,-0.83987500552365,-0.0419937502761825,0.542276273426015,0.0271138136713008,-0.111810279901101,-1.06310274174925,0.839482181947047
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,-0.671765142928755,-0.0335882571464378,0.563367561623085,0.0281683780811543,0.00624348022688065,-0.945305355737483,0.957792316191244
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,-1.140839897877,-0.0570419948938501,0.0298460589739177,0.00149230294869589,-0.323160385483218,-1.27541310468047,0.629092333714033
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,-0.815541428900773,-0.0407770714450386,0.642659775195311,0.0321329887597656,-0.0947222270447642,-1.04601661846864,0.856572164379107
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,-1.03084744073586,-0.0515423720367928,0.26748535267614,0.013374267633807,-0.245919092493057,-1.19760984329149,0.705771658305377
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,-1.0172937428334,-0.0508646871416698,0.100572493723551,0.00502862468617754,-0.236401120279374,-1.18803943460899,0.715237194050245
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,-0.67242945686723,-0.0336214728433615,0.500871993598126,0.0250435996799063,0.00577697125987614,-0.945769733338709,0.957323675858461
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,-0.790341859048526,-0.0395170929524263,0.194222253838038,0.0097111126919019,-0.077026037608013,-1.028334980337,0.874282905120973
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,-0.719917002722846,-0.0359958501361423,0.433713041393156,0.0216856520696578,-0.0275707649227099,-0.978988093039319,0.923846563193899
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,-0.704088459402663,-0.0352044229701331,0.512223257882422,0.0256111628941211,-0.0164553013356674,-0.96791071635124,0.935000113679905
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,-0.696255003901757,-0.0348127501950879,0.271700950447939,0.013585047522397,-0.0109543220212912,-0.962430449207193,0.940521805164611
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,-0.624857163159967,-0.0312428581579983,0.506967521030848,0.0253483760515424,0.0391842209201096,-0.912537533570782,0.990905975411001
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,-0.982301460949584,-0.0491150730474792,0.0824704878622528,0.00412352439311264,-0.211828079839761,-1.16334808298757,0.739691923308045
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,-0.573304825522964,-0.0286652412761482,0.435136307248273,0.0217568153624137,0.0753864235005799,-0.87657634691955,1.02734919392071
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,-0.499834579557947,-0.0249917289778973,0.548412074373337,0.0274206037186669,0.126980295863672,-0.825418129518417,1.07937872124576
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,-0.944201801458583,-0.0472100900729292,0.364107335443661,0.0182053667721831,-0.1850729091848,-1.13649208116811,0.766346262798507
